k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0005842541249437, 399999.97852338845, 25000.026588005832]                    |1128403708793434.5000000000000000|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[-0.5990937828446548, 399998.79597710405, 24999.820155296817]                   |407832923824232.1250000000000000|      4.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       3|[-0.5990937828446548, 399998.79597710405, 24999.820155296817]                   |407832923824232.1250000000000000|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[-0.5990937828446548, 399998.79597710405, 24999.820155296817]                   |407832923824232.1250000000000000|      1.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[-0.5990937828446548, 399998.79597710405, 24999.820155296817]                   |407832923824232.1250000000000000|      0.50000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[-0.1058222091091842, 399998.8563003435, 24999.76498047173]                     |13023768739708.6718750000000000|      1.00000000|[24, 0, 6, 12]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       7|[-0.1058222091091842, 399998.8563003435, 24999.76498047173]                     |13023768739708.6718750000000000|      0.50000000|[28, 0, 7, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[-0.1058222091091842, 399998.8563003435, 24999.76498047173]                     |13023768739708.6718750000000000|      0.25000000|[32, 0, 8, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[-0.1058222091091842, 399998.8563003435, 24999.76498047173]                     |13023768739708.6718750000000000|      0.12500000|[36, 0, 9, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[-0.0114410916663389, 399998.9378833172, 24999.757143183768]                    |190560715225.7963562011718750|      0.25000000|[40, 0, 10, 20]                                                            |  | used linear model with 4 points | iterate success | actual_k=0
      11|[-0.0114410916663389, 399998.9378833172, 24999.757143183768]                    |190560715225.7963562011718750|      0.12500000|[44, 0, 11, 22]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[-0.0114410916663389, 399998.9378833172, 24999.757143183768]                    |190560715225.7963562011718750|      0.06250000|[48, 0, 12, 24]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      13|[-0.0114410916663389, 399998.9378833172, 24999.757143183768]                    |190560715225.7963562011718750|      0.03125000|[52, 0, 13, 26]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      14|[-0.0114410916663389, 399998.9378833172, 24999.757143183768]                    |190560715225.7963562011718750|      0.01562500|[56, 0, 14, 28]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      15|[0.003693837813905, 399998.94112305, 24999.759282965493]                        |6838822744.8012046813964844|      0.03125000|[60, 0, 15, 30]                                                            |  | used linear model with 4 points | iterate success | actual_k=0
