k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.020973145545607, -0.2054920992173752, -0.0861735015093528, -0.0792857660212613, 0.022651583582326, 0.5640046673268772, -0.145730012689533]|51860.6992187500000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
       2|[10.020973145545607, -0.2054920992173752, -0.0861735015093528, -0.0792857660212613, 0.022651583582326, 0.5640046673268772, -0.145730012689533]|51860.6992187500000000|      1.00000000|[81, 0, 0, 5]                                                              |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.020973145545607, -0.2054920992173752, -0.0861735015093528, -0.0792857660212613, 0.022651583582326, 0.5640046673268772, -0.145730012689533]|51860.6992187500000000|      0.50000000|[129, 0, 0, 8]                                                             |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.020973145545607, -0.2054920992173752, -0.0861735015093528, -0.0792857660212613, 0.022651583582326, 0.5640046673268772, -0.145730012689533]|51860.6992187500000000|      0.25000000|[177, 0, 0, 11]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.020973145545607, -0.2054920992173752, -0.0861735015093528, -0.0792857660212613, 0.022651583582326, 0.5640046673268772, -0.145730012689533]|51860.6992187500000000|      0.12500000|[225, 0, 0, 14]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.015411805199998, -0.1923276892589059, -0.0912645320139107, -0.1878229478283825, 0.027685863603622, 0.5757000488208367, -0.0869728390496007]|41848.8632812500000000|      0.25000000|[257, 0, 0, 16]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
       7|[10.015411805199998, -0.1923276892589059, -0.0912645320139107, -0.1878229478283825, 0.027685863603622, 0.5757000488208367, -0.0869728390496007]|41848.8632812500000000|      0.12500000|[305, 0, 0, 19]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.015411805199998, -0.1923276892589059, -0.0912645320139107, -0.1878229478283825, 0.027685863603622, 0.5757000488208367, -0.0869728390496007]|41848.8632812500000000|      0.06250000|[353, 0, 0, 22]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.015411805199998, -0.1923276892589059, -0.0912645320139107, -0.1878229478283825, 0.027685863603622, 0.5757000488208367, -0.0869728390496007]|41848.8632812500000000|      0.03125000|[401, 0, 0, 25]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.014344830408662, -0.1917343953646358, -0.0908807737441074, -0.2013135181477684, 0.0273314035615957, 0.5754136127098456, -0.058817526555674]|35063.1640625000000000|      0.06250000|[433, 0, 0, 27]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
