k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4419, 631, 1, 80]                                                         |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[8837, 1263, 2, 160]                                                       |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[13255, 1895, 3, 240]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[17674, 2526, 4, 320]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[22092, 3158, 5, 400]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       6|[0.5990622058757878, 0.0194161779829705, 1.8880288730676738, 0.6539016982456325, 0.0208556136159547, 2.0003989394795934, 1.2956330819161368, 0.0233640674641497, 2.120771578749596, -0.0177749419665117, 0.0225039185932647, 2.1642285440021296, 1.2297067726211472, 0.0212626901327762, 2.220816151759318, 0.2178080610078587, 0.0211873912921319, 2.281337852866739, 1.3362550017583936, 0.0187462577393651, 2.387975580214931, 4.505220849091643, 0.040448096055924, 2.4887599667873053, 0.6592545085526764, 0.0205059261727718, 2.560754025476044, 4.388807296260829, 0.0370698260958247, 2.7041072804216753, 0.2300983671678535, 0.0187074703963952, 2.9415683636778094, 0.2353198908011637, 0.0203699703037674, 2.966349216011743, 0.7118225761057181, 0.0196816492884995, 3.1292920819025176, 0.2059726994949626, 0.0193847320141906, 3.2284303103695415, -0.0676240386118711, 0.021843259195781, 3.2551950300206767, 1.3808235113713632, 0.0220277214916043, 3.384023504541348, 0.2419422513339969, 0.0204915982495897, 3.6678323463263967, 0.0624198313588149, 0.0200738593796081, 3.720818827772221, 0.0145867811789186, 0.0189858190748261, 3.831171753571749, 0.4167808638330016, 0.0189238385423998, 3.958540936781922, 0.2631640441345192, 0.0216479893031857, 4.053605657676632, 0.8220162305544063, 0.0222051949721828, 4.1733008752671745, 0.9648675175113575, 0.0237119457837244, 4.430396378095548, 0.743877921806374, 0.0216419033314666, 4.560602698532511, 0.2125617522854415, 0.0175529038886815, 4.602679119106588, 0.503622443311736, 0.0222987144839755, 4.704157703913614, 0.0481494715914759, 0.0208407285829289, 4.799903235845263, 0.3682028946395111, 0.018769399327882, 4.965637127362969, 0.1651667386824672, 0.0213451628693014, 5.392564898699795, 0.2898420851759088, 0.0185652577431141, 5.416968401934162, 0.0984886988659473, 0.0192312195930241, 2.585682304039495, 0.0018392641483141, 0.0206683038373645, 3.8663254051742117, 0.1555115090446012, 0.0203809400447598, 5.19966563376371]|342524.9503532680682838|      0.06250000|[26510, 3790, 6, 480]                                                      |  | used quadratic model with 5050 points | iterate success | actual_k=8
       7|[0.5990622058757878, 0.0194161779829705, 1.8880288730676738, 0.6539016982456325, 0.0208556136159547, 2.0003989394795934, 1.2956330819161368, 0.0233640674641497, 2.120771578749596, -0.0177749419665117, 0.0225039185932647, 2.1642285440021296, 1.2297067726211472, 0.0212626901327762, 2.220816151759318, 0.2178080610078587, 0.0211873912921319, 2.281337852866739, 1.3362550017583936, 0.0187462577393651, 2.387975580214931, 4.505220849091643, 0.040448096055924, 2.4887599667873053, 0.6592545085526764, 0.0205059261727718, 2.560754025476044, 4.388807296260829, 0.0370698260958247, 2.7041072804216753, 0.2300983671678535, 0.0187074703963952, 2.9415683636778094, 0.2353198908011637, 0.0203699703037674, 2.966349216011743, 0.7118225761057181, 0.0196816492884995, 3.1292920819025176, 0.2059726994949626, 0.0193847320141906, 3.2284303103695415, -0.0676240386118711, 0.021843259195781, 3.2551950300206767, 1.3808235113713632, 0.0220277214916043, 3.384023504541348, 0.2419422513339969, 0.0204915982495897, 3.6678323463263967, 0.0624198313588149, 0.0200738593796081, 3.720818827772221, 0.0145867811789186, 0.0189858190748261, 3.831171753571749, 0.4167808638330016, 0.0189238385423998, 3.958540936781922, 0.2631640441345192, 0.0216479893031857, 4.053605657676632, 0.8220162305544063, 0.0222051949721828, 4.1733008752671745, 0.9648675175113575, 0.0237119457837244, 4.430396378095548, 0.743877921806374, 0.0216419033314666, 4.560602698532511, 0.2125617522854415, 0.0175529038886815, 4.602679119106588, 0.503622443311736, 0.0222987144839755, 4.704157703913614, 0.0481494715914759, 0.0208407285829289, 4.799903235845263, 0.3682028946395111, 0.018769399327882, 4.965637127362969, 0.1651667386824672, 0.0213451628693014, 5.392564898699795, 0.2898420851759088, 0.0185652577431141, 5.416968401934162, 0.0984886988659473, 0.0192312195930241, 2.585682304039495, 0.0018392641483141, 0.0206683038373645, 3.8663254051742117, 0.1555115090446012, 0.0203809400447598, 5.19966563376371]|342524.9503532680682838|      0.03125000|[30928, 4422, 7, 560]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
       8|[0.5988609210695901, 0.0220419874739606, 1.8879974338376062, 0.6543890114479559, 0.0238371889572659, 1.9991697225858258, 1.2944174080753754, 0.0283394569503906, 2.119014358957462, -0.0187897800208388, 0.0235242944743403, 2.1659958646131523, 1.2289590976118825, 0.0259593597470773, 2.220108011074118, 0.2179496518024388, 0.0211360496227837, 2.280234658797592, 1.3358940188726813, 0.0293657053338609, 2.3847502597820047, 4.505174403529821, 0.0550421819953827, 2.4882927036291735, 0.6573148917296177, 0.0239309937321416, 2.562732178967719, 4.388620005966051, 0.056793054263664, 2.7064332751796223, 0.2302361286491761, 0.0192616997279662, 2.9409743172462828, 0.2359382870958105, 0.0216103086121713, 2.967254021624102, 0.7098663545303376, 0.0223791974922458, 3.13010974228787, 0.2071737506125846, 0.0192114907767948, 3.227913099552769, -0.0681570254396493, 0.0211428151460094, 3.254483314653332, 1.3797593733080078, 0.0300846191296203, 3.3848284653040066, 0.2417556797430657, 0.0217025165643807, 3.666448781118484, 0.0626256019382658, 0.0193622211083091, 3.720630795129834, 0.0137742800170755, 0.0175688415250699, 3.8304278039942345, 0.4154644505447366, 0.0195411434044036, 3.9578721409575817, 0.2623264055485888, 0.0224124765975155, 4.0532504805107665, 0.8206727439841882, 0.0253592040629289, 4.173948518519497, 0.9644043626490274, 0.0266962727780096, 4.429397669950494, 0.7444209153593648, 0.0245100719539611, 4.559992020616763, 0.2124731056057429, 0.0188877326110625, 4.604025710751999, 0.5033303363328538, 0.0235739747417922, 4.7035791508117395, 0.0474617012825035, 0.021426400282805, 4.800398690244371, 0.3690377310774466, 0.0193615353006211, 4.965323350805222, 0.1640440843948572, 0.0226094394003428, 5.392868766627483, 0.2909649089448987, 0.0205969681981586, 5.416878296492656, 0.1004122940184331, 0.0194168438421213, 2.5867007645807822, 0.0013912036450278, 0.0213536168727591, 3.866071035826066, 0.1547071670613202, 0.0203762143600713, 5.199349539303573]|290295.2519502497743815|      0.06250000|[35348, 5052, 8, 640]                                                      |  | used quadratic model with 5050 points | iterate success | actual_k=8
       9|[0.5988609210695901, 0.0220419874739606, 1.8879974338376062, 0.6543890114479559, 0.0238371889572659, 1.9991697225858258, 1.2944174080753754, 0.0283394569503906, 2.119014358957462, -0.0187897800208388, 0.0235242944743403, 2.1659958646131523, 1.2289590976118825, 0.0259593597470773, 2.220108011074118, 0.2179496518024388, 0.0211360496227837, 2.280234658797592, 1.3358940188726813, 0.0293657053338609, 2.3847502597820047, 4.505174403529821, 0.0550421819953827, 2.4882927036291735, 0.6573148917296177, 0.0239309937321416, 2.562732178967719, 4.388620005966051, 0.056793054263664, 2.7064332751796223, 0.2302361286491761, 0.0192616997279662, 2.9409743172462828, 0.2359382870958105, 0.0216103086121713, 2.967254021624102, 0.7098663545303376, 0.0223791974922458, 3.13010974228787, 0.2071737506125846, 0.0192114907767948, 3.227913099552769, -0.0681570254396493, 0.0211428151460094, 3.254483314653332, 1.3797593733080078, 0.0300846191296203, 3.3848284653040066, 0.2417556797430657, 0.0217025165643807, 3.666448781118484, 0.0626256019382658, 0.0193622211083091, 3.720630795129834, 0.0137742800170755, 0.0175688415250699, 3.8304278039942345, 0.4154644505447366, 0.0195411434044036, 3.9578721409575817, 0.2623264055485888, 0.0224124765975155, 4.0532504805107665, 0.8206727439841882, 0.0253592040629289, 4.173948518519497, 0.9644043626490274, 0.0266962727780096, 4.429397669950494, 0.7444209153593648, 0.0245100719539611, 4.559992020616763, 0.2124731056057429, 0.0188877326110625, 4.604025710751999, 0.5033303363328538, 0.0235739747417922, 4.7035791508117395, 0.0474617012825035, 0.021426400282805, 4.800398690244371, 0.3690377310774466, 0.0193615353006211, 4.965323350805222, 0.1640440843948572, 0.0226094394003428, 5.392868766627483, 0.2909649089448987, 0.0205969681981586, 5.416878296492656, 0.1004122940184331, 0.0194168438421213, 2.5867007645807822, 0.0013912036450278, 0.0213536168727591, 3.866071035826066, 0.1547071670613202, 0.0203762143600713, 5.199349539303573]|290295.2519502497743815|      0.03125000|[39767, 5683, 9, 720]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=8
      10|[0.5990673144926421, 0.0268909444788168, 1.8862892333928283, 0.6540732514112304, 0.0255661393159888, 1.996016000002847, 1.29343749040863, 0.0349462306140101, 2.119597279572893, -0.0200295245748194, 0.0220090672042568, 2.1669519743692462, 1.2265627072954217, 0.0306513148264748, 2.2212055290995343, 0.218166676723445, 0.0204707987974067, 2.278017139726515, 1.3352851689303264, 0.0379797776271268, 2.379256549786464, 4.504220432827515, 0.0689017326899903, 2.486105503300997, 0.6536006894030196, 0.0300909581038943, 2.5638056355492083, 4.384884666457734, 0.0699751497753451, 2.711668410875585, 0.2319923844028081, 0.0197116271080311, 2.941990875986026, 0.2376545712338608, 0.0223743768666217, 2.9665748275018466, 0.7102491465686717, 0.0257198618065577, 3.1283985655744724, 0.2029809698767885, 0.0237687950331531, 3.2278738357707786, -0.0683942382062559, 0.021052333023988, 3.2534259880225616, 1.380188535707067, 0.0371902268998465, 3.385460148827511, 0.2433231616002433, 0.0222422803886305, 3.6671877779788296, 0.062671055312103, 0.0206193007272504, 3.7213079276139975, 0.014968829222425, 0.0159425707961379, 3.8292345590818386, 0.4149514427831452, 0.0229794297645855, 3.9587467047851104, 0.2640912422210849, 0.022562038700516, 4.051245515015424, 0.819637626317209, 0.0296334398799061, 4.1745169183161215, 0.964369255418923, 0.0299024455564193, 4.430841210385385, 0.7430089993780304, 0.0289059522742718, 4.556560758447657, 0.2142115308369388, 0.0168144149197023, 4.604692744428745, 0.5011859331278838, 0.025810008412062, 4.700659338455089, 0.0459589075682189, 0.0220169587575323, 4.801821679881271, 0.3685701551656135, 0.0224597111084852, 4.963368348331627, 0.164633054388084, 0.021329092070383, 5.392200708193466, 0.2900995618876577, 0.0219404757714997, 5.416542564502172, 0.0970213140984934, 0.0178286382919194, 2.5875212935054, 0.0022922652774773, 0.0212357805568259, 3.8662887566415223, 0.1533590023084851, 0.0184680552587294, 5.201093439130154]|263989.2941102004842833|      0.06250000|[44185, 6315, 10, 800]                                                     |  | used quadratic model with 5050 points | iterate success | actual_k=8
      11|[0.593372998607287, 0.0266988594042595, 1.8791742493965087, 0.650258710869655, 0.0369461569345388, 1.9911870026472447, 1.2899972513061628, 0.0399868701577414, 2.121949718240303, -0.0252886790465018, 0.0212733033128903, 2.171829648789678, 1.2272711155643883, 0.0506056208281707, 2.2204159548176814, 0.2150560630073667, 0.0196581691865014, 2.28354277458646, 1.3414501269441026, 0.0502626584195854, 2.3837046769296237, 4.497570517783061, 0.0891175805762254, 2.490353875172667, 0.6483457709645417, 0.0389480069952001, 2.567245814490091, 4.383049086070614, 0.0808507666149078, 2.7182569256324505, 0.2350821576940953, 0.0211117615829453, 2.9428953017791555, 0.2391962009265422, 0.0225330813353, 2.9739034138991314, 0.7083634067673862, 0.0297088771044537, 3.1369018769945765, 0.2051646198265788, 0.0269030805614433, 3.2267095368154304, -0.0612633740764322, 0.0251412302159796, 3.2505130843825722, 1.3768565632204532, 0.0525301880865914, 3.3828138916425448, 0.2429307389901682, 0.0249513642782859, 3.669165318318592, 0.0648428971838679, 0.0142803407692199, 3.7231218960747854, 0.0128899863010904, 0.0107027563433573, 3.8325138798868763, 0.4118797177762486, 0.0363777325024778, 3.961449862283772, 0.2549944239767065, 0.0248137896598467, 4.056229739563953, 0.8242761939442501, 0.0411267403325003, 4.170234275620913, 0.9609968761888708, 0.0380202087725696, 4.429471493712462, 0.7423805746465387, 0.0324287893086478, 4.558015125098744, 0.2109248370980234, 0.0096441367984134, 4.614231108138907, 0.5016422111105592, 0.0314926830850252, 4.689575683329142, 0.0423820205069622, 0.0224595060457568, 4.803272745940929, 0.3616574461981334, 0.0343921486389182, 4.965490593184476, 0.1594118035151403, 0.0129115544077259, 5.3895131802496605, 0.2857410220332094, 0.0291701536102666, 5.424914006240758, 0.0947478320750697, 0.0195210613481539, 2.583078086621928, 0.0083417259705555, 0.0245030818214697, 3.874110737977562, 0.1546455289469571, 0.0157687160812095, 5.209181755997805]|241568.2484748452843633|      0.12500000|[48604, 6946, 11, 880]                                                     |  | used quadratic model with 5050 points | iterate success | actual_k=8
