k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.461606805035867, -0.6323545431755887, -0.1286586790314302, 0.2640445190415195, 0.4920302534438492, 0.360462741177227, -0.3565146814462787]|60620.2421875000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       2|[10.461606805035867, -0.6323545431755887, -0.1286586790314302, 0.2640445190415195, 0.4920302534438492, 0.360462741177227, -0.3565146814462787]|60620.2421875000000000|      1.00000000|[77, 12, 0, 6]                                                             |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.486592698294807, -0.8446936559280366, -0.3888833012205974, -0.6656081263991984, 0.3442387906475686, 0.3407531984795454, -0.3472341310143362]|43456.1601562500000000|      2.00000000|[103, 16, 0, 8]                                                            |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       4|[10.486592698294807, -0.8446936559280366, -0.3888833012205974, -0.6656081263991984, 0.3442387906475686, 0.3407531984795454, -0.3472341310143362]|43456.1601562500000000|      1.00000000|[153, 24, 0, 12]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.486592698294807, -0.8446936559280366, -0.3888833012205974, -0.6656081263991984, 0.3442387906475686, 0.3407531984795454, -0.3472341310143362]|43456.1601562500000000|      0.50000000|[204, 32, 0, 16]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[10.178544068766113, -0.8858356612236689, -0.3754513236150513, -1.0497854285336723, 0.3742109037538814, 0.3853972605522213, -0.2947999827364956]|34531.4453125000000000|      1.00000000|[242, 38, 0, 19]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | iterate success | actual_k=2
       7|[10.178544068766113, -0.8858356612236689, -0.3754513236150513, -1.0497854285336723, 0.3742109037538814, 0.3853972605522213, -0.2947999827364956]|34531.4453125000000000|      0.50000000|[281, 44, 0, 22]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.178544068766113, -0.8858356612236689, -0.3754513236150513, -1.0497854285336723, 0.3742109037538814, 0.3853972605522213, -0.2947999827364956]|34531.4453125000000000|      0.25000000|[332, 52, 0, 26]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.176806396286754, -0.9147213240083288, -0.3872432388814169, -1.1008549076245402, 0.3703043287739672, 0.4195395740646909, -0.0545199396211212]|30121.1093750000000000|      0.50000000|[358, 56, 0, 28]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      10|[10.176806396286754, -0.9147213240083288, -0.3872432388814169, -1.1008549076245402, 0.3703043287739672, 0.4195395740646909, -0.0545199396211212]|30121.1093750000000000|      0.25000000|[408, 64, 0, 32]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[10.176806396286754, -0.9147213240083288, -0.3872432388814169, -1.1008549076245402, 0.3703043287739672, 0.4195395740646909, -0.0545199396211212]|30121.1093750000000000|      0.12500000|[447, 70, 0, 35]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[10.176806396286754, -0.9147213240083288, -0.3872432388814169, -1.1008549076245402, 0.3703043287739672, 0.4195395740646909, -0.0545199396211212]|30121.1093750000000000|      0.06250000|[486, 76, 0, 38]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[10.176806396286754, -0.9147213240083288, -0.3872432388814169, -1.1008549076245402, 0.3703043287739672, 0.4195395740646909, -0.0545199396211212]|30121.1093750000000000|      0.03125000|[536, 84, 0, 42]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 39 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[10.185764975930311, -0.92188025021719, -0.3916874694116675, -1.0984039560387122, 0.3695776357711565, 0.4160415301480472, -0.082919471019736]|10481.9238281250000000|      0.06250000|[563, 88, 0, 44]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
      15|[10.185764975930311, -0.92188025021719, -0.3916874694116675, -1.0984039560387122, 0.3695776357711565, 0.4160415301480472, -0.082919471019736]|10481.9238281250000000|      0.03125000|[602, 94, 0, 47]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
