k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[4738, 316, 1, 80]                                                         |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[9476, 632, 2, 160]                                                        |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[14214, 948, 3, 240]                                                       |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[18952, 1264, 4, 320]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       5|[1.0173464616196506, 0.0162242874933833, 1.8888610661078618, 0.0131217281894669, 0.0166884095417171, 1.9994016366129872, 0.4268387771851535, 0.0218114879361266, 2.119525973223493, 0.800917261962952, 0.0175014863643344, 2.1643551129930936, 0.2205243587170453, 0.0199139197875831, 2.2161837074936397, 2.6923431588948277, 0.0209657309365822, 2.277501592225435, 0.8061956086982706, 0.0204566561690801, 2.3963135815755865, 2.2661297249186902, 0.0226640249801879, 2.487494287480792, 14.351094018528691, 0.0689143071651718, 2.5579173188291886, 12.161555746044233, 0.0517972053378173, 2.709363969102524, 0.2752955668252779, 0.018709037964229, 2.941586666164591, 0.242073518207236, 0.0176155165045609, 2.9661982942611442, 1.1669408550819855, 0.0211139495917251, 3.127461689113621, 0.1757667664451079, 0.0225324197236134, 3.225832146255622, 0.1183315636713661, 0.0208557276207781, 3.2548964266351343, 3.746849559484424, 0.0227156544173592, 3.379292794562974, 0.8328804540823108, 0.0190592213277822, 3.666229812499703, 0.1617821776075651, 0.0246853576912396, 3.7239830277359935, 0.3821610953864676, 0.0148348195947664, 3.834834225033241, 0.9254652810326538, 0.016084799513166, 3.960278355252312, 0.2586739714700168, 0.0209058933369927, 4.052788820361868, 2.067983070644792, 0.0225319492268881, 4.175296816325454, 1.945330659277951, 0.0187937952029906, 4.429853076768206, 1.4793711733741173, 0.0178349018160291, 4.561495798535126, 0.4821876111018899, 0.0207919775389312, 4.599190842330115, 0.4956052093858339, 0.0182719176157755, 4.701703191968433, 0.3255254551786091, 0.0182318233717799, 4.803050306453422, 0.8407958118091361, 0.0211635039945754, 4.965463451584089, 0.4597254019605667, 0.0207948624966874, 5.393796097967973, 0.49616205599723, 0.0198649214135678, 5.416893821837932, 0.9899928705371315, 0.0211276906782829, 2.5864523097602787, -0.0182298097702988, 0.0182552511119105, 3.860111092635386, 0.2658876415421826, 0.0197786897807373, 5.201672149806962]|2132606.1300262040458620|      0.12500000|[23690, 1580, 5, 400]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
       6|[1.0173464616196506, 0.0162242874933833, 1.8888610661078618, 0.0131217281894669, 0.0166884095417171, 1.9994016366129872, 0.4268387771851535, 0.0218114879361266, 2.119525973223493, 0.800917261962952, 0.0175014863643344, 2.1643551129930936, 0.2205243587170453, 0.0199139197875831, 2.2161837074936397, 2.6923431588948277, 0.0209657309365822, 2.277501592225435, 0.8061956086982706, 0.0204566561690801, 2.3963135815755865, 2.2661297249186902, 0.0226640249801879, 2.487494287480792, 14.351094018528691, 0.0689143071651718, 2.5579173188291886, 12.161555746044233, 0.0517972053378173, 2.709363969102524, 0.2752955668252779, 0.018709037964229, 2.941586666164591, 0.242073518207236, 0.0176155165045609, 2.9661982942611442, 1.1669408550819855, 0.0211139495917251, 3.127461689113621, 0.1757667664451079, 0.0225324197236134, 3.225832146255622, 0.1183315636713661, 0.0208557276207781, 3.2548964266351343, 3.746849559484424, 0.0227156544173592, 3.379292794562974, 0.8328804540823108, 0.0190592213277822, 3.666229812499703, 0.1617821776075651, 0.0246853576912396, 3.7239830277359935, 0.3821610953864676, 0.0148348195947664, 3.834834225033241, 0.9254652810326538, 0.016084799513166, 3.960278355252312, 0.2586739714700168, 0.0209058933369927, 4.052788820361868, 2.067983070644792, 0.0225319492268881, 4.175296816325454, 1.945330659277951, 0.0187937952029906, 4.429853076768206, 1.4793711733741173, 0.0178349018160291, 4.561495798535126, 0.4821876111018899, 0.0207919775389312, 4.599190842330115, 0.4956052093858339, 0.0182719176157755, 4.701703191968433, 0.3255254551786091, 0.0182318233717799, 4.803050306453422, 0.8407958118091361, 0.0211635039945754, 4.965463451584089, 0.4597254019605667, 0.0207948624966874, 5.393796097967973, 0.49616205599723, 0.0198649214135678, 5.416893821837932, 0.9899928705371315, 0.0211276906782829, 2.5864523097602787, -0.0182298097702988, 0.0182552511119105, 3.860111092635386, 0.2658876415421826, 0.0197786897807373, 5.201672149806962]|2132606.1300262040458620|      0.06250000|[28429, 1895, 6, 480]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       7|[1.0159987683464886, 0.0219359474596581, 1.8872295032198552, 0.0163522783999527, 0.0161077697185805, 1.999638911855114, 0.4258623145802641, 0.0219814688325177, 2.117089026961444, 0.8020982153778232, 0.0191306843408647, 2.1622978045525643, 0.2209961630654087, 0.0191481778608981, 2.2157061754613987, 2.69181036917614, 0.04370359113841, 2.2762646219602063, 0.8075066031289064, 0.0216809216106313, 2.3962211030937444, 2.265317137705702, 0.030338158395868, 2.4791764067169404, 14.348520949157859, 0.0993673711804877, 2.549974856599101, 12.162518828619703, 0.0801147612807059, 2.721021155747056, 0.2772317733089713, 0.0181519712000588, 2.9406154842605927, 0.2412461586105236, 0.0166974367697786, 2.966641707200101, 1.1662867208573022, 0.0268256043319589, 3.126902758358156, 0.1766431041176701, 0.0229936512657407, 3.2241006802758143, 0.1158599946682812, 0.0243533473718148, 3.255456946586943, 3.7466967123050647, 0.0471461972284482, 3.3828686796924887, 0.834288394654118, 0.0201509941166479, 3.6673366070671958, 0.1632897874293772, 0.0230706734894874, 3.7201792064145556, 0.3809282579315931, 0.0175374583562638, 3.836920901930038, 0.9265729285730895, 0.0222899419110722, 3.959651594729396, 0.2556753210599734, 0.0213448599384196, 4.052618326838138, 2.0694441658198657, 0.0265968751642081, 4.175267769028822, 1.948489533509125, 0.0351685231569355, 4.429753452574961, 1.4814387794403405, 0.0280731044737725, 4.56319360560969, 0.4810774623171388, 0.0224818149798645, 4.602257889732582, 0.4951739421322314, 0.0222339784906624, 4.700838190305958, 0.3261686266808538, 0.0148044753302839, 4.802220914652631, 0.8408661383043529, 0.0235439679429947, 4.96834519871374, 0.4600667406007061, 0.0219103963896824, 5.395436436436871, 0.498541146249022, 0.0196815919481907, 5.417195333141225, 0.9907869467625356, 0.0251584910707187, 2.5870848905834793, -0.018673621155942, 0.0175350140736297, 3.8603196877877997, 0.266334146977267, 0.0206664108129489, 5.2001638321374175]|1661674.8381615390535444|      0.12500000|[33167, 2211, 7, 560]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
       8|[1.0159987683464886, 0.0219359474596581, 1.8872295032198552, 0.0163522783999527, 0.0161077697185805, 1.999638911855114, 0.4258623145802641, 0.0219814688325177, 2.117089026961444, 0.8020982153778232, 0.0191306843408647, 2.1622978045525643, 0.2209961630654087, 0.0191481778608981, 2.2157061754613987, 2.69181036917614, 0.04370359113841, 2.2762646219602063, 0.8075066031289064, 0.0216809216106313, 2.3962211030937444, 2.265317137705702, 0.030338158395868, 2.4791764067169404, 14.348520949157859, 0.0993673711804877, 2.549974856599101, 12.162518828619703, 0.0801147612807059, 2.721021155747056, 0.2772317733089713, 0.0181519712000588, 2.9406154842605927, 0.2412461586105236, 0.0166974367697786, 2.966641707200101, 1.1662867208573022, 0.0268256043319589, 3.126902758358156, 0.1766431041176701, 0.0229936512657407, 3.2241006802758143, 0.1158599946682812, 0.0243533473718148, 3.255456946586943, 3.7466967123050647, 0.0471461972284482, 3.3828686796924887, 0.834288394654118, 0.0201509941166479, 3.6673366070671958, 0.1632897874293772, 0.0230706734894874, 3.7201792064145556, 0.3809282579315931, 0.0175374583562638, 3.836920901930038, 0.9265729285730895, 0.0222899419110722, 3.959651594729396, 0.2556753210599734, 0.0213448599384196, 4.052618326838138, 2.0694441658198657, 0.0265968751642081, 4.175267769028822, 1.948489533509125, 0.0351685231569355, 4.429753452574961, 1.4814387794403405, 0.0280731044737725, 4.56319360560969, 0.4810774623171388, 0.0224818149798645, 4.602257889732582, 0.4951739421322314, 0.0222339784906624, 4.700838190305958, 0.3261686266808538, 0.0148044753302839, 4.802220914652631, 0.8408661383043529, 0.0235439679429947, 4.96834519871374, 0.4600667406007061, 0.0219103963896824, 5.395436436436871, 0.498541146249022, 0.0196815919481907, 5.417195333141225, 0.9907869467625356, 0.0251584910707187, 2.5870848905834793, -0.018673621155942, 0.0175350140736297, 3.8603196877877997, 0.266334146977267, 0.0206664108129489, 5.2001638321374175]|1661674.8381615390535444|      0.06250000|[37906, 2526, 8, 640]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       9|[1.0157339220877062, 0.0273015315495532, 1.8868986002461667, 0.0160645949453804, 0.0167163179014495, 1.9997813656688925, 0.4256673978271068, 0.0227122403477881, 2.1178450732802845, 0.8022489453993331, 0.0238471120783534, 2.1612608036713996, 0.2204652856340445, 0.0180816780295644, 2.2151161720049735, 2.691256876758082, 0.0452370415285014, 2.2729079677417516, 0.8076170728759567, 0.0240150313638417, 2.3933371802350076, 2.2652578170394464, 0.0390889358951268, 2.472936062979436, 14.347338538644976, 0.1421402700122271, 2.5383583076581138, 12.161937043016271, 0.1100226410529158, 2.743575264830136, 0.276474743726116, 0.0186369497727322, 2.9404388155585184, 0.240847965760595, 0.0178322233883945, 2.968053949123552, 1.1682809355071964, 0.0275370316110186, 3.1275322581267373, 0.1748776485574625, 0.0226343082612582, 3.2246736765041835, 0.1144151522274805, 0.0247202823777112, 3.254441560684762, 3.746345180022767, 0.0552862275258671, 3.382718430221314, 0.8329997446447819, 0.0251886081222058, 3.666382605879517, 0.1632201100076634, 0.022766749287802, 3.7202414033293856, 0.3795243817837736, 0.0202550518190394, 3.837568900434974, 0.9266492393355371, 0.0253656592090959, 3.959540690589473, 0.2567262299491748, 0.0204811164452589, 4.051623690174977, 2.0702337562835567, 0.0363223635314961, 4.176732722974695, 1.947554640872439, 0.0389392904101796, 4.430278512292778, 1.4810045921983748, 0.0325943763903272, 4.562931305170658, 0.4807039247907721, 0.0232681118196636, 4.60185720044537, 0.4944044376304671, 0.0227409374073974, 4.701907095818042, 0.3254658750237809, 0.0168715129074919, 4.802013597663822, 0.8418921168825361, 0.0257591708680969, 4.968965333853024, 0.4603216363196492, 0.0237266844539151, 5.395373766863769, 0.4986589285246298, 0.0205364154894233, 5.417711374625434, 0.989963574634157, 0.0319582490604372, 2.5880025668790765, -0.0198329556020686, 0.0172908074435796, 3.861251321898519, 0.2655430252328865, 0.022332491140994, 5.200521025544272]|1376566.2370920085813850|      0.12500000|[42644, 2842, 9, 720]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
      10|[1.0157339220877062, 0.0273015315495532, 1.8868986002461667, 0.0160645949453804, 0.0167163179014495, 1.9997813656688925, 0.4256673978271068, 0.0227122403477881, 2.1178450732802845, 0.8022489453993331, 0.0238471120783534, 2.1612608036713996, 0.2204652856340445, 0.0180816780295644, 2.2151161720049735, 2.691256876758082, 0.0452370415285014, 2.2729079677417516, 0.8076170728759567, 0.0240150313638417, 2.3933371802350076, 2.2652578170394464, 0.0390889358951268, 2.472936062979436, 14.347338538644976, 0.1421402700122271, 2.5383583076581138, 12.161937043016271, 0.1100226410529158, 2.743575264830136, 0.276474743726116, 0.0186369497727322, 2.9404388155585184, 0.240847965760595, 0.0178322233883945, 2.968053949123552, 1.1682809355071964, 0.0275370316110186, 3.1275322581267373, 0.1748776485574625, 0.0226343082612582, 3.2246736765041835, 0.1144151522274805, 0.0247202823777112, 3.254441560684762, 3.746345180022767, 0.0552862275258671, 3.382718430221314, 0.8329997446447819, 0.0251886081222058, 3.666382605879517, 0.1632201100076634, 0.022766749287802, 3.7202414033293856, 0.3795243817837736, 0.0202550518190394, 3.837568900434974, 0.9266492393355371, 0.0253656592090959, 3.959540690589473, 0.2567262299491748, 0.0204811164452589, 4.051623690174977, 2.0702337562835567, 0.0363223635314961, 4.176732722974695, 1.947554640872439, 0.0389392904101796, 4.430278512292778, 1.4810045921983748, 0.0325943763903272, 4.562931305170658, 0.4807039247907721, 0.0232681118196636, 4.60185720044537, 0.4944044376304671, 0.0227409374073974, 4.701907095818042, 0.3254658750237809, 0.0168715129074919, 4.802013597663822, 0.8418921168825361, 0.0257591708680969, 4.968965333853024, 0.4603216363196492, 0.0237266844539151, 5.395373766863769, 0.4986589285246298, 0.0205364154894233, 5.417711374625434, 0.989963574634157, 0.0319582490604372, 2.5880025668790765, -0.0198329556020686, 0.0172908074435796, 3.861251321898519, 0.2655430252328865, 0.022332491140994, 5.200521025544272]|1376566.2370920085813850|      0.06250000|[47382, 3158, 10, 800]                                                     |  | used quadratic model with 5054 points | iterate failure | actual_k=4
      11|[1.0159053358831036, 0.0307790483931823, 1.8859227724408667, 0.0158539224688035, 0.0165808982513433, 1.999420185889235, 0.426717507049542, 0.0227820139277985, 2.113725221630407, 0.7998133661136997, 0.0260163264912533, 2.159631598168108, 0.220065566838255, 0.015133749597447, 2.2129946976856103, 2.6904159311297753, 0.0518175471979112, 2.2650366662113544, 0.8076869797727636, 0.0261147765893211, 2.3887209955584825, 2.2641840555633967, 0.048307204921068, 2.4715145134055096, 14.343837405040528, 0.1830386000149933, 2.528176833612342, 12.16015092438535, 0.1400717197232344, 2.764748779596964, 0.2751720347846028, 0.0197029721844438, 2.9398887313292037, 0.2423249987717069, 0.0186347703340791, 2.968080586616029, 1.1672709959594874, 0.0323783866396426, 3.1292147937821566, 0.175782054175176, 0.0229906747837064, 3.2228180906335235, 0.1136544943521442, 0.0252422425329535, 3.2562831156731407, 3.7459417543794538, 0.0628218969967763, 3.3854967378336767, 0.8310705171944445, 0.0289040197469996, 3.665105050195222, 0.1629922677961136, 0.023179248933104, 3.722191454124655, 0.3783559432015733, 0.0204909485633321, 3.837132209437572, 0.9272785656163214, 0.0300832584149976, 3.960998445923562, 0.2561614981908864, 0.01965080766664, 4.052712224734825, 2.070558956795048, 0.0453369763624567, 4.177572365276708, 1.9464902019909083, 0.0432803174665229, 4.428516495869559, 1.4822381116396686, 0.03974041000579, 4.560961474060846, 0.4808243044372662, 0.0257063929853664, 4.603261227329951, 0.494978848842542, 0.0246597662229222, 4.703795269261229, 0.3229165308285733, 0.0197305532470168, 4.80214388846827, 0.8446654056021811, 0.0287695970371704, 4.968748265404618, 0.4603249118623082, 0.0259710173785108, 5.393331951698135, 0.4982152540284185, 0.0276092012983208, 5.419495419811261, 0.9897193836874448, 0.0390546964792385, 2.588148243398885, -0.018570527573113, 0.0169256043411685, 3.860652169317171, 0.2665048962302597, 0.0229912392980127, 5.201912029711882]|1205056.7355144007597119|      0.12500000|[52121, 3473, 11, 880]                                                     |  | used quadratic model with 5054 points | iterate success | actual_k=4
