k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.4108565748548432, 9.98439203006123, 1.2845228746040238]                      |  0.1263052461164572|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.4108565748548432, 9.98439203006123, 1.2845228746040238]                      |  0.1263052461164572|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.4108565748548432, 9.98439203006123, 1.2845228746040238]                      |  0.1263052461164572|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.4108565748548432, 9.98439203006123, 1.2845228746040238]                      |  0.1263052461164572|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.5357072676533985, 9.980934664537008, 1.2895578653043847]                     |  0.0666242859068603|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[0.5357072676533985, 9.980934664537008, 1.2895578653043847]                     |  0.0666242859068603|      0.12500000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.6480371229331128, 10.025719496720694, 1.2579141863286787]                    |  0.0464400046831295|      0.25000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.6480371229331128, 10.025719496720694, 1.2579141863286787]                    |  0.0464400046831295|      0.12500000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.6480371229331128, 10.025719496720694, 1.2579141863286787]                    |  0.0464400046831295|      0.06250000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.6399432865902305, 10.027941691949978, 1.1959803372506699]                    |  0.0332857219133364|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[0.6399432865902305, 10.027941691949978, 1.1959803372506699]                    |  0.0332857219133364|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.7014922497135861, 10.018847086053377, 1.1900420477641844]                    |  0.0247076659789163|      0.12500000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[0.7747622637000723, 10.103805690561854, 1.1349190891136156]                    |  0.0115815580459701|      0.25000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      15|[0.7747622637000723, 10.103805690561854, 1.1349190891136156]                    |  0.0115815580459701|      0.12500000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
