k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[3, 0, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       2|[0.5221122909721612, -0.0470487591247328]                                       |  0.2241558899516841|      1.00000000|[6, 0, 2, 4]                                                               |  | used linear model with 3 points | iterate success | actual_k=0
       3|[0.5221122909721612, -0.0470487591247328]                                       |  0.2241558899516841|      0.50000000|[9, 0, 3, 6]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      1.00000000|[12, 0, 4, 8]                                                              |  | used linear model with 3 points | iterate success | actual_k=0
       5|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.50000000|[15, 0, 5, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       6|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.25000000|[18, 0, 5, 11]                                                             |  | used linear model with 3 points | actual_k=0
       7|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.12500000|[20, 0, 5, 12]                                                             |  | used linear model with 3 points | actual_k=0
       8|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.06250000|[22, 0, 5, 13]                                                             |  | used linear model with 3 points | actual_k=0
       9|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.03125000|[24, 0, 5, 14]                                                             |  | used linear model with 3 points | actual_k=0
      10|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.01562500|[26, 0, 5, 15]                                                             |  | used linear model with 3 points | actual_k=0
      11|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.00781250|[28, 0, 5, 16]                                                             |  | used linear model with 3 points | actual_k=0
      12|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.00390625|[30, 0, 5, 17]                                                             |  | used linear model with 3 points | actual_k=0
      13|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.00195312|[32, 0, 5, 18]                                                             |  | used linear model with 3 points | actual_k=0
      14|[0.0223277875453648, -0.0323705393951268]                                       |  0.0000050843488294|      0.00097656|[34, 0, 5, 19]                                                             |  | used linear model with 3 points | actual_k=0
      15|[0.0219970812699444, -0.031451677231468]                                        |  0.0000045952921853|      0.00195312|[36, 0, 6, 21]                                                             |  | used linear model with 3 points | iterate success | actual_k=0
