k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.304908238209835, -0.9549300326903439, -0.4379987540587063, 0.743367001701543, -0.3681579592611286, -0.1098089417135639, -0.0272847880795506]|398410.9687500000000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[10.157782108149929, -1.3728138728239798, 0.5985636528777434, 2.144623488769298, -0.599143170179202, -0.0129116910905856, 0.8111675881137848]|39406.9257812500000000|      4.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[10.157782108149929, -1.3728138728239798, 0.5985636528777434, 2.144623488769298, -0.599143170179202, -0.0129116910905856, 0.8111675881137848]|39406.9257812500000000|      2.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[10.157782108149929, -1.3728138728239798, 0.5985636528777434, 2.144623488769298, -0.599143170179202, -0.0129116910905856, 0.8111675881137848]|39406.9257812500000000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.157782108149929, -1.3728138728239798, 0.5985636528777434, 2.144623488769298, -0.599143170179202, -0.0129116910905856, 0.8111675881137848]|39406.9257812500000000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[10.172422128040616, -1.4069804752728727, 0.5866467146112307, 2.3004804418446856, -0.6045145252789152, 0.0030485869226035, 0.3379854583526929]|20774.9042968750000000|      1.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[10.172422128040616, -1.4069804752728727, 0.5866467146112307, 2.3004804418446856, -0.6045145252789152, 0.0030485869226035, 0.3379854583526929]|20774.9042968750000000|      0.50000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.172422128040616, -1.4069804752728727, 0.5866467146112307, 2.3004804418446856, -0.6045145252789152, 0.0030485869226035, 0.3379854583526929]|20774.9042968750000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[10.172422128040616, -1.4069804752728727, 0.5866467146112307, 2.3004804418446856, -0.6045145252789152, 0.0030485869226035, 0.3379854583526929]|20774.9042968750000000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.172612905129185, -1.407470699660451, 0.5867057316897616, 2.3181395255433292, -0.6047995004035106, 0.0031027711449863, 0.2142405901063311]|10591.2138671875000000|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[10.172612905129185, -1.407470699660451, 0.5867057316897616, 2.3181395255433292, -0.6047995004035106, 0.0031027711449863, 0.2142405901063311]|10591.2138671875000000|      0.12500000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[10.172612905129185, -1.407470699660451, 0.5867057316897616, 2.3181395255433292, -0.6047995004035106, 0.0031027711449863, 0.2142405901063311]|10591.2138671875000000|      0.06250000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[10.171278057386692, -1.4077936419215287, 0.5847098904433943, 2.3236506232525356, -0.6050630581197891, 0.003407653252455, 0.1520325046689059]|8247.5703125000000000|      0.12500000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[10.171278057386692, -1.4077936419215287, 0.5847098904433943, 2.3236506232525356, -0.6050630581197891, 0.003407653252455, 0.1520325046689059]|8247.5703125000000000|      0.06250000|[421, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[10.171278057386692, -1.4077936419215287, 0.5847098904433943, 2.3236506232525356, -0.6050630581197891, 0.003407653252455, 0.1520325046689059]|8247.5703125000000000|      0.03125000|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[10.171278057386692, -1.4077936419215287, 0.5847098904433943, 2.3236506232525356, -0.6050630581197891, 0.003407653252455, 0.1520325046689059]|8247.5703125000000000|      0.01562500|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[10.17052877376103, -1.4084221004164428, 0.5858037433835779, 2.3221566051135327, -0.6044245896175962, 0.0054203132950891, 0.1673719046584282]|7961.1552734375000000|      0.03125000|[511, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[10.17052877376103, -1.4084221004164428, 0.5858037433835779, 2.3221566051135327, -0.6044245896175962, 0.0054203132950891, 0.1673719046584282]|7961.1552734375000000|      0.01562500|[541, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[10.17052877376103, -1.4084221004164428, 0.5858037433835779, 2.3221566051135327, -0.6044245896175962, 0.0054203132950891, 0.1673719046584282]|7961.1552734375000000|      0.00781250|[571, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[10.17052877376103, -1.4084221004164428, 0.5858037433835779, 2.3221566051135327, -0.6044245896175962, 0.0054203132950891, 0.1673719046584282]|7961.1552734375000000|      0.00390625|[601, 40, 1, 41]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[10.17053899212033, -1.4084137063190874, 0.5857430427150668, 2.3224437296572997, -0.604419037597108, 0.0061558286835766, 0.1635467934966006]|7940.4194335937500000|      0.00781250|[632, 42, 1, 43]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[10.17053899212033, -1.4084137063190874, 0.5857430427150668, 2.3224437296572997, -0.604419037597108, 0.0061558286835766, 0.1635467934966006]|7940.4194335937500000|      0.00390625|[662, 44, 1, 45]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[10.170593652123125, -1.4083295214800877, 0.586349268470138, 2.322355335277411, -0.6045769148216784, 0.0093694844145324, 0.1656730302312627]|7938.0161132812500000|      0.00781250|[692, 46, 1, 47]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[10.170593652123125, -1.4083295214800877, 0.586349268470138, 2.322355335277411, -0.6045769148216784, 0.0093694844145324, 0.1656730302312627]|7938.0161132812500000|      0.00390625|[722, 48, 1, 49]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[10.170593652123125, -1.4083295214800877, 0.586349268470138, 2.322355335277411, -0.6045769148216784, 0.0093694844145324, 0.1656730302312627]|7938.0161132812500000|      0.00195312|[752, 50, 1, 51]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[10.170603163421578, -1.4083329298506149, 0.5862947142640658, 2.3225010198038576, -0.6045497068681559, 0.010035619441667, 0.1638438449224215]|7931.3203125000000000|      0.00390625|[782, 52, 1, 53]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[10.170535569970152, -1.4083612703167614, 0.5860583680136773, 2.3225967857755965, -0.6044259064059895, 0.0138408545779504, 0.1646764584807718]|7923.6679687500000000|      0.00781250|[812, 54, 1, 55]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      28|[10.170535569970152, -1.4083612703167614, 0.5860583680136773, 2.3225967857755965, -0.6044259064059895, 0.0138408545779504, 0.1646764584807718]|7923.6679687500000000|      0.00390625|[842, 56, 1, 57]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[10.170535569970152, -1.4083612703167614, 0.5860583680136773, 2.3225967857755965, -0.6044259064059895, 0.0138408545779504, 0.1646764584807718]|7923.6679687500000000|      0.00195312|[872, 58, 1, 59]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[10.170854324401509, -1.408421602950318, 0.5861238925835288, 2.322790101967789, -0.6042776068322686, 0.0148551338172109, 0.1630587338153033]|7921.4995117187500000|      0.00390625|[902, 60, 1, 61]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      31|[10.170854324401509, -1.408421602950318, 0.5861238925835288, 2.322790101967789, -0.6042776068322686, 0.0148551338172109, 0.1630587338153033]|7921.4995117187500000|      0.00195312|[932, 62, 1, 63]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[10.170909544644024, -1.408432261948424, 0.5860557226737977, 2.3226915552977356, -0.6042132205320437, 0.0160479803483635, 0.1645982621037378]|7918.4930228096918654|      0.00390625|[962, 64, 2, 66]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      33|[10.170909544644024, -1.408432261948424, 0.5860557226737977, 2.3226915552977356, -0.6042132205320437, 0.0160479803483635, 0.1645982621037378]|7918.4930228096918654|      0.00195312|[993, 66, 2, 68]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[10.170898987496603, -1.408426801533916, 0.5859652593180531, 2.322821654256697, -0.6041522463639355, 0.0173307774036833, 0.1631353333618068]|7915.5190429687500000|      0.00390625|[1023, 68, 2, 70]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
