k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[85, 31, 1, 3]                                                             |  | used linear model with 116 points | iterate failure | actual_k=16
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[170, 62, 2, 6]                                                            |  | used linear model with 116 points | iterate failure | actual_k=16
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[255, 93, 3, 9]                                                            |  | used linear model with 116 points | iterate failure | actual_k=16
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[340, 124, 4, 12]                                                          |  | used linear model with 116 points | iterate failure | actual_k=16
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[427, 153, 5, 15]                                                          |  | used linear model with 116 points | iterate failure | actual_k=16
       6|[1.0227329607778695, 0.0197710540642181, 1.8874300387140313, 0.0165494529092164, 0.0231530216225743, 2.0016753170797643, 0.4307446791539349, 0.017010409629118, 2.1164947759057404, 0.802113950582692, 0.0209510724196454, 2.164722636664938, 0.2211380086111463, 0.0205951894854978, 2.215974874225403, 2.6904564510183833, 0.017823958456521, 2.2803763327694657, 0.8033831640464134, 0.0166868883712886, 2.387116491737555, 2.2703270532431623, 0.0214659863129024, 2.4870830209762733, 14.354332691515443, 0.0402005002444499, 2.5542370675398613, 12.162174271380703, 0.0325481457536631, 2.708168499024231, 0.2758224226592093, 0.0216517269851588, 2.939192637770318, 0.2443791123634957, 0.017613495749973, 2.9652519500613743, 1.166909004740455, 0.0228575196371529, 3.1265557536584776, 0.1783504534637896, 0.0222724557494869, 3.2245501749514682, 0.1111684013099954, 0.020454702014463, 3.254804665135483, 3.7465499372869915, 0.0245040569010085, 3.381013619715867, 0.8328044162689441, 0.0221828503504496, 3.668746882356301, 0.155567713828738, 0.0216965875880444, 3.724859605786335, 0.3834577933680403, 0.0181327235612361, 3.830786714582145, 0.9220877999916537, 0.0212792435093503, 3.960682886953834, 0.2579673240646424, 0.0199159105386697, 4.052904185065344, 2.068780286085203, 0.0191466391499578, 4.174886044532083, 1.9447955651447446, 0.0169322792164206, 4.427970850938189, 1.4848153434548694, 0.0201681606237193, 4.557578388884474, 0.4828488796903596, 0.019169758148468, 4.603311016856209, 0.4922967362490154, 0.0180212585785461, 4.705545076652206, 0.3291699457737813, 0.0189429742158426, 4.802398847487966, 0.8423638551609332, 0.018759294429193, 4.968481636726329, 0.4592075102143703, 0.0239141315365966, 5.396231624011165, 0.4906385062001387, 0.0192239837973249, 5.417472081667966, 0.9841941351422239, 0.0199221042130864, 2.5907985273460334, -0.0134055333134682, 0.0209212492599643, 3.8604665446358597, 0.2675040186835059, 0.0226895806459365, 5.194693934003353]|2700153.4781562862917781|      0.06250000|[515, 181, 6, 18]                                                          |  | used linear model with 116 points | iterate success | actual_k=16
       7|[1.0236888875003458, 0.0155736307213157, 1.888484276706129, 0.018955494499811, 0.0171134644324776, 1.9982282565762135, 0.4429905687572012, 0.0130703358516709, 2.115611819352174, 0.815738766448643, 0.017287468571258, 2.1677707356421494, 0.2190304031010115, 0.0099458852976535, 2.227256168495802, 2.696510925541488, 0.036832164131431, 2.2782749849787987, 0.8102827784647064, 0.0157255360839921, 2.3853684953544714, 2.27161806054511, 0.0301748319908323, 2.4793355863982964, 14.351683195457719, 0.0571813895528322, 2.5566162214718284, 12.162767404193223, 0.0493354654070153, 2.7094643315087605, 0.2681818587232704, 0.0211545978242896, 2.931987983253564, 0.2457891151985734, 0.0140761734084161, 2.955235764460728, 1.1717849963021965, 0.019619738158227, 3.1254237260091062, 0.1834634242206253, 0.0257806179993951, 3.2259014998282503, 0.1102212360892166, 0.0212241546451683, 3.2499827809861617, 3.752148507989554, 0.0330179268185757, 3.369806216549693, 0.842177685680959, 0.0149007776201908, 3.66800740252873, 0.1542347340294413, 0.0187417277082599, 3.7313125319936264, 0.3810771169193491, 0.0124676648807895, 3.8258253335711077, 0.9160840214700497, 0.0248839510268747, 3.9599359788567945, 0.2497209736570708, 0.0173787335198013, 4.050204204120357, 2.069682711514648, 0.0143816740433603, 4.1744194428903425, 1.9435858690529135, 0.036496840671035, 4.425929280467949, 1.480098012155743, 0.0256449869705977, 4.559271403079453, 0.4818969482260059, 0.0133753785956172, 4.598326609542519, 0.4867118096850254, 0.0214375714737362, 4.705908621470862, 0.3325185154446222, 0.022052118877273, 4.806424734404522, 0.8375591110915553, 0.0259543879850243, 4.9748056755461, 0.4538455716624972, 0.024676372155935, 5.394543059927049, 0.4976931662585027, 0.0246427968654033, 5.411140982160902, 0.9863970387842498, 0.0103691279571293, 2.5923429552863935, -0.0150993153526323, 0.0264251902519925, 3.8659636644041964, 0.2748505167468215, 0.0247920846086092, 5.195427776194056]|2201536.3376881526783109|      0.12500000|[600, 212, 7, 21]                                                          |  | used linear model with 116 points | iterate success | actual_k=16
       8|[1.0236888875003458, 0.0155736307213157, 1.888484276706129, 0.018955494499811, 0.0171134644324776, 1.9982282565762135, 0.4429905687572012, 0.0130703358516709, 2.115611819352174, 0.815738766448643, 0.017287468571258, 2.1677707356421494, 0.2190304031010115, 0.0099458852976535, 2.227256168495802, 2.696510925541488, 0.036832164131431, 2.2782749849787987, 0.8102827784647064, 0.0157255360839921, 2.3853684953544714, 2.27161806054511, 0.0301748319908323, 2.4793355863982964, 14.351683195457719, 0.0571813895528322, 2.5566162214718284, 12.162767404193223, 0.0493354654070153, 2.7094643315087605, 0.2681818587232704, 0.0211545978242896, 2.931987983253564, 0.2457891151985734, 0.0140761734084161, 2.955235764460728, 1.1717849963021965, 0.019619738158227, 3.1254237260091062, 0.1834634242206253, 0.0257806179993951, 3.2259014998282503, 0.1102212360892166, 0.0212241546451683, 3.2499827809861617, 3.752148507989554, 0.0330179268185757, 3.369806216549693, 0.842177685680959, 0.0149007776201908, 3.66800740252873, 0.1542347340294413, 0.0187417277082599, 3.7313125319936264, 0.3810771169193491, 0.0124676648807895, 3.8258253335711077, 0.9160840214700497, 0.0248839510268747, 3.9599359788567945, 0.2497209736570708, 0.0173787335198013, 4.050204204120357, 2.069682711514648, 0.0143816740433603, 4.1744194428903425, 1.9435858690529135, 0.036496840671035, 4.425929280467949, 1.480098012155743, 0.0256449869705977, 4.559271403079453, 0.4818969482260059, 0.0133753785956172, 4.598326609542519, 0.4867118096850254, 0.0214375714737362, 4.705908621470862, 0.3325185154446222, 0.022052118877273, 4.806424734404522, 0.8375591110915553, 0.0259543879850243, 4.9748056755461, 0.4538455716624972, 0.024676372155935, 5.394543059927049, 0.4976931662585027, 0.0246427968654033, 5.411140982160902, 0.9863970387842498, 0.0103691279571293, 2.5923429552863935, -0.0150993153526323, 0.0264251902519925, 3.8659636644041964, 0.2748505167468215, 0.0247920846086092, 5.195427776194056]|2201536.3376881526783109|      0.06250000|[687, 241, 8, 24]                                                          |  | used linear model with 116 points | iterate failure | actual_k=16
       9|[1.0206225879982307, 0.026484081020419, 1.8902841197773992, 0.0118496729483795, 0.0150900828274418, 1.9948346920803006, 0.4445588919052928, 0.0134168697548213, 2.1154434641375772, 0.8127134597355374, 0.0183452044537201, 2.174897346474884, 0.2311086793208288, 0.0178742400971393, 2.2266086432324665, 2.6895034679322976, 0.0425842146396929, 2.2803426070667903, 0.8141007808286935, 0.016832135863449, 2.3734027454048015, 2.2676473077887933, 0.0314428235486577, 2.479670887921803, 14.352897913165306, 0.0795905255795024, 2.5528661095988263, 12.165197406036853, 0.0642326704228474, 2.7121738407095197, 0.2720467907825163, 0.0250953311024437, 2.926404549187147, 0.2387349842732414, 0.0122842316709835, 2.955786602208501, 1.168083068829848, 0.0172291116841347, 3.124617475174321, 0.1858432687446391, 0.03474861177752, 3.223582570157148, 0.1083736747939302, 0.0175251564598166, 3.2482678490370516, 3.741763195022148, 0.0362054637369682, 3.3488782707342106, 0.8474833519435435, 0.0093300637472238, 3.671149017716201, 0.1569756215846257, 0.0147447028540745, 3.7291991667044515, 0.3823776471412665, 0.0136427878229018, 3.8194353770770793, 0.914983833492765, 0.021337650992938, 3.960481243068215, 0.2530278448321414, 0.0052127050601405, 4.05318171690965, 2.0816823587466455, 0.0358096607124678, 4.174970499218228, 1.9478302651914676, 0.046226386729692, 4.432300486416139, 1.4823159242323471, 0.0219347317322053, 4.562094477321927, 0.48560463663364, 0.0112372573493873, 4.598526570220542, 0.4901437229311865, 0.0174022217647909, 4.702103414215842, 0.3343597095343647, 0.0257247083506838, 4.809181929784609, 0.8307763213581888, 0.0241759723659524, 4.98012907822315, 0.4534241432758184, 0.0259272145840775, 5.399072491213392, 0.5094719925379521, 0.0289733838794731, 5.410863550079154, 0.9887108741407639, 0.013715001330674, 2.593258272825933, -0.0176682889834545, 0.0345015233088919, 3.8714918041617583, 0.2701990495098732, 0.0297407419191972, 5.197019328359614]|1884818.8483218874316663|      0.12500000|[772, 272, 9, 27]                                                          |  | used linear model with 116 points | iterate success | actual_k=16
      10|[1.0206225879982307, 0.026484081020419, 1.8902841197773992, 0.0118496729483795, 0.0150900828274418, 1.9948346920803006, 0.4445588919052928, 0.0134168697548213, 2.1154434641375772, 0.8127134597355374, 0.0183452044537201, 2.174897346474884, 0.2311086793208288, 0.0178742400971393, 2.2266086432324665, 2.6895034679322976, 0.0425842146396929, 2.2803426070667903, 0.8141007808286935, 0.016832135863449, 2.3734027454048015, 2.2676473077887933, 0.0314428235486577, 2.479670887921803, 14.352897913165306, 0.0795905255795024, 2.5528661095988263, 12.165197406036853, 0.0642326704228474, 2.7121738407095197, 0.2720467907825163, 0.0250953311024437, 2.926404549187147, 0.2387349842732414, 0.0122842316709835, 2.955786602208501, 1.168083068829848, 0.0172291116841347, 3.124617475174321, 0.1858432687446391, 0.03474861177752, 3.223582570157148, 0.1083736747939302, 0.0175251564598166, 3.2482678490370516, 3.741763195022148, 0.0362054637369682, 3.3488782707342106, 0.8474833519435435, 0.0093300637472238, 3.671149017716201, 0.1569756215846257, 0.0147447028540745, 3.7291991667044515, 0.3823776471412665, 0.0136427878229018, 3.8194353770770793, 0.914983833492765, 0.021337650992938, 3.960481243068215, 0.2530278448321414, 0.0052127050601405, 4.05318171690965, 2.0816823587466455, 0.0358096607124678, 4.174970499218228, 1.9478302651914676, 0.046226386729692, 4.432300486416139, 1.4823159242323471, 0.0219347317322053, 4.562094477321927, 0.48560463663364, 0.0112372573493873, 4.598526570220542, 0.4901437229311865, 0.0174022217647909, 4.702103414215842, 0.3343597095343647, 0.0257247083506838, 4.809181929784609, 0.8307763213581888, 0.0241759723659524, 4.98012907822315, 0.4534241432758184, 0.0259272145840775, 5.399072491213392, 0.5094719925379521, 0.0289733838794731, 5.410863550079154, 0.9887108741407639, 0.013715001330674, 2.593258272825933, -0.0176682889834545, 0.0345015233088919, 3.8714918041617583, 0.2701990495098732, 0.0297407419191972, 5.197019328359614]|1884818.8483218874316663|      0.06250000|[860, 300, 10, 30]                                                         |  | used linear model with 116 points | iterate failure | actual_k=16
      11|[1.0193746029869692, 0.0288997788442821, 1.8948066724176682, 0.010223375093794, 0.0170634907835571, 1.981463250544063, 0.455775638913382, 0.0161193167382498, 2.1151011071789023, 0.8093029970659211, 0.0245388481757156, 2.1734308339544954, 0.2350096810318043, 0.0184324370928641, 2.223924905996634, 2.6974620616427885, 0.0498845715089084, 2.285053559612765, 0.8142343045659131, 0.012952107044223, 2.3792679605092744, 2.26903057151751, 0.0425842403492866, 2.4732928289323413, 14.339288130877302, 0.1024560714558584, 2.543603771462963, 12.169510825555923, 0.0731192961386983, 2.715056361473723, 0.2799737465815498, 0.0181612265974338, 2.9170510868701434, 0.2368981077504009, 0.0072920930651188, 2.9613564518555973, 1.1791193803784943, 0.0297616397124573, 3.1254828490564717, 0.1912079471972143, 0.0351523751662339, 3.2178702179778584, 0.1065787371948458, 0.0185096479710597, 3.2432317048405364, 3.740503223602031, 0.0499692689518653, 3.3504676431548366, 0.8523105803139547, 0.0196484351608123, 3.6655942098508003, 0.1585392599086265, 0.0183740351696992, 3.729086456378918, 0.3804366596173978, 0.0125045492053375, 3.819437395013898, 0.9127632489305004, 0.0228033826313793, 3.9647987843504535, 0.2523604249005267, -0.0047786974951684, 4.05162876629342, 2.085459017721573, 0.0405910791482796, 4.178468457914568, 1.9518201283096452, 0.0497227437761896, 4.432516792502895, 1.4862752972796966, 0.0243098853488091, 4.554059426518588, 0.4858001338461372, 0.0093059853062951, 4.594637055347566, 0.4977661914134558, 0.0024012857030712, 4.7068458342647945, 0.333894034795071, 0.0254420416929195, 4.801104535438132, 0.8293804455021154, 0.0238464148290081, 4.977878121930262, 0.4582636341000918, 0.0156819667104854, 5.391360309894835, 0.5033466477644286, 0.033895046323128, 5.413395776680954, 0.9862417324300982, 0.0157863855518647, 2.5970004083177503, -0.0161284383936819, 0.0321881446140953, 3.8796884605708537, 0.2674791360358096, 0.0291207408152481, 5.183800519097544]|1684338.1174717964604497|      0.12500000|[948, 328, 11, 33]                                                         |  | used linear model with 116 points | iterate success | actual_k=16
