k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.818336935596506, 399999.6294260572, 24999.089135858674]                      |3735901603627008.0000000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.4532011594279586, 400000.44062112627, 25000.30501696824]                     |230585872154624.0000000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.4532011594279586, 400000.44062112627, 25000.30501696824]                     |230585872154624.0000000000000000|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.4532011594279586, 400000.44062112627, 25000.30501696824]                     |230585872154624.0000000000000000|      1.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.4532011594279586, 400000.44062112627, 25000.30501696824]                     |230585872154624.0000000000000000|      0.50000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.0459058689047333, 400000.4489208403, 25000.33370998161]                     |2540375900160.0000000000000000|      1.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[-0.0459058689047333, 400000.4489208403, 25000.33370998161]                     |2540375900160.0000000000000000|      0.50000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.0459058689047333, 400000.4489208403, 25000.33370998161]                     |2540375900160.0000000000000000|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.0459058689047333, 400000.4489208403, 25000.33370998161]                     |2540375900160.0000000000000000|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.0336636689346975, 400000.3583347936, 25000.30072730748]                      |1170860408832.0000000000000000|      0.25000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.0336636689346975, 400000.3583347936, 25000.30072730748]                      |1170860408832.0000000000000000|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.0336636689346975, 400000.3583347936, 25000.30072730748]                      |1170860408832.0000000000000000|      0.06250000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.0336636689346975, 400000.3583347936, 25000.30072730748]                      |1170860408832.0000000000000000|      0.03125000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.0033129757783556, 400000.36501168046, 25000.304016244478]                    |5104152576.0000000000000000|      0.06250000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.0033129757783556, 400000.36501168046, 25000.304016244478]                    |5104152576.0000000000000000|      0.03125000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
