k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[100, 0, 1, 8]                                                             |  | used linear model with 100 points | iterate failure | actual_k=0
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[200, 0, 2, 16]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[300, 0, 3, 24]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[400, 0, 4, 32]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[500, 0, 5, 40]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       6|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.01562500|[600, 0, 6, 48]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       7|[1.0211867436094328, 0.0172601881616429, 1.8890943420912187, 0.0111003774967209, 0.0193816256659327, 2.000776867286415, 0.4283384752503937, 0.018368810737381, 2.1179892237952234, 0.8027065884031768, 0.0195781645587166, 2.1642084812825306, 0.2177014171892865, 0.0182338614079006, 2.21874593331273, 2.691188903025224, 0.0200580760284405, 2.281146729209767, 0.8059490485219287, 0.0182293122056192, 2.3931833403643763, 2.2668168302989065, 0.0175056379654726, 2.4876812850516865, 14.352515895538758, 0.0269568419077827, 2.5606263976914208, 12.16096715863827, 0.0247223039727417, 2.7065399641671952, 0.2747049362270723, 0.0186000895447631, 2.941575595157668, 0.2411678974799263, 0.0219401305423204, 2.965742397193636, 1.1631154831490815, 0.0215569022623508, 3.1280364422293836, 0.1775726163262629, 0.0179684294359391, 3.228009841431687, 0.1143530179003031, 0.020838520856436, 3.2552669471516027, 3.746081902289601, 0.0201495246301148, 3.381257931417625, 0.8328694815568629, 0.0210515305409414, 3.669717410255854, 0.1582125866782438, 0.0205336244480819, 3.7237836594689053, 0.3841077266070726, 0.02113543938203, 3.830033134450128, 0.9233230060747799, 0.0197789853751919, 3.957305737304286, 0.2581477567017748, 0.0210168781252343, 4.053860460757359, 2.0700916329627908, 0.020231717914748, 4.1771982808512735, 1.9462383307853748, 0.0212408386884883, 4.431929150277616, 1.483135488680441, 0.0214253656851366, 4.559801415410335, 0.4816424275471207, 0.0194778938182018, 4.6022132298363605, 0.492466037804942, 0.0199273335908611, 4.705616436233903, 0.3284867344454406, 0.0190483615067212, 4.796469159006192, 0.8386752092698352, 0.0199793779049848, 4.970375496320905, 0.4601176033738443, 0.02020839360134, 5.395051126289366, 0.4911212928717358, 0.0197833743174286, 5.416724334659296, 0.9867396721444537, 0.0192530340713349, 2.5862023731751638, -0.019166819250777, 0.0203963607122548, 3.8632510297754656, 0.2644933085626507, 0.0207822003029492, 5.200993274020582]|3364952.5593824256211519|      0.03125000|[700, 0, 7, 56]                                                            |  | used linear model with 100 points | iterate success | actual_k=0
       8|[1.0211867436094328, 0.0172601881616429, 1.8890943420912187, 0.0111003774967209, 0.0193816256659327, 2.000776867286415, 0.4283384752503937, 0.018368810737381, 2.1179892237952234, 0.8027065884031768, 0.0195781645587166, 2.1642084812825306, 0.2177014171892865, 0.0182338614079006, 2.21874593331273, 2.691188903025224, 0.0200580760284405, 2.281146729209767, 0.8059490485219287, 0.0182293122056192, 2.3931833403643763, 2.2668168302989065, 0.0175056379654726, 2.4876812850516865, 14.352515895538758, 0.0269568419077827, 2.5606263976914208, 12.16096715863827, 0.0247223039727417, 2.7065399641671952, 0.2747049362270723, 0.0186000895447631, 2.941575595157668, 0.2411678974799263, 0.0219401305423204, 2.965742397193636, 1.1631154831490815, 0.0215569022623508, 3.1280364422293836, 0.1775726163262629, 0.0179684294359391, 3.228009841431687, 0.1143530179003031, 0.020838520856436, 3.2552669471516027, 3.746081902289601, 0.0201495246301148, 3.381257931417625, 0.8328694815568629, 0.0210515305409414, 3.669717410255854, 0.1582125866782438, 0.0205336244480819, 3.7237836594689053, 0.3841077266070726, 0.02113543938203, 3.830033134450128, 0.9233230060747799, 0.0197789853751919, 3.957305737304286, 0.2581477567017748, 0.0210168781252343, 4.053860460757359, 2.0700916329627908, 0.020231717914748, 4.1771982808512735, 1.9462383307853748, 0.0212408386884883, 4.431929150277616, 1.483135488680441, 0.0214253656851366, 4.559801415410335, 0.4816424275471207, 0.0194778938182018, 4.6022132298363605, 0.492466037804942, 0.0199273335908611, 4.705616436233903, 0.3284867344454406, 0.0190483615067212, 4.796469159006192, 0.8386752092698352, 0.0199793779049848, 4.970375496320905, 0.4601176033738443, 0.02020839360134, 5.395051126289366, 0.4911212928717358, 0.0197833743174286, 5.416724334659296, 0.9867396721444537, 0.0192530340713349, 2.5862023731751638, -0.019166819250777, 0.0203963607122548, 3.8632510297754656, 0.2644933085626507, 0.0207822003029492, 5.200993274020582]|3364952.5593824256211519|      0.01562500|[800, 0, 8, 64]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
       9|[1.0211867436094328, 0.0172601881616429, 1.8890943420912187, 0.0111003774967209, 0.0193816256659327, 2.000776867286415, 0.4283384752503937, 0.018368810737381, 2.1179892237952234, 0.8027065884031768, 0.0195781645587166, 2.1642084812825306, 0.2177014171892865, 0.0182338614079006, 2.21874593331273, 2.691188903025224, 0.0200580760284405, 2.281146729209767, 0.8059490485219287, 0.0182293122056192, 2.3931833403643763, 2.2668168302989065, 0.0175056379654726, 2.4876812850516865, 14.352515895538758, 0.0269568419077827, 2.5606263976914208, 12.16096715863827, 0.0247223039727417, 2.7065399641671952, 0.2747049362270723, 0.0186000895447631, 2.941575595157668, 0.2411678974799263, 0.0219401305423204, 2.965742397193636, 1.1631154831490815, 0.0215569022623508, 3.1280364422293836, 0.1775726163262629, 0.0179684294359391, 3.228009841431687, 0.1143530179003031, 0.020838520856436, 3.2552669471516027, 3.746081902289601, 0.0201495246301148, 3.381257931417625, 0.8328694815568629, 0.0210515305409414, 3.669717410255854, 0.1582125866782438, 0.0205336244480819, 3.7237836594689053, 0.3841077266070726, 0.02113543938203, 3.830033134450128, 0.9233230060747799, 0.0197789853751919, 3.957305737304286, 0.2581477567017748, 0.0210168781252343, 4.053860460757359, 2.0700916329627908, 0.020231717914748, 4.1771982808512735, 1.9462383307853748, 0.0212408386884883, 4.431929150277616, 1.483135488680441, 0.0214253656851366, 4.559801415410335, 0.4816424275471207, 0.0194778938182018, 4.6022132298363605, 0.492466037804942, 0.0199273335908611, 4.705616436233903, 0.3284867344454406, 0.0190483615067212, 4.796469159006192, 0.8386752092698352, 0.0199793779049848, 4.970375496320905, 0.4601176033738443, 0.02020839360134, 5.395051126289366, 0.4911212928717358, 0.0197833743174286, 5.416724334659296, 0.9867396721444537, 0.0192530340713349, 2.5862023731751638, -0.019166819250777, 0.0203963607122548, 3.8632510297754656, 0.2644933085626507, 0.0207822003029492, 5.200993274020582]|3364952.5593824256211519|      0.00781250|[900, 0, 9, 72]                                                            |  | used linear model with 100 points | iterate failure | actual_k=0
      10|[1.0211684538475672, 0.0167612755800871, 1.889592920029598, 0.010407991008308, 0.0198675519455689, 2.0016234183179766, 0.4282308168263295, 0.0176244875897473, 2.1177201717380587, 0.8027127784994328, 0.0193140600209031, 2.1641765188466153, 0.2180730312858921, 0.0182468734547606, 2.2188495465412807, 2.6911738233063267, 0.0202551610139236, 2.281025127178648, 0.8059728383505369, 0.0190606269062802, 2.392795071860429, 2.267172096413413, 0.0179057197497801, 2.488557626719916, 14.352053010489717, 0.0323535880198641, 2.560264472390303, 12.160930006792729, 0.0285276797944611, 2.7069551674989927, 0.2742372294888787, 0.0174312402350758, 2.9417345184069825, 0.2404133578394677, 0.0215192114991103, 2.9660995175537477, 1.1634648465075437, 0.0215165770661504, 3.1283238585020046, 0.1772778396542573, 0.0184353778880081, 3.227721628174442, 0.1146848835094323, 0.0202361939218197, 3.2552592687104935, 3.7465365894215745, 0.0211092884723545, 3.381231201942924, 0.8329258164519051, 0.0205694114787272, 3.670134544967764, 0.1584718979746448, 0.0205828861762082, 3.7236298433240336, 0.383670364533668, 0.0212276225595038, 3.829551328595153, 0.9224842723698725, 0.0199968070317266, 3.957089624782977, 0.257973461336693, 0.0215179186373404, 4.053899174507433, 2.069715897651956, 0.0200212433103409, 4.177644190263801, 1.9460072453237691, 0.0216339618863825, 4.4320140479876615, 1.4835386315513022, 0.0216176141191525, 4.559247457836408, 0.4810930989189648, 0.0198743972259554, 4.60158154119374, 0.4932409805694667, 0.0200311634426613, 4.705010785154705, 0.3286699528394482, 0.0185419446580415, 4.796034137029803, 0.8386142871397901, 0.0195057850913783, 4.970151506199983, 0.4597374799272758, 0.0203887414448784, 5.395552995810049, 0.4906810363483942, 0.0194750787940877, 5.4173227709470035, 0.9866543725734499, 0.0198351226296141, 2.5862125068270805, -0.0189345965275847, 0.0205716092296392, 3.86371883416928, 0.264416504649625, 0.0206131496923009, 5.200862673705835]|3031135.8069295529276133|      0.01562500|[1000, 0, 10, 80]                                                          |  | used linear model with 100 points | iterate success | actual_k=0
      11|[1.0224659858641059, 0.0152477508957464, 1.8894962205044632, 0.0104137603709162, 0.0203808701401265, 2.0014914209097947, 0.4274572330868457, 0.0179175572198725, 2.1176923393391824, 0.8036779861858501, 0.0194985482542886, 2.164350098553732, 0.2168302162556353, 0.0194032408359591, 2.2176095635202016, 2.6918535692770775, 0.0210972294627293, 2.279160060930107, 0.805572253754491, 0.0184315776602288, 2.3924695378611287, 2.2654574931654166, 0.0185812464888138, 2.489125651911118, 14.351232484866822, 0.0397533482022215, 2.561658482280837, 12.159566156492222, 0.0369496131766386, 2.7090506888768076, 0.27436763891049, 0.0171771862813813, 2.9410805239347764, 0.2403742358774389, 0.0208772690347739, 2.965489914631043, 1.1620529377024846, 0.0207759375610093, 3.1280030876070812, 0.1773882429118693, 0.0190783307212043, 3.225362872955151, 0.1155404761530519, 0.0220101410229454, 3.2569742887742614, 3.747198062035127, 0.0221975561534942, 3.381060211166744, 0.8309795649534448, 0.0199778987383335, 3.6723768761936078, 0.1583598703244997, 0.0188377372038512, 3.723493917232356, 0.3827101080821374, 0.0191684169708484, 3.829254310140401, 0.9228053715254151, 0.0189115835130994, 3.958084368873121, 0.2585202321466623, 0.0213010028118938, 4.05355982015377, 2.0680612204317086, 0.0210698747330086, 4.179201587898337, 1.9463561879179285, 0.0215475203835278, 4.431749760131789, 1.484060986068338, 0.0219076935012009, 4.560078556226457, 0.4824704697370664, 0.0185439205283905, 4.602138939450233, 0.4940418806044501, 0.0199031782664666, 4.706101616316877, 0.3290581870433429, 0.0205104297492529, 4.796694586589486, 0.8377880299081331, 0.0204397919653414, 4.969376770436394, 0.4596089131540799, 0.0191559613501302, 5.395216579577284, 0.4897549552928945, 0.019170996859815, 5.417074070351533, 0.9860138441895392, 0.0220610629613058, 2.5887178344423556, -0.0193375274623208, 0.0209157544801517, 3.865960081171827, 0.2660024285375279, 0.0175540326915749, 5.201228835314071]|2658483.6980819790624082|      0.03125000|[1100, 0, 11, 88]                                                          |  | used linear model with 100 points | iterate success | actual_k=0
