k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[4426, 632, 1, 81]                                                         |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[8852, 1264, 2, 162]                                                       |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[13278, 1896, 3, 243]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[17704, 2528, 4, 324]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       5|[1.0213091965874481, 0.0208184993041243, 1.8863258037813797, 0.015913517352926, 0.016546554520169, 2.0025776012877325, 0.4298030682030274, 0.019596773474877, 2.1185081460372133, 0.8025153301174733, 0.0230494665182249, 2.1645795405597625, 0.2169903686932712, 0.0189929712124694, 2.217152535074286, 2.690132089045123, 0.0240441011379361, 2.2839300714771333, 0.8099473080705132, 0.0196181300044509, 2.390223396124645, 2.2694681557082395, 0.0146635052624158, 2.483550190367266, 14.352344597928903, 0.0669854290531527, 2.5572466159807354, 12.161174654238259, 0.0542712268738171, 2.7084672525255318, 0.2801173270449999, 0.0158184653558096, 2.943529458909254, 0.2453565919132622, 0.0209833327623791, 2.9635196967945703, 1.1652559045138131, 0.0193704041960733, 3.1272621502537126, 0.1779085985942846, 0.0201593943337212, 3.2271235057361047, 0.1131311861719533, 0.0216326093575834, 3.2536949443783048, 3.7426481561037765, 0.0225840380127001, 3.382677037855501, 0.8307938594253327, 0.0190604292811902, 3.669782782988383, 0.1597498703857191, 0.015849166600626, 3.722283745995179, 0.3901382260127483, 0.0200662535370591, 3.8324601575584523, 0.9238190220643946, 0.0209730932719817, 3.9627717830006675, 0.259626587307606, 0.0184544759238488, 4.05617397617231, 2.0745347817181155, 0.0190137341211755, 4.173844403416227, 1.9418329970311845, 0.0192140492534157, 4.430734577526149, 1.4826362294702318, 0.022448774164849, 4.5568498390995735, 0.4818517371071463, 0.0195828019262014, 4.598980850563045, 0.4977460262527586, 0.0238264543797151, 4.7045449263197705, 0.3314063235499165, 0.017917924126681, 4.801241311942769, 0.8408933570611692, 0.0226549246470283, 4.968810235815807, 0.4639091839976586, 0.0206771817174434, 5.395787795479474, 0.4935008729710511, 0.0216589811064271, 5.419295293646447, 0.9830184344487468, 0.015683234171642, 2.5834482528213676, -0.0149670470842141, 0.0181209409791945, 3.858134395544373, 0.2631325070954609, 0.0191522582006027, 5.197088105928884]|2137014.6486042966134846|      0.12500000|[22129, 3161, 5, 405]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
       6|[1.0213091965874481, 0.0208184993041243, 1.8863258037813797, 0.015913517352926, 0.016546554520169, 2.0025776012877325, 0.4298030682030274, 0.019596773474877, 2.1185081460372133, 0.8025153301174733, 0.0230494665182249, 2.1645795405597625, 0.2169903686932712, 0.0189929712124694, 2.217152535074286, 2.690132089045123, 0.0240441011379361, 2.2839300714771333, 0.8099473080705132, 0.0196181300044509, 2.390223396124645, 2.2694681557082395, 0.0146635052624158, 2.483550190367266, 14.352344597928903, 0.0669854290531527, 2.5572466159807354, 12.161174654238259, 0.0542712268738171, 2.7084672525255318, 0.2801173270449999, 0.0158184653558096, 2.943529458909254, 0.2453565919132622, 0.0209833327623791, 2.9635196967945703, 1.1652559045138131, 0.0193704041960733, 3.1272621502537126, 0.1779085985942846, 0.0201593943337212, 3.2271235057361047, 0.1131311861719533, 0.0216326093575834, 3.2536949443783048, 3.7426481561037765, 0.0225840380127001, 3.382677037855501, 0.8307938594253327, 0.0190604292811902, 3.669782782988383, 0.1597498703857191, 0.015849166600626, 3.722283745995179, 0.3901382260127483, 0.0200662535370591, 3.8324601575584523, 0.9238190220643946, 0.0209730932719817, 3.9627717830006675, 0.259626587307606, 0.0184544759238488, 4.05617397617231, 2.0745347817181155, 0.0190137341211755, 4.173844403416227, 1.9418329970311845, 0.0192140492534157, 4.430734577526149, 1.4826362294702318, 0.022448774164849, 4.5568498390995735, 0.4818517371071463, 0.0195828019262014, 4.598980850563045, 0.4977460262527586, 0.0238264543797151, 4.7045449263197705, 0.3314063235499165, 0.017917924126681, 4.801241311942769, 0.8408933570611692, 0.0226549246470283, 4.968810235815807, 0.4639091839976586, 0.0206771817174434, 5.395787795479474, 0.4935008729710511, 0.0216589811064271, 5.419295293646447, 0.9830184344487468, 0.015683234171642, 2.5834482528213676, -0.0149670470842141, 0.0181209409791945, 3.858134395544373, 0.2631325070954609, 0.0191522582006027, 5.197088105928884]|2137014.6486042966134846|      0.06250000|[26555, 3793, 6, 486]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       7|[1.0256583485804274, 0.023795158767876, 1.885697015110153, 0.0127552465829946, 0.018424134428334, 2.0024756047909773, 0.4261876816549026, 0.012914349494398, 2.1168802521335595, 0.7970360819584388, 0.0224937805782599, 2.160508702624314, 0.2234633432214287, 0.0211311106469029, 2.2136378898779734, 2.6914984172278174, 0.0260860681777003, 2.28137326437061, 0.8053832862374221, 0.0239444970342206, 2.3923482754493346, 2.2684498960627906, 0.0541895963831748, 2.4816458136975483, 14.351606010733763, 0.085925674418052, 2.5470213002932334, 12.163517921104162, 0.0707817820739303, 2.718644820804748, 0.2773948747143888, 0.0206760227141151, 2.9460614050919838, 0.2479759956933003, 0.0271520126134565, 2.9614233859717833, 1.1663026845843951, 0.0222642349247594, 3.1341067922580867, 0.1757903580888022, 0.0163415878789766, 3.2269528122171427, 0.1094621071061001, 0.0189158384581134, 3.250639435990359, 3.737681671217207, 0.0379037132531979, 3.382635176191501, 0.83054932695661, 0.0188918972581374, 3.6723986520242624, 0.1578507876076314, 0.0137487509291704, 3.724423109152878, 0.3934552177126941, 0.0162461160949867, 3.8325331301798102, 0.9248433598742606, 0.0246020355387732, 3.9576439116145283, 0.262163021337384, 0.0199245893552701, 4.053998777376968, 2.071340995454093, 0.0300946747967545, 4.166157204066816, 1.9423591249581376, 0.0247202762311306, 4.435428982673517, 1.4863291702710526, 0.0239489568227624, 4.55843651598256, 0.4833882952802516, 0.0169326257928498, 4.5998809580270725, 0.4941135445450767, 0.0220745652755712, 4.700977734318308, 0.3330422736586102, 0.0220233245045158, 4.800415734682148, 0.8430714752268561, 0.0204935656663818, 4.969925689489893, 0.4663386607336131, 0.0180530114294839, 5.400977417231922, 0.4894517642999558, 0.0281027232158604, 5.426373739882107, 0.9826673027431545, 0.0275456864822658, 2.5835342520541955, -0.0153803870422083, 0.0186069629405588, 3.8540203318270483, 0.2578412783236098, 0.0215872371477594, 5.194705220036266]|1774149.9041056802961975|      0.12500000|[30981, 4425, 7, 567]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
       8|[1.0256583485804274, 0.023795158767876, 1.885697015110153, 0.0127552465829946, 0.018424134428334, 2.0024756047909773, 0.4261876816549026, 0.012914349494398, 2.1168802521335595, 0.7970360819584388, 0.0224937805782599, 2.160508702624314, 0.2234633432214287, 0.0211311106469029, 2.2136378898779734, 2.6914984172278174, 0.0260860681777003, 2.28137326437061, 0.8053832862374221, 0.0239444970342206, 2.3923482754493346, 2.2684498960627906, 0.0541895963831748, 2.4816458136975483, 14.351606010733763, 0.085925674418052, 2.5470213002932334, 12.163517921104162, 0.0707817820739303, 2.718644820804748, 0.2773948747143888, 0.0206760227141151, 2.9460614050919838, 0.2479759956933003, 0.0271520126134565, 2.9614233859717833, 1.1663026845843951, 0.0222642349247594, 3.1341067922580867, 0.1757903580888022, 0.0163415878789766, 3.2269528122171427, 0.1094621071061001, 0.0189158384581134, 3.250639435990359, 3.737681671217207, 0.0379037132531979, 3.382635176191501, 0.83054932695661, 0.0188918972581374, 3.6723986520242624, 0.1578507876076314, 0.0137487509291704, 3.724423109152878, 0.3934552177126941, 0.0162461160949867, 3.8325331301798102, 0.9248433598742606, 0.0246020355387732, 3.9576439116145283, 0.262163021337384, 0.0199245893552701, 4.053998777376968, 2.071340995454093, 0.0300946747967545, 4.166157204066816, 1.9423591249581376, 0.0247202762311306, 4.435428982673517, 1.4863291702710526, 0.0239489568227624, 4.55843651598256, 0.4833882952802516, 0.0169326257928498, 4.5998809580270725, 0.4941135445450767, 0.0220745652755712, 4.700977734318308, 0.3330422736586102, 0.0220233245045158, 4.800415734682148, 0.8430714752268561, 0.0204935656663818, 4.969925689489893, 0.4663386607336131, 0.0180530114294839, 5.400977417231922, 0.4894517642999558, 0.0281027232158604, 5.426373739882107, 0.9826673027431545, 0.0275456864822658, 2.5835342520541955, -0.0153803870422083, 0.0186069629405588, 3.8540203318270483, 0.2578412783236098, 0.0215872371477594, 5.194705220036266]|1774149.9041056802961975|      0.06250000|[35407, 5057, 8, 648]                                                      |  | used quadratic model with 5058 points | iterate failure | actual_k=8
       9|[1.0257892467224101, 0.0259365180069232, 1.885594604388198, 0.013246252812403, 0.0213343668449193, 2.0015722432081473, 0.4244262447693463, 0.0197912823632678, 2.118525540268111, 0.7971110728459077, 0.0220249200289785, 2.1625960960669315, 0.2232551440024465, 0.0236128025336902, 2.2111777207417487, 2.69068164764617, 0.0406696153098663, 2.2805686040784185, 0.8064183084651725, 0.0233299140645096, 2.3902080725529125, 2.2685889227063925, 0.0587039895991182, 2.4759316542655214, 14.348114936388887, 0.1245381660013309, 2.534821244685124, 12.163840167762269, 0.099701559895707, 2.737548093838581, 0.2766283511720731, 0.0215618013661673, 2.945702949735472, 0.2440940424047637, 0.026466740101463, 2.964189285826467, 1.1658323456670192, 0.0276359363607296, 3.137834090920446, 0.179275259498745, 0.0143601252172839, 3.229786537223358, 0.1127063827089981, 0.0193149549716092, 3.252575243345216, 3.7367530151591635, 0.0474688474410836, 3.3809360186957753, 0.8296488848834522, 0.0216903405572127, 3.6734040909218995, 0.1563305680736693, 0.0175220224342732, 3.725696356305344, 0.3908015290964877, 0.0219573880986387, 3.829154678067805, 0.9237795829471684, 0.0245964686897784, 3.9574271262649825, 0.258845369542705, 0.0224669298048163, 4.0521780277484805, 2.074279303999874, 0.0386770559312841, 4.167494607032873, 1.9442215961450073, 0.0372723631294161, 4.436715737688733, 1.4851674506182457, 0.0248182347249764, 4.557541534832862, 0.4829818694386638, 0.0202312528041758, 4.60392739526089, 0.4933173233483101, 0.0208908625121528, 4.7018009598173895, 0.3342047559170916, 0.0241208614412524, 4.80321290342798, 0.8415065970778656, 0.0240539369153906, 4.969825035623127, 0.4664620858908278, 0.0197081213585392, 5.397464407828585, 0.4901495627735429, 0.0314026814177949, 5.423713873735321, 0.9850134007632743, 0.0331308435724239, 2.585710714167506, -0.0145063757511607, 0.0177593409299074, 3.856429214262353, 0.2604570750716624, 0.0232710195629756, 5.1939280004347435]|1450255.6137950813863426|      0.12500000|[39832, 5690, 9, 729]                                                      |  | used quadratic model with 5058 points | iterate success | actual_k=8
      10|[1.0411486553465432, 0.0473512168111255, 1.8902231601465902, -0.0019893948702019, 0.0398751632240533, 1.9851941003272833, 0.41460769586453, 0.027588203486241, 2.132910573891079, 0.7950681810369512, 0.042880746560137, 2.160308288310061, 0.2176454477264022, 0.0184484723474769, 2.208309242642138, 2.6993323583566586, 0.0529661351221794, 2.270381426759263, 0.8038468546874598, 0.0306330975558426, 2.3716389097823773, 2.2695656308617527, 0.0574490622357245, 2.485425033234666, 14.352583353618149, 0.1710443266641111, 2.5237684428286498, 12.155154234774402, 0.1189990053581976, 2.7558374445191207, 0.2726190766204899, 0.0095620270335563, 2.94928891522841, 0.2253380878136786, 0.0245321876844576, 2.956503276135907, 1.1748105108788918, 0.0247603646118617, 3.130063365917388, 0.1702336145486689, 0.0236489989452487, 3.2469485485579357, 0.1172361054263769, 0.0318642231998245, 3.2703076932351505, 3.733718901721274, 0.0475907258514495, 3.382203889795889, 0.8424830036410906, 0.0272176882104184, 3.664706349907929, 0.1480898223532192, 0.0162176397437012, 3.7312005347850254, 0.3937961664965622, 0.0247367568973095, 3.829782527361335, 0.9070915674674386, 0.049064854507174, 3.9454755866683, 0.2617707300983805, 0.0124431781127709, 4.050953686058442, 2.0825616328551027, 0.0454271995371872, 4.164592057766123, 1.9513075830561843, 0.0499296732029367, 4.4315628623038466, 1.4793537047270953, 0.057484536831131, 4.56377443428905, 0.4878425056000855, 0.009930998770061, 4.624220941649149, 0.4868308517932827, 0.0328232972127838, 4.719100777594735, 0.3263954530501558, 0.0277933476769004, 4.801386970926746, 0.8368370933211955, 0.0439288565628916, 4.979240363982261, 0.480031499887663, 0.0406809401727361, 5.390695264336395, 0.4788754007482623, 0.037340517266558, 5.422827322565153, 0.9781772979547559, 0.0272416160596879, 2.5706488930544826, -0.0100306486624712, 0.0124347933563711, 3.8221934254969416, 0.2499787897840262, 0.020946158843391, 5.215600339750099]|1264298.6341731478460133|      0.25000000|[44257, 6323, 10, 810]                                                     |  | used quadratic model with 5058 points | iterate success | actual_k=8
      11|[1.0325577054429782, 0.0567742493404715, 1.874696950231579, -0.0029114936241138, 0.0470655863646336, 2.0308315513108366, 0.4136011986042056, 0.0370286764051235, 2.1051393801206553, 0.8145181677147224, 0.0622180051667537, 2.1542421546825565, 0.2237016361299341, -0.0041975733011816, 2.243423417814443, 2.681595406528045, 0.0876856388250611, 2.2591325606695642, 0.8262230833823466, 0.0527614438914145, 2.3502976854628126, 2.255105540830105, 0.0672737038427409, 2.4365416604584276, 14.350867578758884, 0.2317866898008759, 2.523517929319149, 12.160738830825025, 0.1571286368780618, 2.764642648438433, 0.2624515122242098, 0.0316687919204017, 2.9642151567259134, 0.2067807835776601, 0.0192602626232066, 2.9897420607460066, 1.1637946717530405, 0.0639519497462965, 3.130722637252861, 0.1963058772048705, 0.029351945473245, 3.2186294528412738, 0.1200278113715103, 0.0267151360072011, 3.2518565673702415, 3.7115051432574924, 0.1647511085957384, 3.3955440269292834, 0.8290291281684057, 0.0548781027066437, 3.63541071665267, 0.1489122404604675, 0.0168852783694204, 3.7600778176859433, 0.4033372178380097, 0.0172074105238869, 3.8548773926998448, 0.9059661913820808, 0.0867971466863468, 3.9345247585192524, 0.2977868828598703, -0.0152748429762027, 4.062813981393958, 2.104021779207357, 0.0876587940551157, 4.18267007377782, 1.9295830245189989, 0.1045772693837291, 4.422254246276617, 1.4819935019570483, 0.0671890831472972, 4.544204166013864, 0.4675307961606602, -0.0223118200901053, 4.665242498867087, 0.4943079482170658, 0.0470648923350688, 4.7260993736040815, 0.3372975086954544, 0.0015868465452597, 4.797372468870811, 0.8594585119689561, 0.048663088135577, 4.996666990747009, 0.4631882449587056, 0.0193466885068756, 5.40686128716954, 0.4729813008693849, 0.0495703526442011, 5.40159795714391, 0.9557080986253148, -0.0078073844964405, 2.579702437301113, 0.004197824044772, 0.0087301893864621, 3.851646592730131, 0.2570319754861215, 0.0464610745296081, 5.181781212352214]|926841.0152826023986563|      0.50000000|[48683, 6955, 11, 891]                                                     |  | used quadratic model with 5058 points | iterate success | actual_k=8
