k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5169893103422112, 0.144008146655656]                                         |  1.5468921661376953|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[1.5169893103422112, 0.144008146655656]                                         |  1.5468921661376953|      1.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[2.021837394562759, -0.7192000622133531]                                        |  0.0795721411705017|      2.00000000|[19, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       4|[2.021837394562759, -0.7192000622133531]                                        |  0.0795721411705017|      1.00000000|[25, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[2.021837394562759, -0.7192000622133531]                                        |  0.0795721411705017|      0.50000000|[31, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[2.0135059897935284, -1.2191306450891874]                                       |  0.0484717674553394|      1.00000000|[37, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[2.0135059897935284, -1.2191306450891874]                                       |  0.0484717674553394|      0.50000000|[43, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[2.0135059897935284, -1.2191306450891874]                                       |  0.0484717674553394|      0.25000000|[49, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.9982740851703615, -0.9695950983597672]                                       |  0.0009302372345701|      0.50000000|[55, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[1.9982740851703615, -0.9695950983597672]                                       |  0.0009302372345701|      0.25000000|[61, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
