k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.291225649800656, 400000.3753752018, 25000.59727077476]                       |1879108919221145.0000000000000000|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[-0.7085761423452759, 400000.3491293192, 25000.607466154874]                    |569575514127022.2500000000000000|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[-0.7085761423452759, 400000.3491293192, 25000.607466154874]                    |569575514127022.2500000000000000|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.7085761423452759, 400000.3491293192, 25000.607466154874]                    |569575514127022.2500000000000000|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.248006301627938, 400000.55205106887, 25000.81668563625]                      |68631108126975.0625000000000000|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[0.248006301627938, 400000.55205106887, 25000.81668563625]                      |68631108126975.0625000000000000|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.248006301627938, 400000.55205106887, 25000.81668563625]                      |68631108126975.0625000000000000|      0.50000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0576248986780625, 400000.9477573723, 25000.81421767741]                     |3948840493672.6738281250000000|      1.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[-0.0576248986780625, 400000.9477573723, 25000.81421767741]                     |3948840493672.6738281250000000|      0.50000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0576248986780625, 400000.9477573723, 25000.81421767741]                     |3948840493672.6738281250000000|      0.25000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0576248986780625, 400000.9477573723, 25000.81421767741]                     |3948840493672.6738281250000000|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0576248986780625, 400000.9477573723, 25000.81421767741]                     |3948840493672.6738281250000000|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.0576248986780625, 400000.9477573723, 25000.81421767741]                     |3948840493672.6738281250000000|      0.03125000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[-0.0263917148114803, 400000.9468776678, 25000.81474383855]                     |879670136366.8065185546875000|      0.06250000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      15|[-0.0263917148114803, 400000.9468776678, 25000.81474383855]                     |879670136366.8065185546875000|      0.03125000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
