k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.849616942914475, -0.1911142911107917, 0.0752187279134044, 0.5118766342886241, -0.1132262754849588, 0.224316963375376, -0.0809757334210477]|108335.0000000000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[8.229171674561421, -0.4599694302746299, 0.6330485527749105, 0.4365663184220539, -0.0197258323681627, -0.7163873557652775, 0.2212846515511372]|43013.8164062500000000|      4.00000000|[47, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[8.229171674561421, -0.4599694302746299, 0.6330485527749105, 0.4365663184220539, -0.0197258323681627, -0.7163873557652775, 0.2212846515511372]|43013.8164062500000000|      2.00000000|[70, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[8.229171674561421, -0.4599694302746299, 0.6330485527749105, 0.4365663184220539, -0.0197258323681627, -0.7163873557652775, 0.2212846515511372]|43013.8164062500000000|      1.00000000|[92, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[8.229171674561421, -0.4599694302746299, 0.6330485527749105, 0.4365663184220539, -0.0197258323681627, -0.7163873557652775, 0.2212846515511372]|43013.8164062500000000|      0.50000000|[115, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[8.229171674561421, -0.4599694302746299, 0.6330485527749105, 0.4365663184220539, -0.0197258323681627, -0.7163873557652775, 0.2212846515511372]|43013.8164062500000000|      0.25000000|[139, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[8.229171674561421, -0.4599694302746299, 0.6330485527749105, 0.4365663184220539, -0.0197258323681627, -0.7163873557652775, 0.2212846515511372]|43013.8164062500000000|      0.12500000|[162, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[8.234591141781618, -0.4338988242174054, 0.6396620264129403, 0.4931615626372183, -0.0202678605634441, -0.7127354796939781, 0.1133237179681109]|30553.6777343750000000|      0.25000000|[184, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[8.234591141781618, -0.4338988242174054, 0.6396620264129403, 0.4931615626372183, -0.0202678605634441, -0.7127354796939781, 0.1133237179681109]|30553.6777343750000000|      0.12500000|[207, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[8.234591141781618, -0.4338988242174054, 0.6396620264129403, 0.4931615626372183, -0.0202678605634441, -0.7127354796939781, 0.1133237179681109]|30553.6777343750000000|      0.06250000|[229, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[8.234591141781618, -0.4338988242174054, 0.6396620264129403, 0.4931615626372183, -0.0202678605634441, -0.7127354796939781, 0.1133237179681109]|30553.6777343750000000|      0.03125000|[253, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[8.235675252566152, -0.4315170390252971, 0.6366337031554808, 0.504868563864799, -0.0184495018797255, -0.7079369203351171, 0.0850897475886531]|24279.3476562500000000|      0.06250000|[277, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[8.235675252566152, -0.4315170390252971, 0.6366337031554808, 0.504868563864799, -0.0184495018797255, -0.7079369203351171, 0.0850897475886531]|24279.3476562500000000|      0.03125000|[300, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[8.235675252566152, -0.4315170390252971, 0.6366337031554808, 0.504868563864799, -0.0184495018797255, -0.7079369203351171, 0.0850897475886531]|24279.3476562500000000|      0.01562500|[322, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[8.23570933096059, -0.4314484305373613, 0.6366572786698693, 0.5076802250054396, -0.0184761194938559, -0.7077753799326495, 0.069720884307176]|20875.8886718750000000|      0.03125000|[344, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[8.23570933096059, -0.4314484305373613, 0.6366572786698693, 0.5076802250054396, -0.0184761194938559, -0.7077753799326495, 0.069720884307176]|20875.8886718750000000|      0.01562500|[367, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[8.23570933096059, -0.4314484305373613, 0.6366572786698693, 0.5076802250054396, -0.0184761194938559, -0.7077753799326495, 0.069720884307176]|20875.8886718750000000|      0.00781250|[389, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[8.236227294749149, -0.4314918912906022, 0.6362798310995017, 0.5090721609889126, -0.017917758612144, -0.7066973651904198, 0.0621570793243968]|20517.9550781250000000|      0.01562500|[411, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[8.236227294749149, -0.4314918912906022, 0.6362798310995017, 0.5090721609889126, -0.017917758612144, -0.7066973651904198, 0.0621570793243968]|20517.9550781250000000|      0.00781250|[435, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[8.236227294749149, -0.4314918912906022, 0.6362798310995017, 0.5090721609889126, -0.017917758612144, -0.7066973651904198, 0.0621570793243968]|20517.9550781250000000|      0.00390625|[458, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[8.235982305815272, -0.4307509919960835, 0.6360604706256812, 0.5097104861087645, -0.01749794735856, -0.7062200813295728, 0.0658705976522888]|20343.3710937500000000|      0.00781250|[481, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[8.235982305815272, -0.4307509919960835, 0.6360604706256812, 0.5097104861087645, -0.01749794735856, -0.7062200813295728, 0.0658705976522888]|20343.3710937500000000|      0.00390625|[504, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[8.235883712154555, -0.4305627481816295, 0.6360778267028143, 0.5117877461176448, -0.0172871878527542, -0.7050858280026314, 0.0627774807676537]|20310.5488281250000000|      0.00781250|[528, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      24|[8.235883712154555, -0.4305627481816295, 0.6360778267028143, 0.5117877461176448, -0.0172871878527542, -0.7050858280026314, 0.0627774807676537]|20310.5488281250000000|      0.00390625|[551, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      25|[8.235883712154555, -0.4305627481816295, 0.6360778267028143, 0.5117877461176448, -0.0172871878527542, -0.7050858280026314, 0.0627774807676537]|20310.5488281250000000|      0.00195312|[573, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[8.235742788165503, -0.4304759630177626, 0.636125213418751, 0.5122106903638273, -0.0173260481275456, -0.7044535940336618, 0.0645677178417769]|20192.2402343750000000|      0.00390625|[595, 208, 0, 52]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      27|[8.23402767100834, -0.4299116860887603, 0.6357230717563775, 0.514258571278507, -0.0184442909623557, -0.7020860893903893, 0.0636802076636654]|20099.8691406250000000|      0.00781250|[617, 216, 0, 54]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      28|[8.23402767100834, -0.4299116860887603, 0.6357230717563775, 0.514258571278507, -0.0184442909623557, -0.7020860893903893, 0.0636802076636654]|20099.8691406250000000|      0.00390625|[639, 224, 0, 56]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      29|[8.23402767100834, -0.4299116860887603, 0.6357230717563775, 0.514258571278507, -0.0184442909623557, -0.7020860893903893, 0.0636802076636654]|20099.8691406250000000|      0.00195312|[662, 232, 0, 58]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
