k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[470, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.03125000|[587, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.0203687633836642, 0.0172624121629492, 1.8845346201301685, 0.0168477771962631, 0.0182722308982543, 2.001670097017963, 0.4281814673689142, 0.0259430422752677, 2.115814868507221, 0.8010834555578791, 0.0182020243290577, 2.1600687815655992, 0.2189566202986808, 0.0248264513039052, 2.2158134662322237, 2.688889737860825, 0.018690872503886, 2.2772895950989946, 0.8005687455095758, 0.0164883958987043, 2.390151738119252, 2.269805030360442, 0.0201501565007942, 2.4898596015663186, 14.35255748965409, 0.0360521059136227, 2.555932308317171, 12.16165676787396, 0.0307899525392664, 2.71213125236166, 0.2792261050674372, 0.0198885789061814, 2.938195432646583, 0.2407200591839833, 0.0192592115267577, 2.965133976457842, 1.1631947041656958, 0.0202045554489945, 3.1283964192638605, 0.1732223254943855, 0.0211248271565155, 3.2267779601842683, 0.1141799061998241, 0.0222152538815283, 3.2551393876143955, 3.7492944097249117, 0.0232656244526187, 3.3805074763512764, 0.8324964775283292, 0.0193311520143699, 3.667353165458899, 0.1624293209065239, 0.0182022942339482, 3.7242535499286813, 0.3912831129598817, 0.0238805307329169, 3.8299515773284445, 0.9235378587287766, 0.0197058483297968, 3.957630820046595, 0.2593570767040496, 0.019144904135517, 4.052337294892168, 2.0674438896737604, 0.0198773993111973, 4.171572194891377, 1.9481294441963308, 0.0210296348429851, 4.4324384408923985, 1.4852090910657432, 0.0222705533950922, 4.559121847206825, 0.4857097115400442, 0.021533335430206, 4.599642153351144, 0.4921396215242033, 0.0272648562887408, 4.701702193278476, 0.3300055614310697, 0.0224950241483695, 4.802710689080628, 0.8382449133213353, 0.0169959439294095, 4.967721184438755, 0.4603412629534763, 0.0219490778319846, 5.395864317209188, 0.4914890691497387, 0.0193501929750371, 5.4226559401174645, 0.9832723450082308, 0.0237508372820789, 2.589144552517433, -0.0157253313839801, 0.0181518315454129, 3.8595378750864775, 0.2644735913172166, 0.0171758850478392, 5.197224181387059]|2826750.5000000000000000|      0.06250000|[704, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.0256348750382467, 0.0160099216423134, 1.8898598265594149, 0.0155658965639994, 0.0197512719061142, 1.9955637186550113, 0.4289397101933121, 0.0380119400152752, 2.1136025061116284, 0.8050381942562856, 0.0140036676113802, 2.1551757191645255, 0.2212833028613495, 0.0179758474008688, 2.211332143749368, 2.679422173874554, 0.0214941355845843, 2.275023764930433, 0.787909069639349, 0.0119655374855262, 2.38205836440192, 2.2712894832468122, 0.0242010755331747, 2.4842711051307926, 14.345136013007073, 0.0550239987957888, 2.5587740670560586, 12.160585603102852, 0.0584194560274439, 2.7122677675577505, 0.2781123855872731, 0.0202712027515762, 2.9361014751408905, 0.2487866872405511, 0.0154304565262816, 2.9711019601662967, 1.1609017321723307, 0.0217899938128603, 3.127286107341159, 0.1741436399243249, 0.0158449809173384, 3.2279244457532923, 0.1070247158517464, 0.0352918959095101, 3.2645873330611628, 3.7429528962012313, 0.0282667958826769, 3.3799197345681846, 0.8339425884694043, 0.0220970613733592, 3.6620927226692848, 0.1643910050308758, 0.0174510604200964, 3.731315409689577, 0.3863536676179595, 0.0190516144867996, 3.8394457030282663, 0.9286065101209674, 0.0161614395882948, 3.95597546951575, 0.2622977862342221, 0.0238517622583742, 4.055912132035599, 2.066204887044693, 0.0157063640055999, 4.172989782654549, 1.9534372697251259, 0.0155904338380238, 4.433425151338732, 1.4932391120483721, 0.0160299116017814, 4.562362950065062, 0.4846684053468066, 0.009980050820861, 4.592347649470063, 0.4967479818367528, 0.0300105037548673, 4.702514758732237, 0.3360990302546076, 0.027538583161147, 4.802690206663699, 0.8370330880764059, 0.0233249632638727, 4.958907660607115, 0.4691369873982127, 0.0215423321656947, 5.400398020785529, 0.4990602239745285, 0.0225466937552943, 5.414128874509204, 0.9948207101473209, 0.0247955245358052, 2.591394068642288, -0.0110934972779593, 0.0175727060024199, 3.856134660880913, 0.268227382797073, 0.0148513982548155, 5.189109626395976]|2205821.7500000000000000|      0.12500000|[822, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[1.0256348750382467, 0.0160099216423134, 1.8898598265594149, 0.0155658965639994, 0.0197512719061142, 1.9955637186550113, 0.4289397101933121, 0.0380119400152752, 2.1136025061116284, 0.8050381942562856, 0.0140036676113802, 2.1551757191645255, 0.2212833028613495, 0.0179758474008688, 2.211332143749368, 2.679422173874554, 0.0214941355845843, 2.275023764930433, 0.787909069639349, 0.0119655374855262, 2.38205836440192, 2.2712894832468122, 0.0242010755331747, 2.4842711051307926, 14.345136013007073, 0.0550239987957888, 2.5587740670560586, 12.160585603102852, 0.0584194560274439, 2.7122677675577505, 0.2781123855872731, 0.0202712027515762, 2.9361014751408905, 0.2487866872405511, 0.0154304565262816, 2.9711019601662967, 1.1609017321723307, 0.0217899938128603, 3.127286107341159, 0.1741436399243249, 0.0158449809173384, 3.2279244457532923, 0.1070247158517464, 0.0352918959095101, 3.2645873330611628, 3.7429528962012313, 0.0282667958826769, 3.3799197345681846, 0.8339425884694043, 0.0220970613733592, 3.6620927226692848, 0.1643910050308758, 0.0174510604200964, 3.731315409689577, 0.3863536676179595, 0.0190516144867996, 3.8394457030282663, 0.9286065101209674, 0.0161614395882948, 3.95597546951575, 0.2622977862342221, 0.0238517622583742, 4.055912132035599, 2.066204887044693, 0.0157063640055999, 4.172989782654549, 1.9534372697251259, 0.0155904338380238, 4.433425151338732, 1.4932391120483721, 0.0160299116017814, 4.562362950065062, 0.4846684053468066, 0.009980050820861, 4.592347649470063, 0.4967479818367528, 0.0300105037548673, 4.702514758732237, 0.3360990302546076, 0.027538583161147, 4.802690206663699, 0.8370330880764059, 0.0233249632638727, 4.958907660607115, 0.4691369873982127, 0.0215423321656947, 5.400398020785529, 0.4990602239745285, 0.0225466937552943, 5.414128874509204, 0.9948207101473209, 0.0247955245358052, 2.591394068642288, -0.0110934972779593, 0.0175727060024199, 3.856134660880913, 0.268227382797073, 0.0148513982548155, 5.189109626395976]|2205821.7500000000000000|      0.06250000|[939, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.0196132971002247, 0.0177638311218177, 1.890496398781877, 0.0234881451706693, 0.0180660744890066, 1.984199744866569, 0.4332445884200628, 0.0385444805186809, 2.1233241369780007, 0.8084735684788605, 0.0173067784453664, 2.158072697168504, 0.2267531006151088, 0.0191880973187095, 2.2207326261471474, 2.6888111161509505, 0.0264519604667316, 2.2795161874000915, 0.7875595603454598, 0.0175755159717556, 2.3732160990895523, 2.2709644033767136, 0.0183406822656534, 2.477960721183305, 14.343511575983069, 0.0626483086921608, 2.5491255141452718, 12.165421039196373, 0.0600310221693471, 2.7088862532081577, 0.2785126675575353, 0.0221420988043863, 2.937591079929, 0.2556148846671414, 0.0116493221477877, 2.964375124986226, 1.1505626812965009, 0.0284786333175618, 3.123873109616821, 0.1764164803303206, 0.0171839681767909, 3.2149846158640125, 0.0975803132737373, 0.0328321922934166, 3.259374386876775, 3.739145284745228, 0.0313399248003099, 3.3819189503235223, 0.8280804470799711, 0.0175334869125828, 3.6625462794544403, 0.157493625152012, 0.013263547428326, 3.736527352886606, 0.3845159986023443, 0.0151091171654848, 3.84478789132604, 0.930582514314574, 0.0067921903434301, 3.9577990933481066, 0.27392197074225, 0.0306595192305321, 4.055228321792841, 2.0631166807173, 0.0264619177057543, 4.165438402448744, 1.9605643214985016, 0.0338315740109379, 4.42511790512359, 1.4864845171435177, 0.0196919136246737, 4.558472882509077, 0.4911333878511089, 0.0092763843464471, 4.612057406327539, 0.4950036139232091, 0.0393623779660857, 4.707903464892406, 0.339280348554942, 0.0278086610876175, 4.801427723701596, 0.8338830412328385, 0.0209983037189633, 4.967999283315799, 0.4716689917266362, 0.0251216177753039, 5.387938232405657, 0.497255504388281, 0.0147223086882938, 5.414461350883537, 0.9959834589872282, 0.0323218452042932, 2.595536116318063, -0.0081686373190005, 0.0200331523947695, 3.856182444730159, 0.260015847956204, 0.0201462390172104, 5.194927074200463]|2049699.3750000000000000|      0.12500000|[1056, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[1.0196132971002247, 0.0177638311218177, 1.890496398781877, 0.0234881451706693, 0.0180660744890066, 1.984199744866569, 0.4332445884200628, 0.0385444805186809, 2.1233241369780007, 0.8084735684788605, 0.0173067784453664, 2.158072697168504, 0.2267531006151088, 0.0191880973187095, 2.2207326261471474, 2.6888111161509505, 0.0264519604667316, 2.2795161874000915, 0.7875595603454598, 0.0175755159717556, 2.3732160990895523, 2.2709644033767136, 0.0183406822656534, 2.477960721183305, 14.343511575983069, 0.0626483086921608, 2.5491255141452718, 12.165421039196373, 0.0600310221693471, 2.7088862532081577, 0.2785126675575353, 0.0221420988043863, 2.937591079929, 0.2556148846671414, 0.0116493221477877, 2.964375124986226, 1.1505626812965009, 0.0284786333175618, 3.123873109616821, 0.1764164803303206, 0.0171839681767909, 3.2149846158640125, 0.0975803132737373, 0.0328321922934166, 3.259374386876775, 3.739145284745228, 0.0313399248003099, 3.3819189503235223, 0.8280804470799711, 0.0175334869125828, 3.6625462794544403, 0.157493625152012, 0.013263547428326, 3.736527352886606, 0.3845159986023443, 0.0151091171654848, 3.84478789132604, 0.930582514314574, 0.0067921903434301, 3.9577990933481066, 0.27392197074225, 0.0306595192305321, 4.055228321792841, 2.0631166807173, 0.0264619177057543, 4.165438402448744, 1.9605643214985016, 0.0338315740109379, 4.42511790512359, 1.4864845171435177, 0.0196919136246737, 4.558472882509077, 0.4911333878511089, 0.0092763843464471, 4.612057406327539, 0.4950036139232091, 0.0393623779660857, 4.707903464892406, 0.339280348554942, 0.0278086610876175, 4.801427723701596, 0.8338830412328385, 0.0209983037189633, 4.967999283315799, 0.4716689917266362, 0.0251216177753039, 5.387938232405657, 0.497255504388281, 0.0147223086882938, 5.414461350883537, 0.9959834589872282, 0.0323218452042932, 2.595536116318063, -0.0081686373190005, 0.0200331523947695, 3.856182444730159, 0.260015847956204, 0.0201462390172104, 5.194927074200463]|2049699.3750000000000000|      0.06250000|[1174, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
