k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[96, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       2|[0.888142569877905, 0.8895458999086403, 0.8872450273763597, 0.8895736995337715, 0.8849045527507813, 0.8884207337280529, 0.8884526174502633, 0.8874038044707393, 0.8874678140932466, 0.8891385049193339, 1.0393522824269308, 0.653514831442068, 0.9888774824470692, 0.9873569218827049, 0.9904334844209393, 0.9890675203662006, 0.9738857505480016, 0.9649749383257242, 0.9786028048591241, 0.9942058533344443, 0.9915540015420483, 0.9935077164181914]|  1.3729268312454224|      1.00000000|[189, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[0.888142569877905, 0.8895458999086403, 0.8872450273763597, 0.8895736995337715, 0.8849045527507813, 0.8884207337280529, 0.8884526174502633, 0.8874038044707393, 0.8874678140932466, 0.8891385049193339, 1.0393522824269308, 0.653514831442068, 0.9888774824470692, 0.9873569218827049, 0.9904334844209393, 0.9890675203662006, 0.9738857505480016, 0.9649749383257242, 0.9786028048591241, 0.9942058533344443, 0.9915540015420483, 0.9935077164181914]|  1.3729268312454224|      0.50000000|[282, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[0.7781759146476973, 0.779789419097582, 0.7742982182678435, 0.7744694775375764, 0.77237820954034, 0.7752792314372587, 0.7754685940731758, 0.774578428414837, 0.7728056124227174, 0.7775775051875237, 1.0695160839804114, 0.3093341504063355, 0.9750999592743378, 0.9768980268982543, 0.9789310563919966, 0.9765181136010024, 0.941129513187104, 0.9243109781916478, 0.9589215981380101, 0.9865461241769812, 0.9829797571093863, 0.9835975978872337]|  1.2271789312362671|      1.00000000|[378, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[0.7781759146476973, 0.779789419097582, 0.7742982182678435, 0.7744694775375764, 0.77237820954034, 0.7752792314372587, 0.7754685940731758, 0.774578428414837, 0.7728056124227174, 0.7775775051875237, 1.0695160839804114, 0.3093341504063355, 0.9750999592743378, 0.9768980268982543, 0.9789310563919966, 0.9765181136010024, 0.941129513187104, 0.9243109781916478, 0.9589215981380101, 0.9865461241769812, 0.9829797571093863, 0.9835975978872337]|  1.2271789312362671|      0.50000000|[473, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[0.6659785525849526, 0.6671210378692791, 0.6604501602414933, 0.6592908921695052, 0.6574152502266419, 0.6598168357050808, 0.6645787763567106, 0.6599562474900068, 0.6586066731958362, 0.6654588238663683, 1.091415926755066, -0.0308893221556865, 0.9621566156799232, 0.9587869717626445, 0.9634197930104894, 0.9623821515742637, 0.9102488989180124, 0.8807948024387564, 0.9371391130870119, 0.9775447187423989, 0.9709824837388268, 0.9701448772608801]|  1.0930141210556030|      1.00000000|[568, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[0.6659785525849526, 0.6671210378692791, 0.6604501602414933, 0.6592908921695052, 0.6574152502266419, 0.6598168357050808, 0.6645787763567106, 0.6599562474900068, 0.6586066731958362, 0.6654588238663683, 1.091415926755066, -0.0308893221556865, 0.9621566156799232, 0.9587869717626445, 0.9634197930104894, 0.9623821515742637, 0.9102488989180124, 0.8807948024387564, 0.9371391130870119, 0.9775447187423989, 0.9709824837388268, 0.9701448772608801]|  1.0930141210556030|      0.50000000|[663, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[0.5552306881640503, 0.5524199841301454, 0.553181914797887, 0.5408789758186878, 0.5444053613560026, 0.5389402935533978, 0.5390048433128022, 0.540990177219191, 0.547328436416384, 0.5514080463731585, 1.1104818967640409, -0.3623366748544734, 0.9460355815593351, 0.945350888953989, 0.9326431592920487, 0.9376636830718386, 0.8747419273720362, 0.8383737800550439, 0.9131489994061883, 0.9794161138810157, 0.9573324680519085, 0.9525078403876337]|  0.9721753597259521|      1.00000000|[756, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[0.5552306881640503, 0.5524199841301454, 0.553181914797887, 0.5408789758186878, 0.5444053613560026, 0.5389402935533978, 0.5390048433128022, 0.540990177219191, 0.547328436416384, 0.5514080463731585, 1.1104818967640409, -0.3623366748544734, 0.9460355815593351, 0.945350888953989, 0.9326431592920487, 0.9376636830718386, 0.8747419273720362, 0.8383737800550439, 0.9131489994061883, 0.9794161138810157, 0.9573324680519085, 0.9525078403876337]|  0.9721753597259521|      0.50000000|[850, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[0.5552306881640503, 0.5524199841301454, 0.553181914797887, 0.5408789758186878, 0.5444053613560026, 0.5389402935533978, 0.5390048433128022, 0.540990177219191, 0.547328436416384, 0.5514080463731585, 1.1104818967640409, -0.3623366748544734, 0.9460355815593351, 0.945350888953989, 0.9326431592920487, 0.9376636830718386, 0.8747419273720362, 0.8383737800550439, 0.9131489994061883, 0.9794161138810157, 0.9573324680519085, 0.9525078403876337]|  0.9721753597259521|      0.25000000|[944, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[0.4983781368786384, 0.4949860354255861, 0.4911142790836704, 0.4815419502565928, 0.4854846917387117, 0.4796641981427394, 0.4812186171007814, 0.4828906376749842, 0.4874171193301973, 0.4922373298982887, 1.1113750671530909, -0.523817856863773, 0.9390525995933607, 0.9363597783693427, 0.9237121502135461, 0.9264026915137816, 0.8561431810993145, 0.8122287960937302, 0.8973720030264697, 0.9751712675124785, 0.9507884958403814, 0.9452390168840356]|  0.9164702296257019|      0.50000000|[1038, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
