k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.131583263889721, -0.2182081886455941, 0.204270655208235, -0.3134890432540734, 0.6309745225442094, 0.0099934670938441, 0.3035351047390821, 0.4029119154536716, -0.3773179843906466]|280252.7500000000000000|      2.00000000|[11, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=1
       2|[-0.131583263889721, -0.2182081886455941, 0.204270655208235, -0.3134890432540734, 0.6309745225442094, 0.0099934670938441, 0.3035351047390821, 0.4029119154536716, -0.3773179843906466]|280252.7500000000000000|      1.00000000|[21, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.2650399832740822, -0.169687264775959, 0.3057327818196778, 0.4556284941497292, 0.9166811600861338, 0.3266034108894292, 0.7236162230646143, 0.2653137791179655, -0.3503524104685251]|220043.1875000000000000|      2.00000000|[31, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=1
       4|[-0.2650399832740822, -0.169687264775959, 0.3057327818196778, 0.4556284941497292, 0.9166811600861338, 0.3266034108894292, 0.7236162230646143, 0.2653137791179655, -0.3503524104685251]|220043.1875000000000000|      1.00000000|[41, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.2650399832740822, -0.169687264775959, 0.3057327818196778, 0.4556284941497292, 0.9166811600861338, 0.3266034108894292, 0.7236162230646143, 0.2653137791179655, -0.3503524104685251]|220043.1875000000000000|      0.50000000|[52, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0105662416944963, -0.2291442295347549, 0.3455905364503787, 0.4146119702639894, 0.9553438662844798, 0.1222677977063042, 0.6033461946236002, 0.5882748860074452, -0.2781133746611001]|102115.9062500000000000|      1.00000000|[56, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.3034010256839582, -0.8768633049077342, 0.690777499329092, 0.0818013045036045, 1.269102557171465, 0.1941997642899165, 0.5366295033767288, 0.6292335683366487, 0.0990074565784409]|23726.0742187500000000|      2.00000000|[64, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[-0.3034010256839582, -0.8768633049077342, 0.690777499329092, 0.0818013045036045, 1.269102557171465, 0.1941997642899165, 0.5366295033767288, 0.6292335683366487, 0.0990074565784409]|23726.0742187500000000|      1.00000000|[75, 39, 0, 39]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.3034010256839582, -0.8768633049077342, 0.690777499329092, 0.0818013045036045, 1.269102557171465, 0.1941997642899165, 0.5366295033767288, 0.6292335683366487, 0.0990074565784409]|23726.0742187500000000|      0.50000000|[86, 44, 0, 44]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.3034010256839582, -0.8768633049077342, 0.690777499329092, 0.0818013045036045, 1.269102557171465, 0.1941997642899165, 0.5366295033767288, 0.6292335683366487, 0.0990074565784409]|23726.0742187500000000|      0.25000000|[96, 49, 0, 49]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.2847633100656659, -0.8258436185117415, 0.5933265141476147, 0.2254176252130199, 1.2045043054698255, 0.2420164803771777, 0.4280498245092483, 0.7263018476431506, 0.0571014295791217]|19298.3027343750000000|      0.50000000|[102, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
