k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0107065014537755, -0.0517172050030196, -0.0325596217732044, -0.1131511704227504, 0.0924322156026843, -0.0086856474764032, 0.077546017811948, 0.1845064106331577, 0.0379796606724807, 0.0636653439878123, 0.2637886437333527, 0.1124482415514761, 0.0798365482521535, 0.1562694818612394, 0.0487900763469069, 0.2323873008869998, 0.2594099954316949, 0.1986966229323801, 0.2657120448374446, 0.1414579991472435, 0.1484608567225683, 0.1281444957516021, 0.2354091086794331, 0.1863300660097592, 0.1689179136046608, 0.3353967789189596, 0.1631668150562042, 0.3031928991394014, 0.3238560006063094, 0.3420651400388068, 0.2701247467019142, 0.2661783583968629, 0.4824767920710641, 0.2649287061947326, 0.4753036252745473, 0.3617275886422701, 0.6077651408807712, 0.1869870431387734, 0.4253905540927653, 0.4006290366187567, 0.426796914122559, 0.359250974891572, 0.4207475563417691, 0.4259792679741046, 0.3794121564392307, 0.4389936716530894, 0.4847123797454939, 0.5360558507800371, 0.4762667312155561, 0.623130929032341, 0.3932153978179871, 0.4093799339781208, 0.6645485493996883, 0.5927294685713991, 0.533245652787603, 0.4872324290926365, 0.6009960988843898, 0.7676138194614933, 0.4148481032775942, 0.729457941036041, 0.6326507133676292, 0.6443048178304815, 0.8799230742901253, 0.7119921820273838, 0.8812381590484819, 0.7073638238556818, 0.4012944726519107, 0.7274098949916965, 0.6851933391579472, 0.5301118482594878, 0.6840669256546255, 0.5693300672159889, 0.7899292163833199, 0.8552358578063161, 0.8698233523454942, 0.812340840967683, 0.8788584378076504, 0.8128170815847884, 0.798272616128727, 0.8042617513209044, 0.9066073685454048, 1.0049492529468893, 1.0070661961922867, 0.7776535126153828, 0.872682142179198, 0.8684457497543105, 0.9179205581074054, 0.8674244898861724, 0.9338152625076944, 1.1157402993505827, 0.7979925843630079, 0.9615350041632158, 0.9523348943693392, 1.0760720503295038, 0.8580053744823068, 0.8965413816188175, 1.057226428579533, 0.996670504752665, 0.9345644207690275, 1.2249952973874332]|-80.8217544555664062|      2.00000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[-0.0748767996471653, -0.0613547396994952, -0.0360860600960583, -0.3035495146420151, 0.1825328283697711, 0.0705237130956518, 0.0505308070304704, 0.4564710385641851, -0.2925480979875259, 0.5927123092834015, 0.1167817137417194, -0.0313385512316155, 0.2751181051899196, -0.0178231794581701, 0.0390773889398699, 0.1149269251415274, -0.0190515429199796, -0.0516483329597937, 0.3292083889717408, -0.1114945240919275, 0.0617807168758289, 0.1343777500487876, 0.1874673319681305, 0.3598694517831335, 0.5652653680608551, 0.507690267938203, 0.1092963648269755, 0.5781736829425468, 0.0357014520432374, 0.4248960982534422, -0.0642242438889046, 0.0850262691359356, 0.6192100340815293, 0.0083463598669339, 0.4592427001869918, 0.635616150921639, 1.004507692579398, -0.0243124958032813, 0.3661417557774302, 0.2502903759086685, 0.6020980904531565, 0.179729956783867, 0.4002060244078971, 0.4266373247373624, 0.1807102302026922, 0.3880701976342546, 0.2037266347779477, 0.4503014790688028, 0.9974916875947384, 0.7823791609076662, 0.2702754582407221, 0.2123900299974547, 0.6333639344706053, 0.5792830909180408, 0.1307499284468902, 0.6463071933116606, 0.7518002626496715, 0.7421611561085394, 0.3877029483437039, 0.7312132581062255, 0.6296179367630933, 0.6073520230113606, 1.0657748621770198, 0.2619245230064417, 0.9925025968917309, 0.6227677284174491, 0.4337653463437779, 0.43488765561037, 0.6703483738928686, 0.6221979125076799, 0.814329571559883, 0.8082094329050957, 0.8187534363462325, 0.8076014835955834, 0.9269707034258743, 0.5642612501030351, 1.0237694378886333, 0.7412393097309309, 0.5926696107056661, 0.6355716684232535, 0.790760295721405, 1.1503272019463013, 1.2597258806315208, 0.6458535801125226, 1.3198817999289105, 1.1643409692091649, 1.0451209147984635, 1.2750685766156655, 1.0585270815974976, 1.116320787351171, 0.9270686308869717, 1.1191969750808959, 0.8678345240864045, 1.1916506279862886, 0.8113171073607901, 0.8110283072927061, 1.279933469379415, 1.1866849931728845, 0.6573029088618159, 1.4114883710382293]|-155.0821990966796875|      4.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[-0.0748767996471653, -0.0613547396994952, -0.0360860600960583, -0.3035495146420151, 0.1825328283697711, 0.0705237130956518, 0.0505308070304704, 0.4564710385641851, -0.2925480979875259, 0.5927123092834015, 0.1167817137417194, -0.0313385512316155, 0.2751181051899196, -0.0178231794581701, 0.0390773889398699, 0.1149269251415274, -0.0190515429199796, -0.0516483329597937, 0.3292083889717408, -0.1114945240919275, 0.0617807168758289, 0.1343777500487876, 0.1874673319681305, 0.3598694517831335, 0.5652653680608551, 0.507690267938203, 0.1092963648269755, 0.5781736829425468, 0.0357014520432374, 0.4248960982534422, -0.0642242438889046, 0.0850262691359356, 0.6192100340815293, 0.0083463598669339, 0.4592427001869918, 0.635616150921639, 1.004507692579398, -0.0243124958032813, 0.3661417557774302, 0.2502903759086685, 0.6020980904531565, 0.179729956783867, 0.4002060244078971, 0.4266373247373624, 0.1807102302026922, 0.3880701976342546, 0.2037266347779477, 0.4503014790688028, 0.9974916875947384, 0.7823791609076662, 0.2702754582407221, 0.2123900299974547, 0.6333639344706053, 0.5792830909180408, 0.1307499284468902, 0.6463071933116606, 0.7518002626496715, 0.7421611561085394, 0.3877029483437039, 0.7312132581062255, 0.6296179367630933, 0.6073520230113606, 1.0657748621770198, 0.2619245230064417, 0.9925025968917309, 0.6227677284174491, 0.4337653463437779, 0.43488765561037, 0.6703483738928686, 0.6221979125076799, 0.814329571559883, 0.8082094329050957, 0.8187534363462325, 0.8076014835955834, 0.9269707034258743, 0.5642612501030351, 1.0237694378886333, 0.7412393097309309, 0.5926696107056661, 0.6355716684232535, 0.790760295721405, 1.1503272019463013, 1.2597258806315208, 0.6458535801125226, 1.3198817999289105, 1.1643409692091649, 1.0451209147984635, 1.2750685766156655, 1.0585270815974976, 1.116320787351171, 0.9270686308869717, 1.1191969750808959, 0.8678345240864045, 1.1916506279862886, 0.8113171073607901, 0.8110283072927061, 1.279933469379415, 1.1866849931728845, 0.6573029088618159, 1.4114883710382293]|-155.0821990966796875|      2.00000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[-0.2317307352956782, 0.0835802410357337, 0.0125364880447342, -0.3100658160606729, 0.2358461617179926, 0.0598811041280907, 0.066916032290968, 0.1455183024426382, -0.2438060277428048, 0.484294349157725, 0.2930610992234658, 0.3016137760074535, 0.5464015074052042, 0.135512356828046, -0.1722141025723262, 0.1214971089094503, 0.0447829700826852, 0.2153202447805454, 0.4691161369398849, -0.4896694323803246, 0.4043139930522565, 0.0042728812329491, -0.1597471505740645, 0.4944396247340553, 0.423548855959163, 0.670665255111995, -0.5304538473736646, 0.7773261029122753, -0.2804723865229405, 0.838219329177964, -0.1245937159078563, -0.0651140152397909, 0.5479269071936643, 0.2607591808931968, 0.1897059474445368, 0.7371923315300632, 1.1618678616096965, -0.1898703553641391, 0.0647975671245348, 0.2253706645074179, 0.6744343488993544, 0.1353116825736, 0.4970598355387957, 0.4252286106891374, -0.0158834878744287, 0.2672917387438586, 0.3424685800351724, 0.4610560831321221, 1.1926760182013039, 0.9715776170826474, 0.4033827991151933, 0.1955583297698844, 0.4887998382850771, 0.6066043393928388, -0.11441196783567, 0.6770938469957833, 0.9695176995044713, 0.714516004007969, 0.1385221646690636, 0.5303405579837206, 0.4148857556477234, 0.6555228805028179, 1.3131693830400024, 0.4051639727301593, 1.141701928798758, 0.5163883191959706, 0.1582691640848569, 0.2414329177102135, 0.6204176138020671, 0.7050210631031821, 0.967390797013726, 0.8198393735855879, 1.0026852527184054, 1.1060862112509464, 0.7739804171137046, 0.7891968452353437, 0.9617701503137918, 0.8530676223912285, 0.6056902000872831, 0.6852942075449577, 0.7479179032446999, 1.3660750471087058, 1.5109284916832426, 0.4930857120800062, 1.0995432660981284, 1.5568857701655874, 1.1623562775983471, 1.2502621097589677, 0.9907281924457847, 1.0797898630580223, 0.8039971767705462, 1.4049574081938816, 1.2753873875091624, 1.212640396572642, 0.858138613144291, 0.9974877925235768, 1.3768257951185139, 1.0038743136056076, 1.1711678192120285, 1.1873941892603626]|-256.4753723144531250|      4.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[-0.0578410709326618, -0.8073905333632934, 0.2288918814516897, 0.1904031303137144, -0.5685796742728104, -0.3731568374072549, -0.7655000860934846, -0.4846150673572438, -0.3004412401231057, 0.6198594703299505, -0.5018033863222088, 0.446682834177438, 0.7052303917547126, 0.625648217658829, -0.7851601170239515, 0.2628867029554898, 0.0367340325112454, 0.6345235401291729, 1.1160389705826073, -0.5562876927707401, 0.1624067447692947, 0.141851946746909, -0.4311408021720762, 0.9874498572440829, 0.0777594542649907, 0.3908201849630785, -0.2186918635830968, 0.487940349136579, -1.2423051584529288, 0.9275718670909514, -0.3668263480759992, -0.4869911663868312, 0.4980981844564122, -0.6718715493074898, 0.7647538029772382, 0.7285301885419305, 0.2211142600030377, -0.629672058318647, -0.0339109858979919, 0.1941964342310548, 0.7994884701001949, -0.1253826471102571, 0.3649494274292772, 0.2182645939597874, 0.2775725924538435, 0.1917755700024356, 0.534670129244373, 0.8184093080731734, 1.4285816049481086, 1.4947650342478074, 0.3809728468982834, 0.0375434609686654, 0.7052339390990823, 1.1873714805159923, -0.7398508126377876, 0.6528600446113552, 0.7274530758964558, 0.5914668326372505, 0.3543242033034965, 0.0476021144090011, -0.0086684961131054, 0.392110006501863, 2.013275786545788, 0.8560955684013583, 1.4994473350680133, 0.3328440500162705, 0.3628652594050846, 0.2595381137929755, 0.3755822909643822, 0.6175135532446742, 1.0650280077991197, 0.7355862553671078, 1.3986310408236646, 1.90574521669808, 0.7782417046285796, 0.8058813664505531, 0.4480805248905072, 0.9993367698570875, 0.702737280137681, 1.107388369795178, 0.6873943437624688, 1.3733082482732784, 2.533099513210759, 0.3826359895366225, 0.905614926929357, 2.322417074063441, 1.0173379697427611, 0.9209023012555547, 0.6297621205534076, 1.301794835252756, 0.527596919641306, 1.3717923976914252, 1.480146530753722, 1.2930781083742662, 0.7821735110744904, 0.6187231620167519, 1.5582744946659695, 1.023904756209021, 0.9532334119315853, 0.9612132840384188]|-597.1765747070312500|      8.00000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       6|[0.7322128066460147, -1.3201563491419144, -0.2718359994438777, 0.8726833062150707, -0.9211471598977071, -0.2800040869884995, -1.033980899001846, 1.3628453863584458, -0.5378131315084079, 1.9697743800974412, -0.5428852767725125, 1.8037156398189471, 0.7732370572679502, 1.0741681229574924, 0.3703372447892759, 0.774107240656263, 0.6464982916881453, 1.014387248736615, 1.999739315514116, -0.5183538587933765, 0.4403102026293013, 0.1380014406471975, 0.3812836056193645, 0.7033214060445356, 0.5232985290564404, 0.2704994936907119, 1.1820731330937604, 0.672984753753564, -1.1029267863498533, 0.647576862059848, -1.276906368522409, -0.571896534283816, 0.2241404902685425, -2.7658971824369116, 0.6920485665890185, 2.5040870352129003, -0.4405234178142137, -1.0193200446379431, -0.834152580918168, 0.1460770628127946, 1.3317456168288113, 0.4467948724789578, 1.0937071495374975, 1.7707778915487933, 0.5872198549428918, -0.1142506723378596, -0.8870414529427175, 2.158479237706649, 0.8237363049795906, 1.4411748603338583, -1.5171180351242617, -1.050866318814418, 1.3753528632201388, 0.3472242484439422, -1.661522585347385, 0.898774961888196, 0.568082640899615, -0.5256180423232093, -1.1792602204319726, -1.1844707456224837, 0.9024022472322077, 0.6223282196964293, 3.250488954039027, 0.899274137179991, 1.1956648664313754, 1.0681757144856734, -0.5059703576632042, -0.1472462851499887, -0.9471489334305936, 2.4432288142115905, 0.9262031964470551, 0.1080492064262739, 1.0942152567660988, 1.2484486086134448, 0.7900639811737267, 1.4513354332188997, 0.5640913736034603, 1.9704481532187548, 0.573862702089698, 0.7440971478731658, 0.672989057208844, 2.0359240776545864, 1.8671397121578561, 0.9153739031432869, 1.4956931763968528, 2.259179271569646, 1.1261726512961272, 1.9034579338177768, 0.9055968473712654, 0.8215455069798223, 1.1361504989536897, 2.293733424491343, 0.7114905880135051, 2.19410090696247, 0.5771780592948794, 0.2429800781406393, 2.1519944078069093, 1.3598798816074296, 1.4593648852749745, -0.2136476007530755]|-1157.6411132812500000|     16.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.7322128066460147, -1.3201563491419144, -0.2718359994438777, 0.8726833062150707, -0.9211471598977071, -0.2800040869884995, -1.033980899001846, 1.3628453863584458, -0.5378131315084079, 1.9697743800974412, -0.5428852767725125, 1.8037156398189471, 0.7732370572679502, 1.0741681229574924, 0.3703372447892759, 0.774107240656263, 0.6464982916881453, 1.014387248736615, 1.999739315514116, -0.5183538587933765, 0.4403102026293013, 0.1380014406471975, 0.3812836056193645, 0.7033214060445356, 0.5232985290564404, 0.2704994936907119, 1.1820731330937604, 0.672984753753564, -1.1029267863498533, 0.647576862059848, -1.276906368522409, -0.571896534283816, 0.2241404902685425, -2.7658971824369116, 0.6920485665890185, 2.5040870352129003, -0.4405234178142137, -1.0193200446379431, -0.834152580918168, 0.1460770628127946, 1.3317456168288113, 0.4467948724789578, 1.0937071495374975, 1.7707778915487933, 0.5872198549428918, -0.1142506723378596, -0.8870414529427175, 2.158479237706649, 0.8237363049795906, 1.4411748603338583, -1.5171180351242617, -1.050866318814418, 1.3753528632201388, 0.3472242484439422, -1.661522585347385, 0.898774961888196, 0.568082640899615, -0.5256180423232093, -1.1792602204319726, -1.1844707456224837, 0.9024022472322077, 0.6223282196964293, 3.250488954039027, 0.899274137179991, 1.1956648664313754, 1.0681757144856734, -0.5059703576632042, -0.1472462851499887, -0.9471489334305936, 2.4432288142115905, 0.9262031964470551, 0.1080492064262739, 1.0942152567660988, 1.2484486086134448, 0.7900639811737267, 1.4513354332188997, 0.5640913736034603, 1.9704481532187548, 0.573862702089698, 0.7440971478731658, 0.672989057208844, 2.0359240776545864, 1.8671397121578561, 0.9153739031432869, 1.4956931763968528, 2.259179271569646, 1.1261726512961272, 1.9034579338177768, 0.9055968473712654, 0.8215455069798223, 1.1361504989536897, 2.293733424491343, 0.7114905880135051, 2.19410090696247, 0.5771780592948794, 0.2429800781406393, 2.1519944078069093, 1.3598798816074296, 1.4593648852749745, -0.2136476007530755]|-1157.6411132812500000|      8.00000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[0.7322128066460147, -1.3201563491419144, -0.2718359994438777, 0.8726833062150707, -0.9211471598977071, -0.2800040869884995, -1.033980899001846, 1.3628453863584458, -0.5378131315084079, 1.9697743800974412, -0.5428852767725125, 1.8037156398189471, 0.7732370572679502, 1.0741681229574924, 0.3703372447892759, 0.774107240656263, 0.6464982916881453, 1.014387248736615, 1.999739315514116, -0.5183538587933765, 0.4403102026293013, 0.1380014406471975, 0.3812836056193645, 0.7033214060445356, 0.5232985290564404, 0.2704994936907119, 1.1820731330937604, 0.672984753753564, -1.1029267863498533, 0.647576862059848, -1.276906368522409, -0.571896534283816, 0.2241404902685425, -2.7658971824369116, 0.6920485665890185, 2.5040870352129003, -0.4405234178142137, -1.0193200446379431, -0.834152580918168, 0.1460770628127946, 1.3317456168288113, 0.4467948724789578, 1.0937071495374975, 1.7707778915487933, 0.5872198549428918, -0.1142506723378596, -0.8870414529427175, 2.158479237706649, 0.8237363049795906, 1.4411748603338583, -1.5171180351242617, -1.050866318814418, 1.3753528632201388, 0.3472242484439422, -1.661522585347385, 0.898774961888196, 0.568082640899615, -0.5256180423232093, -1.1792602204319726, -1.1844707456224837, 0.9024022472322077, 0.6223282196964293, 3.250488954039027, 0.899274137179991, 1.1956648664313754, 1.0681757144856734, -0.5059703576632042, -0.1472462851499887, -0.9471489334305936, 2.4432288142115905, 0.9262031964470551, 0.1080492064262739, 1.0942152567660988, 1.2484486086134448, 0.7900639811737267, 1.4513354332188997, 0.5640913736034603, 1.9704481532187548, 0.573862702089698, 0.7440971478731658, 0.672989057208844, 2.0359240776545864, 1.8671397121578561, 0.9153739031432869, 1.4956931763968528, 2.259179271569646, 1.1261726512961272, 1.9034579338177768, 0.9055968473712654, 0.8215455069798223, 1.1361504989536897, 2.293733424491343, 0.7114905880135051, 2.19410090696247, 0.5771780592948794, 0.2429800781406393, 2.1519944078069093, 1.3598798816074296, 1.4593648852749745, -0.2136476007530755]|-1157.6411132812500000|      4.00000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[0.7322128066460147, -1.3201563491419144, -0.2718359994438777, 0.8726833062150707, -0.9211471598977071, -0.2800040869884995, -1.033980899001846, 1.3628453863584458, -0.5378131315084079, 1.9697743800974412, -0.5428852767725125, 1.8037156398189471, 0.7732370572679502, 1.0741681229574924, 0.3703372447892759, 0.774107240656263, 0.6464982916881453, 1.014387248736615, 1.999739315514116, -0.5183538587933765, 0.4403102026293013, 0.1380014406471975, 0.3812836056193645, 0.7033214060445356, 0.5232985290564404, 0.2704994936907119, 1.1820731330937604, 0.672984753753564, -1.1029267863498533, 0.647576862059848, -1.276906368522409, -0.571896534283816, 0.2241404902685425, -2.7658971824369116, 0.6920485665890185, 2.5040870352129003, -0.4405234178142137, -1.0193200446379431, -0.834152580918168, 0.1460770628127946, 1.3317456168288113, 0.4467948724789578, 1.0937071495374975, 1.7707778915487933, 0.5872198549428918, -0.1142506723378596, -0.8870414529427175, 2.158479237706649, 0.8237363049795906, 1.4411748603338583, -1.5171180351242617, -1.050866318814418, 1.3753528632201388, 0.3472242484439422, -1.661522585347385, 0.898774961888196, 0.568082640899615, -0.5256180423232093, -1.1792602204319726, -1.1844707456224837, 0.9024022472322077, 0.6223282196964293, 3.250488954039027, 0.899274137179991, 1.1956648664313754, 1.0681757144856734, -0.5059703576632042, -0.1472462851499887, -0.9471489334305936, 2.4432288142115905, 0.9262031964470551, 0.1080492064262739, 1.0942152567660988, 1.2484486086134448, 0.7900639811737267, 1.4513354332188997, 0.5640913736034603, 1.9704481532187548, 0.573862702089698, 0.7440971478731658, 0.672989057208844, 2.0359240776545864, 1.8671397121578561, 0.9153739031432869, 1.4956931763968528, 2.259179271569646, 1.1261726512961272, 1.9034579338177768, 0.9055968473712654, 0.8215455069798223, 1.1361504989536897, 2.293733424491343, 0.7114905880135051, 2.19410090696247, 0.5771780592948794, 0.2429800781406393, 2.1519944078069093, 1.3598798816074296, 1.4593648852749745, -0.2136476007530755]|-1157.6411132812500000|      2.00000000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[0.8862031111612726, -1.1400160428894939, -0.0467728065379941, 0.8246092510649929, -0.8989780252901272, -0.4279100962721038, -1.0994204641985248, 1.1848823597128124, -0.3281472342969578, 1.9060816672078782, -0.6469420780493181, 1.6833078542471152, 0.6451834200540865, 1.0836228401769297, 0.903305091770448, 0.8935547590093986, 0.543441896990159, 0.7115328251798013, 1.9054357170452791, -0.7946207049402492, 0.3853745187586403, 0.4204385513808752, 0.6879057342012143, 0.6500467289097306, 0.611364652530255, 0.3124963736434071, 1.3124130953831838, 0.6774500375895396, -1.1490883028643801, 1.1752884613009988, -1.2067091799600973, -0.7034501683159435, 0.6093632035987164, -2.7161480623865684, 1.1383709560628748, 2.0358733193015555, -0.5686204371808901, -1.063150358658062, -0.7510296781354513, 0.2567732650018681, 1.19031518760622, 0.6154303944475004, 1.447530834120997, 2.1012675232025866, 0.7580958776367116, -0.13260926938513, -0.888975887522477, 2.1947640439258516, 0.8146143218710753, 1.6110772953344887, -1.5162134956260056, -1.0403245334209938, 1.3531490235858215, 0.6817683458459545, -1.5551462506436802, 1.119690737652416, 0.6297952747882316, -0.5840253914032966, -1.0606978442456332, -1.1748455265032072, 0.9241334886562204, 0.58485915614137, 3.0032709897120267, 1.4228611471209693, 1.2351738929379552, 1.0290057060478905, -0.9833478644906782, -0.4181729682381858, -1.0666718331422316, 2.371577639188874, 0.9644770989317569, 0.1802388925430309, 1.0392494122237148, 1.2379866651104166, 0.7475973286266583, 1.5778393219897402, 0.6917332920373942, 2.31972069531419, 0.782551101753776, 0.9454447462008082, 0.7168001758427756, 1.7622079074819401, 1.544024067734825, 1.1573011424098947, 1.43117833908602, 2.073403523909229, 1.0276487289106409, 1.7617092693718797, 0.9187012059700886, 0.8962899240187169, 0.8360659871826045, 2.3940371057447125, 0.940568114014348, 2.4322113751818217, 0.8054944235650843, 0.2951233626857566, 1.9702442103458147, 1.6137925790042094, 1.5825940929944826, -0.1626643980981461]|-1346.4090576171875000|      4.00000000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
