k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[75, 25, 1, 3]                                                             |  | used linear model with 100 points | iterate failure | actual_k=16
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[149, 51, 2, 6]                                                            |  | used linear model with 100 points | iterate failure | actual_k=16
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[222, 78, 3, 9]                                                            |  | used linear model with 100 points | iterate failure | actual_k=16
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[293, 107, 4, 12]                                                          |  | used linear model with 100 points | iterate failure | actual_k=16
       5|[0.5978162075219151, 0.0221957998918527, 1.8924355843533254, 0.6618452437306391, 0.0339087231144635, 1.9974560585536913, 1.285727719370668, 0.0174121581266151, 2.1135691751270924, -0.0168174471364911, 0.025589008771184, 2.1626706509164055, 1.224361820774181, 0.0297865335240575, 2.2151954781170806, 0.2211711457563405, 0.0245115840532805, 2.280183550114668, 1.3252904443526259, 0.0270674817447639, 2.3847920266744906, 4.502387129793251, 0.0466544682315104, 2.4879097334128164, 0.6630038667446335, 0.0196812653840904, 2.565932898368962, 4.391621141006726, 0.0410273723456223, 2.7009400274805087, 0.2327416705560147, 0.0212926828505104, 2.950232192794394, 0.2332654182889224, 0.0115644254716009, 2.9700564127651266, 0.7088973783975272, 0.0204881109229101, 3.12636974996081, 0.2042185243307312, 0.0261126723270069, 3.2272177065951255, -0.0656004874134999, 0.0253383564092751, 3.2486068284246747, 1.3773588826158107, 0.0300318481473349, 3.384368997538226, 0.2448816528030999, 0.0166087692782283, 3.65864050867768, 0.0624586863276682, 0.0228451687164483, 3.7229299537151173, 0.023996071280724, 0.0222347693097011, 3.831431843952208, 0.4104670174757909, 0.0201293308375459, 3.957921032114386, 0.2599389467558172, 0.0165673483502971, 4.05490587798335, 0.815344475073046, 0.0115506808050911, 4.1694832835012745, 0.9591646723322071, 0.0296993869107449, 4.438843095470866, 0.7468541755799255, 0.0236787040255933, 4.557997514273973, 0.2075575020776909, 0.015352030484549, 4.602684730481035, 0.4997878033405502, 0.0249553099935153, 4.711068284985593, 0.0423866899447762, 0.0177355397180143, 4.797436349427178, 0.3762096562636988, 0.0194148239669226, 4.962068139927911, 0.1595988390225929, 0.0130515288603217, 5.383499214613924, 0.2954237523707767, 0.0262247388193274, 5.415741971392398, 0.0960103264815842, 0.0156980380545139, 2.584680919222564, 0.0001882871498688, 0.0176519232441259, 3.8640487813586297, 0.1610998623352491, 0.0250473911513605, 5.200600672729175]|323357.9403084637015127|      0.12500000|[369, 131, 5, 15]                                                          |  | used linear model with 100 points | iterate success | actual_k=16
       6|[0.5978162075219151, 0.0221957998918527, 1.8924355843533254, 0.6618452437306391, 0.0339087231144635, 1.9974560585536913, 1.285727719370668, 0.0174121581266151, 2.1135691751270924, -0.0168174471364911, 0.025589008771184, 2.1626706509164055, 1.224361820774181, 0.0297865335240575, 2.2151954781170806, 0.2211711457563405, 0.0245115840532805, 2.280183550114668, 1.3252904443526259, 0.0270674817447639, 2.3847920266744906, 4.502387129793251, 0.0466544682315104, 2.4879097334128164, 0.6630038667446335, 0.0196812653840904, 2.565932898368962, 4.391621141006726, 0.0410273723456223, 2.7009400274805087, 0.2327416705560147, 0.0212926828505104, 2.950232192794394, 0.2332654182889224, 0.0115644254716009, 2.9700564127651266, 0.7088973783975272, 0.0204881109229101, 3.12636974996081, 0.2042185243307312, 0.0261126723270069, 3.2272177065951255, -0.0656004874134999, 0.0253383564092751, 3.2486068284246747, 1.3773588826158107, 0.0300318481473349, 3.384368997538226, 0.2448816528030999, 0.0166087692782283, 3.65864050867768, 0.0624586863276682, 0.0228451687164483, 3.7229299537151173, 0.023996071280724, 0.0222347693097011, 3.831431843952208, 0.4104670174757909, 0.0201293308375459, 3.957921032114386, 0.2599389467558172, 0.0165673483502971, 4.05490587798335, 0.815344475073046, 0.0115506808050911, 4.1694832835012745, 0.9591646723322071, 0.0296993869107449, 4.438843095470866, 0.7468541755799255, 0.0236787040255933, 4.557997514273973, 0.2075575020776909, 0.015352030484549, 4.602684730481035, 0.4997878033405502, 0.0249553099935153, 4.711068284985593, 0.0423866899447762, 0.0177355397180143, 4.797436349427178, 0.3762096562636988, 0.0194148239669226, 4.962068139927911, 0.1595988390225929, 0.0130515288603217, 5.383499214613924, 0.2954237523707767, 0.0262247388193274, 5.415741971392398, 0.0960103264815842, 0.0156980380545139, 2.584680919222564, 0.0001882871498688, 0.0176519232441259, 3.8640487813586297, 0.1610998623352491, 0.0250473911513605, 5.200600672729175]|323357.9403084637015127|      0.06250000|[445, 155, 6, 18]                                                          |  | used linear model with 100 points | iterate failure | actual_k=16
       7|[0.5978162075219151, 0.0221957998918527, 1.8924355843533254, 0.6618452437306391, 0.0339087231144635, 1.9974560585536913, 1.285727719370668, 0.0174121581266151, 2.1135691751270924, -0.0168174471364911, 0.025589008771184, 2.1626706509164055, 1.224361820774181, 0.0297865335240575, 2.2151954781170806, 0.2211711457563405, 0.0245115840532805, 2.280183550114668, 1.3252904443526259, 0.0270674817447639, 2.3847920266744906, 4.502387129793251, 0.0466544682315104, 2.4879097334128164, 0.6630038667446335, 0.0196812653840904, 2.565932898368962, 4.391621141006726, 0.0410273723456223, 2.7009400274805087, 0.2327416705560147, 0.0212926828505104, 2.950232192794394, 0.2332654182889224, 0.0115644254716009, 2.9700564127651266, 0.7088973783975272, 0.0204881109229101, 3.12636974996081, 0.2042185243307312, 0.0261126723270069, 3.2272177065951255, -0.0656004874134999, 0.0253383564092751, 3.2486068284246747, 1.3773588826158107, 0.0300318481473349, 3.384368997538226, 0.2448816528030999, 0.0166087692782283, 3.65864050867768, 0.0624586863276682, 0.0228451687164483, 3.7229299537151173, 0.023996071280724, 0.0222347693097011, 3.831431843952208, 0.4104670174757909, 0.0201293308375459, 3.957921032114386, 0.2599389467558172, 0.0165673483502971, 4.05490587798335, 0.815344475073046, 0.0115506808050911, 4.1694832835012745, 0.9591646723322071, 0.0296993869107449, 4.438843095470866, 0.7468541755799255, 0.0236787040255933, 4.557997514273973, 0.2075575020776909, 0.015352030484549, 4.602684730481035, 0.4997878033405502, 0.0249553099935153, 4.711068284985593, 0.0423866899447762, 0.0177355397180143, 4.797436349427178, 0.3762096562636988, 0.0194148239669226, 4.962068139927911, 0.1595988390225929, 0.0130515288603217, 5.383499214613924, 0.2954237523707767, 0.0262247388193274, 5.415741971392398, 0.0960103264815842, 0.0156980380545139, 2.584680919222564, 0.0001882871498688, 0.0176519232441259, 3.8640487813586297, 0.1610998623352491, 0.0250473911513605, 5.200600672729175]|323357.9403084637015127|      0.03125000|[519, 181, 7, 21]                                                          |  | used linear model with 100 points | iterate failure | actual_k=16
       8|[0.5991649874940776, 0.0208733876348045, 1.8929583776254513, 0.6604448625329309, 0.0364450680092122, 1.9984534165141745, 1.281508204771921, 0.0244887092438076, 2.1173157909660025, -0.0144196800793575, 0.0245506521056553, 2.166798292347745, 1.2263196538318855, 0.0321252857421257, 2.2121190261501478, 0.2173594147061897, 0.0242853202269438, 2.2767863324185194, 1.3202345499406771, 0.0295616852278772, 2.382724963755752, 4.5038868399776915, 0.0544306966132241, 2.4870080495697224, 0.6623150609438655, 0.0207875479559626, 2.5646854978964417, 4.3871756023953035, 0.0528113214545832, 2.7071614690352592, 0.2311200540119676, 0.0192129643022723, 2.9537221128806634, 0.2300070697963277, 0.0137484679556394, 2.9700338462115496, 0.710755512961901, 0.0221728382167729, 3.1262179482419046, 0.2029968667462724, 0.0286675570037835, 3.2257120306193965, -0.0655091862230121, 0.0224473274932573, 3.2502624416903143, 1.3778940460756255, 0.0370094621032237, 3.3827934444095558, 0.243871001173936, 0.0145579619961096, 3.6593424882367382, 0.0568094048415444, 0.0228261155900219, 3.725871442195375, 0.0226120901612023, 0.0226533404074546, 3.8320460699001004, 0.4111665527343111, 0.0191012518183144, 3.952100104504996, 0.2597477924983965, 0.0139413337995219, 4.055514559168617, 0.8148902396112165, 0.0170618448338607, 4.174853494759286, 0.9618724214045212, 0.0281976502207809, 4.44102913365876, 0.7475586465091881, 0.0246218642468289, 4.559699244216707, 0.2062280657006282, 0.015904905005128, 4.607172308824568, 0.4972654696040306, 0.033468722762638, 4.714379697052478, 0.040029121650813, 0.0158490648550309, 4.800719414796813, 0.3800604267662383, 0.0208420315578871, 4.962290437001004, 0.1589381564818946, 0.0162074414393892, 5.385107420430549, 0.2968660929667591, 0.023911166111356, 5.416466335671786, 0.0918673918546496, 0.0132664744906288, 2.5820529433091037, -0.0006227266340038, 0.0169753097710378, 3.859515024487667, 0.1593057805450716, 0.027034178545145, 5.201413248113151]|292008.4777052992139943|      0.06250000|[592, 208, 8, 24]                                                          |  | used linear model with 100 points | iterate success | actual_k=16
       9|[0.5951138009588146, 0.0297236770667631, 1.9008233403743737, 0.6586085547533986, 0.0370522456223346, 2.0052685126025027, 1.2886196061091009, 0.0257421664930576, 2.1214947894437253, -0.0184201584875958, 0.02234811628649, 2.1664055065929895, 1.2323717514652837, 0.0348232257798945, 2.2089095178988845, 0.2124041727616548, 0.0345250497717349, 2.2893502542276587, 1.3263845082175074, 0.0353035532100912, 2.380485423435381, 4.501355306404345, 0.0671653756831787, 2.4801293346872013, 0.6642483121645744, 0.0403637390350916, 2.5650463638556604, 4.393379109558141, 0.066322359634844, 2.7082320062917735, 0.2353694459476552, 0.0185125299224861, 2.9471491176560036, 0.2306169860825847, 0.0199479550610231, 2.9636888895344775, 0.7009991205493137, 0.0292456503370328, 3.122457381671367, 0.209658423424768, 0.028613822185186, 3.221304520694215, -0.0702369005130489, 0.0259885729405473, 3.238596063973247, 1.3762533931953163, 0.0341511281658898, 3.3675156367881973, 0.245938077351516, 0.0101063158459595, 3.665132313117046, 0.0735616136631737, 0.0202088709232609, 3.7206315467574353, 0.0178476112116388, 0.0308654496744461, 3.8262262162683163, 0.4174496982271564, 0.0294311557584396, 3.956154827790605, 0.2610754118589818, 0.0046115649412308, 4.055353498395222, 0.8235110946852443, 0.0218625360324618, 4.170047905861958, 0.95958219140523, 0.0292954991981176, 4.440386313900165, 0.7551369204014609, 0.030226257433075, 4.559112940766734, 0.20600674792513, 0.0213991914937656, 4.603300832269585, 0.5008158714587513, 0.0279284108241469, 4.716589209414178, 0.037837979414011, 0.0152375862679776, 4.8087457040716854, 0.378781535226187, 0.0251571657620582, 4.977291671956211, 0.1522934974104177, 0.0162923465234103, 5.385070972256307, 0.3004477093803679, 0.0222363754850744, 5.41728474299405, 0.0948163624031174, 0.01508159932337, 2.5874374069331947, -0.0092540798354468, 0.0145481886739903, 3.862814976953802, 0.1547616295821836, 0.0262408445628063, 5.200838353857163]|272764.5906039759283885|      0.12500000|[666, 234, 9, 27]                                                          |  | used linear model with 100 points | iterate success | actual_k=16
      10|[0.5951138009588146, 0.0297236770667631, 1.9008233403743737, 0.6586085547533986, 0.0370522456223346, 2.0052685126025027, 1.2886196061091009, 0.0257421664930576, 2.1214947894437253, -0.0184201584875958, 0.02234811628649, 2.1664055065929895, 1.2323717514652837, 0.0348232257798945, 2.2089095178988845, 0.2124041727616548, 0.0345250497717349, 2.2893502542276587, 1.3263845082175074, 0.0353035532100912, 2.380485423435381, 4.501355306404345, 0.0671653756831787, 2.4801293346872013, 0.6642483121645744, 0.0403637390350916, 2.5650463638556604, 4.393379109558141, 0.066322359634844, 2.7082320062917735, 0.2353694459476552, 0.0185125299224861, 2.9471491176560036, 0.2306169860825847, 0.0199479550610231, 2.9636888895344775, 0.7009991205493137, 0.0292456503370328, 3.122457381671367, 0.209658423424768, 0.028613822185186, 3.221304520694215, -0.0702369005130489, 0.0259885729405473, 3.238596063973247, 1.3762533931953163, 0.0341511281658898, 3.3675156367881973, 0.245938077351516, 0.0101063158459595, 3.665132313117046, 0.0735616136631737, 0.0202088709232609, 3.7206315467574353, 0.0178476112116388, 0.0308654496744461, 3.8262262162683163, 0.4174496982271564, 0.0294311557584396, 3.956154827790605, 0.2610754118589818, 0.0046115649412308, 4.055353498395222, 0.8235110946852443, 0.0218625360324618, 4.170047905861958, 0.95958219140523, 0.0292954991981176, 4.440386313900165, 0.7551369204014609, 0.030226257433075, 4.559112940766734, 0.20600674792513, 0.0213991914937656, 4.603300832269585, 0.5008158714587513, 0.0279284108241469, 4.716589209414178, 0.037837979414011, 0.0152375862679776, 4.8087457040716854, 0.378781535226187, 0.0251571657620582, 4.977291671956211, 0.1522934974104177, 0.0162923465234103, 5.385070972256307, 0.3004477093803679, 0.0222363754850744, 5.41728474299405, 0.0948163624031174, 0.01508159932337, 2.5874374069331947, -0.0092540798354468, 0.0145481886739903, 3.862814976953802, 0.1547616295821836, 0.0262408445628063, 5.200838353857163]|272764.5906039759283885|      0.06250000|[743, 257, 10, 30]                                                         |  | used linear model with 100 points | iterate failure | actual_k=16
      11|[0.5951138009588146, 0.0297236770667631, 1.9008233403743737, 0.6586085547533986, 0.0370522456223346, 2.0052685126025027, 1.2886196061091009, 0.0257421664930576, 2.1214947894437253, -0.0184201584875958, 0.02234811628649, 2.1664055065929895, 1.2323717514652837, 0.0348232257798945, 2.2089095178988845, 0.2124041727616548, 0.0345250497717349, 2.2893502542276587, 1.3263845082175074, 0.0353035532100912, 2.380485423435381, 4.501355306404345, 0.0671653756831787, 2.4801293346872013, 0.6642483121645744, 0.0403637390350916, 2.5650463638556604, 4.393379109558141, 0.066322359634844, 2.7082320062917735, 0.2353694459476552, 0.0185125299224861, 2.9471491176560036, 0.2306169860825847, 0.0199479550610231, 2.9636888895344775, 0.7009991205493137, 0.0292456503370328, 3.122457381671367, 0.209658423424768, 0.028613822185186, 3.221304520694215, -0.0702369005130489, 0.0259885729405473, 3.238596063973247, 1.3762533931953163, 0.0341511281658898, 3.3675156367881973, 0.245938077351516, 0.0101063158459595, 3.665132313117046, 0.0735616136631737, 0.0202088709232609, 3.7206315467574353, 0.0178476112116388, 0.0308654496744461, 3.8262262162683163, 0.4174496982271564, 0.0294311557584396, 3.956154827790605, 0.2610754118589818, 0.0046115649412308, 4.055353498395222, 0.8235110946852443, 0.0218625360324618, 4.170047905861958, 0.95958219140523, 0.0292954991981176, 4.440386313900165, 0.7551369204014609, 0.030226257433075, 4.559112940766734, 0.20600674792513, 0.0213991914937656, 4.603300832269585, 0.5008158714587513, 0.0279284108241469, 4.716589209414178, 0.037837979414011, 0.0152375862679776, 4.8087457040716854, 0.378781535226187, 0.0251571657620582, 4.977291671956211, 0.1522934974104177, 0.0162923465234103, 5.385070972256307, 0.3004477093803679, 0.0222363754850744, 5.41728474299405, 0.0948163624031174, 0.01508159932337, 2.5874374069331947, -0.0092540798354468, 0.0145481886739903, 3.862814976953802, 0.1547616295821836, 0.0262408445628063, 5.200838353857163]|272764.5906039759283885|      0.03125000|[820, 280, 11, 33]                                                         |  | used linear model with 100 points | iterate failure | actual_k=16
