k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0843496221442841, 0.0471929351076833, 0.1729688541476222, 0.2345936249826432, 0.8334612917060147, 0.1244626910561729, -0.1162009778624601, -0.316138693008514, 0.286549381471805]|67937.0299139032867970|      2.00000000|[51, 6, 1, 5]                                                              |  | used quadratic model with 57 points | iterate success | actual_k=2
       2|[0.0843496221442841, 0.0471929351076833, 0.1729688541476222, 0.2345936249826432, 0.8334612917060147, 0.1244626910561729, -0.1162009778624601, -0.316138693008514, 0.286549381471805]|67937.0299139032867970|      1.00000000|[101, 13, 2, 10]                                                           |  | used quadratic model with 57 points | iterate failure | actual_k=2
       3|[0.0843496221442841, 0.0471929351076833, 0.1729688541476222, 0.2345936249826432, 0.8334612917060147, 0.1244626910561729, -0.1162009778624601, -0.316138693008514, 0.286549381471805]|67937.0299139032867970|      0.50000000|[152, 19, 3, 15]                                                           |  | used quadratic model with 57 points | iterate failure | actual_k=2
       4|[0.3663330633030631, -0.0081455445742386, 0.230497913307432, -0.041553091469468, 0.9521615544987189, 0.099985057198194, -0.0400102458577318, -0.1672851078584143, 0.499164210498039]|3125.0180413394059542|      1.00000000|[202, 26, 4, 20]                                                           |  | used quadratic model with 57 points | iterate success | actual_k=2
       5|[0.3663330633030631, -0.0081455445742386, 0.230497913307432, -0.041553091469468, 0.9521615544987189, 0.099985057198194, -0.0400102458577318, -0.1672851078584143, 0.499164210498039]|3125.0180413394059542|      0.50000000|[252, 33, 5, 25]                                                           |  | used quadratic model with 57 points | iterate failure | actual_k=2
       6|[0.3663330633030631, -0.0081455445742386, 0.230497913307432, -0.041553091469468, 0.9521615544987189, 0.099985057198194, -0.0400102458577318, -0.1672851078584143, 0.499164210498039]|3125.0180413394059542|      0.25000000|[302, 40, 6, 30]                                                           |  | used quadratic model with 57 points | iterate failure | actual_k=2
       7|[0.3663330633030631, -0.0081455445742386, 0.230497913307432, -0.041553091469468, 0.9521615544987189, 0.099985057198194, -0.0400102458577318, -0.1672851078584143, 0.499164210498039]|3125.0180413394059542|      0.12500000|[353, 46, 7, 35]                                                           |  | used quadratic model with 57 points | iterate failure | actual_k=2
       8|[0.3703448399323092, -0.0267252412665509, 0.2244153128676087, 0.0438721873520666, 0.969962162354754, 0.0132253942218784, -0.0358898407720733, -0.160222242827316, 0.5034375778968927]|980.0381889825556527|      0.25000000|[404, 52, 8, 40]                                                           |  | used quadratic model with 57 points | iterate success | actual_k=2
       9|[0.3703448399323092, -0.0267252412665509, 0.2244153128676087, 0.0438721873520666, 0.969962162354754, 0.0132253942218784, -0.0358898407720733, -0.160222242827316, 0.5034375778968927]|980.0381889825556527|      0.12500000|[455, 58, 9, 45]                                                           |  | used quadratic model with 57 points | iterate failure | actual_k=2
      10|[0.3703448399323092, -0.0267252412665509, 0.2244153128676087, 0.0438721873520666, 0.969962162354754, 0.0132253942218784, -0.0358898407720733, -0.160222242827316, 0.5034375778968927]|980.0381889825556527|      0.06250000|[505, 65, 10, 50]                                                          |  | used quadratic model with 57 points | iterate failure | actual_k=2
      11|[0.3770177632112838, -0.0231806372395946, 0.218273576104861, -0.0151758856819453, 0.9724951854283611, 0.0302269610552253, -0.0363893900515258, -0.1549355445566322, 0.504483431110339]|120.1444430981924825|      0.12500000|[555, 72, 11, 55]                                                          |  | used quadratic model with 57 points | iterate success | actual_k=2
