k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[11, 1, 1, 2]                                                              |  | used linear model with 12 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.25000000|[21, 3, 2, 4]                                                              |  | used linear model with 12 points | iterate failure | actual_k=2
       3|[0.0026444715616454, -0.0506647054882023, -0.0143921936364771, -0.0441803371672302, 0.2357133405682853, -0.0323132357684204, 0.0278023263969938, 0.0192308886827662, -0.0043973171108633]|321984.3958447828772478|      0.50000000|[32, 4, 3, 6]                                                              |  | used linear model with 12 points | iterate success | actual_k=2
       4|[0.0026444715616454, -0.0506647054882023, -0.0143921936364771, -0.0441803371672302, 0.2357133405682853, -0.0323132357684204, 0.0278023263969938, 0.0192308886827662, -0.0043973171108633]|321984.3958447828772478|      0.25000000|[44, 4, 4, 8]                                                              |  | used linear model with 12 points | iterate failure | actual_k=2
       5|[0.0026444715616454, -0.0506647054882023, -0.0143921936364771, -0.0441803371672302, 0.2357133405682853, -0.0323132357684204, 0.0278023263969938, 0.0192308886827662, -0.0043973171108633]|321984.3958447828772478|      0.12500000|[54, 6, 5, 10]                                                             |  | used linear model with 12 points | iterate failure | actual_k=2
       6|[-0.0138520527107627, -0.0675893110080717, -0.0108589529942415, 0.0176298105609968, 0.3366634394114124, -0.004592764169934, 0.026737534874086, 0.0028452355425739, -0.0022821690290781]|177667.4073966646392364|      0.25000000|[65, 7, 6, 12]                                                             |  | used linear model with 12 points | iterate success | actual_k=2
       7|[0.0374830549117558, -0.1909765711409272, -0.0842836249625562, 0.0379380161804437, 0.5102091582953125, 0.0065626787165205, 0.0953220510305706, -0.0019344366146595, -0.0644709423075628]|53564.8649482681721565|      0.50000000|[76, 8, 7, 14]                                                             |  | used linear model with 12 points | iterate success | actual_k=2
       8|[0.0374830549117558, -0.1909765711409272, -0.0842836249625562, 0.0379380161804437, 0.5102091582953125, 0.0065626787165205, 0.0953220510305706, -0.0019344366146595, -0.0644709423075628]|53564.8649482681721565|      0.25000000|[87, 9, 8, 16]                                                             |  | used linear model with 12 points | iterate failure | actual_k=2
       9|[0.0374830549117558, -0.1909765711409272, -0.0842836249625562, 0.0379380161804437, 0.5102091582953125, 0.0065626787165205, 0.0953220510305706, -0.0019344366146595, -0.0644709423075628]|53564.8649482681721565|      0.12500000|[98, 10, 9, 18]                                                            |  | used linear model with 12 points | iterate failure | actual_k=2
      10|[0.0230013798270986, -0.2277594241779238, -0.0963321686296683, -0.0321490031162772, 0.5817513678074164, 0.0569593512962298, 0.1306712589809241, -0.0025759189785119, -0.0546294597219339]|40942.5762045064329868|      0.25000000|[109, 11, 10, 20]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      11|[4.67477467197e-05, -0.1009861616420581, -0.0628071387738224, 0.012747463889509, 0.7128647730456648, 0.0403122832519722, 0.2004691345042984, -0.138232002910293, -0.0995720670418004]|8865.8688330248896818|      0.50000000|[120, 12, 11, 22]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      12|[4.67477467197e-05, -0.1009861616420581, -0.0628071387738224, 0.012747463889509, 0.7128647730456648, 0.0403122832519722, 0.2004691345042984, -0.138232002910293, -0.0995720670418004]|8865.8688330248896818|      0.25000000|[131, 13, 12, 24]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      13|[4.67477467197e-05, -0.1009861616420581, -0.0628071387738224, 0.012747463889509, 0.7128647730456648, 0.0403122832519722, 0.2004691345042984, -0.138232002910293, -0.0995720670418004]|8865.8688330248896818|      0.12500000|[142, 14, 13, 26]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      14|[4.67477467197e-05, -0.1009861616420581, -0.0628071387738224, 0.012747463889509, 0.7128647730456648, 0.0403122832519722, 0.2004691345042984, -0.138232002910293, -0.0995720670418004]|8865.8688330248896818|      0.06250000|[154, 14, 14, 28]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      15|[0.0004729360789019, -0.1041857444312102, -0.0441565462633116, 0.0445845030728864, 0.7256816019182926, 0.0026736622087204, 0.1878729964846134, -0.1664029823303934, -0.0984831696006136]|6791.8534420407650032|      0.12500000|[164, 16, 15, 30]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      16|[0.0004729360789019, -0.1041857444312102, -0.0441565462633116, 0.0445845030728864, 0.7256816019182926, 0.0026736622087204, 0.1878729964846134, -0.1664029823303934, -0.0984831696006136]|6791.8534420407650032|      0.06250000|[174, 18, 16, 32]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      17|[-0.0092772795080021, -0.1002108383599396, -0.0386038713023615, -0.0007362471545404, 0.7605544587266294, -0.0164235477594225, 0.1919846050206814, -0.1720082397121342, -0.0894589238302916]|3826.6632862989417845|      0.12500000|[185, 19, 17, 34]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      18|[-0.0092772795080021, -0.1002108383599396, -0.0386038713023615, -0.0007362471545404, 0.7605544587266294, -0.0164235477594225, 0.1919846050206814, -0.1720082397121342, -0.0894589238302916]|3826.6632862989417845|      0.06250000|[196, 20, 18, 36]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      19|[-0.0092772795080021, -0.1002108383599396, -0.0386038713023615, -0.0007362471545404, 0.7605544587266294, -0.0164235477594225, 0.1919846050206814, -0.1720082397121342, -0.0894589238302916]|3826.6632862989417845|      0.03125000|[206, 22, 19, 38]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      20|[-0.011100319902664, -0.1013372074278009, -0.0338762853665786, 0.0038706908657175, 0.773693977113991, 0.0102659661833502, 0.1904753799129658, -0.1752199246615757, -0.0950110937796164]|2699.3528737586884745|      0.06250000|[218, 22, 20, 40]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      21|[-0.011100319902664, -0.1013372074278009, -0.0338762853665786, 0.0038706908657175, 0.773693977113991, 0.0102659661833502, 0.1904753799129658, -0.1752199246615757, -0.0950110937796164]|2699.3528737586884745|      0.03125000|[228, 24, 21, 42]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      22|[-0.011100319902664, -0.1013372074278009, -0.0338762853665786, 0.0038706908657175, 0.773693977113991, 0.0102659661833502, 0.1904753799129658, -0.1752199246615757, -0.0950110937796164]|2699.3528737586884745|      0.01562500|[239, 25, 22, 44]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      23|[-0.0117228308044801, -0.1015985108920842, -0.0323396212776633, 0.0088990014120541, 0.7845721461618768, 0.0006252589950311, 0.192345607098618, -0.1741329924311307, -0.0947236674772518]|2073.5440300662207846|      0.03125000|[250, 26, 23, 46]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      24|[-0.0117228308044801, -0.1015985108920842, -0.0323396212776633, 0.0088990014120541, 0.7845721461618768, 0.0006252589950311, 0.192345607098618, -0.1741329924311307, -0.0947236674772518]|2073.5440300662207846|      0.01562500|[262, 26, 24, 48]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      25|[-0.0117228308044801, -0.1015985108920842, -0.0323396212776633, 0.0088990014120541, 0.7845721461618768, 0.0006252589950311, 0.192345607098618, -0.1741329924311307, -0.0947236674772518]|2073.5440300662207846|      0.00781250|[272, 28, 25, 50]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      26|[-0.0117555387487756, -0.1019834575106517, -0.0348195583332605, 0.0084214959486679, 0.7903833091727214, -1.20254532295e-05, 0.1953023341946004, -0.1739344466044641, -0.0913250794319101]|1873.1329801305053024|      0.01562500|[282, 30, 26, 52]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      27|[-0.0123062277203517, -0.1070836186564791, -0.043021779271697, 0.0113982161272641, 0.8002479935470194, -0.0027105880323367, 0.1960416573102438, -0.1779836412852775, -0.0868360241227989]|1570.5018382545629265|      0.03125000|[292, 32, 27, 54]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      28|[-0.0123062277203517, -0.1070836186564791, -0.043021779271697, 0.0113982161272641, 0.8002479935470194, -0.0027105880323367, 0.1960416573102438, -0.1779836412852775, -0.0868360241227989]|1570.5018382545629265|      0.01562500|[302, 34, 28, 56]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      29|[-0.0123062277203517, -0.1070836186564791, -0.043021779271697, 0.0113982161272641, 0.8002479935470194, -0.0027105880323367, 0.1960416573102438, -0.1779836412852775, -0.0868360241227989]|1570.5018382545629265|      0.00781250|[312, 36, 29, 58]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      30|[-0.0147984847174856, -0.1066486122414665, -0.0449879723691514, 0.0128942980829323, 0.8055750268790579, -0.0047659133621456, 0.196135218959827, -0.181945789033981, -0.0863655038599518]|1453.3003874809332956|      0.01562500|[322, 38, 30, 60]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      31|[-0.0120141291617401, -0.1057204628145064, -0.0472419319017503, 0.0104118566695854, 0.815196421825253, 0.0018959552002773, 0.1977979430837669, -0.1911396598738313, -0.0861654217536001]|1142.9188061730569643|      0.03125000|[333, 39, 31, 62]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      32|[-0.0120141291617401, -0.1057204628145064, -0.0472419319017503, 0.0104118566695854, 0.815196421825253, 0.0018959552002773, 0.1977979430837669, -0.1911396598738313, -0.0861654217536001]|1142.9188061730569643|      0.01562500|[343, 41, 32, 64]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      33|[-0.0125530830092994, -0.1090225645114385, -0.0426340288079976, 0.0061571257965235, 0.8247547852661985, 0.0037631579888847, 0.1918987232021169, -0.1971344581194032, -0.0914591551497548]|971.6964402247004955|      0.03125000|[354, 42, 33, 66]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      34|[-0.0125530830092994, -0.1090225645114385, -0.0426340288079976, 0.0061571257965235, 0.8247547852661985, 0.0037631579888847, 0.1918987232021169, -0.1971344581194032, -0.0914591551497548]|971.6964402247004955|      0.01562500|[364, 44, 34, 68]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      35|[-0.0125530830092994, -0.1090225645114385, -0.0426340288079976, 0.0061571257965235, 0.8247547852661985, 0.0037631579888847, 0.1918987232021169, -0.1971344581194032, -0.0914591551497548]|971.6964402247004955|      0.00781250|[375, 45, 35, 70]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      36|[-0.013165396443, -0.1044536676757799, -0.0434663377787127, 0.0059669405062221, 0.8301582972106314, 0.0037003316952174, 0.1911119273063649, -0.1998620303812025, -0.0901190376754546]|867.0425247940503368|      0.01562500|[385, 47, 36, 72]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      37|[-0.0156281941482876, -0.1058498341460804, -0.0428686569625182, 0.0090429155610387, 0.8407508548887105, -0.0067802547577991, 0.1897805703447422, -0.1986656729067582, -0.0911478105491402]|710.3326233086019101|      0.03125000|[396, 48, 37, 74]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      38|[-0.0156281941482876, -0.1058498341460804, -0.0428686569625182, 0.0090429155610387, 0.8407508548887105, -0.0067802547577991, 0.1897805703447422, -0.1986656729067582, -0.0911478105491402]|710.3326233086019101|      0.01562500|[406, 50, 38, 76]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      39|[-0.0156281941482876, -0.1058498341460804, -0.0428686569625182, 0.0090429155610387, 0.8407508548887105, -0.0067802547577991, 0.1897805703447422, -0.1986656729067582, -0.0911478105491402]|710.3326233086019101|      0.00781250|[416, 52, 39, 78]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
      40|[-0.0131675307852114, -0.105064393936107, -0.0433666315184174, 0.010209681322852, 0.8438979851074401, -0.0005075430913121, 0.1892565236582173, -0.1988418401095441, -0.0929358414944511]|603.3180713074099231|      0.01562500|[426, 54, 40, 80]                                                          |  | used linear model with 12 points | iterate success | actual_k=2
      41|[-0.0131675307852114, -0.105064393936107, -0.0433666315184174, 0.010209681322852, 0.8438979851074401, -0.0005075430913121, 0.1892565236582173, -0.1988418401095441, -0.0929358414944511]|603.3180713074099231|      0.00781250|[436, 56, 41, 82]                                                          |  | used linear model with 12 points | iterate failure | actual_k=2
