k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[133, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 24 points | trying quadratic partial model with 34 points | trying quadratic partial model with 45 points | trying quadratic partial model with 56 points | trying quadratic partial model with 68 points | trying quadratic partial model with 79 points | trying quadratic partial model with 90 points | trying quadratic partial model with 102 points | trying quadratic partial model with 112 points | trying quadratic partial model with 123 points | exploitation failed, decreasing delta | actual_k=4
       2|[0.9533637491142879, 0.9225321745382763, 0.9694547676191487, 0.9673288165657125, 0.8666611222988326, 0.8303222855382963, 0.9300304133588131, 0.8634359503553926, 0.897302368666046, 0.9138508074314181, 1.0333010694959954, 0.6661065634365463, 1.0230876671730034, 1.0298806601949606, 0.9667276905086549, 0.9765862490435924, 0.947944907025904, 0.9174286588652999, 1.036415387293957, 0.9296628299157841, 1.0184371473451725, 0.8588489892084126]|  1.3904514312744141|      1.00000000|[180, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | trying quadratic partial model with 36 points | iterate success | actual_k=4
       3|[0.9533637491142879, 0.9225321745382763, 0.9694547676191487, 0.9673288165657125, 0.8666611222988326, 0.8303222855382963, 0.9300304133588131, 0.8634359503553926, 0.897302368666046, 0.9138508074314181, 1.0333010694959954, 0.6661065634365463, 1.0230876671730034, 1.0298806601949606, 0.9667276905086549, 0.9765862490435924, 0.947944907025904, 0.9174286588652999, 1.036415387293957, 0.9296628299157841, 1.0184371473451725, 0.8588489892084126]|  1.3904514312744141|      0.50000000|[322, 116, 0, 29]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 23 points | trying quadratic partial model with 33 points | trying quadratic partial model with 44 points | trying quadratic partial model with 54 points | trying quadratic partial model with 64 points | trying quadratic partial model with 75 points | trying quadratic partial model with 85 points | trying quadratic partial model with 97 points | trying quadratic partial model with 107 points | trying quadratic partial model with 119 points | trying quadratic partial model with 131 points | exploitation failed, decreasing delta | actual_k=4
       4|[0.8131599883444744, 0.7869001107966089, 0.8421941327884732, 0.8635172142830901, 0.7679568446732497, 0.7131661574967674, 0.8232766000579848, 0.7915591427228686, 0.8043103032633868, 0.7965110271127649, 1.0732452434507236, 0.3257548373514529, 1.0344123501584281, 1.0082843571425422, 0.9433384646221104, 0.9529232991254573, 0.927822191436463, 0.8675600001938176, 1.017216152164447, 0.9318913584224615, 1.0283512159276493, 0.8641111940061131]|  1.2452112436294556|      1.00000000|[366, 132, 0, 33]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 23 points | trying quadratic partial model with 33 points | iterate success | actual_k=4
       5|[0.8131599883444744, 0.7869001107966089, 0.8421941327884732, 0.8635172142830901, 0.7679568446732497, 0.7131661574967674, 0.8232766000579848, 0.7915591427228686, 0.8043103032633868, 0.7965110271127649, 1.0732452434507236, 0.3257548373514529, 1.0344123501584281, 1.0082843571425422, 0.9433384646221104, 0.9529232991254573, 0.927822191436463, 0.8675600001938176, 1.017216152164447, 0.9318913584224615, 1.0283512159276493, 0.8641111940061131]|  1.2452112436294556|      0.50000000|[502, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 23 points | trying quadratic partial model with 33 points | trying quadratic partial model with 44 points | trying quadratic partial model with 54 points | trying quadratic partial model with 64 points | trying quadratic partial model with 75 points | trying quadratic partial model with 85 points | trying quadratic partial model with 96 points | trying quadratic partial model with 107 points | trying quadratic partial model with 117 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=4
       6|[0.6602279374832435, 0.7858740541647269, 0.7155044779573541, 0.7966015087611777, 0.7468256460402067, 0.6125530347002275, 0.6299067388166084, 0.7145511952256908, 0.7804448830530911, 0.5920017846946124, 1.192818148623505, 0.1110426553551258, 1.0128601243441655, 0.9651608566996388, 0.8841458830798018, 0.9707389139335906, 0.9166289856670283, 0.7450980728098029, 1.1352472452609979, 0.8612451390830772, 0.962876470846239, 0.9342669967287597]|  1.1412048339843750|      1.00000000|[545, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 23 points | trying quadratic partial model with 34 points | iterate success | actual_k=4
       7|[0.6602279374832435, 0.7858740541647269, 0.7155044779573541, 0.7966015087611777, 0.7468256460402067, 0.6125530347002275, 0.6299067388166084, 0.7145511952256908, 0.7804448830530911, 0.5920017846946124, 1.192818148623505, 0.1110426553551258, 1.0128601243441655, 0.9651608566996388, 0.8841458830798018, 0.9707389139335906, 0.9166289856670283, 0.7450980728098029, 1.1352472452609979, 0.8612451390830772, 0.962876470846239, 0.9342669967287597]|  1.1412048339843750|      0.50000000|[678, 248, 0, 62]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | trying quadratic partial model with 35 points | trying quadratic partial model with 46 points | trying quadratic partial model with 58 points | trying quadratic partial model with 69 points | trying quadratic partial model with 79 points | trying quadratic partial model with 90 points | trying quadratic partial model with 100 points | trying quadratic partial model with 112 points | trying quadratic partial model with 124 points | exploitation failed, decreasing delta | actual_k=4
       8|[0.5483347157507094, 0.6776733334329725, 0.595837123396937, 0.676572245998776, 0.633575173389252, 0.5031414548899529, 0.5142292359852809, 0.5998502098197228, 0.6585461681122183, 0.4834867968097211, 1.2001366611631055, -0.226890788531682, 0.9947641630118846, 0.9514039936368428, 0.8667510471251859, 0.9554631068683371, 0.8845843149885612, 0.7012504678971734, 1.1094196461807317, 0.8586089289180281, 0.9519868985629375, 0.9288856891016234]|  1.0156501531600952|      1.00000000|[733, 268, 0, 67]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | trying quadratic partial model with 35 points | trying quadratic partial model with 45 points | iterate success | actual_k=4
       9|[0.5483347157507094, 0.6776733334329725, 0.595837123396937, 0.676572245998776, 0.633575173389252, 0.5031414548899529, 0.5142292359852809, 0.5998502098197228, 0.6585461681122183, 0.4834867968097211, 1.2001366611631055, -0.226890788531682, 0.9947641630118846, 0.9514039936368428, 0.8667510471251859, 0.9554631068683371, 0.8845843149885612, 0.7012504678971734, 1.1094196461807317, 0.8586089289180281, 0.9519868985629375, 0.9288856891016234]|  1.0156501531600952|      0.50000000|[864, 316, 0, 79]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 24 points | trying quadratic partial model with 36 points | trying quadratic partial model with 46 points | trying quadratic partial model with 57 points | trying quadratic partial model with 68 points | trying quadratic partial model with 79 points | trying quadratic partial model with 90 points | trying quadratic partial model with 100 points | trying quadratic partial model with 110 points | trying quadratic partial model with 121 points | exploitation failed, decreasing delta | actual_k=4
