k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[96, 4, 1, 3]                                                              |  | used linear model with 100 points | iterate failure | actual_k=4
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[190, 10, 2, 6]                                                            |  | used linear model with 100 points | iterate failure | actual_k=4
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[283, 17, 3, 9]                                                            |  | used linear model with 100 points | iterate failure | actual_k=4
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[377, 23, 4, 12]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[471, 29, 5, 15]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
       6|[0.5983986295929208, 0.0199367121384668, 1.8918217954089303, 0.6502860188056402, 0.0231270029988027, 1.999764323358643, 1.2977960635897958, 0.0239769237695017, 2.1164426981568014, -0.0227257640732539, 0.0177444143629547, 2.1609455491369705, 1.2338442482284007, 0.0203830435397334, 2.2170469909583908, 0.2151963505529263, 0.0220304617508233, 2.282861012552557, 1.3377218062920482, 0.0194935101264642, 2.39008518402197, 4.501347763583844, 0.0334445480551093, 2.4931877195178, 0.6615488542092122, 0.0205807053994774, 2.5607414755917564, 4.388770482207159, 0.0326291891221803, 2.7058064076495554, 0.2283231195049682, 0.0192467559918132, 2.9404806058819255, 0.2368677781333214, 0.0182903248463095, 2.964839395481284, 0.7104497026284944, 0.0177346949976228, 3.1322373850808787, 0.2038232495485615, 0.0232365065275169, 3.2293739210656613, -0.0671598131539752, 0.0189611465053997, 3.2525535541966697, 1.3788323704604668, 0.0175978517729524, 3.3789893280137346, 0.2451269821862491, 0.018776673901492, 3.667736146784418, 0.0606042388563882, 0.0208564301007312, 3.7218898937404137, 0.0167844355739433, 0.0245414429387395, 3.8321925745260486, 0.4213742032714846, 0.0218311544832522, 3.967954493733788, 0.2595219384992611, 0.0165560325957416, 4.05464915066164, 0.8188246520874668, 0.0239446993470546, 4.175306110015203, 0.967204220574144, 0.0211997781097407, 4.430530494932507, 0.7409044972767802, 0.0220612949675915, 4.563126055038214, 0.2134296201401604, 0.018086136144212, 4.597566568642305, 0.5027046989757881, 0.0244309396751396, 4.70520300187816, 0.0474407522138628, 0.020857884117255, 4.795969242173071, 0.3643763428078118, 0.0223641568300514, 4.96928739209076, 0.1651138342819947, 0.0152105576495893, 5.393582793005702, 0.2874335034796536, 0.0246015766448101, 5.41673326112612, 0.0961925929562669, 0.02040064411336, 2.584006358127055, 0.0008417027683779, 0.0190785352211934, 3.8576497291378877, 0.1579692896810048, 0.020792509828077, 5.201832717215203]|369082.2296143825515173|      0.06250000|[565, 35, 6, 18]                                                           |  | used linear model with 100 points | iterate success | actual_k=4
       7|[0.5983986295929208, 0.0199367121384668, 1.8918217954089303, 0.6502860188056402, 0.0231270029988027, 1.999764323358643, 1.2977960635897958, 0.0239769237695017, 2.1164426981568014, -0.0227257640732539, 0.0177444143629547, 2.1609455491369705, 1.2338442482284007, 0.0203830435397334, 2.2170469909583908, 0.2151963505529263, 0.0220304617508233, 2.282861012552557, 1.3377218062920482, 0.0194935101264642, 2.39008518402197, 4.501347763583844, 0.0334445480551093, 2.4931877195178, 0.6615488542092122, 0.0205807053994774, 2.5607414755917564, 4.388770482207159, 0.0326291891221803, 2.7058064076495554, 0.2283231195049682, 0.0192467559918132, 2.9404806058819255, 0.2368677781333214, 0.0182903248463095, 2.964839395481284, 0.7104497026284944, 0.0177346949976228, 3.1322373850808787, 0.2038232495485615, 0.0232365065275169, 3.2293739210656613, -0.0671598131539752, 0.0189611465053997, 3.2525535541966697, 1.3788323704604668, 0.0175978517729524, 3.3789893280137346, 0.2451269821862491, 0.018776673901492, 3.667736146784418, 0.0606042388563882, 0.0208564301007312, 3.7218898937404137, 0.0167844355739433, 0.0245414429387395, 3.8321925745260486, 0.4213742032714846, 0.0218311544832522, 3.967954493733788, 0.2595219384992611, 0.0165560325957416, 4.05464915066164, 0.8188246520874668, 0.0239446993470546, 4.175306110015203, 0.967204220574144, 0.0211997781097407, 4.430530494932507, 0.7409044972767802, 0.0220612949675915, 4.563126055038214, 0.2134296201401604, 0.018086136144212, 4.597566568642305, 0.5027046989757881, 0.0244309396751396, 4.70520300187816, 0.0474407522138628, 0.020857884117255, 4.795969242173071, 0.3643763428078118, 0.0223641568300514, 4.96928739209076, 0.1651138342819947, 0.0152105576495893, 5.393582793005702, 0.2874335034796536, 0.0246015766448101, 5.41673326112612, 0.0961925929562669, 0.02040064411336, 2.584006358127055, 0.0008417027683779, 0.0190785352211934, 3.8576497291378877, 0.1579692896810048, 0.020792509828077, 5.201832717215203]|369082.2296143825515173|      0.03125000|[658, 42, 7, 21]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
       8|[0.5979120276062482, 0.0202823941935374, 1.890775879576036, 0.6496640145792321, 0.0219147911362994, 2.0014116438140115, 1.2997768309936526, 0.0266997459200202, 2.1191367714352927, -0.0194034989729658, 0.0146906611168385, 2.160541202265042, 1.2334582501538223, 0.0235610063181972, 2.222252377326829, 0.2140996251632031, 0.0209566148365797, 2.28333771389247, 1.3406172345366911, 0.0237868560306809, 2.3891895444907094, 4.495168934105301, 0.0432919276343628, 2.4923121042820813, 0.6665359583796947, 0.0210803414182479, 2.557776031870143, 4.388700090789639, 0.0468673475017171, 2.7091415472953697, 0.2268459440637025, 0.014375903054189, 2.9363908374152152, 0.2379805424303597, 0.0203127609065999, 2.962781973146385, 0.7085112381291212, 0.0132844036650658, 3.1326049214724243, 0.1999804762498387, 0.0236971311757318, 3.2328206638975727, -0.0649296676093301, 0.0186860637255818, 3.2477236912464296, 1.3776972367385112, 0.0234546798754265, 3.3796736867854316, 0.2464458880017942, 0.0223968686331092, 3.6682985346788475, 0.0598395529093057, 0.024076801979203, 3.7193552152227216, 0.0214864705554935, 0.0264629536445873, 3.831871562729875, 0.424358037211145, 0.0240042124088839, 3.9668208648106367, 0.2581846294523256, 0.0161341971984234, 4.0558817938304985, 0.824327199494106, 0.0186934162580604, 4.1737242638572924, 0.9685123210960203, 0.0204070277700254, 4.428836313152303, 0.7426800982644577, 0.0204077793630559, 4.56372663818837, 0.2103247430451529, 0.0213813076895515, 4.596184945210962, 0.5044143337772891, 0.029054605033697, 4.705685556014167, 0.0477109395955746, 0.0212015222308459, 4.793326801120924, 0.3614753596873368, 0.0228194670810287, 4.96846538958702, 0.1633596322095964, 0.0170363853276608, 5.396689221824978, 0.2890013712418495, 0.0239001878892224, 5.421784343753609, 0.1009163526453275, 0.0209636664140149, 2.586543900624026, 0.0014860757865408, 0.0153242796332406, 3.858785748637179, 0.1550890593193193, 0.0189926170862124, 5.201773815044234]|323507.3741161357029341|      0.06250000|[751, 49, 8, 24]                                                           |  | used linear model with 100 points | iterate success | actual_k=4
       9|[0.5979120276062482, 0.0202823941935374, 1.890775879576036, 0.6496640145792321, 0.0219147911362994, 2.0014116438140115, 1.2997768309936526, 0.0266997459200202, 2.1191367714352927, -0.0194034989729658, 0.0146906611168385, 2.160541202265042, 1.2334582501538223, 0.0235610063181972, 2.222252377326829, 0.2140996251632031, 0.0209566148365797, 2.28333771389247, 1.3406172345366911, 0.0237868560306809, 2.3891895444907094, 4.495168934105301, 0.0432919276343628, 2.4923121042820813, 0.6665359583796947, 0.0210803414182479, 2.557776031870143, 4.388700090789639, 0.0468673475017171, 2.7091415472953697, 0.2268459440637025, 0.014375903054189, 2.9363908374152152, 0.2379805424303597, 0.0203127609065999, 2.962781973146385, 0.7085112381291212, 0.0132844036650658, 3.1326049214724243, 0.1999804762498387, 0.0236971311757318, 3.2328206638975727, -0.0649296676093301, 0.0186860637255818, 3.2477236912464296, 1.3776972367385112, 0.0234546798754265, 3.3796736867854316, 0.2464458880017942, 0.0223968686331092, 3.6682985346788475, 0.0598395529093057, 0.024076801979203, 3.7193552152227216, 0.0214864705554935, 0.0264629536445873, 3.831871562729875, 0.424358037211145, 0.0240042124088839, 3.9668208648106367, 0.2581846294523256, 0.0161341971984234, 4.0558817938304985, 0.824327199494106, 0.0186934162580604, 4.1737242638572924, 0.9685123210960203, 0.0204070277700254, 4.428836313152303, 0.7426800982644577, 0.0204077793630559, 4.56372663818837, 0.2103247430451529, 0.0213813076895515, 4.596184945210962, 0.5044143337772891, 0.029054605033697, 4.705685556014167, 0.0477109395955746, 0.0212015222308459, 4.793326801120924, 0.3614753596873368, 0.0228194670810287, 4.96846538958702, 0.1633596322095964, 0.0170363853276608, 5.396689221824978, 0.2890013712418495, 0.0239001878892224, 5.421784343753609, 0.1009163526453275, 0.0209636664140149, 2.586543900624026, 0.0014860757865408, 0.0153242796332406, 3.858785748637179, 0.1550890593193193, 0.0189926170862124, 5.201773815044234]|323507.3741161357029341|      0.03125000|[844, 56, 9, 27]                                                           |  | used linear model with 100 points | iterate failure | actual_k=4
      10|[0.5979120276062482, 0.0202823941935374, 1.890775879576036, 0.6496640145792321, 0.0219147911362994, 2.0014116438140115, 1.2997768309936526, 0.0266997459200202, 2.1191367714352927, -0.0194034989729658, 0.0146906611168385, 2.160541202265042, 1.2334582501538223, 0.0235610063181972, 2.222252377326829, 0.2140996251632031, 0.0209566148365797, 2.28333771389247, 1.3406172345366911, 0.0237868560306809, 2.3891895444907094, 4.495168934105301, 0.0432919276343628, 2.4923121042820813, 0.6665359583796947, 0.0210803414182479, 2.557776031870143, 4.388700090789639, 0.0468673475017171, 2.7091415472953697, 0.2268459440637025, 0.014375903054189, 2.9363908374152152, 0.2379805424303597, 0.0203127609065999, 2.962781973146385, 0.7085112381291212, 0.0132844036650658, 3.1326049214724243, 0.1999804762498387, 0.0236971311757318, 3.2328206638975727, -0.0649296676093301, 0.0186860637255818, 3.2477236912464296, 1.3776972367385112, 0.0234546798754265, 3.3796736867854316, 0.2464458880017942, 0.0223968686331092, 3.6682985346788475, 0.0598395529093057, 0.024076801979203, 3.7193552152227216, 0.0214864705554935, 0.0264629536445873, 3.831871562729875, 0.424358037211145, 0.0240042124088839, 3.9668208648106367, 0.2581846294523256, 0.0161341971984234, 4.0558817938304985, 0.824327199494106, 0.0186934162580604, 4.1737242638572924, 0.9685123210960203, 0.0204070277700254, 4.428836313152303, 0.7426800982644577, 0.0204077793630559, 4.56372663818837, 0.2103247430451529, 0.0213813076895515, 4.596184945210962, 0.5044143337772891, 0.029054605033697, 4.705685556014167, 0.0477109395955746, 0.0212015222308459, 4.793326801120924, 0.3614753596873368, 0.0228194670810287, 4.96846538958702, 0.1633596322095964, 0.0170363853276608, 5.396689221824978, 0.2890013712418495, 0.0239001878892224, 5.421784343753609, 0.1009163526453275, 0.0209636664140149, 2.586543900624026, 0.0014860757865408, 0.0153242796332406, 3.858785748637179, 0.1550890593193193, 0.0189926170862124, 5.201773815044234]|323507.3741161357029341|      0.01562500|[938, 62, 10, 30]                                                          |  | used linear model with 100 points | iterate failure | actual_k=4
      11|[0.5988224269092346, 0.0205994787584666, 1.8931663476371927, 0.6470215868421045, 0.0198083948971941, 2.0012336782707663, 1.3003297144800223, 0.0271874584617056, 2.121280142669295, -0.0208913874379507, 0.0136972978794888, 2.1602675743036572, 1.2346275082883194, 0.0266957688738885, 2.221842284405184, 0.2156808307775797, 0.0208358803442216, 2.283616436787094, 1.3403649351276001, 0.025956701134759, 2.3875769482837903, 4.495710072522778, 0.0487116590368803, 2.4911935515055132, 0.6669139608858624, 0.0211371191437092, 2.55956611695933, 4.389851120636029, 0.0506069037889574, 2.71262537289035, 0.2286954956498379, 0.0159797471069656, 2.936052551200413, 0.2362106786717187, 0.0198351847139783, 2.961216819108924, 0.7091569416165713, 0.0166304978976208, 3.1304434491626796, 0.2010211826647231, 0.0246135816452477, 3.23162146520347, -0.0664968318652033, 0.0184687960281088, 3.247357679630877, 1.3767033619610507, 0.025432547852212, 3.377681587140488, 0.2448225340259939, 0.0200410228017921, 3.667093758905586, 0.0612781188180576, 0.023691473735742, 3.7188642174092403, 0.0228169476196638, 0.0264827178611962, 3.830229222662089, 0.4252377793191569, 0.023298358563581, 3.963988803916716, 0.2590088917480118, 0.0166852453323186, 4.055524685311321, 0.8258082814977732, 0.0185499892401413, 4.175453618165313, 0.9677397386385106, 0.0208581523854675, 4.4290160838488095, 0.7418866379063599, 0.0230990565012625, 4.5626696692622115, 0.2116004123344855, 0.0231066944112599, 4.595642848626288, 0.5033850448052244, 0.0301439886191738, 4.704719161090337, 0.0466103611085478, 0.0213233282118021, 4.792664766881734, 0.3635341843685728, 0.0225073411305682, 4.9687642556253735, 0.1640763176251901, 0.0157779252346325, 5.3968454356954, 0.2907478693696891, 0.0263878451089408, 5.423915969907797, 0.0987233675170818, 0.0199255756269935, 2.584120848604421, 0.0035637318425298, 0.0150278290610367, 3.860242266353256, 0.1546670083859773, 0.0186948044607342, 5.202725032159053]|308469.1785172540112399|      0.03125000|[1032, 68, 11, 33]                                                         |  | used linear model with 100 points | iterate success | actual_k=4
      12|[0.6004353769066503, 0.0200078425602208, 1.892477978172583, 0.6478105494269587, 0.0201605247209238, 1.9986652218196954, 1.3013739153830335, 0.0277059060798262, 2.121831019603146, -0.0226166485021439, 0.012924063803583, 2.160286749937787, 1.2334853112410995, 0.0237024813989922, 2.2258133151404182, 0.2125968536625394, 0.0231555726070861, 2.283470330509311, 1.3378845410609366, 0.0311659568746216, 2.382409369382783, 4.495304079559327, 0.0550578513809382, 2.490356016687742, 0.6699500922972883, 0.0180535192641255, 2.564247888791175, 4.389714432052934, 0.0591031579940401, 2.713624687442445, 0.2352567967424261, 0.0142776042712077, 2.933273361282069, 0.2401922261608898, 0.0217614883275036, 2.9585796638785755, 0.7124321023712816, 0.0204147415627298, 3.12867069888837, 0.2023578901346087, 0.0239911410086021, 3.234843203004075, -0.0659977340386286, 0.0168210561901087, 3.2476997549270528, 1.3785477396007233, 0.0306528730291779, 3.3763269934509177, 0.2441499938128395, 0.0195171153473939, 3.6728413255707983, 0.0622075639937674, 0.0205592759863868, 3.718843147849388, 0.0213717669144021, 0.0231790522741497, 3.827723736818093, 0.4224307096208125, 0.0255757330795682, 3.969355045480848, 0.2575539603186299, 0.0183153539580596, 4.05379490460675, 0.8249193369831781, 0.0260668150043943, 4.176947600114408, 0.970054993916338, 0.0237991842899922, 4.4234951694698, 0.7428256495379191, 0.0227045145423615, 4.568984545859285, 0.2170223080150369, 0.0220368500941278, 4.5980354656626385, 0.5024736830971056, 0.030412290878967, 4.701378496955462, 0.0447124676528418, 0.0226685487628426, 4.790029758796767, 0.3647111385670762, 0.0244808327718112, 4.975223861499505, 0.1678477763329422, 0.0125120488742016, 5.398203816312277, 0.2933014745894099, 0.0289893142926931, 5.423163056049351, 0.0972901451727442, 0.0171076502341029, 2.5825224785128236, -0.0008417681652816, 0.016203929089262, 3.859854538335446, 0.1564484528967499, 0.0151759307318345, 5.2123437703240985]|290837.5230819042189978|      0.06250000|[1125, 75, 12, 36]                                                         |  | used linear model with 100 points | iterate success | actual_k=4
