k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[4738, 316, 1, 80]                                                         |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[9476, 632, 2, 160]                                                        |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[14214, 948, 3, 240]                                                       |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[18952, 1264, 4, 320]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       5|[0.5987020533589195, 0.020221405415905, 1.8864089651976574, 0.6504279360840306, 0.0221760563635449, 1.997008605714413, 1.2937015869663955, 0.0272257981708866, 2.121064433827159, -0.0249093708954023, 0.0189919194859174, 2.1634563209789714, 1.2322317950891504, 0.0231928051904592, 2.2155291605014957, 0.2168332666261835, 0.0210958416617092, 2.2758749910841765, 1.329317508627663, 0.0233027313420822, 2.387650972827544, 4.505089158125911, 0.066213479463449, 2.4902544974639813, 0.6626879984651978, 0.0233688977451774, 2.5599888944712843, 4.391628590684067, 0.0475500672775518, 2.7052504961154527, 0.2193970767850755, 0.0182649795573827, 2.9408448462080825, 0.2336380930260468, 0.0228000655359472, 2.9668209073752005, 0.7125997776953167, 0.0209816072303883, 3.1312349167995372, 0.2028679913436758, 0.0195697171477986, 3.220157681145525, -0.0706616942549162, 0.0236205228208817, 3.2556648161067097, 1.379825590523008, 0.0330741554504633, 3.3740424879022504, 0.2437404865135014, 0.0229614475273242, 3.6686901982447297, 0.0616523033961086, 0.0257043627055838, 3.7215237053143757, 0.0210788065873791, 0.0169355825464741, 3.825239098188418, 0.4135230492743018, 0.0254161273117778, 3.9597876445500177, 0.2653928416821064, 0.0220270152721851, 4.0537058640536445, 0.8167856868040405, 0.0203044496036595, 4.171789136485582, 0.9670768940578615, 0.0248525140306248, 4.430194611276787, 0.7407092345990703, 0.0206954506864029, 4.559490602610399, 0.2096024340541641, 0.0157473427089872, 4.605469421713502, 0.5055289754406704, 0.0202327155189865, 4.704859546500034, 0.0459335610378025, 0.0201408509189341, 4.801613509444902, 0.3648931581237114, 0.015637445550373, 4.968743608294749, 0.158602350523784, 0.0193433975270627, 5.39730781728123, 0.2936972641375256, 0.0193661914320302, 5.419331144755615, 0.0967369133575584, 0.0212105269572554, 2.5850929110014738, 0.0013361298894045, 0.0240071702232663, 3.8638610285922894, 0.1571312474972874, 0.0169191988378499, 5.196199434270195]|297053.1734736781218089|      0.12500000|[23690, 1580, 5, 400]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
       6|[0.5987020533589195, 0.020221405415905, 1.8864089651976574, 0.6504279360840306, 0.0221760563635449, 1.997008605714413, 1.2937015869663955, 0.0272257981708866, 2.121064433827159, -0.0249093708954023, 0.0189919194859174, 2.1634563209789714, 1.2322317950891504, 0.0231928051904592, 2.2155291605014957, 0.2168332666261835, 0.0210958416617092, 2.2758749910841765, 1.329317508627663, 0.0233027313420822, 2.387650972827544, 4.505089158125911, 0.066213479463449, 2.4902544974639813, 0.6626879984651978, 0.0233688977451774, 2.5599888944712843, 4.391628590684067, 0.0475500672775518, 2.7052504961154527, 0.2193970767850755, 0.0182649795573827, 2.9408448462080825, 0.2336380930260468, 0.0228000655359472, 2.9668209073752005, 0.7125997776953167, 0.0209816072303883, 3.1312349167995372, 0.2028679913436758, 0.0195697171477986, 3.220157681145525, -0.0706616942549162, 0.0236205228208817, 3.2556648161067097, 1.379825590523008, 0.0330741554504633, 3.3740424879022504, 0.2437404865135014, 0.0229614475273242, 3.6686901982447297, 0.0616523033961086, 0.0257043627055838, 3.7215237053143757, 0.0210788065873791, 0.0169355825464741, 3.825239098188418, 0.4135230492743018, 0.0254161273117778, 3.9597876445500177, 0.2653928416821064, 0.0220270152721851, 4.0537058640536445, 0.8167856868040405, 0.0203044496036595, 4.171789136485582, 0.9670768940578615, 0.0248525140306248, 4.430194611276787, 0.7407092345990703, 0.0206954506864029, 4.559490602610399, 0.2096024340541641, 0.0157473427089872, 4.605469421713502, 0.5055289754406704, 0.0202327155189865, 4.704859546500034, 0.0459335610378025, 0.0201408509189341, 4.801613509444902, 0.3648931581237114, 0.015637445550373, 4.968743608294749, 0.158602350523784, 0.0193433975270627, 5.39730781728123, 0.2936972641375256, 0.0193661914320302, 5.419331144755615, 0.0967369133575584, 0.0212105269572554, 2.5850929110014738, 0.0013361298894045, 0.0240071702232663, 3.8638610285922894, 0.1571312474972874, 0.0169191988378499, 5.196199434270195]|297053.1734736781218089|      0.06250000|[28429, 1895, 6, 480]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       7|[0.5959017540320293, 0.0397311731968138, 1.8832479779722664, 0.6502592409937066, 0.0260123680552047, 1.9932876074072352, 1.2952658985598204, 0.0351277432136675, 2.1191610314285434, -0.0248324477567227, 0.0172783701755877, 2.166322374555375, 1.2318955454330578, 0.0385902360083639, 2.214937583517838, 0.2156453288227631, 0.0210785752911411, 2.2733252571537133, 1.3251276766421614, 0.0439147503819433, 2.382238668168602, 4.506855022949355, 0.0829379194473511, 2.485269517023715, 0.6602543130474093, 0.0280479334391968, 2.558913102127471, 4.389287829857053, 0.080946203969564, 2.7155998118382865, 0.2161964092345014, 0.0217731949353055, 2.9403660338112827, 0.227370105181654, 0.0205643253310389, 2.9637492253249813, 0.7083061595960372, 0.0298364375552729, 3.1322836930834677, 0.2034728160751299, 0.0202925948464733, 3.2193053331494825, -0.0772467498014828, 0.0204635830730057, 3.255196832521003, 1.3824044183459672, 0.0418450322366833, 3.3729306855793384, 0.2398572923537347, 0.0187975720493167, 3.671601849466059, 0.0562884208147743, 0.0252870608029224, 3.7191640931709866, 0.0222508630200247, 0.0138854308594824, 3.830052561103909, 0.4154275496615582, 0.0343534285455083, 3.9622294966415006, 0.2638568428120323, 0.0214160105114101, 4.056145154566983, 0.8171591355386157, 0.0334512653011556, 4.1733441477601545, 0.9688019793758834, 0.0350773190065488, 4.431627954013253, 0.7422722623247808, 0.0253956042504962, 4.5623079712338885, 0.2121206461951756, 0.0226875888431812, 4.605989420865968, 0.5068647249926073, 0.0206491538838287, 4.707109448640323, 0.0441075171220615, 0.0240377450232637, 4.800615346597107, 0.3633984778130461, 0.0247786039295189, 4.9692881028398155, 0.1560017733228121, 0.0197306150775075, 5.391224817909639, 0.2950445948329745, 0.0217932024447714, 5.4215176622389505, 0.0943886924731306, 0.0248813234416773, 2.5864501657990124, 0.0028024629492127, 0.0237806571295547, 3.8672386007457993, 0.1526982186551906, 0.0172030423701888, 5.196958493895953]|250130.0093688417691737|      0.12500000|[33167, 2211, 7, 560]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
       8|[0.5959017540320293, 0.0397311731968138, 1.8832479779722664, 0.6502592409937066, 0.0260123680552047, 1.9932876074072352, 1.2952658985598204, 0.0351277432136675, 2.1191610314285434, -0.0248324477567227, 0.0172783701755877, 2.166322374555375, 1.2318955454330578, 0.0385902360083639, 2.214937583517838, 0.2156453288227631, 0.0210785752911411, 2.2733252571537133, 1.3251276766421614, 0.0439147503819433, 2.382238668168602, 4.506855022949355, 0.0829379194473511, 2.485269517023715, 0.6602543130474093, 0.0280479334391968, 2.558913102127471, 4.389287829857053, 0.080946203969564, 2.7155998118382865, 0.2161964092345014, 0.0217731949353055, 2.9403660338112827, 0.227370105181654, 0.0205643253310389, 2.9637492253249813, 0.7083061595960372, 0.0298364375552729, 3.1322836930834677, 0.2034728160751299, 0.0202925948464733, 3.2193053331494825, -0.0772467498014828, 0.0204635830730057, 3.255196832521003, 1.3824044183459672, 0.0418450322366833, 3.3729306855793384, 0.2398572923537347, 0.0187975720493167, 3.671601849466059, 0.0562884208147743, 0.0252870608029224, 3.7191640931709866, 0.0222508630200247, 0.0138854308594824, 3.830052561103909, 0.4154275496615582, 0.0343534285455083, 3.9622294966415006, 0.2638568428120323, 0.0214160105114101, 4.056145154566983, 0.8171591355386157, 0.0334512653011556, 4.1733441477601545, 0.9688019793758834, 0.0350773190065488, 4.431627954013253, 0.7422722623247808, 0.0253956042504962, 4.5623079712338885, 0.2121206461951756, 0.0226875888431812, 4.605989420865968, 0.5068647249926073, 0.0206491538838287, 4.707109448640323, 0.0441075171220615, 0.0240377450232637, 4.800615346597107, 0.3633984778130461, 0.0247786039295189, 4.9692881028398155, 0.1560017733228121, 0.0197306150775075, 5.391224817909639, 0.2950445948329745, 0.0217932024447714, 5.4215176622389505, 0.0943886924731306, 0.0248813234416773, 2.5864501657990124, 0.0028024629492127, 0.0237806571295547, 3.8672386007457993, 0.1526982186551906, 0.0172030423701888, 5.196958493895953]|250130.0093688417691737|      0.06250000|[37906, 2526, 8, 640]                                                      |  | used quadratic model with 5054 points | iterate failure | actual_k=4
       9|[0.5955807906506043, 0.0399676651516728, 1.8793293417451264, 0.6502785845830773, 0.0330139525022719, 1.991003395895177, 1.2935619044129545, 0.0466825174932999, 2.1113777185549734, -0.024369648170614, 0.0184702586198427, 2.1657514708372982, 1.226834656896505, 0.0450372316130303, 2.213954609385976, 0.213516724761924, 0.0221383564431081, 2.2735856633955236, 1.323092769839179, 0.0553992472832499, 2.371653010324277, 4.5050251672471395, 0.115882078927804, 2.4816329383899065, 0.6556059287898139, 0.040504203780193, 2.563749119076237, 4.386854867086871, 0.1069655884968048, 2.733022315281307, 0.2153945256259817, 0.0230982724611898, 2.9404009261552013, 0.2262442457556821, 0.0248092242130411, 2.965502994613164, 0.7086634593647179, 0.0358255037594161, 3.1329123912324377, 0.2001299430857851, 0.019489886639628, 3.2202624662809436, -0.0787750516723116, 0.020933149736359, 3.2542097094804885, 1.3803969662069626, 0.0549048516238323, 3.3724593443541635, 0.2397789096763841, 0.0251038067234895, 3.670732827620822, 0.0556830000469734, 0.0235667245758124, 3.7179901131737, 0.0221601039762009, 0.0136319928535017, 3.8288011343003974, 0.4140218686844669, 0.0338661173231072, 3.9628036890708374, 0.2628697809559798, 0.0253445511767567, 4.0572482874424125, 0.8160170493133808, 0.0400473157025555, 4.176315032077656, 0.9702087752495344, 0.0453679793726238, 4.431318191539628, 0.7420774133527109, 0.0392969061941247, 4.559967513481547, 0.2103045667571209, 0.0234708177239856, 4.607538005285549, 0.5040760513080181, 0.0350628102643379, 4.706705166517454, 0.0433640719842256, 0.0243687118152072, 4.8011131198705055, 0.3633646181500307, 0.0297250292673531, 4.969162080482699, 0.155289253980123, 0.0230068990842708, 5.391337064799534, 0.2937303438022494, 0.0285185183272946, 5.424341063309756, 0.0918102412135887, 0.0274699189463457, 2.5887210506929286, 0.0032380129031755, 0.0229564033189486, 3.867473297720026, 0.1529196300644305, 0.0208450756079353, 5.198006694385667]|220197.1335956617840566|      0.12500000|[42644, 2842, 9, 720]                                                      |  | used quadratic model with 5054 points | iterate success | actual_k=4
      10|[0.5943955061007979, 0.0390927557842358, 1.8636341514097312, 0.651265545877122, 0.0590261987356016, 1.9981689147811172, 1.294096960746611, 0.0617238521136216, 2.1097053147429747, -0.0339184286929019, 0.0167049279467453, 2.155325659629163, 1.2215587640452223, 0.0608256748212188, 2.193788869145677, 0.2058611946725986, 0.0185587033364202, 2.2759538605094236, 1.319459971286499, 0.0860057334625676, 2.3489816253685927, 4.503680870849293, 0.1715403371653581, 2.4730882900108924, 0.6335698655984152, 0.0533730488256445, 2.560147956861156, 4.392470841853703, 0.1439719962156456, 2.75715207190925, 0.2014517303669389, 0.0304348063771848, 2.93501992530563, 0.2212479788971574, 0.0403361673884112, 2.9693444088742784, 0.7117973246981472, 0.0569770053383596, 3.132036855957145, 0.1897695369144025, 0.038984031600648, 3.2130006204430073, -0.0786079982197571, 0.0382427106658951, 3.246356598703213, 1.375848904625355, 0.0717323191050193, 3.374248839331667, 0.2308934870459675, 0.0415044965416663, 3.6750646661716053, 0.044883436881343, 0.0246737746893698, 3.723479994836645, 0.0277050293000921, 0.0162980716485402, 3.8137437021304645, 0.4190739840888459, 0.0437073164793904, 3.95666929656424, 0.2684582738615408, 0.0316505522847397, 4.059946225997447, 0.8173199454453492, 0.0511122661244753, 4.18736645014292, 0.9705044893627506, 0.0643898776457495, 4.420950877245514, 0.7452731642112349, 0.0490960624190298, 4.560624620405672, 0.1998398879998959, 0.0317248287921407, 4.614466294771341, 0.5127878999290378, 0.0407952236254787, 4.709405534377577, 0.0274341222107619, 0.0187355272769653, 4.798458755442283, 0.3669764498289184, 0.0565280713277515, 4.9733045177256585, 0.1536189707701294, 0.0276880224726941, 5.394873465949081, 0.2895154542357367, 0.030757497595282, 5.432070956900222, 0.0775470328120105, 0.0265582487721574, 2.590974080475574, 0.0086717784432589, 0.0261883026696897, 3.87264656291174, 0.1422561286606094, 0.0332113439907417, 5.1902099944569]|191016.7528932380082551|      0.25000000|[47382, 3158, 10, 800]                                                     |  | used quadratic model with 5054 points | iterate success | actual_k=4
      11|[0.5943955061007979, 0.0390927557842358, 1.8636341514097312, 0.651265545877122, 0.0590261987356016, 1.9981689147811172, 1.294096960746611, 0.0617238521136216, 2.1097053147429747, -0.0339184286929019, 0.0167049279467453, 2.155325659629163, 1.2215587640452223, 0.0608256748212188, 2.193788869145677, 0.2058611946725986, 0.0185587033364202, 2.2759538605094236, 1.319459971286499, 0.0860057334625676, 2.3489816253685927, 4.503680870849293, 0.1715403371653581, 2.4730882900108924, 0.6335698655984152, 0.0533730488256445, 2.560147956861156, 4.392470841853703, 0.1439719962156456, 2.75715207190925, 0.2014517303669389, 0.0304348063771848, 2.93501992530563, 0.2212479788971574, 0.0403361673884112, 2.9693444088742784, 0.7117973246981472, 0.0569770053383596, 3.132036855957145, 0.1897695369144025, 0.038984031600648, 3.2130006204430073, -0.0786079982197571, 0.0382427106658951, 3.246356598703213, 1.375848904625355, 0.0717323191050193, 3.374248839331667, 0.2308934870459675, 0.0415044965416663, 3.6750646661716053, 0.044883436881343, 0.0246737746893698, 3.723479994836645, 0.0277050293000921, 0.0162980716485402, 3.8137437021304645, 0.4190739840888459, 0.0437073164793904, 3.95666929656424, 0.2684582738615408, 0.0316505522847397, 4.059946225997447, 0.8173199454453492, 0.0511122661244753, 4.18736645014292, 0.9705044893627506, 0.0643898776457495, 4.420950877245514, 0.7452731642112349, 0.0490960624190298, 4.560624620405672, 0.1998398879998959, 0.0317248287921407, 4.614466294771341, 0.5127878999290378, 0.0407952236254787, 4.709405534377577, 0.0274341222107619, 0.0187355272769653, 4.798458755442283, 0.3669764498289184, 0.0565280713277515, 4.9733045177256585, 0.1536189707701294, 0.0276880224726941, 5.394873465949081, 0.2895154542357367, 0.030757497595282, 5.432070956900222, 0.0775470328120105, 0.0265582487721574, 2.590974080475574, 0.0086717784432589, 0.0261883026696897, 3.87264656291174, 0.1422561286606094, 0.0332113439907417, 5.1902099944569]|191016.7528932380082551|      0.12500000|[52121, 3473, 11, 880]                                                     |  | used quadratic model with 5054 points | iterate failure | actual_k=4
