k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1419970634333175, 0.0174186133379356, -0.0354526576134137, -0.0627498178867641, -0.0840732491942563, 0.1709516577251749, 0.1003053208877835, -0.0637820337645262, 0.1300122657505482, 0.1118443021926048, 0.271658769592671, 0.0403536971611711, 0.0166616599510548, 0.1771455875196052, 0.2872890090379331, 0.0756347954924211, 0.2072980135171549, 0.1717152680014936, 0.0569040043918626, 0.191733436447558, 0.1587127013730737, 0.2199828210866411, 0.3557944372813392, 0.4210953925260708, 0.3580178357093009, 0.2878548019828849, 0.3235534231436629, 0.2876442861075423, 0.414010200887259, 0.3926841479123904, 0.4536240096832035, 0.427724142036461, 0.3664536745926168, 0.3989378199446784, 0.1470904746243228, 0.2759803456411084, 0.3308841533159568, 0.3263819755615806, 0.389774628151411, 0.4380340006960425, 0.4330638398438182, 0.408024496980549, 0.4473731366224327, 0.4068298481486486, 0.4784345278461838, 0.486498147521892, 0.4614087903846587, 0.5556044141204564, 0.5852198054520464, 0.5128778328032026, 0.4091468042883386, 0.528866402243836, 0.5841869127613679, 0.5148237059246086, 0.6437480276938967, 0.4411661889694126, 0.7066971789625274, 0.5773268057641102, 0.6378070461745338, 0.5720909426103575, 0.6270052230654366, 0.6455537538306624, 0.6000212760715764, 0.6802379111861627, 0.652152098735991, 0.7474291669296836, 0.8658980796865745, 0.7198621855887446, 0.7628066228840193, 0.643650525433112, 0.7925257626322613, 0.7672642544956395, 0.6970712670200628, 0.7261937330855942, 0.8327750240429819, 0.8239916314896958, 0.7277003960589251, 0.8262274987317206, 0.7868316757269626, 0.8444574753991604, 0.8267023320345482, 0.8365577537263553, 1.033787532875131, 1.0422327713346833, 0.7659016929212977, 1.0374271296421707, 0.8784635389154489, 0.9464965150413558, 0.8769183424298236, 1.1256509478516366, 0.8865199209654039, 1.087796155178367, 1.1592297834032956, 1.151813026749194, 0.9894698096707013, 1.2046241746055015, 1.2974282622094069, 1.003239917965727, 1.0411670776580517, 1.040794130881177]|-112.7136734118869015|      2.00000000|[98, 7, 1, 8]                                                              |  | used linear model with 105 points | iterate success | actual_k=1
       2|[0.2107961637376736, 0.011613805405329, -0.0666165467634853, -0.010838552769907, -0.0892880885715235, 0.1730788890273653, -0.1362380464116228, -0.045645361732175, -0.0942492828959701, 0.0082249679253573, 0.2260620485610971, 0.0967649367492875, -0.1672407483574009, 0.2571906227522865, 0.3244936951681203, 0.0024805437254244, 0.3576879588678514, 0.3626168901621089, -0.1877396507697209, 0.4150924418966064, 0.0360150286934687, 0.3049827539235574, 0.2975909975765988, 0.597387484131141, 0.577592001262826, 0.1754269835532996, 0.2806630585648229, 0.3800779096105686, 0.3764814446550264, 0.6423071363306092, 0.3193846060933983, 0.5895233617633258, 0.4993601156943391, 0.4678131963879507, 0.5343475802585028, 0.307429623040298, 0.7443319130919936, 0.1873587633522329, 0.624114537135519, 0.503042584115357, 0.7179653608629891, 0.6947471099922918, 0.398595795986207, 0.3661669006030707, 0.4860657162269819, 0.5291130191875226, 0.5098047387510547, 0.7259340119452661, 0.689615470848041, 0.5562193044829542, 0.2502435490307551, 0.5105242142159836, 0.0418963043709445, 0.5409908977334421, 0.8891421592876656, 0.2020440671792005, 0.5302966637203541, 0.4236808296046625, 0.8442698813565004, 0.7113655744051604, 0.6813500684644691, 0.2669649899607431, 0.4055138928280653, 0.6669432332256249, 0.5623024734192742, 0.6386076563788657, 0.7515834403535181, 0.8946647263840793, 0.5313712894310925, 0.9459379001206712, 0.8697692469484534, 0.9396891731126171, 0.8984900080896301, 0.8943300972974656, 0.957743467269471, 0.6061789612171287, 0.830932152510139, 1.0116233660638896, 1.0923367422104975, 0.9841667929325962, 1.1014847707303503, 1.0612261307663353, 1.065466824119646, 1.3330102242413946, 1.0897596575062332, 1.0828930800027958, 1.0423149498978443, 0.8748275488124503, 0.7281219818512075, 1.4010731046004956, 0.9281616539177574, 1.1169202130756148, 1.4933626578813752, 1.4194752301341846, 1.164111508421173, 1.6387452296770926, 1.9580790211307522, 1.189331063144074, 1.3995142096235353, 1.2765073733374213]|-270.2321750543601411|      4.00000000|[197, 13, 2, 16]                                                           |  | used linear model with 105 points | iterate success | actual_k=1
       3|[0.2912295445156419, 0.1034425245807521, -0.4913488492712578, -0.4464959977579304, -0.5327459105790385, 0.1271277958287145, -0.9314555437639956, 0.3338115917652472, -0.5058738370038925, -0.1212661445207484, 0.2493632241571953, -0.1927365891361707, -0.4305816603288058, -0.3679293852968472, 0.1478545134210058, -0.1191736448533028, 1.069161267328189, 0.3707844931835277, -0.1449810820175669, 0.0698871047374655, 0.1580149428670171, 0.11800832903679, 0.3485296234585061, 1.0545049910367328, 0.7420422599657174, 0.6062232818939751, 0.4708062699431105, 0.1450908955404709, 0.7612863742190934, 1.0867954866160523, 0.8128380223564178, 1.1200764573391697, 0.9495647223221035, 0.9121089287900268, 1.2150325131590538, 0.2200329826934017, 1.0548982054673257, 0.6623564195963847, 0.5860248267980364, 0.7016808225678599, 0.7636928974069458, 0.9226043347863783, 1.2019039569638483, -0.1616240949318409, 0.8167118356438234, 0.619996593517818, 1.418647526909957, 1.4820804442609619, 0.6806993596229116, 0.8207919166334353, 0.3865411348823176, 0.4038516826311331, 0.4101795692401701, 0.1571710206404829, 1.7653531933454212, -0.0574679535530755, 0.7736683044720263, 0.6128116553892029, 0.6538029448779893, 0.7705140278176744, 0.914416234484204, 0.0799907852805019, 0.5500170084632873, 0.9682792525180736, 0.8545257217900191, 0.6990377462574714, 0.3876018007442005, 0.5095145497573437, 0.538751557167682, 1.0923515763977674, 1.5533611116245662, 0.8875574240098344, 0.8596882885293986, 1.3311550681401498, 1.3211332885532334, 0.3252082750711382, 0.6881625933801827, 1.7418846888992605, 0.6666844469404022, 0.2334701207851082, 0.9492106768788884, 1.6812048443384549, 1.2929087617408415, 1.698134751919005, 1.3169384452643835, 1.0842156272369978, 1.3819460970985553, 0.6367205243671538, 0.9656578760023019, 1.4379727153163093, 1.26840285827106, 1.3041271303906874, 1.9551175977706763, 2.1028052313952132, 1.4912566303086243, 2.0861046923511233, 2.2930412526385395, 1.682778582120061, 2.3000110578021995, 2.157930838849635]|-721.3832517677001306|      8.00000000|[296, 19, 3, 24]                                                           |  | used linear model with 105 points | iterate success | actual_k=1
       4|[1.0017092983754614, 0.4578343800702376, -1.3547360091234173, -1.6855788352585972, -0.5422186464836369, 1.266607226148881, -0.8150678943408117, 0.469907851729983, -1.7468532106790233, -0.3353962973854087, 1.9529497114161694, -1.6864045357619897, -0.4303461477104215, -0.6671871389873727, 1.1977434620832295, -0.4881979253850581, 0.7313958383748341, 0.9259810991118289, -0.8880047438680452, 0.7509822289541477, -1.4446556136764674, 1.4313921663677336, 0.9574551674207001, 0.5551974928922219, 2.346522056936093, 0.3255243865649879, 0.8963153622502249, -0.9339765983980449, 1.7617301291821827, 2.2265613363253647, -0.147575683264776, 1.0639359510610622, 0.0887987319610998, 2.4772590914620842, 1.9467151865792922, 0.7561747313001013, 1.7647925466152854, 1.121197427581414, 0.5165361517913353, 0.9137066413919681, 0.4814663863304618, 1.799170336408392, 2.209110710026895, -0.0701397293664299, 1.8244423154536007, 1.0914672424861798, 2.490064702967233, 0.8739976186380056, 0.5919201720020592, 1.4881002904783558, 0.3842936595470325, 0.0566013854487027, -0.3635136625353714, -1.3346826927750248, 2.9727168522980016, -0.3866107438824968, 1.1235953813327564, 2.163131464356688, 1.2014156091207622, 1.0310533510017215, 0.6572012260903899, -0.011549431789972, -0.7406078265908501, 1.2473131453970816, 1.3877070150237194, 1.116055497011835, 0.102900789603777, 0.8501416530177996, 0.7496621231969013, 0.8584337845385522, 1.7577804867646392, 0.7796634065022856, 0.5881188976733019, 2.2783748889117565, 1.4068209782893448, -0.0794693895149675, 0.7138670967279568, 1.6470027332161756, 1.7558700656141095, 1.798077407345428, 1.7599777990495333, 1.3118673320783434, 0.6603139204710955, 1.8790990777147087, 0.3908981197251667, -0.3831399860336948, 3.0396170068037254, 2.1561561788150145, 0.1782995473058745, 1.8148295573163096, 1.5993097216890373, 1.2079652873301931, 0.6900796737341497, 1.7738226868787117, 2.459048298398652, 2.459998445492909, 2.242063241688223, 1.9986565989508969, 2.2428521734224613, 2.7872288548866204]|-1163.0740852127944436|     16.00000000|[395, 25, 4, 32]                                                           |  | used linear model with 105 points | iterate success | actual_k=1
       5|[1.0017092983754614, 0.4578343800702376, -1.3547360091234173, -1.6855788352585972, -0.5422186464836369, 1.266607226148881, -0.8150678943408117, 0.469907851729983, -1.7468532106790233, -0.3353962973854087, 1.9529497114161694, -1.6864045357619897, -0.4303461477104215, -0.6671871389873727, 1.1977434620832295, -0.4881979253850581, 0.7313958383748341, 0.9259810991118289, -0.8880047438680452, 0.7509822289541477, -1.4446556136764674, 1.4313921663677336, 0.9574551674207001, 0.5551974928922219, 2.346522056936093, 0.3255243865649879, 0.8963153622502249, -0.9339765983980449, 1.7617301291821827, 2.2265613363253647, -0.147575683264776, 1.0639359510610622, 0.0887987319610998, 2.4772590914620842, 1.9467151865792922, 0.7561747313001013, 1.7647925466152854, 1.121197427581414, 0.5165361517913353, 0.9137066413919681, 0.4814663863304618, 1.799170336408392, 2.209110710026895, -0.0701397293664299, 1.8244423154536007, 1.0914672424861798, 2.490064702967233, 0.8739976186380056, 0.5919201720020592, 1.4881002904783558, 0.3842936595470325, 0.0566013854487027, -0.3635136625353714, -1.3346826927750248, 2.9727168522980016, -0.3866107438824968, 1.1235953813327564, 2.163131464356688, 1.2014156091207622, 1.0310533510017215, 0.6572012260903899, -0.011549431789972, -0.7406078265908501, 1.2473131453970816, 1.3877070150237194, 1.116055497011835, 0.102900789603777, 0.8501416530177996, 0.7496621231969013, 0.8584337845385522, 1.7577804867646392, 0.7796634065022856, 0.5881188976733019, 2.2783748889117565, 1.4068209782893448, -0.0794693895149675, 0.7138670967279568, 1.6470027332161756, 1.7558700656141095, 1.798077407345428, 1.7599777990495333, 1.3118673320783434, 0.6603139204710955, 1.8790990777147087, 0.3908981197251667, -0.3831399860336948, 3.0396170068037254, 2.1561561788150145, 0.1782995473058745, 1.8148295573163096, 1.5993097216890373, 1.2079652873301931, 0.6900796737341497, 1.7738226868787117, 2.459048298398652, 2.459998445492909, 2.242063241688223, 1.9986565989508969, 2.2428521734224613, 2.7872288548866204]|-1163.0740852127944436|      8.00000000|[493, 32, 5, 40]                                                           |  | used linear model with 105 points | iterate failure | actual_k=1
       6|[1.0017092983754614, 0.4578343800702376, -1.3547360091234173, -1.6855788352585972, -0.5422186464836369, 1.266607226148881, -0.8150678943408117, 0.469907851729983, -1.7468532106790233, -0.3353962973854087, 1.9529497114161694, -1.6864045357619897, -0.4303461477104215, -0.6671871389873727, 1.1977434620832295, -0.4881979253850581, 0.7313958383748341, 0.9259810991118289, -0.8880047438680452, 0.7509822289541477, -1.4446556136764674, 1.4313921663677336, 0.9574551674207001, 0.5551974928922219, 2.346522056936093, 0.3255243865649879, 0.8963153622502249, -0.9339765983980449, 1.7617301291821827, 2.2265613363253647, -0.147575683264776, 1.0639359510610622, 0.0887987319610998, 2.4772590914620842, 1.9467151865792922, 0.7561747313001013, 1.7647925466152854, 1.121197427581414, 0.5165361517913353, 0.9137066413919681, 0.4814663863304618, 1.799170336408392, 2.209110710026895, -0.0701397293664299, 1.8244423154536007, 1.0914672424861798, 2.490064702967233, 0.8739976186380056, 0.5919201720020592, 1.4881002904783558, 0.3842936595470325, 0.0566013854487027, -0.3635136625353714, -1.3346826927750248, 2.9727168522980016, -0.3866107438824968, 1.1235953813327564, 2.163131464356688, 1.2014156091207622, 1.0310533510017215, 0.6572012260903899, -0.011549431789972, -0.7406078265908501, 1.2473131453970816, 1.3877070150237194, 1.116055497011835, 0.102900789603777, 0.8501416530177996, 0.7496621231969013, 0.8584337845385522, 1.7577804867646392, 0.7796634065022856, 0.5881188976733019, 2.2783748889117565, 1.4068209782893448, -0.0794693895149675, 0.7138670967279568, 1.6470027332161756, 1.7558700656141095, 1.798077407345428, 1.7599777990495333, 1.3118673320783434, 0.6603139204710955, 1.8790990777147087, 0.3908981197251667, -0.3831399860336948, 3.0396170068037254, 2.1561561788150145, 0.1782995473058745, 1.8148295573163096, 1.5993097216890373, 1.2079652873301931, 0.6900796737341497, 1.7738226868787117, 2.459048298398652, 2.459998445492909, 2.242063241688223, 1.9986565989508969, 2.2428521734224613, 2.7872288548866204]|-1163.0740852127944436|      4.00000000|[591, 39, 6, 48]                                                           |  | used linear model with 105 points | iterate failure | actual_k=1
       7|[1.2373475701202312, 0.6787780415532537, -0.7974891337041874, -1.6839331352757634, -0.1851134172570469, 2.1643611264066194, -1.0009928754162392, 1.0643835407829987, -1.468564407537729, -0.942631728902084, 1.7985246136179458, -1.4947910205897987, -1.3268415956448911, -0.700214359876098, 1.416227443414475, -0.8217230399311856, 1.8150054618287617, 1.6331549551908662, -0.4695808776791728, 1.205173400078035, -0.5322055667425265, 1.5176577962332374, 1.4797574335376567, 0.3917734381580074, 2.1171981950362677, 0.5457232523761695, 1.123692533243758, -1.577058293661793, 1.9573974074996339, 1.0277180968641493, -0.4375824065108841, 1.6219150757942449, 0.3735087764057297, 2.032313668382164, 2.484877877641174, 0.740187978737957, 1.3441796060831657, 1.464975381608573, 0.3730487619473177, 1.4099398963721885, 0.7739860196862505, 1.8537219427003921, 2.3174787955867187, 0.0436278331021803, 2.0745111377624332, 0.8153362834055806, 2.577528675918632, 0.7479991129805218, 0.8033331510096509, 1.5556879854238421, 0.2071385488193284, -0.1127545636059953, -1.0821813300947398, -1.3245444963279631, 2.5352588404883836, -0.4169135091083704, 1.5623008713717181, 1.7357045881306925, 1.12634055976925, 1.2698593965545604, 0.7607500345952246, 0.1056409546162342, -1.29795962698593, 1.7467278969815747, 1.1129935826329795, 1.8596123647969658, 0.1950135701835931, 1.6590827728954276, 0.5490221673409388, 0.9866447724484654, 1.4424091646004755, 1.2418622007458424, 0.8759023393376099, 1.852198260513219, 1.6247766677178568, -0.2708557361767338, 0.574116718145094, 1.7724296933433183, 1.8934566306544096, 1.3015584534093645, 1.4936357022747222, 1.2302015876284669, 0.8191223286138944, 2.162167824153201, 0.9099104089122291, -0.5813166650626302, 2.479797839178266, 2.2229012951120954, 0.1629272162788958, 1.6998196450164877, 1.9865913742722596, 0.8040713403773321, 0.7655418980894595, 1.4200205994166737, 2.387406415576875, 2.1364407443609448, 2.070969514163142, 2.4372869204468004, 2.1893084838517365, 2.7402496872106794]|-1303.0457884323425333|      8.00000000|[690, 45, 7, 56]                                                           |  | used linear model with 105 points | iterate success | actual_k=1
       8|[1.2373475701202312, 0.6787780415532537, -0.7974891337041874, -1.6839331352757634, -0.1851134172570469, 2.1643611264066194, -1.0009928754162392, 1.0643835407829987, -1.468564407537729, -0.942631728902084, 1.7985246136179458, -1.4947910205897987, -1.3268415956448911, -0.700214359876098, 1.416227443414475, -0.8217230399311856, 1.8150054618287617, 1.6331549551908662, -0.4695808776791728, 1.205173400078035, -0.5322055667425265, 1.5176577962332374, 1.4797574335376567, 0.3917734381580074, 2.1171981950362677, 0.5457232523761695, 1.123692533243758, -1.577058293661793, 1.9573974074996339, 1.0277180968641493, -0.4375824065108841, 1.6219150757942449, 0.3735087764057297, 2.032313668382164, 2.484877877641174, 0.740187978737957, 1.3441796060831657, 1.464975381608573, 0.3730487619473177, 1.4099398963721885, 0.7739860196862505, 1.8537219427003921, 2.3174787955867187, 0.0436278331021803, 2.0745111377624332, 0.8153362834055806, 2.577528675918632, 0.7479991129805218, 0.8033331510096509, 1.5556879854238421, 0.2071385488193284, -0.1127545636059953, -1.0821813300947398, -1.3245444963279631, 2.5352588404883836, -0.4169135091083704, 1.5623008713717181, 1.7357045881306925, 1.12634055976925, 1.2698593965545604, 0.7607500345952246, 0.1056409546162342, -1.29795962698593, 1.7467278969815747, 1.1129935826329795, 1.8596123647969658, 0.1950135701835931, 1.6590827728954276, 0.5490221673409388, 0.9866447724484654, 1.4424091646004755, 1.2418622007458424, 0.8759023393376099, 1.852198260513219, 1.6247766677178568, -0.2708557361767338, 0.574116718145094, 1.7724296933433183, 1.8934566306544096, 1.3015584534093645, 1.4936357022747222, 1.2302015876284669, 0.8191223286138944, 2.162167824153201, 0.9099104089122291, -0.5813166650626302, 2.479797839178266, 2.2229012951120954, 0.1629272162788958, 1.6998196450164877, 1.9865913742722596, 0.8040713403773321, 0.7655418980894595, 1.4200205994166737, 2.387406415576875, 2.1364407443609448, 2.070969514163142, 2.4372869204468004, 2.1893084838517365, 2.7402496872106794]|-1303.0457884323425333|      4.00000000|[788, 52, 8, 64]                                                           |  | used linear model with 105 points | iterate failure | actual_k=1
       9|[1.3246981335978032, 1.2351124443926027, -0.7308801182860459, -1.5134149725460508, 0.1170767623161724, 2.137748639604059, -0.7543578444105467, 0.8863683316735899, -1.5836689002123228, -1.2159434417333888, 2.0974142678564145, -1.1616743604974695, -1.1970860737044269, -0.9960496874182262, 1.5306145538266815, -0.7176408986620518, 1.5523593043502717, 1.0956765049477237, -0.7763501049560126, 0.7450663696867712, -1.2036206104517464, 1.9528169406930935, 0.9962893187087493, 0.4262303465672357, 2.164352741516602, 1.2645036055131365, 1.8339088907008305, -1.6866594197891114, 1.5214640022481616, 1.1695130167608023, -1.0180454376040766, 2.279728165728198, 0.6539268048552456, 1.514872606188269, 2.2894809919269004, 0.4308111777213855, 2.1212159422474866, 1.950782356106409, 0.9795888731047939, 1.1912874926105839, 0.891339180275805, 1.383447167930057, 2.8403548681858037, -0.7330403861350726, 2.4674618835278608, 0.7599658036857018, 2.1818368798594987, 0.7907843970822616, 1.1794328059685062, 0.889227612476297, -0.2843507554794161, -0.1161092221440719, -1.3243181651605773, -0.7321074544169237, 2.258607614170316, -0.8302379312463142, 2.0104758170269803, 1.991669222722434, 0.5036968630060494, 1.598754287634399, 1.1432806364920278, 0.3114119291544809, -1.0311371851881268, 1.037267934417613, 0.922176215022743, 1.6548116803368793, 0.0484781022884945, 1.6533108044544949, 0.7486385915748854, 1.3586783945368688, 1.8031313402745375, 1.027676391122029, 1.3326143204329282, 1.2528709303438883, 1.4196014418313878, -0.3600253365369003, 0.2426835832389962, 1.892876505826626, 1.4063885532757805, 1.4934057093955113, 1.8264530502341452, 1.3043451771752608, 0.9849751821680583, 2.2171000276127026, 1.627137738936911, -0.5228446688426422, 2.7297989338520807, 1.9860748886713648, 0.3934153161053608, 1.73029279028477, 1.7215021591411332, 0.7534744587627057, 1.854318668979308, 1.9270570906970825, 1.5768106009866778, 1.8438687546774986, 1.9551468398648648, 2.228037808744494, 1.805958120532226, 1.9973804632972936]|-1421.1968672162422536|      8.00000000|[887, 58, 9, 72]                                                           |  | used linear model with 105 points | iterate success | actual_k=1
      10|[1.3246981335978032, 1.2351124443926027, -0.7308801182860459, -1.5134149725460508, 0.1170767623161724, 2.137748639604059, -0.7543578444105467, 0.8863683316735899, -1.5836689002123228, -1.2159434417333888, 2.0974142678564145, -1.1616743604974695, -1.1970860737044269, -0.9960496874182262, 1.5306145538266815, -0.7176408986620518, 1.5523593043502717, 1.0956765049477237, -0.7763501049560126, 0.7450663696867712, -1.2036206104517464, 1.9528169406930935, 0.9962893187087493, 0.4262303465672357, 2.164352741516602, 1.2645036055131365, 1.8339088907008305, -1.6866594197891114, 1.5214640022481616, 1.1695130167608023, -1.0180454376040766, 2.279728165728198, 0.6539268048552456, 1.514872606188269, 2.2894809919269004, 0.4308111777213855, 2.1212159422474866, 1.950782356106409, 0.9795888731047939, 1.1912874926105839, 0.891339180275805, 1.383447167930057, 2.8403548681858037, -0.7330403861350726, 2.4674618835278608, 0.7599658036857018, 2.1818368798594987, 0.7907843970822616, 1.1794328059685062, 0.889227612476297, -0.2843507554794161, -0.1161092221440719, -1.3243181651605773, -0.7321074544169237, 2.258607614170316, -0.8302379312463142, 2.0104758170269803, 1.991669222722434, 0.5036968630060494, 1.598754287634399, 1.1432806364920278, 0.3114119291544809, -1.0311371851881268, 1.037267934417613, 0.922176215022743, 1.6548116803368793, 0.0484781022884945, 1.6533108044544949, 0.7486385915748854, 1.3586783945368688, 1.8031313402745375, 1.027676391122029, 1.3326143204329282, 1.2528709303438883, 1.4196014418313878, -0.3600253365369003, 0.2426835832389962, 1.892876505826626, 1.4063885532757805, 1.4934057093955113, 1.8264530502341452, 1.3043451771752608, 0.9849751821680583, 2.2171000276127026, 1.627137738936911, -0.5228446688426422, 2.7297989338520807, 1.9860748886713648, 0.3934153161053608, 1.73029279028477, 1.7215021591411332, 0.7534744587627057, 1.854318668979308, 1.9270570906970825, 1.5768106009866778, 1.8438687546774986, 1.9551468398648648, 2.228037808744494, 1.805958120532226, 1.9973804632972936]|-1421.1968672162422536|      4.00000000|[985, 65, 10, 80]                                                          |  | used linear model with 105 points | iterate failure | actual_k=1
      11|[0.8345786451707191, 0.4499013675499682, -0.2458359631525903, -1.5105821421980918, 0.0022412783830297, 1.9975865030676476, -1.0154566815939212, 0.7593665042543395, -1.134007542954977, -0.6830208502962933, 1.4811728027474191, -1.4279800517022103, -2.0749012514714598, -1.4349714741615525, 1.8607277063174095, -0.5407928407420896, 1.3156383549951465, 1.7047594065735332, -1.0840427540900202, 0.6956072694207568, -1.434452764957225, 2.311007231487469, 1.335529821657472, 0.6401765198718075, 1.6257593299581976, 0.7535525417621041, 1.622124047788444, -1.7306947194738593, 1.6269695199154741, 1.937055702872908, -1.4727915638248215, 1.5127501352280648, 1.232750447589134, 1.325409132457507, 2.179328886888888, 0.7619423939642902, 2.2317545899559423, 1.7756499213427264, 0.1756962271704962, 1.5472918057860452, 0.8284869943511648, 1.0617822828538488, 2.4842890373888853, -0.6350510104535072, 2.290106743188265, 1.0649769471884696, 2.4981557896090485, 0.6715882697579174, 1.645747570217456, 0.3622042996192817, -0.6947103431157018, -0.5120203699088559, -1.0418545343100571, -0.8288260534986751, 2.0135690925244347, -1.1312596042642282, 2.3175813477370046, 1.581647022108915, 0.9715020052974616, 2.2471180409196116, 1.0386876624046797, 0.4265698136480703, -1.0295242091728065, 0.7205402898566629, 1.2280093276487158, 1.492649444837806, -0.3224892239706515, 1.3196158854848983, 0.7814157382669724, 1.0873141391232974, 1.7095388674033243, 1.0168332556391082, 1.1828892991584785, 0.970413698525231, 1.3863487483097887, -1.3579243185872827, 0.9229286418850855, 1.6332088470578476, 1.377490376323667, 1.4248254922185328, 2.1771909477616345, 1.4125546565290612, 1.1191688085110907, 1.5002193719225492, 2.3360712890481654, -0.7298198632926425, 2.139565478518336, 2.4451118744980502, 0.9507728683752081, 2.0301273509072404, 1.9510145597632886, 1.0684597655275434, 1.3005177429919013, 2.6546196657301007, 1.877140047459227, 1.2008465241155923, 2.2258878714257717, 2.101398854075785, 1.4510593352760528, 2.215058258307743]|-1528.0416668997256693|      8.00000000|[1084, 71, 11, 88]                                                         |  | used linear model with 105 points | iterate success | actual_k=1
