k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6035507340220889, 0.0486688946687933, 0.1413644277125332, 0.7822568410738854, 0.0037008669016358, 0.0013422654451604, 0.0060052597201075, -0.002827062943174, 0.0150329851195367, -0.0182783222752549, 0.0079316152021382, -0.000583352519301, -0.0177724878797453, -0.0120919965100702, -0.0019966345834399, -0.0007289998005712, -0.0011208721699656, 0.0091203774307406, -0.004570555586919, -0.0025367862645517, -0.0114463402450805, -0.0074775646620694]| 13.1522598266601562|      2.00000000|[119, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.732110064047664, 0.0869707195528266, 0.4647534674200172, 2.3740458435858405, 0.0708057795436584, 0.0192186197026775, 0.0215647623440338, -0.1333987984226137, 0.0239192710123057, 0.0935664926189324, -0.003797093041741, 0.0577568847709634, -0.0155036309357117, -0.0551143675449521, 0.0605767734664516, 0.0148554181188086, -0.1387228876495621, -0.0114082625056667, 0.0815789324393322, 0.0699255599001707, 0.0781366937892668, -0.0544164818441866]| 12.2678852081298828|      4.00000000|[237, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.732110064047664, 0.0869707195528266, 0.4647534674200172, 2.3740458435858405, 0.0708057795436584, 0.0192186197026775, 0.0215647623440338, -0.1333987984226137, 0.0239192710123057, 0.0935664926189324, -0.003797093041741, 0.0577568847709634, -0.0155036309357117, -0.0551143675449521, 0.0605767734664516, 0.0148554181188086, -0.1387228876495621, -0.0114082625056667, 0.0815789324393322, 0.0699255599001707, 0.0781366937892668, -0.0544164818441866]| 12.2678852081298828|      2.00000000|[355, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.732110064047664, 0.0869707195528266, 0.4647534674200172, 2.3740458435858405, 0.0708057795436584, 0.0192186197026775, 0.0215647623440338, -0.1333987984226137, 0.0239192710123057, 0.0935664926189324, -0.003797093041741, 0.0577568847709634, -0.0155036309357117, -0.0551143675449521, 0.0605767734664516, 0.0148554181188086, -0.1387228876495621, -0.0114082625056667, 0.0815789324393322, 0.0699255599001707, 0.0781366937892668, -0.0544164818441866]| 12.2678852081298828|      1.00000000|[473, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.732110064047664, 0.0869707195528266, 0.4647534674200172, 2.3740458435858405, 0.0708057795436584, 0.0192186197026775, 0.0215647623440338, -0.1333987984226137, 0.0239192710123057, 0.0935664926189324, -0.003797093041741, 0.0577568847709634, -0.0155036309357117, -0.0551143675449521, 0.0605767734664516, 0.0148554181188086, -0.1387228876495621, -0.0114082625056667, 0.0815789324393322, 0.0699255599001707, 0.0781366937892668, -0.0544164818441866]| 12.2678852081298828|      0.50000000|[591, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      1.00000000|[709, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      0.50000000|[827, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      0.25000000|[945, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      0.12500000|[1063, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      0.06250000|[1182, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      0.03125000|[1300, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      12|[1.4296860380177119, 0.0784403430114035, 0.402968587319418, 1.9831745282100324, 0.0728283692125386, 0.0376268844079771, 0.0093034602204214, -0.1355523376513592, 0.0249077823835222, 0.0802097598107968, 0.0008275123837478, 0.0489884163163489, -0.0210527739708124, -0.0549123987307966, 0.062091916172995, 0.0352057046800232, -0.1479450124411498, -0.0174024810462598, 0.069050241988478, 0.0727166396514086, 0.0591538690779202, -0.053914429213795]| 12.1444730758666992|      0.01562500|[1418, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.4184686839429779, 0.0770402255164135, 0.4005793891636358, 1.9728503387468819, 0.0728383733818277, 0.0368750566977414, 0.008966145795538, -0.1357525391560918, 0.0253466397016219, 0.0794262848499404, 0.0005165591339266, 0.0495443071666143, -0.0215562217067903, -0.0550079022086605, 0.0614796635794022, 0.0347895807727506, -0.1481262446633204, -0.017769751512516, 0.0687270338304462, 0.0727889008861231, 0.0581609953149532, -0.0536931678623995]| 12.1443738937377930|      0.03125000|[1536, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      14|[1.4184686839429779, 0.0770402255164135, 0.4005793891636358, 1.9728503387468819, 0.0728383733818277, 0.0368750566977414, 0.008966145795538, -0.1357525391560918, 0.0253466397016219, 0.0794262848499404, 0.0005165591339266, 0.0495443071666143, -0.0215562217067903, -0.0550079022086605, 0.0614796635794022, 0.0347895807727506, -0.1481262446633204, -0.017769751512516, 0.0687270338304462, 0.0727889008861231, 0.0581609953149532, -0.0536931678623995]| 12.1443738937377930|      0.01562500|[1655, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      15|[1.4184686839429779, 0.0770402255164135, 0.4005793891636358, 1.9728503387468819, 0.0728383733818277, 0.0368750566977414, 0.008966145795538, -0.1357525391560918, 0.0253466397016219, 0.0794262848499404, 0.0005165591339266, 0.0495443071666143, -0.0215562217067903, -0.0550079022086605, 0.0614796635794022, 0.0347895807727506, -0.1481262446633204, -0.017769751512516, 0.0687270338304462, 0.0727889008861231, 0.0581609953149532, -0.0536931678623995]| 12.1443738937377930|      0.00781250|[1773, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
