k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0450519153036855, -0.531134420975578, 0.0452399903433374, 0.0678497155956255, 0.7494319891382583, -0.2482346745917619, -0.0168085607733994, 0.1313560290475563, 0.2615542334849785]|66275.7890625000000000|      2.00000000|[10, 3, 0, 3]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       2|[0.0450519153036855, -0.531134420975578, 0.0452399903433374, 0.0678497155956255, 0.7494319891382583, -0.2482346745917619, -0.0168085607733994, 0.1313560290475563, 0.2615542334849785]|66275.7890625000000000|      1.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0450519153036855, -0.531134420975578, 0.0452399903433374, 0.0678497155956255, 0.7494319891382583, -0.2482346745917619, -0.0168085607733994, 0.1313560290475563, 0.2615542334849785]|66275.7890625000000000|      0.50000000|[28, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.009800428876996, -0.7870016358367118, 0.2064628256323196, 0.1160587551463255, 0.8659956146887946, -0.0566272471576978, 0.068463143687425, 0.4415197271819135, 0.2961825265338056]|30698.1542968750000000|      1.00000000|[34, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.009800428876996, -0.7870016358367118, 0.2064628256323196, 0.1160587551463255, 0.8659956146887946, -0.0566272471576978, 0.068463143687425, 0.4415197271819135, 0.2961825265338056]|30698.1542968750000000|      0.50000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.009800428876996, -0.7870016358367118, 0.2064628256323196, 0.1160587551463255, 0.8659956146887946, -0.0566272471576978, 0.068463143687425, 0.4415197271819135, 0.2961825265338056]|30698.1542968750000000|      0.25000000|[52, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.041399063940139, -0.9009235798663084, 0.2807367059113737, 0.041349036300053, 0.7555147336497906, 0.0492795716443645, 0.0819220402323961, 0.5588906784799504, 0.3029503991778196]|5385.3862304687500000|      0.50000000|[58, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.041399063940139, -0.9009235798663084, 0.2807367059113737, 0.041349036300053, 0.7555147336497906, 0.0492795716443645, 0.0819220402323961, 0.5588906784799504, 0.3029503991778196]|5385.3862304687500000|      0.25000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.041399063940139, -0.9009235798663084, 0.2807367059113737, 0.041349036300053, 0.7555147336497906, 0.0492795716443645, 0.0819220402323961, 0.5588906784799504, 0.3029503991778196]|5385.3862304687500000|      0.12500000|[77, 25, 2, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.041399063940139, -0.9009235798663084, 0.2807367059113737, 0.041349036300053, 0.7555147336497906, 0.0492795716443645, 0.0819220402323961, 0.5588906784799504, 0.3029503991778196]|5385.3862304687500000|      0.06250000|[87, 28, 2, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.01238858475286, -0.901841474307025, 0.283269081031961, 0.0428815605076884, 0.8015834487325794, 0.0615792007573197, 0.0544201334199977, 0.5554254091439514, 0.3065653206620995]|4517.1728515625000000|      0.12500000|[96, 31, 2, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      12|[-0.0572188037925903, -0.9260660240060214, 0.2421677211203176, 0.0140973245040865, 0.7704244561635909, -0.0074057326938099, 0.0742166361966476, 0.5172681230573528, 0.2966939095160387]|2228.9687500000000000|      0.25000000|[105, 34, 2, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      13|[-0.0572188037925903, -0.9260660240060214, 0.2421677211203176, 0.0140973245040865, 0.7704244561635909, -0.0074057326938099, 0.0742166361966476, 0.5172681230573528, 0.2966939095160387]|2228.9687500000000000|      0.12500000|[114, 37, 2, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.0572188037925903, -0.9260660240060214, 0.2421677211203176, 0.0140973245040865, 0.7704244561635909, -0.0074057326938099, 0.0742166361966476, 0.5172681230573528, 0.2966939095160387]|2228.9687500000000000|      0.06250000|[123, 40, 3, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-0.0572188037925903, -0.9260660240060214, 0.2421677211203176, 0.0140973245040865, 0.7704244561635909, -0.0074057326938099, 0.0742166361966476, 0.5172681230573528, 0.2966939095160387]|2228.9687500000000000|      0.03125000|[133, 43, 3, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0491724953109257, -0.9379394961427715, 0.2299443537148341, 0.0243827784358477, 0.7912575060963264, -0.001057015844839, 0.0720128117053821, 0.5191875687237558, 0.290968918970976]|1661.1304437658820916|      0.06250000|[139, 45, 4, 49]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      17|[-0.0491724953109257, -0.9379394961427715, 0.2299443537148341, 0.0243827784358477, 0.7912575060963264, -0.001057015844839, 0.0720128117053821, 0.5191875687237558, 0.290968918970976]|1661.1304437658820916|      0.03125000|[149, 48, 4, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0667843378718381, -0.9319823413205757, 0.2316154000900137, 0.0168306268235584, 0.804378120913263, 0.0042093264475169, 0.0567392531772956, 0.5196131878691105, 0.3027044539817275]|1239.4782714843750000|      0.06250000|[155, 50, 4, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[-0.0667843378718381, -0.9319823413205757, 0.2316154000900137, 0.0168306268235584, 0.804378120913263, 0.0042093264475169, 0.0567392531772956, 0.5196131878691105, 0.3027044539817275]|1239.4782714843750000|      0.03125000|[164, 53, 5, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
