k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[101, 15, 1, 3]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[201, 31, 2, 6]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[302, 46, 3, 9]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[403, 61, 4, 12]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       5|[0.6034569066849061, 0.0209650642547752, 1.8900080742951286, 0.6624765926157924, 0.036838386661584, 2.002371543813845, 1.2953153179021906, 0.0221426551241109, 2.1134885226981535, -0.0186156283250837, 0.0255883138621096, 2.1633287650596147, 1.2275827319669756, 0.0261661866240577, 2.2162281612479062, 0.2164754485322331, 0.0242788513097152, 2.281163560113735, 1.323716849223961, 0.0243723296048092, 2.3837650300369604, 4.502769942173189, 0.0542212049232027, 2.493726854643703, 0.6588525812349648, 0.0192824369699036, 2.5635779901363245, 4.389111291628919, 0.040341941896342, 2.7024597061519393, 0.2336379897249138, 0.0194554657724798, 2.9500659180665365, 0.2294394642378281, 0.0130344642454877, 2.969484742197746, 0.7143957713184129, 0.0216402679297369, 3.126925638062602, 0.2005544392586454, 0.0290790432576889, 3.229632435054296, -0.0615424439458881, 0.0281715646111102, 3.250435348035293, 1.3800838419658423, 0.02749623337642, 3.387405205893923, 0.2441585893569288, 0.0158302946814988, 3.6638483675553952, 0.0635137730300336, 0.0212079245406307, 3.721136929701052, 0.0188103019118388, 0.0203564786693654, 3.8299058939706923, 0.4080424652866656, 0.0173348303347295, 3.957328660346814, 0.2649882958384275, 0.0219329109792229, 4.048413046401, 0.8124651317425443, 0.0114664303648399, 4.174966340240499, 0.9644572804908106, 0.0265224564557652, 4.438422992463472, 0.7455923876681578, 0.0205307076123816, 4.557854823097534, 0.2100107861528825, 0.0126021714019592, 4.59884654268801, 0.4949167796903947, 0.0203554416846076, 4.712508963450794, 0.0454722177799968, 0.0174149834868119, 4.7962512440404526, 0.3744762559423793, 0.0209937160889302, 4.96781166218438, 0.1607930529447797, 0.0150218404773983, 5.386713828005742, 0.2919507513785063, 0.024353966832998, 5.411243430513397, 0.0966301670419351, 0.0138528757703564, 2.588462203158815, 0.0026158272578858, 0.0209455634853083, 3.867123042765485, 0.1572872480501498, 0.018991630731763, 5.199657912990924]|319157.8196366496849805|      0.12500000|[505, 75, 5, 15]                                                           |  | used linear model with 116 points | iterate success | actual_k=8
       6|[0.6034569066849061, 0.0209650642547752, 1.8900080742951286, 0.6624765926157924, 0.036838386661584, 2.002371543813845, 1.2953153179021906, 0.0221426551241109, 2.1134885226981535, -0.0186156283250837, 0.0255883138621096, 2.1633287650596147, 1.2275827319669756, 0.0261661866240577, 2.2162281612479062, 0.2164754485322331, 0.0242788513097152, 2.281163560113735, 1.323716849223961, 0.0243723296048092, 2.3837650300369604, 4.502769942173189, 0.0542212049232027, 2.493726854643703, 0.6588525812349648, 0.0192824369699036, 2.5635779901363245, 4.389111291628919, 0.040341941896342, 2.7024597061519393, 0.2336379897249138, 0.0194554657724798, 2.9500659180665365, 0.2294394642378281, 0.0130344642454877, 2.969484742197746, 0.7143957713184129, 0.0216402679297369, 3.126925638062602, 0.2005544392586454, 0.0290790432576889, 3.229632435054296, -0.0615424439458881, 0.0281715646111102, 3.250435348035293, 1.3800838419658423, 0.02749623337642, 3.387405205893923, 0.2441585893569288, 0.0158302946814988, 3.6638483675553952, 0.0635137730300336, 0.0212079245406307, 3.721136929701052, 0.0188103019118388, 0.0203564786693654, 3.8299058939706923, 0.4080424652866656, 0.0173348303347295, 3.957328660346814, 0.2649882958384275, 0.0219329109792229, 4.048413046401, 0.8124651317425443, 0.0114664303648399, 4.174966340240499, 0.9644572804908106, 0.0265224564557652, 4.438422992463472, 0.7455923876681578, 0.0205307076123816, 4.557854823097534, 0.2100107861528825, 0.0126021714019592, 4.59884654268801, 0.4949167796903947, 0.0203554416846076, 4.712508963450794, 0.0454722177799968, 0.0174149834868119, 4.7962512440404526, 0.3744762559423793, 0.0209937160889302, 4.96781166218438, 0.1607930529447797, 0.0150218404773983, 5.386713828005742, 0.2919507513785063, 0.024353966832998, 5.411243430513397, 0.0966301670419351, 0.0138528757703564, 2.588462203158815, 0.0026158272578858, 0.0209455634853083, 3.867123042765485, 0.1572872480501498, 0.018991630731763, 5.199657912990924]|319157.8196366496849805|      0.06250000|[605, 91, 6, 18]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       7|[0.6109284288871336, 0.01332057803556, 1.8926712352267774, 0.662841503143926, 0.0388515399373464, 1.9972792178499412, 1.2841176500918938, 0.034623574363323, 2.10926756275643, -0.01340452100074, 0.0227457200709919, 2.163591044700731, 1.224417111083954, 0.0304095013965694, 2.2172388471861635, 0.2117175708067063, 0.018830923692855, 2.281129112412336, 1.3180816976741014, 0.0342448593018814, 2.376991484113485, 4.499534815053245, 0.0733393655123627, 2.484801219475607, 0.6639895420799176, 0.0207042955855931, 2.574434717087018, 4.389978287651357, 0.0614156972691783, 2.710058256898428, 0.2372830909379989, 0.013183570787895, 2.942297824997106, 0.2259069759246766, 0.0198976265783388, 2.9631125058142636, 0.7104487858571885, 0.0220395589504397, 3.1201764409169073, 0.1963654420728103, 0.0317320907173588, 3.230984439499154, -0.0582387803044756, 0.0230866279396956, 3.246901851946898, 1.3792084652239358, 0.0397435228857657, 3.3803972146693337, 0.2486561242524037, 0.0070410431795672, 3.6635289400254187, 0.0660043222171262, 0.0188698650644411, 3.7238258210886652, 0.0096183112619031, 0.0186110337033303, 3.8369375131635453, 0.4120241979439815, 0.0197349388083674, 3.954146849557022, 0.2675709287478721, 0.0117398166516051, 4.043871545223346, 0.8044917314854515, 0.0254960142978632, 4.165866753423614, 0.9671061415890139, 0.0353182125460137, 4.432401496397308, 0.746118662820838, 0.0257794959602513, 4.560529599465146, 0.2115885168752305, 0.0209081767672372, 4.605159203848466, 0.4896002679356785, 0.0289218044794049, 4.716189858492075, 0.0458554659971036, 0.0145958705957715, 4.797733270203272, 0.3751067440519242, 0.0252249489284602, 4.974939943907899, 0.1684416106321324, 0.0139932898479229, 5.3906581768312245, 0.2936107090580974, 0.0265512568080322, 5.411193787542688, 0.0945931179627495, 0.0167121360915063, 2.5862368635150883, 0.0025500290291206, 0.0281850461754632, 3.8677045611008793, 0.162040945325193, 0.0185589183279474, 5.189034420045034]|269693.3031329028308392|      0.12500000|[706, 106, 7, 21]                                                          |  | used linear model with 116 points | iterate success | actual_k=8
       8|[0.6109284288871336, 0.01332057803556, 1.8926712352267774, 0.662841503143926, 0.0388515399373464, 1.9972792178499412, 1.2841176500918938, 0.034623574363323, 2.10926756275643, -0.01340452100074, 0.0227457200709919, 2.163591044700731, 1.224417111083954, 0.0304095013965694, 2.2172388471861635, 0.2117175708067063, 0.018830923692855, 2.281129112412336, 1.3180816976741014, 0.0342448593018814, 2.376991484113485, 4.499534815053245, 0.0733393655123627, 2.484801219475607, 0.6639895420799176, 0.0207042955855931, 2.574434717087018, 4.389978287651357, 0.0614156972691783, 2.710058256898428, 0.2372830909379989, 0.013183570787895, 2.942297824997106, 0.2259069759246766, 0.0198976265783388, 2.9631125058142636, 0.7104487858571885, 0.0220395589504397, 3.1201764409169073, 0.1963654420728103, 0.0317320907173588, 3.230984439499154, -0.0582387803044756, 0.0230866279396956, 3.246901851946898, 1.3792084652239358, 0.0397435228857657, 3.3803972146693337, 0.2486561242524037, 0.0070410431795672, 3.6635289400254187, 0.0660043222171262, 0.0188698650644411, 3.7238258210886652, 0.0096183112619031, 0.0186110337033303, 3.8369375131635453, 0.4120241979439815, 0.0197349388083674, 3.954146849557022, 0.2675709287478721, 0.0117398166516051, 4.043871545223346, 0.8044917314854515, 0.0254960142978632, 4.165866753423614, 0.9671061415890139, 0.0353182125460137, 4.432401496397308, 0.746118662820838, 0.0257794959602513, 4.560529599465146, 0.2115885168752305, 0.0209081767672372, 4.605159203848466, 0.4896002679356785, 0.0289218044794049, 4.716189858492075, 0.0458554659971036, 0.0145958705957715, 4.797733270203272, 0.3751067440519242, 0.0252249489284602, 4.974939943907899, 0.1684416106321324, 0.0139932898479229, 5.3906581768312245, 0.2936107090580974, 0.0265512568080322, 5.411193787542688, 0.0945931179627495, 0.0167121360915063, 2.5862368635150883, 0.0025500290291206, 0.0281850461754632, 3.8677045611008793, 0.162040945325193, 0.0185589183279474, 5.189034420045034]|269693.3031329028308392|      0.06250000|[807, 121, 8, 24]                                                          |  | used linear model with 116 points | iterate failure | actual_k=8
       9|[0.6109284288871336, 0.01332057803556, 1.8926712352267774, 0.662841503143926, 0.0388515399373464, 1.9972792178499412, 1.2841176500918938, 0.034623574363323, 2.10926756275643, -0.01340452100074, 0.0227457200709919, 2.163591044700731, 1.224417111083954, 0.0304095013965694, 2.2172388471861635, 0.2117175708067063, 0.018830923692855, 2.281129112412336, 1.3180816976741014, 0.0342448593018814, 2.376991484113485, 4.499534815053245, 0.0733393655123627, 2.484801219475607, 0.6639895420799176, 0.0207042955855931, 2.574434717087018, 4.389978287651357, 0.0614156972691783, 2.710058256898428, 0.2372830909379989, 0.013183570787895, 2.942297824997106, 0.2259069759246766, 0.0198976265783388, 2.9631125058142636, 0.7104487858571885, 0.0220395589504397, 3.1201764409169073, 0.1963654420728103, 0.0317320907173588, 3.230984439499154, -0.0582387803044756, 0.0230866279396956, 3.246901851946898, 1.3792084652239358, 0.0397435228857657, 3.3803972146693337, 0.2486561242524037, 0.0070410431795672, 3.6635289400254187, 0.0660043222171262, 0.0188698650644411, 3.7238258210886652, 0.0096183112619031, 0.0186110337033303, 3.8369375131635453, 0.4120241979439815, 0.0197349388083674, 3.954146849557022, 0.2675709287478721, 0.0117398166516051, 4.043871545223346, 0.8044917314854515, 0.0254960142978632, 4.165866753423614, 0.9671061415890139, 0.0353182125460137, 4.432401496397308, 0.746118662820838, 0.0257794959602513, 4.560529599465146, 0.2115885168752305, 0.0209081767672372, 4.605159203848466, 0.4896002679356785, 0.0289218044794049, 4.716189858492075, 0.0458554659971036, 0.0145958705957715, 4.797733270203272, 0.3751067440519242, 0.0252249489284602, 4.974939943907899, 0.1684416106321324, 0.0139932898479229, 5.3906581768312245, 0.2936107090580974, 0.0265512568080322, 5.411193787542688, 0.0945931179627495, 0.0167121360915063, 2.5862368635150883, 0.0025500290291206, 0.0281850461754632, 3.8677045611008793, 0.162040945325193, 0.0185589183279474, 5.189034420045034]|269693.3031329028308392|      0.03125000|[908, 136, 9, 27]                                                          |  | used linear model with 116 points | iterate failure | actual_k=8
      10|[0.6120891577183195, 0.0187793987707201, 1.8951605003058773, 0.6626208804606797, 0.0388554763703464, 2.001280654475659, 1.2821633750259571, 0.03481913448084, 2.105174171959921, -0.0139873473994163, 0.0185091611932402, 2.1616805194021183, 1.2231417048511501, 0.0335543367901198, 2.213647945156684, 0.2117500846341899, 0.0206464249849739, 2.2851594123164563, 1.3176993396242875, 0.0362558649707783, 2.3753830156317775, 4.497443239592599, 0.0838302326580821, 2.4824680591627692, 0.6632137620798122, 0.0243740694238759, 2.57739000050566, 4.3866729189573155, 0.0679935721653278, 2.7143949101808973, 0.2377120004957704, 0.0136849070889378, 2.9441246378163086, 0.2276758253299178, 0.0269856540504806, 2.9660015843191743, 0.7085488173154567, 0.0246056593992961, 3.1206824670474846, 0.1973325468246524, 0.0350701822522341, 3.2347480591840823, -0.060248449015198, 0.0242656953426134, 3.2483567725073637, 1.3805152754749705, 0.0430029244520901, 3.3795884855050344, 0.2467409896413221, 0.0168242160652952, 3.6620689752708615, 0.063395844371492, 0.0157675263316584, 3.723930679051589, 0.0066085370041695, 0.0196553174526438, 3.8336939331029045, 0.4143513733080921, 0.0224902184797432, 3.953535262921884, 0.2677423734744779, 0.0117391533117244, 4.040930661846861, 0.800597628669962, 0.0290072101046886, 4.165969502541675, 0.9665597481779996, 0.0345587624716775, 4.433729192106571, 0.7429929164590005, 0.0252475442462791, 4.557619493295962, 0.2141841925544196, 0.0278280922680833, 4.607567751320957, 0.4879575579031721, 0.0281536271606936, 4.71670289417908, 0.0429838135978311, 0.016982759581679, 4.801884728419681, 0.3753624411426488, 0.0295764751882256, 4.974325461091534, 0.1687576462353199, 0.0148343219744194, 5.392510940479262, 0.2954347174817355, 0.0273754213799435, 5.414599861970471, 0.0918023054520135, 0.0216493900637912, 2.5910627926911167, -0.0012413913045621, 0.0273451773429899, 3.86415036071314, 0.1688277087043751, 0.0188359647733006, 5.184737971821825]|255816.3663212716637645|      0.06250000|[1012, 148, 10, 30]                                                        |  | used linear model with 116 points | iterate success | actual_k=8
      11|[0.6107378577007236, 0.0316885992995678, 1.899520883468358, 0.6630119099149142, 0.0343443727350014, 1.9889513212714476, 1.2884509789434508, 0.0337845426041721, 2.103745598135106, -0.0130545066075197, 0.0255244998171389, 2.1735326231283247, 1.2161408025392086, 0.038751890283043, 2.213663714502318, 0.2076098439195087, 0.017735952697575, 2.2923834895713506, 1.3156924517123187, 0.0420581600539899, 2.3679604379267514, 4.505547939250688, 0.098136802176977, 2.474868657270234, 0.659210411498985, 0.0323012741677247, 2.5795140141173536, 4.391747579199381, 0.0912647428052583, 2.718626833203906, 0.2369490846736935, 0.0181926279744313, 2.953372166643746, 0.229321001125122, 0.022525005871842, 2.9670997544109565, 0.7016570886125031, 0.0429842365368998, 3.1245293445815134, 0.1940005162122107, 0.0415832785961709, 3.23483975559915, -0.0617350534266363, 0.0244812092086941, 3.249487513546872, 1.3868653235874253, 0.0584298751694781, 3.3819515364551584, 0.2540251238250715, 0.028512223094541, 3.6648361524067994, 0.0632255019799867, 0.0123146335848675, 3.7210523415066157, 0.003854812469737, 0.0214512180007708, 3.8342183008525605, 0.4206021164104502, 0.02816748862194, 3.950012669431903, 0.25676955575992, 0.0188162780204729, 4.0375590746613295, 0.7962036910825544, 0.0254949263309194, 4.161690842689296, 0.9680563913758763, 0.0331472672461901, 4.427741852054663, 0.7455154696374781, 0.0227430488992364, 4.555523067108172, 0.2118660165963532, 0.017945998879863, 4.60880151476196, 0.4878284138063846, 0.0294711376282289, 4.712668558735805, 0.0454589076193289, 0.0238756383996496, 4.803110292523951, 0.3686822008561371, 0.0325460802853219, 4.976090157056133, 0.1724738302368823, 0.0123861173830138, 5.393607995039814, 0.2909952383724405, 0.0337351347843795, 5.4161285539927295, 0.0878487349366119, 0.0286354601106042, 2.5959173922369985, -0.0053065604996503, 0.0225051637889274, 3.8746018130178705, 0.1722698109872178, 0.0133328473481716, 5.184426723545815]|237299.7757915403344668|      0.12500000|[1115, 161, 11, 33]                                                        |  | used linear model with 116 points | iterate success | actual_k=8
