k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[94, 6, 1, 8]                                                              |  | used linear model with 100 points | iterate failure | actual_k=1
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[188, 12, 2, 16]                                                           |  | used linear model with 100 points | iterate failure | actual_k=1
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[282, 18, 3, 24]                                                           |  | used linear model with 100 points | iterate failure | actual_k=1
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[376, 24, 4, 32]                                                           |  | used linear model with 100 points | iterate failure | actual_k=1
       5|[0.6020316673839177, 0.0226461288646072, 1.8933139209039829, 0.6512523886925246, 0.0249370563440441, 2.005682703406535, 1.3006511659011142, 0.0265328807173859, 2.11187444564009, -0.0166147381026883, 0.0144460250808414, 2.152997880443199, 1.23686814968049, 0.020337327990825, 2.223626817721826, 0.2221395685000447, 0.0147310660051876, 2.2810670013407712, 1.3341832645408325, 0.0255458615512485, 2.3837495506137336, 4.500079943896015, 0.0383187245704377, 2.487926320001315, 0.6624111532211593, 0.0256720923210409, 2.555019287123777, 4.385391600483426, 0.0577377322307236, 2.700669377149958, 0.2212800962864585, 0.02190599467775, 2.9392660805308988, 0.2329884866874065, 0.0252031658262306, 2.9711925187860677, 0.7124782258358618, 0.0181238599197581, 3.131463943748161, 0.2022195174262945, 0.0199442949792231, 3.2258165875943328, -0.0677063624573411, 0.0229643639404399, 3.246284611035, 1.3793152415813508, 0.0324802007632452, 3.3870606583907215, 0.2419664796872023, 0.0220028871352047, 3.668077322122489, 0.0600826286181435, 0.0164959331565971, 3.718525919863341, 0.022633926826755, 0.0205438282373404, 3.83080156413696, 0.4193480192414892, 0.0171413878068973, 3.9634732479877446, 0.2561225055122036, 0.0191048756324339, 4.048283762190301, 0.8216164981453146, 0.016283348384012, 4.169658467378656, 0.9645647583588953, 0.0265172061978909, 4.422144143348775, 0.7395320105266902, 0.0218360812523562, 4.560616770417256, 0.221939434651921, 0.0233668835990022, 4.6028186651879945, 0.495590081116712, 0.0136032142730715, 4.711551406178837, 0.0513327313173718, 0.0182576783612051, 4.796413157064604, 0.3665201645565755, 0.0180034236890568, 4.9612504975993765, 0.1636776024917116, 0.0131035640932512, 5.3976466939285785, 0.2845256615849379, 0.0156613531526072, 5.421069468818879, 0.0999749430134674, 0.0161765553446065, 2.5797269554075193, -0.0101542226370394, 0.0266353811033613, 3.868952144603019, 0.1527687372437319, 0.0267124801707636, 5.197253840930921]|318706.5646630301489495|      0.12500000|[469, 31, 5, 40]                                                           |  | used linear model with 100 points | iterate success | actual_k=1
       6|[0.6020316673839177, 0.0226461288646072, 1.8933139209039829, 0.6512523886925246, 0.0249370563440441, 2.005682703406535, 1.3006511659011142, 0.0265328807173859, 2.11187444564009, -0.0166147381026883, 0.0144460250808414, 2.152997880443199, 1.23686814968049, 0.020337327990825, 2.223626817721826, 0.2221395685000447, 0.0147310660051876, 2.2810670013407712, 1.3341832645408325, 0.0255458615512485, 2.3837495506137336, 4.500079943896015, 0.0383187245704377, 2.487926320001315, 0.6624111532211593, 0.0256720923210409, 2.555019287123777, 4.385391600483426, 0.0577377322307236, 2.700669377149958, 0.2212800962864585, 0.02190599467775, 2.9392660805308988, 0.2329884866874065, 0.0252031658262306, 2.9711925187860677, 0.7124782258358618, 0.0181238599197581, 3.131463943748161, 0.2022195174262945, 0.0199442949792231, 3.2258165875943328, -0.0677063624573411, 0.0229643639404399, 3.246284611035, 1.3793152415813508, 0.0324802007632452, 3.3870606583907215, 0.2419664796872023, 0.0220028871352047, 3.668077322122489, 0.0600826286181435, 0.0164959331565971, 3.718525919863341, 0.022633926826755, 0.0205438282373404, 3.83080156413696, 0.4193480192414892, 0.0171413878068973, 3.9634732479877446, 0.2561225055122036, 0.0191048756324339, 4.048283762190301, 0.8216164981453146, 0.016283348384012, 4.169658467378656, 0.9645647583588953, 0.0265172061978909, 4.422144143348775, 0.7395320105266902, 0.0218360812523562, 4.560616770417256, 0.221939434651921, 0.0233668835990022, 4.6028186651879945, 0.495590081116712, 0.0136032142730715, 4.711551406178837, 0.0513327313173718, 0.0182576783612051, 4.796413157064604, 0.3665201645565755, 0.0180034236890568, 4.9612504975993765, 0.1636776024917116, 0.0131035640932512, 5.3976466939285785, 0.2845256615849379, 0.0156613531526072, 5.421069468818879, 0.0999749430134674, 0.0161765553446065, 2.5797269554075193, -0.0101542226370394, 0.0266353811033613, 3.868952144603019, 0.1527687372437319, 0.0267124801707636, 5.197253840930921]|318706.5646630301489495|      0.06250000|[562, 38, 6, 48]                                                           |  | used linear model with 100 points | iterate failure | actual_k=1
       7|[0.6031568840251221, 0.031374217494988, 1.8924320374525638, 0.6491265895063822, 0.0284617614630076, 2.016585883612658, 1.3032617265422493, 0.0331886121513817, 2.1195683035116, -0.0150246938104052, 0.0111722080346256, 2.152954268968269, 1.239439287550839, 0.0341062069985386, 2.2202669490505906, 0.2254236969824391, 0.0216368349540157, 2.2822981618453357, 1.3393195044074597, 0.0373106797315642, 2.3854047028803675, 4.497578747048438, 0.073634058793668, 2.48230591290596, 0.6566306520972611, 0.0228568990321293, 2.5544284419289807, 4.389614595961053, 0.0603572464211428, 2.7038974842945436, 0.2149191807687957, 0.0167202213512616, 2.945639493548238, 0.231093755371599, 0.0339933294853529, 2.9697272637063215, 0.7162822607613905, 0.0227421350101118, 3.126326154677753, 0.1955717196256375, 0.0249998791653569, 3.22017572792901, -0.071496248899886, 0.0231097559986054, 3.241316388621694, 1.3752283146669917, 0.0397315915413546, 3.379899819241017, 0.2475705481394789, 0.0155825726515965, 3.661990904295419, 0.0634436952447888, 0.0118076016032548, 3.728362360657472, 0.0253862823540627, 0.0190150335356996, 3.8389214102566505, 0.4179191934192428, 0.0228423977901411, 3.9674515472310676, 0.2512735450883467, 0.0220310080570128, 4.044182800934648, 0.8241299279349322, 0.0152831984334406, 4.166828639648896, 0.9622701615787896, 0.0293162428938023, 4.418962581813056, 0.7266483179692937, 0.0309852697722056, 4.551063777497314, 0.2229038150652305, 0.0250157086233477, 4.603831590974798, 0.5061275679753111, 0.0203150753926858, 4.716252425630196, 0.046332693973354, 0.0168338170410633, 4.797705987670737, 0.3667498104005598, 0.0218339644356633, 4.960137707910097, 0.1563032521667656, 0.0096923540847421, 5.392564661651065, 0.2806241500069232, 0.0141332660881469, 5.422010620950285, 0.1008751239939237, 0.0154977534598488, 2.5804571771243574, -0.0074379732636962, 0.0266632677940608, 3.874773806621677, 0.1467425972572801, 0.0219758246779057, 5.192406926649601]|275233.8431026808684692|      0.12500000|[656, 44, 7, 56]                                                           |  | used linear model with 100 points | iterate success | actual_k=1
       8|[0.6031568840251221, 0.031374217494988, 1.8924320374525638, 0.6491265895063822, 0.0284617614630076, 2.016585883612658, 1.3032617265422493, 0.0331886121513817, 2.1195683035116, -0.0150246938104052, 0.0111722080346256, 2.152954268968269, 1.239439287550839, 0.0341062069985386, 2.2202669490505906, 0.2254236969824391, 0.0216368349540157, 2.2822981618453357, 1.3393195044074597, 0.0373106797315642, 2.3854047028803675, 4.497578747048438, 0.073634058793668, 2.48230591290596, 0.6566306520972611, 0.0228568990321293, 2.5544284419289807, 4.389614595961053, 0.0603572464211428, 2.7038974842945436, 0.2149191807687957, 0.0167202213512616, 2.945639493548238, 0.231093755371599, 0.0339933294853529, 2.9697272637063215, 0.7162822607613905, 0.0227421350101118, 3.126326154677753, 0.1955717196256375, 0.0249998791653569, 3.22017572792901, -0.071496248899886, 0.0231097559986054, 3.241316388621694, 1.3752283146669917, 0.0397315915413546, 3.379899819241017, 0.2475705481394789, 0.0155825726515965, 3.661990904295419, 0.0634436952447888, 0.0118076016032548, 3.728362360657472, 0.0253862823540627, 0.0190150335356996, 3.8389214102566505, 0.4179191934192428, 0.0228423977901411, 3.9674515472310676, 0.2512735450883467, 0.0220310080570128, 4.044182800934648, 0.8241299279349322, 0.0152831984334406, 4.166828639648896, 0.9622701615787896, 0.0293162428938023, 4.418962581813056, 0.7266483179692937, 0.0309852697722056, 4.551063777497314, 0.2229038150652305, 0.0250157086233477, 4.603831590974798, 0.5061275679753111, 0.0203150753926858, 4.716252425630196, 0.046332693973354, 0.0168338170410633, 4.797705987670737, 0.3667498104005598, 0.0218339644356633, 4.960137707910097, 0.1563032521667656, 0.0096923540847421, 5.392564661651065, 0.2806241500069232, 0.0141332660881469, 5.422010620950285, 0.1008751239939237, 0.0154977534598488, 2.5804571771243574, -0.0074379732636962, 0.0266632677940608, 3.874773806621677, 0.1467425972572801, 0.0219758246779057, 5.192406926649601]|275233.8431026808684692|      0.06250000|[750, 50, 8, 64]                                                           |  | used linear model with 100 points | iterate failure | actual_k=1
       9|[0.6058724657945902, 0.0326442688607047, 1.8896299008850521, 0.6593954952293152, 0.0215721296523075, 2.0124969394861827, 1.2971503323343758, 0.0383614974483777, 2.117280767216236, -0.0163761042563503, 0.0052760452019054, 2.1542019708661275, 1.2412971413621547, 0.0336311167674758, 2.2170434683818163, 0.2206316453037945, 0.029091965002668, 2.2833433322287435, 1.3278111911857005, 0.0409029706580941, 2.3788130704542985, 4.493714703157096, 0.0874234080940991, 2.4791471833820857, 0.6526824270908115, 0.0255399581430703, 2.5629734902620758, 4.398198919918385, 0.0816772716173056, 2.7098481096627376, 0.2253161234142727, 0.0199879054149431, 2.9355507474705043, 0.2345749956047123, 0.0465175107951296, 2.9675338945506864, 0.7166638433432447, 0.0253948205936982, 3.1276465043066084, 0.1976298718554648, 0.0303005644152317, 3.2181679371167986, -0.072154786844501, 0.0200158217625143, 3.229080660634228, 1.383446655109782, 0.0504787481338741, 3.38237081778592, 0.245852136642547, 0.0202663326222789, 3.6637324937936584, 0.0684903938567218, 0.0167144225453634, 3.726169645412747, 0.0300136684154669, 0.0323479782306581, 3.83550348794902, 0.4167181600529212, 0.0198698810421648, 3.976039105503713, 0.248351684582598, 0.0236273059964024, 4.04420384507064, 0.8249726841492193, 0.0367399154013261, 4.172862177231834, 0.9653757970013619, 0.0351277399850756, 4.420370474842909, 0.7269165001605931, 0.0235038388600804, 4.545964643342603, 0.2193515910927896, 0.0175915038542825, 4.596168880399214, 0.5021999092898141, 0.0285565444181074, 4.724189664877401, 0.0477873477770187, 0.0173315037551581, 4.801341546809853, 0.3656224077052619, 0.0178989244353144, 4.963618200789197, 0.1525133403038516, 0.0232685213255826, 5.394253050123047, 0.281523337003744, 0.0158483463796264, 5.4243801759703985, 0.0972234967407922, 0.0149560802435112, 2.586774598628875, -0.0045458496701444, 0.0308172612531706, 3.874493325548569, 0.1455235822736901, 0.0191219161637662, 5.186359481277567]|251172.0454051441629417|      0.12500000|[844, 56, 9, 72]                                                           |  | used linear model with 100 points | iterate success | actual_k=1
      10|[0.6058724657945902, 0.0326442688607047, 1.8896299008850521, 0.6593954952293152, 0.0215721296523075, 2.0124969394861827, 1.2971503323343758, 0.0383614974483777, 2.117280767216236, -0.0163761042563503, 0.0052760452019054, 2.1542019708661275, 1.2412971413621547, 0.0336311167674758, 2.2170434683818163, 0.2206316453037945, 0.029091965002668, 2.2833433322287435, 1.3278111911857005, 0.0409029706580941, 2.3788130704542985, 4.493714703157096, 0.0874234080940991, 2.4791471833820857, 0.6526824270908115, 0.0255399581430703, 2.5629734902620758, 4.398198919918385, 0.0816772716173056, 2.7098481096627376, 0.2253161234142727, 0.0199879054149431, 2.9355507474705043, 0.2345749956047123, 0.0465175107951296, 2.9675338945506864, 0.7166638433432447, 0.0253948205936982, 3.1276465043066084, 0.1976298718554648, 0.0303005644152317, 3.2181679371167986, -0.072154786844501, 0.0200158217625143, 3.229080660634228, 1.383446655109782, 0.0504787481338741, 3.38237081778592, 0.245852136642547, 0.0202663326222789, 3.6637324937936584, 0.0684903938567218, 0.0167144225453634, 3.726169645412747, 0.0300136684154669, 0.0323479782306581, 3.83550348794902, 0.4167181600529212, 0.0198698810421648, 3.976039105503713, 0.248351684582598, 0.0236273059964024, 4.04420384507064, 0.8249726841492193, 0.0367399154013261, 4.172862177231834, 0.9653757970013619, 0.0351277399850756, 4.420370474842909, 0.7269165001605931, 0.0235038388600804, 4.545964643342603, 0.2193515910927896, 0.0175915038542825, 4.596168880399214, 0.5021999092898141, 0.0285565444181074, 4.724189664877401, 0.0477873477770187, 0.0173315037551581, 4.801341546809853, 0.3656224077052619, 0.0178989244353144, 4.963618200789197, 0.1525133403038516, 0.0232685213255826, 5.394253050123047, 0.281523337003744, 0.0158483463796264, 5.4243801759703985, 0.0972234967407922, 0.0149560802435112, 2.586774598628875, -0.0045458496701444, 0.0308172612531706, 3.874493325548569, 0.1455235822736901, 0.0191219161637662, 5.186359481277567]|251172.0454051441629417|      0.06250000|[938, 62, 10, 80]                                                          |  | used linear model with 100 points | iterate failure | actual_k=1
      11|[0.6054882087320748, 0.0386977635114565, 1.8869126403298153, 0.6536865061925455, 0.026813199740527, 2.0053423796123937, 1.293920675690589, 0.046009675383439, 2.108366429973072, -0.0175503611224616, 0.0136084918939766, 2.157124539700507, 1.2400649248845375, 0.0491045239220973, 2.2116776250947603, 0.2158920750824045, 0.0225532273251236, 2.2848860354634586, 1.3243280948930019, 0.0508960336107601, 2.3708619595563163, 4.484906299727209, 0.1059621071453527, 2.480732641134169, 0.644854295185577, 0.0325496431106288, 2.5599841018848313, 4.399231004154255, 0.1018002871241882, 2.728400428497, 0.220068524838597, 0.0217351847412456, 2.9299962057686293, 0.2341754274356243, 0.0413703683946244, 2.9610607052208264, 0.7213915932734525, 0.0378352426098857, 3.122345892680649, 0.2004022938700384, 0.0323323422669111, 3.221214583140089, -0.0723527608486873, 0.0170137594076679, 3.2261185452097845, 1.3830062470243674, 0.0556506393108599, 3.3834200099930007, 0.2515904059228055, 0.0206250597167793, 3.6654182725195295, 0.0696135008392497, 0.0192945728951959, 3.7248007079257985, 0.0299331271446807, 0.0357286498187081, 3.8364985791722996, 0.4142558106627988, 0.0282644149968884, 3.9757713575813045, 0.2436100647728655, 0.020614837117962, 4.040045526671805, 0.8233728979459375, 0.0400576289329106, 4.171518077456346, 0.9611201565447186, 0.0390088511634686, 4.427493534491878, 0.733891768269231, 0.0408818655334161, 4.545297721785639, 0.2159905317677447, 0.0180151682101325, 4.600502927558048, 0.4984871788265601, 0.0340057075132233, 4.7236033969978735, 0.0424003607452802, 0.0108710779750014, 4.79773366520787, 0.3598766506986856, 0.0234308435477689, 4.964504482303422, 0.1557562359219004, 0.0211860450851222, 5.39165526991626, 0.2687769415617262, 0.0238031824498536, 5.420482734645388, 0.0933958022393198, 0.0206573948717583, 2.5920300841829818, -0.0054359106840982, 0.0327219927434345, 3.867045824590359, 0.1440779195642425, 0.0131261987507398, 5.181502921499092]|227083.3509989228332415|      0.12500000|[1031, 69, 11, 88]                                                         |  | used linear model with 100 points | iterate success | actual_k=1
