k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       2|[0.8880460443088887, 0.8898854002692862, 0.8903159915823767, 0.8863169087039318, 0.8887981189788134, 0.8877305995042455, 0.8865755566306928, 0.8842814545341098, 0.8883354640657763, 0.8897914539489249, 1.0403880620641883, 0.6538024549765855, 0.989324052484805, 0.9852008262088806, 0.987049259975744, 0.9856220698499765, 0.9785582696797687, 0.9644748448354059, 0.9802930272384083, 0.9928049751879896, 0.9889635790189621, 0.9916029201045903]|  1.3729428052902222|      1.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[0.8880460443088887, 0.8898854002692862, 0.8903159915823767, 0.8863169087039318, 0.8887981189788134, 0.8877305995042455, 0.8865755566306928, 0.8842814545341098, 0.8883354640657763, 0.8897914539489249, 1.0403880620641883, 0.6538024549765855, 0.989324052484805, 0.9852008262088806, 0.987049259975744, 0.9856220698499765, 0.9785582696797687, 0.9644748448354059, 0.9802930272384083, 0.9928049751879896, 0.9889635790189621, 0.9916029201045903]|  1.3729428052902222|      0.50000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.775109401975326, 0.7737770735702167, 0.7842289255595797, 0.775058807467094, 0.7801756988353915, 0.7730931821234196, 0.773040741413882, 0.7766987132418216, 0.7727067940554433, 0.7810065023777769, 1.0764521263404792, 0.3068815195038764, 0.9776780607795817, 0.9716522307747055, 0.9716869254355558, 0.9731425066677258, 0.9530685370889703, 0.9234340236585024, 0.9567153157518025, 0.9791215420694013, 0.9841586493937534, 0.9840913776047406]|  1.2272981405258179|      1.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.775109401975326, 0.7737770735702167, 0.7842289255595797, 0.775058807467094, 0.7801756988353915, 0.7730931821234196, 0.773040741413882, 0.7766987132418216, 0.7727067940554433, 0.7810065023777769, 1.0764521263404792, 0.3068815195038764, 0.9776780607795817, 0.9716522307747055, 0.9716869254355558, 0.9731425066677258, 0.9530685370889703, 0.9234340236585024, 0.9567153157518025, 0.9791215420694013, 0.9841586493937534, 0.9840913776047406]|  1.2272981405258179|      0.50000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.6674133827631594, 0.6562076098294117, 0.673151977460176, 0.6633399149995193, 0.6654705052917618, 0.6620711873731739, 0.6636246665806385, 0.6591281019147921, 0.6569952273050381, 0.6713569816932099, 1.095605066496323, -0.0373404446083509, 0.9615788603739945, 0.9600328981044693, 0.957467273054934, 0.9601956240078273, 0.9267446353216894, 0.881293890212748, 0.9271946348661266, 0.9751772617741933, 0.9770054737502614, 0.9775209305440027]|  1.0932766199111938|      1.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6674133827631594, 0.6562076098294117, 0.673151977460176, 0.6633399149995193, 0.6654705052917618, 0.6620711873731739, 0.6636246665806385, 0.6591281019147921, 0.6569952273050381, 0.6713569816932099, 1.095605066496323, -0.0373404446083509, 0.9615788603739945, 0.9600328981044693, 0.957467273054934, 0.9601956240078273, 0.9267446353216894, 0.881293890212748, 0.9271946348661266, 0.9751772617741933, 0.9770054737502614, 0.9775209305440027]|  1.0932766199111938|      0.50000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[0.5489863889021882, 0.5475067548868446, 0.5582042533740851, 0.5459935468088649, 0.5480440763793791, 0.5409145440962039, 0.5423532241508018, 0.5504497850350778, 0.5448769865684456, 0.5599070505518947, 1.1056372838371211, -0.3721352713210886, 0.9418672857293839, 0.9494471885468558, 0.9377749463228138, 0.9384600670794632, 0.8852274609551963, 0.8480244327219824, 0.9038797159477526, 0.9754117899249383, 0.9651674178746367, 0.9658831676404712]|  0.9724724292755127|      1.00000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.5489863889021882, 0.5475067548868446, 0.5582042533740851, 0.5459935468088649, 0.5480440763793791, 0.5409145440962039, 0.5423532241508018, 0.5504497850350778, 0.5448769865684456, 0.5599070505518947, 1.1056372838371211, -0.3721352713210886, 0.9418672857293839, 0.9494471885468558, 0.9377749463228138, 0.9384600670794632, 0.8852274609551963, 0.8480244327219824, 0.9038797159477526, 0.9754117899249383, 0.9651674178746367, 0.9658831676404712]|  0.9724724292755127|      0.50000000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[0.5489863889021882, 0.5475067548868446, 0.5582042533740851, 0.5459935468088649, 0.5480440763793791, 0.5409145440962039, 0.5423532241508018, 0.5504497850350778, 0.5448769865684456, 0.5599070505518947, 1.1056372838371211, -0.3721352713210886, 0.9418672857293839, 0.9494471885468558, 0.9377749463228138, 0.9384600670794632, 0.8852274609551963, 0.8480244327219824, 0.9038797159477526, 0.9754117899249383, 0.9651674178746367, 0.9658831676404712]|  0.9724724292755127|      0.25000000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[0.491554965419516, 0.4877647310884766, 0.4998577382020053, 0.4862927386330254, 0.4875256159215196, 0.4809254029360425, 0.4844499621065367, 0.4911518228553764, 0.4830524074886101, 0.5027280941976928, 1.106149981301243, -0.5327279062232678, 0.9348837919721864, 0.9410647048187166, 0.9284057283979145, 0.9296265970937213, 0.8672160032271684, 0.8225558492150835, 0.8873595772161924, 0.9718309643560448, 0.9566203571493844, 0.9599556683561383]|  0.9167867302894592|      0.50000000|[1204, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
