k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0005048245594024, 399999.96919359243, 25000.00776913918]                     |1128250461913088.0000000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[-0.8360645075972464, 399999.2271682447, 24999.731342889543]                    |793273077596160.0000000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[-0.8360645075972464, 399999.2271682447, 24999.731342889543]                    |793273077596160.0000000000000000|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.1148560161330101, 399997.9006583782, 24998.41976754445]                     |15333190533120.0000000000000000|      4.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[-0.1148560161330101, 399997.9006583782, 24998.41976754445]                     |15333190533120.0000000000000000|      2.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.1148560161330101, 399997.9006583782, 24998.41976754445]                     |15333190533120.0000000000000000|      1.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.1148560161330101, 399997.9006583782, 24998.41976754445]                     |15333190533120.0000000000000000|      0.50000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.1148560161330101, 399997.9006583782, 24998.41976754445]                     |15333190533120.0000000000000000|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.1148560161330101, 399997.9006583782, 24998.41976754445]                     |15333190533120.0000000000000000|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.0095616579057294, 399997.88946977176, 24998.424246101447]                    |75104681984.0000000000000000|      0.25000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.0095616579057294, 399997.88946977176, 24998.424246101447]                    |75104681984.0000000000000000|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.0095616579057294, 399997.88946977176, 24998.424246101447]                    |75104681984.0000000000000000|      0.06250000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.0095616579057294, 399997.88946977176, 24998.424246101447]                    |75104681984.0000000000000000|      0.03125000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.0095616579057294, 399997.88946977176, 24998.424246101447]                    |75104681984.0000000000000000|      0.01562500|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.0095616579057294, 399997.88946977176, 24998.424246101447]                    |75104681984.0000000000000000|      0.00781250|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
