k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0036119493381663, 399999.9299780376, 25000.04803933054]                      |1135217838391296.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.0036119493381663, 399999.9299780376, 25000.04803933054]                      |1135217838391296.0000000000000000|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      1.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      0.50000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      0.06250000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      0.03125000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0153851626155183, 399999.80131780513, 25000.13083040845]                     |219463368704.0000000000000000|      0.01562500|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.0008530082152192, 399999.7999130257, 25000.125264107326]                     |1831708288.0000000000000000|      0.03125000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.0008530082152192, 399999.7999130257, 25000.125264107326]                     |1831708288.0000000000000000|      0.01562500|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.0008530082152192, 399999.7999130257, 25000.125264107326]                     |1831708288.0000000000000000|      0.00781250|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0008530082152192, 399999.7999130257, 25000.125264107326]                     |1831708288.0000000000000000|      0.00390625|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.0008530082152192, 399999.7999130257, 25000.125264107326]                     |1831708288.0000000000000000|      0.00195312|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
