k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      2.00000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      4.00000000|[241, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      2.00000000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      1.00000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      0.50000000|[601, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      1.00000000|[721, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.50000000|[841, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.25000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.12500000|[1081, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.5198522800193528, 0.1444437526024059, 0.3465159810500866, 1.947252202746263, -0.0203829939728787, 0.0158212321282379, 0.045523584539831, -0.0109122251407726, -0.001613617764921, -0.0009478981704143, -0.0006286651606514, -0.0147425558653126, 0.0117344297811132, -0.0088415272321078, -0.0072886927785381, -0.0024217762940249, 0.0249671624510637, 0.0162751430773056, -0.0110725561738946, -0.023578349453494, 0.0118758204644004, 0.0206156534565083]| 12.1452627182006836|      0.06250000|[1201, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.479129319250895, 0.1398152156038629, 0.3383877831115432, 1.9007781570245577, -0.0201179525986388, 0.0157838438261404, 0.0456621578597841, -0.0110354704448471, -0.0017653348513012, -0.0011348002301133, -0.0003937501500497, -0.0146949388231663, 0.0118306575391241, -0.0090481021373409, -0.0075068765122023, -0.0024721443553226, 0.0252391480704157, 0.0160996184368548, -0.010964710751689, -0.0236673923468117, 0.0119564376209317, 0.0202866750109448]| 12.1449127197265625|      0.12500000|[1321, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
