k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837395171255915, 10.08438660562418, 9.016923924378009]                       |33321014.0000000000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[10.804838904950733, 10.680215994782383, 7.371007777926436]                     |5514072.5000000000000000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[10.804838904950733, 10.680215994782383, 7.371007777926436]                     |5514072.5000000000000000|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[11.96833273715303, 11.430792688219324, 5.927776427900916]                      |2812303.7500000000000000|      4.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[9.046220609859525, 9.133196114376638, 4.450511827570098]                       |751539.3750000000000000|      8.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[9.046220609859525, 9.133196114376638, 4.450511827570098]                       |751539.3750000000000000|      4.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[9.046220609859525, 9.133196114376638, 4.450511827570098]                       |751539.3750000000000000|      2.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[7.969132409041863, 7.448165948932596, 4.426967206039955]                       |287790.6562500000000000|      4.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[7.969132409041863, 7.448165948932596, 4.426967206039955]                       |287790.6562500000000000|      2.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[7.969132409041863, 7.448165948932596, 4.426967206039955]                       |287790.6562500000000000|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[7.655446996302902, 6.847542555583584, 3.691540118425754]                       |190695.5468750000000000|      2.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[7.051336358973101, 6.033022387102767, 1.9677050819437354]                      |96717.0625000000000000|      4.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[7.433070273841175, 2.129506780036821, 2.7530999658283175]                      |8844.4023437500000000|      8.00000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[7.433070273841175, 2.129506780036821, 2.7530999658283175]                      |8844.4023437500000000|      4.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[7.433070273841175, 2.129506780036821, 2.7530999658283175]                      |8844.4023437500000000|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
