k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.215698828078022, -0.5985301861067014, -0.1256240585307743, 0.7867271652385325, 0.0735047518199876, 0.2147203833674372, -0.2856003715102058]|75844.3359375000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.215698828078022, -0.5985301861067014, -0.1256240585307743, 0.7867271652385325, 0.0735047518199876, 0.2147203833674372, -0.2856003715102058]|75844.3359375000000000|      1.00000000|[57, 8, 1, 5]                                                              |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.215698828078022, -0.5985301861067014, -0.1256240585307743, 0.7867271652385325, 0.0735047518199876, 0.2147203833674372, -0.2856003715102058]|75844.3359375000000000|      0.50000000|[86, 12, 2, 8]                                                             |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.215698828078022, -0.5985301861067014, -0.1256240585307743, 0.7867271652385325, 0.0735047518199876, 0.2147203833674372, -0.2856003715102058]|75844.3359375000000000|      0.25000000|[115, 16, 2, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.19259659019059, -0.5919900018166158, -0.1173578345746827, 0.6894716270493568, 0.0767456861858861, 0.1946720192177615, -0.5136005949014203]|64951.1835937500000000|      0.50000000|[143, 20, 2, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[10.260986011230393, -0.6912422362344848, -0.1734748117612853, 0.5682949561382351, 0.0313082484048685, 0.2695059466336717, -0.9718301257117372]|59513.5585937500000000|      1.00000000|[171, 24, 2, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[10.35402661200838, -0.9331654305820875, -0.1801492909630688, 0.1853648769782705, 0.1726018498254595, 0.105818457380138, -1.8317017117668444]|56188.6953125000000000|      2.00000000|[199, 28, 2, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[10.589694863648447, -1.0176104996887128, -0.1198856484792983, -1.7577070225372824, 0.1512926089352198, 0.0432955597069078, -1.4395203816409397]|47666.2773437500000000|      4.00000000|[227, 32, 2, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[10.589694863648447, -1.0176104996887128, -0.1198856484792983, -1.7577070225372824, 0.1512926089352198, 0.0432955597069078, -1.4395203816409397]|47666.2773437500000000|      2.00000000|[255, 36, 2, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.589694863648447, -1.0176104996887128, -0.1198856484792983, -1.7577070225372824, 0.1512926089352198, 0.0432955597069078, -1.4395203816409397]|47666.2773437500000000|      1.00000000|[283, 40, 2, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[10.588690641207826, -0.9471890302704659, -0.1069688585371627, -2.341966074468885, 0.1736003309722551, -0.0225952961142973, -0.6341167029725914]|33948.1757812500000000|      2.00000000|[311, 44, 2, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[10.588690641207826, -0.9471890302704659, -0.1069688585371627, -2.341966074468885, 0.1736003309722551, -0.0225952961142973, -0.6341167029725914]|33948.1757812500000000|      1.00000000|[339, 48, 2, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[10.588690641207826, -0.9471890302704659, -0.1069688585371627, -2.341966074468885, 0.1736003309722551, -0.0225952961142973, -0.6341167029725914]|33948.1757812500000000|      0.50000000|[367, 52, 2, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
