k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1282162250640229, -0.1381470801000296, 0.4304043871271874, 0.183084035293996, 0.6028482956872407, 0.1316281509180519, 0.5267573170135621, -0.2921307503696554, -0.0462882208161478]|39617.1953125000000000|      2.00000000|[10, 3, 0, 3]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       2|[0.1282162250640229, -0.1381470801000296, 0.4304043871271874, 0.183084035293996, 0.6028482956872407, 0.1316281509180519, 0.5267573170135621, -0.2921307503696554, -0.0462882208161478]|39617.1953125000000000|      1.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.1282162250640229, -0.1381470801000296, 0.4304043871271874, 0.183084035293996, 0.6028482956872407, 0.1316281509180519, 0.5267573170135621, -0.2921307503696554, -0.0462882208161478]|39617.1953125000000000|      0.50000000|[29, 9, 1, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.1483945197754017, -0.1330288103894579, 0.2819195266865421, -0.0132265743134824, 0.7188063277224455, -0.0207717437212942, 0.5454401739538891, -0.1107400742608648, -0.3913351899536185]|7861.9156275149252906|      1.00000000|[39, 12, 3, 15]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       5|[0.1483945197754017, -0.1330288103894579, 0.2819195266865421, -0.0132265743134824, 0.7188063277224455, -0.0207717437212942, 0.5454401739538891, -0.1107400742608648, -0.3913351899536185]|7861.9156275149252906|      0.50000000|[50, 15, 4, 19]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1483945197754017, -0.1330288103894579, 0.2819195266865421, -0.0132265743134824, 0.7188063277224455, -0.0207717437212942, 0.5454401739538891, -0.1107400742608648, -0.3913351899536185]|7861.9156275149252906|      0.25000000|[59, 18, 5, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1483945197754017, -0.1330288103894579, 0.2819195266865421, -0.0132265743134824, 0.7188063277224455, -0.0207717437212942, 0.5454401739538891, -0.1107400742608648, -0.3913351899536185]|7861.9156275149252906|      0.12500000|[70, 21, 7, 28]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.1483945197754017, -0.1330288103894579, 0.2819195266865421, -0.0132265743134824, 0.7188063277224455, -0.0207717437212942, 0.5454401739538891, -0.1107400742608648, -0.3913351899536185]|7861.9156275149252906|      0.06250000|[80, 24, 7, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1576036601903573, -0.11621911182474, 0.2778279856598371, 0.0119464517056873, 0.7328139964172408, -0.0166954728586401, 0.587126045589204, -0.085568080714474, -0.3738915120002285]|5285.1894531250000000|      0.12500000|[90, 27, 8, 35]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[0.216443610279095, -0.0908815218005812, 0.2536268739225797, 0.051299584926084, 0.8152565129291371, -0.0257615932469222, 0.6065494153148234, -0.1194703772620741, -0.3425720638676011]|2763.3186035156250000|      0.25000000|[99, 30, 8, 38]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
