k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.7235824279479656, -1.0608571012219659, 20.149459411733663]                   |302.2582397460937500|      1.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.7235824279479656, -1.0608571012219659, 20.149459411733663]                   |302.2582397460937500|      0.50000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.7235824279479656, -1.0608571012219659, 20.149459411733663]                   |302.2582397460937500|      0.25000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.7235824279479656, -1.0608571012219659, 20.149459411733663]                   |302.2582397460937500|      0.12500000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.7235824279479656, -1.0608571012219659, 20.149459411733663]                   |302.2582397460937500|      0.06250000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.7113134213539348, -1.1217669415014355, 20.156220538438962]                   |229.9378051757812500|      0.12500000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[0.7113134213539348, -1.1217669415014355, 20.156220538438962]                   |229.9378051757812500|      0.06250000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.7732981832446453, -1.125511137165924, 20.163300107082456]                    |227.9692687988281250|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.7732981832446453, -1.125511137165924, 20.163300107082456]                    |227.9692687988281250|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.7732981832446453, -1.125511137165924, 20.163300107082456]                    |227.9692687988281250|      0.03125000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.7732981832446453, -1.125511137165924, 20.163300107082456]                    |227.9692687988281250|      0.01562500|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.75942193042357, -1.1304907455280888, 20.16847637342076]                      |225.9322052001953125|      0.03125000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.75942193042357, -1.1304907455280888, 20.16847637342076]                      |225.9322052001953125|      0.01562500|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.75942193042357, -1.1304907455280888, 20.16847637342076]                      |225.9322052001953125|      0.00781250|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
