k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4483708259288693, 0.1843826880304172, -0.0925802772883757, 0.6002649529575461, 0.4347229850722527, 0.0216229665412972, -0.0549142017500196, -0.037877510273494, -0.0405233473789503, 0.0218174310649095, 0.0791590517293581, 0.0823801396490341, 0.1000795521630181, -0.0358155426465405, -0.0250994227853579, 0.0499413919026335, 0.2059326482694207, 0.2826974705025733, 0.0697303411263273, 0.149007660344481, -0.0999761417452842, 0.1148698284893564]| 13.5441801669298378|      2.00000000|[26, 1, 1, 2]                                                              |  | used linear model with 27 points | iterate success | actual_k=4
       2|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      4.00000000|[50, 4, 2, 4]                                                              |  | used linear model with 27 points | iterate success | actual_k=4
       3|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      2.00000000|[75, 6, 2, 5]                                                              |  | used linear model with 27 points | actual_k=4
       4|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      1.00000000|[98, 9, 2, 6]                                                              |  | used linear model with 27 points | actual_k=4
       5|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      0.50000000|[124, 9, 2, 7]                                                             |  | used linear model with 27 points | actual_k=4
       6|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      0.25000000|[148, 11, 2, 8]                                                            |  | used linear model with 27 points | actual_k=4
       7|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      0.12500000|[172, 13, 2, 9]                                                            |  | used linear model with 27 points | actual_k=4
       8|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      0.06250000|[195, 16, 2, 10]                                                           |  | used linear model with 27 points | actual_k=4
       9|[1.4994410473346433, 0.2289729924966644, -0.1783869577608738, 2.0102537706242387, 0.1537615504571403, -0.3148056868356374, -0.176147305157586, -0.2091349040513758, -0.1319914903565721, 0.0595934153663884, 0.1022685189988833, 0.0219608420408967, 0.5209506419330446, -0.0546745765393497, 0.0385982974221867, 0.1365265971590522, 0.183024997800778, 0.3479773900190865, 0.2830843489208903, -0.3251390825017348, 0.3162046082384161, 0.0132160830224572]| 12.1447769362386246|      0.03125000|[218, 19, 2, 11]                                                           |  | used linear model with 27 points | actual_k=4
