k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.038828561420693, -0.0969820252674024, 0.1451380419638985, -0.0341293205563137, -0.0671987130279712, 0.0371085257049033, 0.1056453091040805, -0.0492787077659134, 0.1593075919551574, 0.1015072033088833, 0.1866665478090272, 0.0961071242587744, 0.0881360187203914, 0.0416553771696134, 0.1647759401915307, 0.0920459804215415, 0.0720312315426807, 0.2057591744279105, 0.1682285704466986, 0.1832523009933942, 0.294751865743613, 0.205376402432166, 0.0328567384972521, 0.4892410400908782, 0.4133325411319105, 0.2985380926947581, 0.3873176217926397, 0.4546718736572434, 0.3115842061457946, 0.2239414292213637, 0.4857461225301295, 0.3675531626338404, 0.379159631681565, 0.2683625109279891, 0.2713858973485143, 0.3852566588583672, 0.3179886706996051, 0.4176659224930347, 0.3698216617418828, 0.4653135477217497, 0.3844773902803966, 0.4563749872698717, 0.5044744846101289, 0.3495193330261957, 0.4449605022835569, 0.4354655145970928, 0.498603946059476, 0.5276831295424401, 0.4690992286395406, 0.602610274520117, 0.4114185213002117, 0.4579515353669166, 0.4721253347619111, 0.5243584444893381, 0.6549539974329257, 0.5373290774934971, 0.7332909717310166, 0.7264020626739303, 0.5985381802281177, 0.7738929072683707, 0.7564277268511499, 0.7229066563528872, 0.5584785280070911, 0.6470628002069956, 0.6277860053148955, 0.6811552668529683, 0.6703318292201527, 0.7696427417252931, 0.7776655589811091, 0.5826628363165848, 0.7828570132332797, 0.6146566576660597, 0.757277875143403, 0.8251528049519575, 0.7007049562189102, 0.8008107794564945, 0.7557879497252303, 0.8433320144808553, 0.9840209019278426, 0.8397763168656667, 0.8220441297072671, 0.8320080963864511, 0.9337118066043915, 0.8762399021203681, 0.7501593536817349, 0.7060328819026118, 0.946681221603483, 0.9945587398575784, 0.8142950067169296, 1.11606675683324, 1.0847391079956172, 1.0522238698437603, 1.0938449610620875, 1.181100180457735, 1.0530473782294736, 1.0925927887211742, 1.1009690129812655, 1.208363549860826, 1.0151995795107023, 1.1641340066189911]|-105.7365798950195312|      2.00000000|[119, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[-0.0261008890438093, -0.1366714458869476, -0.1460094287966505, -0.1009982887965977, -0.397993664530408, -0.2114666807377928, 0.0452381029078248, 0.0489079223141769, 0.5482750440083015, 0.3261873574806163, 0.3858636422125263, -0.0299612509279279, 0.1982357697578334, -0.179666742744571, 0.0830982288136936, 0.3687630893319108, 0.0392009734341149, 0.172558476813175, 0.474504348748359, 0.1788111298628654, 0.2947792770266419, 0.3053132130236313, 0.0988156693088836, 0.4246455284176001, 0.5364206142259218, 0.2746787180370647, 0.575646005055664, 0.6268739878291303, 0.4795021609310285, 0.5380745040910069, 0.7635538601830758, 0.4983559766011947, 0.360359821520729, -0.0788100178170653, 0.208599343755459, 0.3435492118034628, 0.3414808481614465, 0.1658903536387244, 0.4431433314932296, 0.8447398243098438, 0.3549942857996123, 0.3716903220646042, 0.4230456615347284, 0.1493549850550782, 0.5611066141327312, 0.4969768985175476, 0.5243096357999626, 0.5725109910889928, 0.273752325406445, 0.4446392809768669, 0.2610247874529514, 0.335268159662988, 0.649778034484304, 0.7844144744312171, 0.5656478400316989, 0.6788038819077071, 0.656453232562347, 0.847271251686506, 0.2913669651852869, 0.9009889449594968, 0.875294303037684, 0.6274751216385225, 0.7109964410613607, 0.4711226421906038, 0.8430034808682575, 0.9672819352530777, 0.4385173374689991, 0.6620231032704452, 0.81482138802887, 0.6203552981057389, 0.8589096583109476, 0.701097777032665, 0.9707269638964706, 0.9906823614268985, 0.802081112427343, 0.9255513092229263, 0.8890927261213766, 0.9946828507523081, 0.8934986477034993, 0.5906470648132718, 0.630629884012842, 0.6548878123145098, 0.7326557017845843, 1.4495420674598196, 0.7174501956998653, 0.7920356616651698, 1.1396229025455267, 1.2847767982187202, 0.718696726664425, 1.4077475592038928, 1.0162794411127778, 0.9535561467680744, 1.3804348093592311, 1.3204273670992754, 1.1656943759881258, 1.3075238141619596, 1.879008530726543, 1.6441003077308218, 1.0386827021937437, 1.1531705875316982]|-254.7761688232421875|      4.00000000|[239, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[-1.0125323116832687, -0.4494891756350615, -0.7326216556513477, -0.1573995022442116, -0.804673747294531, -0.6139840790344132, -0.3038254056429219, 0.0875133930384989, 0.2230933927003012, 0.1650099846112018, 0.5703519665906697, -0.5419962076606091, 0.8810331287425823, -0.4523649041266933, 0.249948725383342, 0.0305891342050378, -0.0201895393941062, -0.0374422351462106, 1.0670282359947332, 0.3769725328641887, 0.1648594102288325, 0.6589147998443143, -0.2584567613923227, -0.1189874706365713, 0.4773807424358014, 0.6240706978338948, 0.8661659177505772, 0.572119560178948, 1.064262029592757, 0.2552131225705508, 0.7260056646866555, 0.961184691050158, 0.0787120886223312, 0.2592013235824467, -0.1973005511200949, 0.4896206510252216, 0.8708536085450524, 0.2202075205329013, 0.1864030378958209, 0.7612772610011858, -0.0909364474924368, 0.6438852413665586, 0.2730037971436491, -0.1182645810955904, 0.8717405240087881, 0.3264359892918391, 0.5507242635305688, 1.3604597387018742, -0.3756096864949741, 0.8426736849222349, 0.0490910652872764, 0.1726443771256741, 0.6161568356377887, 0.7175162486678681, 0.4581839731613696, 0.6196815595748383, 0.4808396105878742, 0.7177404443496314, 0.7684265513164288, 0.9312707699278421, 0.9706530890272715, 0.5097255186192448, 1.6577791524613223, 0.4925528230855598, 0.7752506220227475, 0.7374893654189261, 0.908856674250154, 0.7936399975662438, 0.5949981683427482, 0.5492437628531986, 1.9407331173498217, 0.9156360107871758, 1.5363334039675962, 1.3624537746351377, 0.9090120541896668, 1.0643383554141095, 0.9916389240348741, 1.0299590928037656, 1.035571146677168, 0.48204223300901, 0.718583502774051, 1.5237954294038862, 0.6172526843562361, 1.3159830555784449, -0.0375545290677227, 1.0213960637943111, 1.7899956085262763, 1.5779390961679396, 1.4266972919665284, 1.918283183177134, 1.4928537009601288, 1.3549797531508827, 1.0025144812112774, 1.9930931056367553, 1.073551270539077, 1.700158718409608, 2.478747559619987, 1.53578468923285, 1.4934857272368178, 2.122000927693642]|-668.9646606445312500|      8.00000000|[358, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-1.5390069295850828, -1.2123888727429524, 0.0765300505167021, -0.1744216992217761, -0.9855670971278498, -0.9314226088875, 0.725576624571157, 0.2179893306321309, -0.0041846352829768, 1.9990726342465635, 2.4499003273000275, -0.0667706835494761, 1.5032875601263305, -1.0245006480363883, -0.1972286170721654, -0.0570555684836464, -2.071081728313737, -0.4154000589588995, 2.8876735502837203, 0.7593952187148354, 0.8583266063475079, 1.0605306575128801, 1.0607662350814855, -1.0343407796329482, 0.9936714052518008, 1.3165104941485186, 0.5894043559323152, 1.1411573834367479, 0.8761043076587325, 1.7360099915288747, 2.197864296714033, 0.9483907452257336, -0.7247906197947993, 0.4137515117392788, -0.2730203713248361, 0.5858072899529975, 0.2248033079826094, 0.0357555593525199, 0.5441733246188363, 2.392408758405048, -0.8014489457060339, 1.7538555684631176, 0.5642577216226148, 0.2031471449661727, -0.61414794927018, 0.7013508829874081, 0.7018879116521601, 1.6496329438914121, -0.7999290443656699, 1.8785961110579918, -0.0706985156559502, 1.0317625856708508, 0.8226592919442247, 0.6718491474156948, 0.9247683187912612, 0.4811912200319683, 0.7183823355608588, 1.8285984528122583, 1.5247069842542849, 1.2064243185796935, 1.4786484016746833, 0.8417843569790717, 2.3832520728060564, 0.7039752717348136, -0.1101683457295699, 1.1612333080860595, 2.41409421627972, 1.4330469635658165, 1.118844857724873, 0.9648147712750308, 2.55779983543244, 2.421222401012352, 1.095822188134511, 0.1094330314816505, -0.5483647086406841, 0.8413754699956693, 0.2188010559501543, 0.1504235986911959, 1.846615192157029, 0.6788186961669554, 1.0335341946797372, 0.4648497492317003, 0.3960936840653209, 1.1311882831235502, 0.0182562455853871, 0.7205331777847754, 2.1888566229621333, 0.4835643808109009, 1.104551678258845, 1.1269419315905649, 1.8549673908562883, 0.7719729954693438, 0.7117462526574669, 0.5631829054575879, 2.413596103652398, 1.8297312421706091, 3.068006131274021, 0.8373372242050032, 1.5811476671758191, 0.8330198308868808]|-994.5759277343750000|     16.00000000|[476, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[-1.699865732553495, 0.1293386690166907, 0.0395647388052768, -2.757190957948805, 0.4807612622165029, -1.5904823114951072, 2.497910661566743, 0.9774123928227444, -2.096553381416545, 1.174882180486342, 3.925927426546475, 1.4397821979016254, 2.7720661594013194, 0.1167130357551129, 1.2594545478190087, 1.389874125987476, -3.777376085849583, 0.7913698900851502, 2.2613129703045143, 0.2083220390043812, 2.0254898852311545, 1.7759257644091626, 2.3372759987130047, -1.6420757869658007, 2.28189595940945, -0.456487124470796, -0.0369981008969751, 2.313996124230087, -0.9188494585439353, -1.2020445097265595, 2.5999957470440673, 4.30318813669738, -2.1431617176378235, -0.1944612730296023, 1.9594732359969225, 1.7757184795938663, -1.0961835619366718, 0.9399436024542202, 1.8704899234430967, 1.0205874299274285, -1.6125612177719528, 0.6843025152109383, 1.5011195769264727, 1.6861092085710496, -0.2664487236775518, 2.8622291714194272, 0.6545195231204551, 3.513917340153292, -1.0112078736381858, 3.284013477228576, 0.5376955007029703, 3.6339585145488362, -0.5420344895866233, 0.1862647257002943, 2.094019502119799, 0.5878662797935803, 0.5837410991027963, 3.6425589496591426, 0.6359511886394142, -0.8840181966023666, 1.8924440539603642, 1.7890144707710274, 0.0121859797784953, -2.1973816640532178, 0.3647302950462323, 0.8668200031134236, -1.350224823309527, 3.326859325072217, -1.5168838807740213, -1.480732528859532, 3.7287419478659607, 5.419901705619777, -0.7454823798610488, -0.5240019383034169, 2.2601828571698217, -1.2823299106688868, -2.661163610564532, -2.499431706914941, 2.0186577264375805, -0.7214407229783274, 1.8061573048148483, -0.3415737215539471, 2.036002014949409, 4.360993035096369, 0.8132766097772198, 3.456820140539011, 0.7751333526601856, 0.9510935903210795, -0.3902615016943447, 1.3789150220580424, 1.4216839561325436, 1.3378627883143577, 0.6974771980472313, 1.6693527352443727, 1.9351503863460868, 2.5704286154671196, 4.795902309725273, -0.7323431804135037, -1.1247154482114876, 2.9072197827571284]|-1091.7019042968750000|     32.00000000|[943, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 178 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 236 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 294 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 352 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 410 points | iterate success | actual_k=4
       6|[-1.699865732553495, 0.1293386690166907, 0.0395647388052768, -2.757190957948805, 0.4807612622165029, -1.5904823114951072, 2.497910661566743, 0.9774123928227444, -2.096553381416545, 1.174882180486342, 3.925927426546475, 1.4397821979016254, 2.7720661594013194, 0.1167130357551129, 1.2594545478190087, 1.389874125987476, -3.777376085849583, 0.7913698900851502, 2.2613129703045143, 0.2083220390043812, 2.0254898852311545, 1.7759257644091626, 2.3372759987130047, -1.6420757869658007, 2.28189595940945, -0.456487124470796, -0.0369981008969751, 2.313996124230087, -0.9188494585439353, -1.2020445097265595, 2.5999957470440673, 4.30318813669738, -2.1431617176378235, -0.1944612730296023, 1.9594732359969225, 1.7757184795938663, -1.0961835619366718, 0.9399436024542202, 1.8704899234430967, 1.0205874299274285, -1.6125612177719528, 0.6843025152109383, 1.5011195769264727, 1.6861092085710496, -0.2664487236775518, 2.8622291714194272, 0.6545195231204551, 3.513917340153292, -1.0112078736381858, 3.284013477228576, 0.5376955007029703, 3.6339585145488362, -0.5420344895866233, 0.1862647257002943, 2.094019502119799, 0.5878662797935803, 0.5837410991027963, 3.6425589496591426, 0.6359511886394142, -0.8840181966023666, 1.8924440539603642, 1.7890144707710274, 0.0121859797784953, -2.1973816640532178, 0.3647302950462323, 0.8668200031134236, -1.350224823309527, 3.326859325072217, -1.5168838807740213, -1.480732528859532, 3.7287419478659607, 5.419901705619777, -0.7454823798610488, -0.5240019383034169, 2.2601828571698217, -1.2823299106688868, -2.661163610564532, -2.499431706914941, 2.0186577264375805, -0.7214407229783274, 1.8061573048148483, -0.3415737215539471, 2.036002014949409, 4.360993035096369, 0.8132766097772198, 3.456820140539011, 0.7751333526601856, 0.9510935903210795, -0.3902615016943447, 1.3789150220580424, 1.4216839561325436, 1.3378627883143577, 0.6974771980472313, 1.6693527352443727, 1.9351503863460868, 2.5704286154671196, 4.795902309725273, -0.7323431804135037, -1.1247154482114876, 2.9072197827571284]|-1091.7019042968750000|     16.00000000|[1584, 108, 0, 27]                                                         |  | trying linear partial model with 61 points | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 352 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 410 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 468 points | trying quadratic partial model with 526 points | trying quadratic partial model with 584 points | exploitation failed, decreasing delta | actual_k=4
       7|[-1.699865732553495, 0.1293386690166907, 0.0395647388052768, -2.757190957948805, 0.4807612622165029, -1.5904823114951072, 2.497910661566743, 0.9774123928227444, -2.096553381416545, 1.174882180486342, 3.925927426546475, 1.4397821979016254, 2.7720661594013194, 0.1167130357551129, 1.2594545478190087, 1.389874125987476, -3.777376085849583, 0.7913698900851502, 2.2613129703045143, 0.2083220390043812, 2.0254898852311545, 1.7759257644091626, 2.3372759987130047, -1.6420757869658007, 2.28189595940945, -0.456487124470796, -0.0369981008969751, 2.313996124230087, -0.9188494585439353, -1.2020445097265595, 2.5999957470440673, 4.30318813669738, -2.1431617176378235, -0.1944612730296023, 1.9594732359969225, 1.7757184795938663, -1.0961835619366718, 0.9399436024542202, 1.8704899234430967, 1.0205874299274285, -1.6125612177719528, 0.6843025152109383, 1.5011195769264727, 1.6861092085710496, -0.2664487236775518, 2.8622291714194272, 0.6545195231204551, 3.513917340153292, -1.0112078736381858, 3.284013477228576, 0.5376955007029703, 3.6339585145488362, -0.5420344895866233, 0.1862647257002943, 2.094019502119799, 0.5878662797935803, 0.5837410991027963, 3.6425589496591426, 0.6359511886394142, -0.8840181966023666, 1.8924440539603642, 1.7890144707710274, 0.0121859797784953, -2.1973816640532178, 0.3647302950462323, 0.8668200031134236, -1.350224823309527, 3.326859325072217, -1.5168838807740213, -1.480732528859532, 3.7287419478659607, 5.419901705619777, -0.7454823798610488, -0.5240019383034169, 2.2601828571698217, -1.2823299106688868, -2.661163610564532, -2.499431706914941, 2.0186577264375805, -0.7214407229783274, 1.8061573048148483, -0.3415737215539471, 2.036002014949409, 4.360993035096369, 0.8132766097772198, 3.456820140539011, 0.7751333526601856, 0.9510935903210795, -0.3902615016943447, 1.3789150220580424, 1.4216839561325436, 1.3378627883143577, 0.6974771980472313, 1.6693527352443727, 1.9351503863460868, 2.5704286154671196, 4.795902309725273, -0.7323431804135037, -1.1247154482114876, 2.9072197827571284]|-1091.7019042968750000|      8.00000000|[2229, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 120 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 179 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 237 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 296 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 354 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 412 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 470 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 528 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 587 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-2.5009169768435138, 0.1249591779505118, 0.8471947518456285, -1.4098620088670162, 0.069370116946793, -1.8248867421763304, 2.583971359038016, 0.7726407317694728, -1.4029970822767681, 2.1719441752987017, 4.328248937358542, 2.1653003992512576, 2.6502151042485096, 1.184933851549884, 1.345663095797614, 1.6740484389217518, -4.055817540866853, 1.3850266903376802, 2.7015029513365145, 1.0384188568971968, 2.2831546925407125, 0.6600933177415202, 2.7011636892839372, -2.065107602757788, 0.9887459100575138, -0.6637147562096716, -0.7317889056162714, 3.2323335570505614, 0.8771449958711084, -2.178967185379148, 2.2733286736049205, 5.35126453286617, -2.3801785315027204, 1.0685940417125301, 3.0516113424257982, 2.3270223285996474, -0.6005721299002373, 1.6015359348706002, 2.3639042125816974, 1.8070458139048093, -2.1558011211189383, 2.181836757067991, 1.5922227060318708, 0.4981604551753738, -0.7534534170159509, 2.6219647387837215, 1.4370433657879045, 4.714953482589463, -1.293615312367043, 2.7558675656725184, 0.3687126380259226, 2.591902260441081, -0.6820438889147804, -1.4552813385047576, 1.8477280352190255, 1.2797514890330817, 1.9938406994059408, 4.261472880128974, 1.4570913005574035, -1.304623717472131, 2.496125387053591, 2.2116318601108387, 1.6823616225661548, -1.164409947752537, -0.1397299017905765, 0.8221199902902334, -1.7940885070020092, 2.5996733916179813, -1.5859945301948466, -0.902899678810376, 4.976493130671152, 5.886615101130365, -1.2800444760621499, -2.084948644776207, 1.6710130867076893, -1.777123909204159, -1.9213877029372315, -1.5199550563090647, 1.139393484289813, -1.3671294666675213, 2.1324851350447496, -0.5139613983293008, 2.274662402600568, 3.6643798171299107, 2.495286784647932, 3.2170724664086885, 0.9124037535024415, 3.5551020905502266, -0.0759519737215938, 1.566633118321921, 1.5369644682426487, 1.4555059885006183, 1.0683703773679345, 1.837739084051355, 2.4101480032225684, 2.6696510345465727, 5.997877110298695, -1.6136808934099491, -1.5252040000277194, 2.6200718686975595]|-1259.6416015625000000|     16.00000000|[2348, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[-2.5009169768435138, 0.1249591779505118, 0.8471947518456285, -1.4098620088670162, 0.069370116946793, -1.8248867421763304, 2.583971359038016, 0.7726407317694728, -1.4029970822767681, 2.1719441752987017, 4.328248937358542, 2.1653003992512576, 2.6502151042485096, 1.184933851549884, 1.345663095797614, 1.6740484389217518, -4.055817540866853, 1.3850266903376802, 2.7015029513365145, 1.0384188568971968, 2.2831546925407125, 0.6600933177415202, 2.7011636892839372, -2.065107602757788, 0.9887459100575138, -0.6637147562096716, -0.7317889056162714, 3.2323335570505614, 0.8771449958711084, -2.178967185379148, 2.2733286736049205, 5.35126453286617, -2.3801785315027204, 1.0685940417125301, 3.0516113424257982, 2.3270223285996474, -0.6005721299002373, 1.6015359348706002, 2.3639042125816974, 1.8070458139048093, -2.1558011211189383, 2.181836757067991, 1.5922227060318708, 0.4981604551753738, -0.7534534170159509, 2.6219647387837215, 1.4370433657879045, 4.714953482589463, -1.293615312367043, 2.7558675656725184, 0.3687126380259226, 2.591902260441081, -0.6820438889147804, -1.4552813385047576, 1.8477280352190255, 1.2797514890330817, 1.9938406994059408, 4.261472880128974, 1.4570913005574035, -1.304623717472131, 2.496125387053591, 2.2116318601108387, 1.6823616225661548, -1.164409947752537, -0.1397299017905765, 0.8221199902902334, -1.7940885070020092, 2.5996733916179813, -1.5859945301948466, -0.902899678810376, 4.976493130671152, 5.886615101130365, -1.2800444760621499, -2.084948644776207, 1.6710130867076893, -1.777123909204159, -1.9213877029372315, -1.5199550563090647, 1.139393484289813, -1.3671294666675213, 2.1324851350447496, -0.5139613983293008, 2.274662402600568, 3.6643798171299107, 2.495286784647932, 3.2170724664086885, 0.9124037535024415, 3.5551020905502266, -0.0759519737215938, 1.566633118321921, 1.5369644682426487, 1.4555059885006183, 1.0683703773679345, 1.837739084051355, 2.4101480032225684, 2.6696510345465727, 5.997877110298695, -1.6136808934099491, -1.5252040000277194, 2.6200718686975595]|-1259.6416015625000000|      8.00000000|[2989, 204, 0, 51]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 235 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 293 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 351 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 409 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 468 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 526 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 584 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-1.7489554937823157, 0.3589723998925622, 2.1616106726316615, -2.4149222376135686, 0.1677567382024583, -0.6919331925093728, 1.3340342194893131, 0.849260604021481, -1.4914469096166254, 2.0388246713480473, 4.80805505806692, 3.160529305992248, 1.5304657807474713, 1.9102448556024036, 2.088320776205401, 2.383133404876493, -4.6405399823009, 1.9828302160024198, 2.2335942922823246, 1.2436531446105414, 0.8736408979754064, 1.820882058510299, 1.879077335714983, -1.4226403721869931, 1.622274727242968, -1.8376980166470815, -1.1706624717269418, 2.9047502064366446, 1.760647759082177, -1.4086438221555793, 1.53591861821947, 4.104316500946705, -1.8306285220937304, 0.472558805091842, 2.609139827930478, 1.1746639909150818, -1.319479156472393, 0.4920300729731544, 1.9143097171017966, 1.211692745708794, -2.5795628465449982, 1.4424925353946958, 1.169697712291752, 0.7487618219842582, -1.9984575107833744, 1.539960771386171, 1.9880540079518265, 4.970323491411114, -2.0330483105400114, 2.8132563150113192, -0.296091893733978, 1.4584848380599662, -0.6113228536245541, -1.3558976087821062, 1.566088724137746, 1.4720560390466275, 1.222794471795563, 4.288946890346858, 0.7696934315857558, -0.6450352153059034, 1.443380054142796, 0.8252090439129409, 2.193793319480703, -1.552754206750955, -0.6330171266930333, 1.8345865676435698, -1.5591180043117323, 1.1382868960479626, -2.355576779979671, -3.1556392728968317, 4.429280261836837, 4.7935169251692535, -1.9421811220451237, -1.0176113910310944, 1.2780927388315861, -2.0219774744611616, -0.5026527162350136, -1.4021461897087786, 1.6773926246773776, -0.942052553963914, 1.3492214799867241, -0.9427760276922111, 1.2203239803436938, 4.951820011655351, 2.5108492119442296, 2.8295019688668064, 1.143704506694804, 4.122183467800477, 0.4827054616307369, 1.320772955413767, 2.1523383404007266, 2.362710602285471, 1.750836087890316, 2.7954852300910162, 2.7729693793211068, 2.5762282259628737, 4.413233206826198, -2.9370050609146685, -1.7326769333214227, 1.9387121247601655]|-1309.4020996093750000|     16.00000000|[3514, 240, 0, 60]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 119 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 177 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 236 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 294 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 352 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 410 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 468 points | iterate success | actual_k=4
