k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.611284351893476, -1.0772952833933265, 0.1137678774075635, 0.1689603439801346, 0.7089998164394723, 0.065759040814023, -0.0864018462874238]|69633.0859375000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.611284351893476, -1.0772952833933265, 0.1137678774075635, 0.1689603439801346, 0.7089998164394723, 0.065759040814023, -0.0864018462874238]|69633.0859375000000000|      1.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.611284351893476, -1.0772952833933265, 0.1137678774075635, 0.1689603439801346, 0.7089998164394723, 0.065759040814023, -0.0864018462874238]|69633.0859375000000000|      0.50000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.611284351893476, -1.0772952833933265, 0.1137678774075635, 0.1689603439801346, 0.7089998164394723, 0.065759040814023, -0.0864018462874238]|69633.0859375000000000|      0.25000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.60164211482711, -1.1799139635787435, 0.025404249224621, 0.0392847727531601, 0.7498082412129514, -0.0048097106742882, 0.0571504889898259]|51001.5468750000000000|      0.50000000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[10.60164211482711, -1.1799139635787435, 0.025404249224621, 0.0392847727531601, 0.7498082412129514, -0.0048097106742882, 0.0571504889898259]|51001.5468750000000000|      0.25000000|[169, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[10.617771495976987, -1.1574332928656643, -0.0776449205930279, 0.2540773281907215, 0.7158963114466169, -0.0628186464403116, 0.0355997667902295]|19579.3300781250000000|      0.50000000|[197, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[10.617771495976987, -1.1574332928656643, -0.0776449205930279, 0.2540773281907215, 0.7158963114466169, -0.0628186464403116, 0.0355997667902295]|19579.3300781250000000|      0.25000000|[225, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.617771495976987, -1.1574332928656643, -0.0776449205930279, 0.2540773281907215, 0.7158963114466169, -0.0628186464403116, 0.0355997667902295]|19579.3300781250000000|      0.12500000|[253, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.617771495976987, -1.1574332928656643, -0.0776449205930279, 0.2540773281907215, 0.7158963114466169, -0.0628186464403116, 0.0355997667902295]|19579.3300781250000000|      0.06250000|[281, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
