k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
       2|[0.9576951827612838, 0.8135619930227246, 0.8573659285742278, 0.9428009384716228, 0.8748708886655105, 0.8657637771845653, 1.0155899215050255, 0.962177259867724, 0.8730516147421971, 0.9549223245835516, 1.0551805641413203, 0.6800847866619875, 0.8920796414095294, 1.002535684224077, 0.9539352444813293, 0.9145526969374905, 0.977497663098552, 0.9844716921549436, 1.0036600343289537, 0.9786335987532462, 1.0278649463633034, 1.088746129266808]|  1.3945871591567993|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[0.9576951827612838, 0.8135619930227246, 0.8573659285742278, 0.9428009384716228, 0.8748708886655105, 0.8657637771845653, 1.0155899215050255, 0.962177259867724, 0.8730516147421971, 0.9549223245835516, 1.0551805641413203, 0.6800847866619875, 0.8920796414095294, 1.002535684224077, 0.9539352444813293, 0.9145526969374905, 0.977497663098552, 0.9844716921549436, 1.0036600343289537, 0.9786335987532462, 1.0278649463633034, 1.088746129266808]|  1.3945871591567993|      0.50000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
       4|[0.9576951827612838, 0.8135619930227246, 0.8573659285742278, 0.9428009384716228, 0.8748708886655105, 0.8657637771845653, 1.0155899215050255, 0.962177259867724, 0.8730516147421971, 0.9549223245835516, 1.0551805641413203, 0.6800847866619875, 0.8920796414095294, 1.002535684224077, 0.9539352444813293, 0.9145526969374905, 0.977497663098552, 0.9844716921549436, 1.0036600343289537, 0.9786335987532462, 1.0278649463633034, 1.088746129266808]|  1.3945871591567993|      0.25000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
       5|[0.9590779441769225, 0.7491937820332101, 0.8263532632937427, 0.9162762558055029, 0.8483300128284086, 0.8297482218231061, 0.9586186607081961, 0.9193470944527463, 0.8240691375331243, 0.8883500772742894, 1.0997730351155772, 0.4957232049371015, 0.8993486047718819, 1.0047761181511985, 0.9370368370231899, 0.9160902013141793, 1.0038862450272341, 1.0019883567593166, 0.9557619957795, 0.9697642061167101, 0.9775765833487523, 1.1121595193204095]|  1.3289171457290649|      0.50000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[0.9590779441769225, 0.7491937820332101, 0.8263532632937427, 0.9162762558055029, 0.8483300128284086, 0.8297482218231061, 0.9586186607081961, 0.9193470944527463, 0.8240691375331243, 0.8883500772742894, 1.0997730351155772, 0.4957232049371015, 0.8993486047718819, 1.0047761181511985, 0.9370368370231899, 0.9160902013141793, 1.0038862450272341, 1.0019883567593166, 0.9557619957795, 0.9697642061167101, 0.9775765833487523, 1.1121595193204095]|  1.3289171457290649|      0.25000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
       7|[0.9292102266792971, 0.7086576690860985, 0.7928682735876522, 0.9106809090186522, 0.7890130930381003, 0.80717487480415, 0.8858278038345119, 0.9019763549452954, 0.7616726356216349, 0.8525637738701947, 1.15810649439444, 0.3231819918334791, 0.8261436928399952, 0.9570170725740164, 0.9388355703591179, 0.8965259279047064, 1.0009040309558843, 1.0076514405694927, 0.9402986764689832, 0.9465215331792326, 1.0205124639785064, 1.1000364567894456]|  1.2678101062774658|      0.50000000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[0.9292102266792971, 0.7086576690860985, 0.7928682735876522, 0.9106809090186522, 0.7890130930381003, 0.80717487480415, 0.8858278038345119, 0.9019763549452954, 0.7616726356216349, 0.8525637738701947, 1.15810649439444, 0.3231819918334791, 0.8261436928399952, 0.9570170725740164, 0.9388355703591179, 0.8965259279047064, 1.0009040309558843, 1.0076514405694927, 0.9402986764689832, 0.9465215331792326, 1.0205124639785064, 1.1000364567894456]|  1.2678101062774658|      0.25000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | exploitation failed, decreasing delta | actual_k=4
       9|[0.9022718629723148, 0.7193312318041657, 0.7521427264004281, 0.8645569264378634, 0.8022028361688942, 0.7744570231519171, 0.8211294738033081, 0.8418342688888814, 0.736812913555279, 0.8146638015422791, 1.2180278333334011, 0.1958797026034074, 0.7344986536042089, 0.9692844502021075, 0.9806013254077118, 0.8308846582230633, 0.9609599346235711, 1.0621768049085174, 0.972557457966871, 0.9306408828554948, 1.0806404409754857, 1.153860080879888]|  1.2238650700675187|      0.50000000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[0.9022718629723148, 0.7193312318041657, 0.7521427264004281, 0.8645569264378634, 0.8022028361688942, 0.7744570231519171, 0.8211294738033081, 0.8418342688888814, 0.736812913555279, 0.8146638015422791, 1.2180278333334011, 0.1958797026034074, 0.7344986536042089, 0.9692844502021075, 0.9806013254077118, 0.8308846582230633, 0.9609599346235711, 1.0621768049085174, 0.972557457966871, 0.9306408828554948, 1.0806404409754857, 1.153860080879888]|  1.2238650700675187|      0.25000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=4
      11|[0.8297695949995677, 0.6407460285112822, 0.6977222527874338, 0.831801068663248, 0.7993354454377196, 0.729113349900247, 0.7540597528154896, 0.7600533008685404, 0.7543932699747672, 0.7943888494909042, 1.2616026621425178, 0.0506021886613393, 0.7005186389011425, 0.9129284955620154, 0.9860246859546581, 0.8678100617069091, 0.9704905968279216, 1.0554932250951252, 0.9833782449393119, 0.9309654942071292, 1.016752227244515, 1.1535316302076322]|  1.1693067550659180|      0.50000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
