k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[116, 0, 1, 3]                                                             |  | used linear model with 116 points | iterate failure | actual_k=0
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[232, 0, 2, 6]                                                             |  | used linear model with 116 points | iterate failure | actual_k=0
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[348, 0, 3, 9]                                                             |  | used linear model with 116 points | iterate failure | actual_k=0
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[464, 0, 4, 12]                                                            |  | used linear model with 116 points | iterate failure | actual_k=0
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[580, 0, 5, 15]                                                            |  | used linear model with 116 points | iterate failure | actual_k=0
       6|[0.59666361631917, 0.0188323392345901, 1.8896909781992277, 0.6520381043569703, 0.0237197885214937, 2.0021139428378776, 1.2981912131998379, 0.0220460056332798, 2.120537793758184, -0.0223696000379146, 0.017775345503173, 2.1625528945991093, 1.2337238857610258, 0.0208141553808653, 2.2229029280161177, 0.2188286024648813, 0.0235347693430126, 2.28035270669185, 1.3362466514720883, 0.0204979917527678, 2.393720770279282, 4.50385906048457, 0.0346926096775286, 2.4879348568187023, 0.6614608028252011, 0.0154460578429472, 2.5576526859347353, 4.389699594518076, 0.0393201191988281, 2.7116453502346314, 0.2277377868061267, 0.019332947684851, 2.9390966842726414, 0.2354390767427578, 0.0174891652170851, 2.9656351898950772, 0.7076107773554372, 0.0198221604189596, 3.1278521165554043, 0.2056524035765872, 0.02229643847868, 3.2234894261359193, -0.0706344226746815, 0.0240257914560996, 3.2564876654421053, 1.379346354415322, 0.0193113806630571, 3.3787368948967322, 0.2423301482903917, 0.0197659600793344, 3.673286186914221, 0.0611381173499131, 0.0194345234234913, 3.722274502631638, 0.0154394020475472, 0.0216195617675141, 3.8297152140610233, 0.4165139140807884, 0.0198549435301673, 3.958392502617727, 0.2656964161887894, 0.0201691472860012, 4.051057949926144, 0.8228146646441112, 0.0200642805145183, 4.173718059140926, 0.9665274093329617, 0.0209646064123646, 4.429821143369662, 0.7474914488015628, 0.0210908686505352, 4.558581971803694, 0.2177331477430069, 0.0210635213479234, 4.5978830939583855, 0.5054675486087253, 0.0202501155047942, 4.705832752742802, 0.0488696835440654, 0.0217782050705032, 4.800974330001526, 0.371105214552353, 0.0207187884083508, 4.9660651199628685, 0.1635010818205952, 0.024353765066778, 5.3943920019304565, 0.288394152026868, 0.0172645681427365, 5.41764626611354, 0.0993379048279356, 0.020706922128821, 2.5879018640233076, -0.0016064479431537, 0.0215306130982056, 3.861583796488318, 0.1530373915595115, 0.0213285733177896, 5.198291433505643]|353275.6467499648570083|      0.06250000|[696, 0, 6, 18]                                                            |  | used linear model with 116 points | iterate success | actual_k=0
       7|[0.59666361631917, 0.0188323392345901, 1.8896909781992277, 0.6520381043569703, 0.0237197885214937, 2.0021139428378776, 1.2981912131998379, 0.0220460056332798, 2.120537793758184, -0.0223696000379146, 0.017775345503173, 2.1625528945991093, 1.2337238857610258, 0.0208141553808653, 2.2229029280161177, 0.2188286024648813, 0.0235347693430126, 2.28035270669185, 1.3362466514720883, 0.0204979917527678, 2.393720770279282, 4.50385906048457, 0.0346926096775286, 2.4879348568187023, 0.6614608028252011, 0.0154460578429472, 2.5576526859347353, 4.389699594518076, 0.0393201191988281, 2.7116453502346314, 0.2277377868061267, 0.019332947684851, 2.9390966842726414, 0.2354390767427578, 0.0174891652170851, 2.9656351898950772, 0.7076107773554372, 0.0198221604189596, 3.1278521165554043, 0.2056524035765872, 0.02229643847868, 3.2234894261359193, -0.0706344226746815, 0.0240257914560996, 3.2564876654421053, 1.379346354415322, 0.0193113806630571, 3.3787368948967322, 0.2423301482903917, 0.0197659600793344, 3.673286186914221, 0.0611381173499131, 0.0194345234234913, 3.722274502631638, 0.0154394020475472, 0.0216195617675141, 3.8297152140610233, 0.4165139140807884, 0.0198549435301673, 3.958392502617727, 0.2656964161887894, 0.0201691472860012, 4.051057949926144, 0.8228146646441112, 0.0200642805145183, 4.173718059140926, 0.9665274093329617, 0.0209646064123646, 4.429821143369662, 0.7474914488015628, 0.0210908686505352, 4.558581971803694, 0.2177331477430069, 0.0210635213479234, 4.5978830939583855, 0.5054675486087253, 0.0202501155047942, 4.705832752742802, 0.0488696835440654, 0.0217782050705032, 4.800974330001526, 0.371105214552353, 0.0207187884083508, 4.9660651199628685, 0.1635010818205952, 0.024353765066778, 5.3943920019304565, 0.288394152026868, 0.0172645681427365, 5.41764626611354, 0.0993379048279356, 0.020706922128821, 2.5879018640233076, -0.0016064479431537, 0.0215306130982056, 3.861583796488318, 0.1530373915595115, 0.0213285733177896, 5.198291433505643]|353275.6467499648570083|      0.03125000|[812, 0, 7, 21]                                                            |  | used linear model with 116 points | iterate failure | actual_k=0
       8|[0.5948762714060535, 0.0225356244787262, 1.889748297574379, 0.6550775089462432, 0.025370935671205, 1.9994144816839747, 1.2961545089018618, 0.0215809615713265, 2.120669251533947, -0.0231565614738073, 0.0171335579175434, 2.1636990738680715, 1.2345109901262528, 0.0247114892896628, 2.224026950148626, 0.2145665587479869, 0.0244645625096787, 2.2830097213412417, 1.33674396086023, 0.0242489787308969, 2.394153888785661, 4.50368609701979, 0.0530003648908636, 2.4916159891575185, 0.658612205531979, 0.0183423953072786, 2.5527035691575404, 4.386596945714104, 0.0507096444152747, 2.7119769085009264, 0.2269202863134225, 0.0185954782623923, 2.937740912761701, 0.2320136474467483, 0.0144137878929762, 2.9659108541191204, 0.7064884632282429, 0.0195604314110884, 3.1266707727405745, 0.2047760681707183, 0.0233951718444704, 3.2241501932270578, -0.0706477768604342, 0.0274781066137088, 3.256690490713403, 1.378139564495394, 0.0237598980514344, 3.3826075868034535, 0.2410148842915097, 0.019899686859941, 3.6708735292119328, 0.0617556962637417, 0.0201504272125793, 3.7195932984700404, 0.0167358140505046, 0.0243033251803823, 3.835127661645577, 0.4187196495996114, 0.0208746883865375, 3.9537946339659507, 0.2667551281505746, 0.0209140693462925, 4.048118362945396, 0.8235565878233055, 0.0222682643686015, 4.177895849688371, 0.967182633355379, 0.0227859140681438, 4.4292745557776465, 0.7485771569626184, 0.0188413632245141, 4.559168865044694, 0.217102307167037, 0.0226906044028406, 4.598895742638319, 0.5037964243583176, 0.0210136509438491, 4.706375612140369, 0.0501387688289993, 0.0198881421607519, 4.801704339170124, 0.3719313924901869, 0.0221891792361561, 4.96434283265078, 0.159233013777991, 0.0229988638612513, 5.399556326500948, 0.28946052570303, 0.0197017413926364, 5.419040507554739, 0.1000792434755164, 0.0232705093978934, 2.59139856614571, -0.0005537432510034, 0.0189860086315336, 3.862814206723729, 0.1509060169825983, 0.0163178470629572, 5.19492001188463]|309256.0776151441968977|      0.06250000|[928, 0, 8, 24]                                                            |  | used linear model with 116 points | iterate success | actual_k=0
       9|[0.5948762714060535, 0.0225356244787262, 1.889748297574379, 0.6550775089462432, 0.025370935671205, 1.9994144816839747, 1.2961545089018618, 0.0215809615713265, 2.120669251533947, -0.0231565614738073, 0.0171335579175434, 2.1636990738680715, 1.2345109901262528, 0.0247114892896628, 2.224026950148626, 0.2145665587479869, 0.0244645625096787, 2.2830097213412417, 1.33674396086023, 0.0242489787308969, 2.394153888785661, 4.50368609701979, 0.0530003648908636, 2.4916159891575185, 0.658612205531979, 0.0183423953072786, 2.5527035691575404, 4.386596945714104, 0.0507096444152747, 2.7119769085009264, 0.2269202863134225, 0.0185954782623923, 2.937740912761701, 0.2320136474467483, 0.0144137878929762, 2.9659108541191204, 0.7064884632282429, 0.0195604314110884, 3.1266707727405745, 0.2047760681707183, 0.0233951718444704, 3.2241501932270578, -0.0706477768604342, 0.0274781066137088, 3.256690490713403, 1.378139564495394, 0.0237598980514344, 3.3826075868034535, 0.2410148842915097, 0.019899686859941, 3.6708735292119328, 0.0617556962637417, 0.0201504272125793, 3.7195932984700404, 0.0167358140505046, 0.0243033251803823, 3.835127661645577, 0.4187196495996114, 0.0208746883865375, 3.9537946339659507, 0.2667551281505746, 0.0209140693462925, 4.048118362945396, 0.8235565878233055, 0.0222682643686015, 4.177895849688371, 0.967182633355379, 0.0227859140681438, 4.4292745557776465, 0.7485771569626184, 0.0188413632245141, 4.559168865044694, 0.217102307167037, 0.0226906044028406, 4.598895742638319, 0.5037964243583176, 0.0210136509438491, 4.706375612140369, 0.0501387688289993, 0.0198881421607519, 4.801704339170124, 0.3719313924901869, 0.0221891792361561, 4.96434283265078, 0.159233013777991, 0.0229988638612513, 5.399556326500948, 0.28946052570303, 0.0197017413926364, 5.419040507554739, 0.1000792434755164, 0.0232705093978934, 2.59139856614571, -0.0005537432510034, 0.0189860086315336, 3.862814206723729, 0.1509060169825983, 0.0163178470629572, 5.19492001188463]|309256.0776151441968977|      0.03125000|[1044, 0, 9, 27]                                                           |  | used linear model with 116 points | iterate failure | actual_k=0
      10|[0.5980253321142134, 0.026465521586589, 1.8912382508935246, 0.6519313106342969, 0.0228031160276092, 1.9976023014428155, 1.2952839027980532, 0.0225025538735604, 2.120716542154355, -0.0173488831334713, 0.0187376848184134, 2.165028707158742, 1.2322303798236418, 0.0243978649193489, 2.22380965640345, 0.2120927488204494, 0.0283812345262167, 2.2818895504005865, 1.3326505893225848, 0.0309481342525393, 2.3924965152275206, 4.50241498996932, 0.0618608173845015, 2.486795091125945, 0.6615870636879916, 0.0184229448333005, 2.5513409122556303, 4.384404009982863, 0.0578502901283681, 2.7096618400103694, 0.2259829309889541, 0.0153792126119963, 2.9382956552572836, 0.2305503651352591, 0.0159485104841857, 2.965248124763677, 0.7127537353774431, 0.0235700782102524, 3.12307051517057, 0.2023057649773116, 0.0206608418820819, 3.2255944960593674, -0.0691091230175537, 0.0296504524829357, 3.253517475240699, 1.3770637186263033, 0.0320098808445343, 3.38474360124558, 0.2390316418676668, 0.0218560486073767, 3.673426358339742, 0.0573135289807307, 0.0178996282113589, 3.725218396765548, 0.0161833727376251, 0.0235451341694656, 3.832647074754023, 0.4223784454390496, 0.0233269001163488, 3.9574373073484637, 0.2676124878759553, 0.0205277658457538, 4.051345694727831, 0.8295245041395347, 0.0232694772102675, 4.17759267165182, 0.9675512673047653, 0.0276557196655564, 4.4322868283811045, 0.7505089550949566, 0.0237352625604599, 4.558154151098313, 0.2159607749266587, 0.0284579963792572, 4.5985095540129715, 0.5008828387647817, 0.0183550281796368, 4.707108813014755, 0.050004332464884, 0.0207240080827912, 4.801878950669804, 0.3711496471633262, 0.0210168849992049, 4.958833121209418, 0.1609904204233639, 0.021580363218871, 5.399351734724969, 0.2935529279225246, 0.0206229199680294, 5.417472892572011, 0.1050083534232032, 0.0195419543117637, 2.5986238778161157, -0.0026320457460451, 0.0208574310560345, 3.8612482103976737, 0.1514715507819455, 0.0163345211672643, 5.194348603263119]|289654.1932577415136620|      0.06250000|[1160, 0, 10, 30]                                                          |  | used linear model with 116 points | iterate success | actual_k=0
      11|[0.5980253321142134, 0.026465521586589, 1.8912382508935246, 0.6519313106342969, 0.0228031160276092, 1.9976023014428155, 1.2952839027980532, 0.0225025538735604, 2.120716542154355, -0.0173488831334713, 0.0187376848184134, 2.165028707158742, 1.2322303798236418, 0.0243978649193489, 2.22380965640345, 0.2120927488204494, 0.0283812345262167, 2.2818895504005865, 1.3326505893225848, 0.0309481342525393, 2.3924965152275206, 4.50241498996932, 0.0618608173845015, 2.486795091125945, 0.6615870636879916, 0.0184229448333005, 2.5513409122556303, 4.384404009982863, 0.0578502901283681, 2.7096618400103694, 0.2259829309889541, 0.0153792126119963, 2.9382956552572836, 0.2305503651352591, 0.0159485104841857, 2.965248124763677, 0.7127537353774431, 0.0235700782102524, 3.12307051517057, 0.2023057649773116, 0.0206608418820819, 3.2255944960593674, -0.0691091230175537, 0.0296504524829357, 3.253517475240699, 1.3770637186263033, 0.0320098808445343, 3.38474360124558, 0.2390316418676668, 0.0218560486073767, 3.673426358339742, 0.0573135289807307, 0.0178996282113589, 3.725218396765548, 0.0161833727376251, 0.0235451341694656, 3.832647074754023, 0.4223784454390496, 0.0233269001163488, 3.9574373073484637, 0.2676124878759553, 0.0205277658457538, 4.051345694727831, 0.8295245041395347, 0.0232694772102675, 4.17759267165182, 0.9675512673047653, 0.0276557196655564, 4.4322868283811045, 0.7505089550949566, 0.0237352625604599, 4.558154151098313, 0.2159607749266587, 0.0284579963792572, 4.5985095540129715, 0.5008828387647817, 0.0183550281796368, 4.707108813014755, 0.050004332464884, 0.0207240080827912, 4.801878950669804, 0.3711496471633262, 0.0210168849992049, 4.958833121209418, 0.1609904204233639, 0.021580363218871, 5.399351734724969, 0.2935529279225246, 0.0206229199680294, 5.417472892572011, 0.1050083534232032, 0.0195419543117637, 2.5986238778161157, -0.0026320457460451, 0.0208574310560345, 3.8612482103976737, 0.1514715507819455, 0.0163345211672643, 5.194348603263119]|289654.1932577415136620|      0.03125000|[1276, 0, 11, 33]                                                          |  | used linear model with 116 points | iterate failure | actual_k=0
