k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0854549985406882, -0.3044841657046491]                                       |  0.0272998027503490|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.0854549985406882, -0.3044841657046491]                                       |  0.0272998027503490|      1.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.0854549985406882, -0.3044841657046491]                                       |  0.0272998027503490|      0.50000000|[19, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.0854549985406882, -0.3044841657046491]                                       |  0.0272998027503490|      0.25000000|[25, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.1188559360979112, -0.0567254577440641]                                       |  0.0007206695154309|      0.50000000|[31, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       6|[0.1188559360979112, -0.0567254577440641]                                       |  0.0007206695154309|      0.25000000|[37, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.1188559360979112, -0.0567254577440641]                                       |  0.0007206695154309|      0.12500000|[43, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.1188559360979112, -0.0567254577440641]                                       |  0.0007206695154309|      0.06250000|[49, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.1188559360979112, -0.0567254577440641]                                       |  0.0007206695154309|      0.03125000|[55, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.0899448119432427, -0.0448633584309852]                                       |  0.0002410669258097|      0.06250000|[61, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
