k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[5, 1, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[0.775571427418923, 0.2101445223750154]                                         |  1.1444235284824964|      0.50000000|[8, 1, 3, 6]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       4|[0.3002428682538925, 0.3652662837178267]                                        |  0.1018354502397492|      1.00000000|[10, 2, 4, 8]                                                              |  | used linear model with 3 points | iterate success | actual_k=1
       5|[0.3002428682538925, 0.3652662837178267]                                        |  0.1018354502397492|      0.50000000|[13, 2, 4, 9]                                                              |  | used linear model with 3 points | actual_k=1
       6|[0.3002428682538925, 0.3652662837178267]                                        |  0.1018354502397492|      0.25000000|[15, 2, 5, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.216005078266907, 0.1298857519440444]                                         |  0.0089590600810188|      0.50000000|[18, 2, 6, 13]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
       8|[0.216005078266907, 0.1298857519440444]                                         |  0.0089590600810188|      0.25000000|[21, 2, 7, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[0.216005078266907, 0.1298857519440444]                                         |  0.0089590600810188|      0.12500000|[23, 3, 7, 16]                                                             |  | used linear model with 3 points | actual_k=1
      10|[0.0947369769346595, 0.0995699540942143]                                        |  0.0007144910110559|      0.25000000|[24, 4, 8, 18]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
      11|[0.0947369769346595, 0.0995699540942143]                                        |  0.0007144910110559|      0.12500000|[27, 4, 8, 19]                                                             |  | used linear model with 3 points | actual_k=1
      12|[0.0947369769346595, 0.0995699540942143]                                        |  0.0007144910110559|      0.06250000|[28, 5, 8, 20]                                                             |  | used linear model with 3 points | actual_k=1
