k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[103, 13, 1, 3]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[204, 28, 2, 6]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[305, 43, 3, 9]                                                            |  | used linear model with 116 points | iterate failure | actual_k=8
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[407, 57, 4, 12]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[508, 72, 5, 15]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       6|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.01562500|[609, 87, 6, 18]                                                           |  | used linear model with 116 points | iterate failure | actual_k=8
       7|[0.6000714295630526, 0.0189329010550783, 1.8856466947565529, 0.6547010926283972, 0.02031610441451, 2.0028758265060422, 1.2992066592579086, 0.0196104919176504, 2.1184010652249263, -0.022625974434915, 0.0183385022324313, 2.1638311395838348, 1.2332398471447126, 0.0197347501580711, 2.2177197868788965, 0.2171061161415961, 0.0186338463800042, 2.2807993917645852, 1.3349751511613126, 0.0190216793185643, 2.39004532626133, 4.50366804333937, 0.0251816499276442, 2.489442971715832, 0.6618363156540721, 0.0184663140599103, 2.559705913974536, 4.39053132674915, 0.0285188048988798, 2.7050663558801515, 0.2292022526338449, 0.0203266067458005, 2.940041592357425, 0.2363982402300566, 0.0206157401099058, 2.9648536589456485, 0.7111385475709712, 0.0218337221788971, 3.128253556935224, 0.2042772659903918, 0.0189379687550373, 3.226143024658553, -0.0681051507018236, 0.021470799550501, 3.257458728692767, 1.3809938479405925, 0.0205232501921945, 3.380797963571688, 0.2413788096709653, 0.0198428891874881, 3.6707951269123873, 0.0612378700930232, 0.020521962700498, 3.7206594372850366, 0.0177238920042673, 0.020823133107129, 3.829227566290372, 0.4163818835158396, 0.0184316717009097, 3.9595396720957523, 0.262257214142668, 0.0167608532536661, 4.05305958404838, 0.8189381062394087, 0.0207165250114595, 4.175888774414627, 0.9657711645186093, 0.02031181768445, 4.430978206728911, 0.7443636231971366, 0.0217642377580757, 4.559844395204799, 0.2125747397361198, 0.0201100043452929, 4.602328881211167, 0.5034891582512221, 0.0191513621094018, 4.705572778799803, 0.0457592270870043, 0.0212343924741071, 4.800641074701376, 0.3691055188696379, 0.0226054699249895, 4.970522947106095, 0.162125398126704, 0.0214440033304336, 5.394467526763618, 0.2905184426161526, 0.0215632092509234, 5.41884948916219, 0.100452347387376, 0.021453393758963, 2.5875019917036153, 0.0022816925208187, 0.0192809160755164, 3.8615202152331047, 0.1569644719647583, 0.0212031828943682, 5.197247997122131]|409009.1428953025606461|      0.03125000|[710, 102, 7, 21]                                                          |  | used linear model with 116 points | iterate success | actual_k=8
       8|[0.6000714295630526, 0.0189329010550783, 1.8856466947565529, 0.6547010926283972, 0.02031610441451, 2.0028758265060422, 1.2992066592579086, 0.0196104919176504, 2.1184010652249263, -0.022625974434915, 0.0183385022324313, 2.1638311395838348, 1.2332398471447126, 0.0197347501580711, 2.2177197868788965, 0.2171061161415961, 0.0186338463800042, 2.2807993917645852, 1.3349751511613126, 0.0190216793185643, 2.39004532626133, 4.50366804333937, 0.0251816499276442, 2.489442971715832, 0.6618363156540721, 0.0184663140599103, 2.559705913974536, 4.39053132674915, 0.0285188048988798, 2.7050663558801515, 0.2292022526338449, 0.0203266067458005, 2.940041592357425, 0.2363982402300566, 0.0206157401099058, 2.9648536589456485, 0.7111385475709712, 0.0218337221788971, 3.128253556935224, 0.2042772659903918, 0.0189379687550373, 3.226143024658553, -0.0681051507018236, 0.021470799550501, 3.257458728692767, 1.3809938479405925, 0.0205232501921945, 3.380797963571688, 0.2413788096709653, 0.0198428891874881, 3.6707951269123873, 0.0612378700930232, 0.020521962700498, 3.7206594372850366, 0.0177238920042673, 0.020823133107129, 3.829227566290372, 0.4163818835158396, 0.0184316717009097, 3.9595396720957523, 0.262257214142668, 0.0167608532536661, 4.05305958404838, 0.8189381062394087, 0.0207165250114595, 4.175888774414627, 0.9657711645186093, 0.02031181768445, 4.430978206728911, 0.7443636231971366, 0.0217642377580757, 4.559844395204799, 0.2125747397361198, 0.0201100043452929, 4.602328881211167, 0.5034891582512221, 0.0191513621094018, 4.705572778799803, 0.0457592270870043, 0.0212343924741071, 4.800641074701376, 0.3691055188696379, 0.0226054699249895, 4.970522947106095, 0.162125398126704, 0.0214440033304336, 5.394467526763618, 0.2905184426161526, 0.0215632092509234, 5.41884948916219, 0.100452347387376, 0.021453393758963, 2.5875019917036153, 0.0022816925208187, 0.0192809160755164, 3.8615202152331047, 0.1569644719647583, 0.0212031828943682, 5.197247997122131]|409009.1428953025606461|      0.01562500|[810, 118, 8, 24]                                                          |  | used linear model with 116 points | iterate failure | actual_k=8
       9|[0.60003437787534, 0.019276259959401, 1.8845227185830213, 0.6533701704288795, 0.0222568524525368, 2.002716488107389, 1.2983523164000201, 0.0186698184095389, 2.1189036318179095, -0.0241001946000222, 0.0178012578692838, 2.1652082349112214, 1.2332633577445429, 0.0211158956728835, 2.2171678407766517, 0.2170101160485089, 0.0178988633750103, 2.2792917895060216, 1.3335929288332868, 0.020274457673607, 2.3905049083331273, 4.504176104003722, 0.0334289293421301, 2.4898747522729074, 0.6644699071891187, 0.0165866582597084, 2.559542245171746, 4.392516606741464, 0.0341897973393014, 2.705448437143434, 0.2292564028061005, 0.0201362605744236, 2.9398717604005027, 0.235219678984182, 0.0215130925806517, 2.965663876953802, 0.7093006067824495, 0.0229606852676463, 3.1273242451659984, 0.2070178202431948, 0.0170626722296344, 3.2257888868282603, -0.0680239051027145, 0.0225444295856507, 3.2584790843870195, 1.380231518888941, 0.0217394834435908, 3.380298408852171, 0.240669183037933, 0.0188544286539931, 3.6709638440494556, 0.0615044570499637, 0.0204463589879142, 3.721321860810564, 0.0187649616202797, 0.0236180686086852, 3.8315629946043153, 0.4156909855368555, 0.0169393744349344, 3.9607089297337432, 0.2616393370205571, 0.0174902224361315, 4.051926305436866, 0.8183301146125591, 0.0221452796854175, 4.175915414192682, 0.9653667299540314, 0.023009072250374, 4.431123608673904, 0.7452312160964624, 0.0204275583523996, 4.561242163958642, 0.212020588803778, 0.0181980513648198, 4.602330132974868, 0.5066666428624634, 0.0193118346614135, 4.708007707217554, 0.0460407209458302, 0.0200005709623569, 4.800371241722774, 0.3686749808860554, 0.0227262975942855, 4.969472328845894, 0.1630821962391209, 0.0215875254524747, 5.39525875091767, 0.2929105061450531, 0.0224182332972404, 5.418493749731698, 0.1022572906456787, 0.0194930102608721, 2.587929834308578, 0.0036364631658596, 0.0202784276241377, 3.8628990124087133, 0.1582360116867323, 0.0202954986103672, 5.1978358661133655]|364057.4864631253294647|      0.03125000|[911, 133, 9, 27]                                                          |  | used linear model with 116 points | iterate success | actual_k=8
      10|[0.6014558307984532, 0.0152836283957427, 1.8885505163070786, 0.6547201559884142, 0.0193452338803539, 2.0004879159069064, 1.2991519059755186, 0.0210572043372291, 2.1152418918835467, -0.0296930424495291, 0.023504420980114, 2.165599157496798, 1.2313636938470547, 0.027108813354075, 2.2201974073604545, 0.218915425034321, 0.0146236797365274, 2.2785321276305126, 1.3305520649811207, 0.0172131288688684, 2.3854613523697714, 4.501696869976383, 0.0409018106493879, 2.485288908095376, 0.6665296706363572, 0.0173330575060668, 2.5634593541354582, 4.392224682499597, 0.0460575184374526, 2.70395838074711, 0.2305264943712289, 0.0227419885096304, 2.937433465569357, 0.2362594673891843, 0.0176231197453735, 2.9655370594874357, 0.7096065968783875, 0.0198623221741653, 3.123797218461547, 0.205321384043377, 0.0175227225513178, 3.225831112522559, -0.0692416258949065, 0.0268517490652229, 3.256126093723074, 1.3783225455332266, 0.0294317954667256, 3.3820295326572567, 0.2403248349886473, 0.0234644868424315, 3.667701143481571, 0.0628389548685791, 0.0229238750734126, 3.71843013873926, 0.0167313789699245, 0.0245646738773297, 3.8315003485752404, 0.420482338388754, 0.0180267114538022, 3.9576214989405196, 0.2637966605602658, 0.0198893428012111, 4.056161200603224, 0.8214661422493631, 0.0269647337899236, 4.170853044549513, 0.9654954074921107, 0.0233779019129351, 4.429893066739452, 0.7479379498442423, 0.0230794980275423, 4.560113326326923, 0.2103745894468179, 0.0184441038032881, 4.599804969533494, 0.5057550759634412, 0.023087255944902, 4.713100370643379, 0.0454578313376917, 0.0212028794363065, 4.803182569320976, 0.3662698905042778, 0.0230720847155041, 4.9730107329350375, 0.160348447014727, 0.0235865247328512, 5.396543359069309, 0.2915668074763597, 0.0211448891918878, 5.416610776353106, 0.1003635041616442, 0.0219937971220245, 2.5906400205656372, 0.0059023996697649, 0.0180978805652829, 3.8604651018827534, 0.1617385750903745, 0.0201655663710366, 5.1951488625234]|324565.1713855852140114|      0.06250000|[1015, 145, 10, 30]                                                        |  | used linear model with 116 points | iterate success | actual_k=8
      11|[0.6014558307984532, 0.0152836283957427, 1.8885505163070786, 0.6547201559884142, 0.0193452338803539, 2.0004879159069064, 1.2991519059755186, 0.0210572043372291, 2.1152418918835467, -0.0296930424495291, 0.023504420980114, 2.165599157496798, 1.2313636938470547, 0.027108813354075, 2.2201974073604545, 0.218915425034321, 0.0146236797365274, 2.2785321276305126, 1.3305520649811207, 0.0172131288688684, 2.3854613523697714, 4.501696869976383, 0.0409018106493879, 2.485288908095376, 0.6665296706363572, 0.0173330575060668, 2.5634593541354582, 4.392224682499597, 0.0460575184374526, 2.70395838074711, 0.2305264943712289, 0.0227419885096304, 2.937433465569357, 0.2362594673891843, 0.0176231197453735, 2.9655370594874357, 0.7096065968783875, 0.0198623221741653, 3.123797218461547, 0.205321384043377, 0.0175227225513178, 3.225831112522559, -0.0692416258949065, 0.0268517490652229, 3.256126093723074, 1.3783225455332266, 0.0294317954667256, 3.3820295326572567, 0.2403248349886473, 0.0234644868424315, 3.667701143481571, 0.0628389548685791, 0.0229238750734126, 3.71843013873926, 0.0167313789699245, 0.0245646738773297, 3.8315003485752404, 0.420482338388754, 0.0180267114538022, 3.9576214989405196, 0.2637966605602658, 0.0198893428012111, 4.056161200603224, 0.8214661422493631, 0.0269647337899236, 4.170853044549513, 0.9654954074921107, 0.0233779019129351, 4.429893066739452, 0.7479379498442423, 0.0230794980275423, 4.560113326326923, 0.2103745894468179, 0.0184441038032881, 4.599804969533494, 0.5057550759634412, 0.023087255944902, 4.713100370643379, 0.0454578313376917, 0.0212028794363065, 4.803182569320976, 0.3662698905042778, 0.0230720847155041, 4.9730107329350375, 0.160348447014727, 0.0235865247328512, 5.396543359069309, 0.2915668074763597, 0.0211448891918878, 5.416610776353106, 0.1003635041616442, 0.0219937971220245, 2.5906400205656372, 0.0059023996697649, 0.0180978805652829, 3.8604651018827534, 0.1617385750903745, 0.0201655663710366, 5.1951488625234]|324565.1713855852140114|      0.03125000|[1116, 160, 11, 33]                                                        |  | used linear model with 116 points | iterate failure | actual_k=8
