k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.601811931306711, -1.1611110189139096, 0.5412429626373942, -0.6116748005326584, 0.3055997481141803, 0.2497490988850907, 0.1082058848474814]|100150.0765780223300681|      2.00000000|[9, 0, 1, 2]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[9.601811931306711, -1.1611110189139096, 0.5412429626373942, -0.6116748005326584, 0.3055997481141803, 0.2497490988850907, 0.1082058848474814]|100150.0765780223300681|      1.00000000|[17, 1, 2, 4]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[9.750847829392608, -1.3256654805356651, -0.1205411563976237, -1.0458451747184816, 0.638465044149203, 0.4439948792824683, 0.5273923203482286]|69694.5604550788266351|      2.00000000|[25, 2, 3, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=1
       4|[9.750847829392608, -1.3256654805356651, -0.1205411563976237, -1.0458451747184816, 0.638465044149203, 0.4439948792824683, 0.5273923203482286]|69694.5604550788266351|      1.00000000|[34, 2, 4, 8]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[9.750847829392608, -1.3256654805356651, -0.1205411563976237, -1.0458451747184816, 0.638465044149203, 0.4439948792824683, 0.5273923203482286]|69694.5604550788266351|      0.50000000|[42, 3, 5, 10]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[9.629759514777481, -1.424991582237081, -0.153452799382966, -0.7071679073184542, 0.5677403977580048, 0.3591257690028014, 0.8396129737331406]|61323.4600095835194224|      1.00000000|[50, 4, 6, 12]                                                             |  | used linear model with 9 points | iterate success | actual_k=1
       7|[9.629759514777481, -1.424991582237081, -0.153452799382966, -0.7071679073184542, 0.5677403977580048, 0.3591257690028014, 0.8396129737331406]|61323.4600095835194224|      0.50000000|[58, 5, 7, 14]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[9.761724794692219, -1.5683995043523482, -0.0829079510339115, -0.4270062799026099, 0.4802659528941938, 0.1867572890142379, 1.1415890460781548]|58053.1911724017118104|      1.00000000|[66, 6, 8, 16]                                                             |  | used linear model with 9 points | iterate success | actual_k=1
       9|[9.552040274982527, -1.8112524573565976, -0.0918580860324188, 0.3532691827546442, 0.6203814909296269, -0.0390837546740848, 1.6079670063813392]|54048.7532444112948724|      2.00000000|[74, 7, 9, 18]                                                             |  | used linear model with 9 points | iterate success | actual_k=1
      10|[10.106635959816279, -2.324671985408452, -0.5505708692278268, 2.1153918541862016, 0.7774830340723204, 0.2543746755029125, 1.557652566713745]|46845.8526574004063150|      4.00000000|[83, 7, 10, 20]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      11|[10.106635959816279, -2.324671985408452, -0.5505708692278268, 2.1153918541862016, 0.7774830340723204, 0.2543746755029125, 1.557652566713745]|46845.8526574004063150|      2.00000000|[92, 7, 11, 22]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[10.586740832203452, -3.609337870451679, -0.9378673091410075, 3.305122145255628, 0.6602488151375665, -0.1804305685840141, 0.9653040923475996]|35307.7466084699990461|      4.00000000|[101, 7, 12, 24]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[10.586740832203452, -3.609337870451679, -0.9378673091410075, 3.305122145255628, 0.6602488151375665, -0.1804305685840141, 0.9653040923475996]|35307.7466084699990461|      2.00000000|[109, 8, 13, 26]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[10.586740832203452, -3.609337870451679, -0.9378673091410075, 3.305122145255628, 0.6602488151375665, -0.1804305685840141, 0.9653040923475996]|35307.7466084699990461|      1.00000000|[118, 8, 14, 28]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[11.010207409316612, -3.6059892323996965, -1.3285625027538173, 3.7919047888713044, 0.9453557751925492, -0.03294551962062, 0.3925677220042154]|12678.3506529119167681|      2.00000000|[126, 9, 15, 30]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      16|[11.010207409316612, -3.6059892323996965, -1.3285625027538173, 3.7919047888713044, 0.9453557751925492, -0.03294551962062, 0.3925677220042154]|12678.3506529119167681|      1.00000000|[135, 9, 16, 32]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[11.010207409316612, -3.6059892323996965, -1.3285625027538173, 3.7919047888713044, 0.9453557751925492, -0.03294551962062, 0.3925677220042154]|12678.3506529119167681|      0.50000000|[144, 9, 17, 34]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[11.010207409316612, -3.6059892323996965, -1.3285625027538173, 3.7919047888713044, 0.9453557751925492, -0.03294551962062, 0.3925677220042154]|12678.3506529119167681|      0.25000000|[153, 9, 18, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[11.010207409316612, -3.6059892323996965, -1.3285625027538173, 3.7919047888713044, 0.9453557751925492, -0.03294551962062, 0.3925677220042154]|12678.3506529119167681|      0.12500000|[161, 10, 19, 38]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[10.954668217965134, -3.6511617890469465, -1.3399591422302597, 3.7853111541603304, 0.9627766722737395, 0.0339441401054031, 0.3180776910836914]|8957.8842207417055761|      0.25000000|[170, 10, 20, 40]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      21|[10.954668217965134, -3.6511617890469465, -1.3399591422302597, 3.7853111541603304, 0.9627766722737395, 0.0339441401054031, 0.3180776910836914]|8957.8842207417055761|      0.12500000|[179, 10, 21, 42]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[10.954668217965134, -3.6511617890469465, -1.3399591422302597, 3.7853111541603304, 0.9627766722737395, 0.0339441401054031, 0.3180776910836914]|8957.8842207417055761|      0.06250000|[187, 11, 22, 44]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[10.957311317012175, -3.6838195246227157, -1.3384391149492318, 3.784099047329442, 0.9659651404690985, 0.0414880321121635, 0.265524099269776]|7576.2875492759976623|      0.12500000|[195, 12, 23, 46]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      24|[10.957311317012175, -3.6838195246227157, -1.3384391149492318, 3.784099047329442, 0.9659651404690985, 0.0414880321121635, 0.265524099269776]|7576.2875492759976623|      0.06250000|[204, 12, 24, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      25|[10.957311317012175, -3.6838195246227157, -1.3384391149492318, 3.784099047329442, 0.9659651404690985, 0.0414880321121635, 0.265524099269776]|7576.2875492759976623|      0.03125000|[213, 12, 25, 50]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      26|[10.957311317012175, -3.6838195246227157, -1.3384391149492318, 3.784099047329442, 0.9659651404690985, 0.0414880321121635, 0.265524099269776]|7576.2875492759976623|      0.01562500|[221, 13, 26, 52]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      27|[10.957311317012175, -3.6838195246227157, -1.3384391149492318, 3.784099047329442, 0.9659651404690985, 0.0414880321121635, 0.265524099269776]|7576.2875492759976623|      0.00781250|[230, 13, 27, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      28|[10.957311317012175, -3.6838195246227157, -1.3384391149492318, 3.784099047329442, 0.9659651404690985, 0.0414880321121635, 0.265524099269776]|7576.2875492759976623|      0.00390625|[239, 13, 28, 56]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
