k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.871070089450532, 0.8805550493170783, 0.9126331469743878, 0.896585294213726, 0.9140313609326342, 0.9254636147415904, 0.8557308645941107, 0.926963668840245, 0.7472549282975323, 0.9745288955007215, 1.108688232691173, 0.7428150760941095, 0.9539903697839166, 0.9687723813682974, 0.9636680232619574, 1.0136471114272698, 1.0795103306432132, 0.9557355046550946, 0.9699999576810654, 1.0462205315259236, 0.9647669152894384, 1.0452208401702838]|  1.3933562040328979|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.871070089450532, 0.8805550493170783, 0.9126331469743878, 0.896585294213726, 0.9140313609326342, 0.9254636147415904, 0.8557308645941107, 0.926963668840245, 0.7472549282975323, 0.9745288955007215, 1.108688232691173, 0.7428150760941095, 0.9539903697839166, 0.9687723813682974, 0.9636680232619574, 1.0136471114272698, 1.0795103306432132, 0.9557355046550946, 0.9699999576810654, 1.0462205315259236, 0.9647669152894384, 1.0452208401702838]|  1.3933562040328979|      0.50000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.8094521256954947, 0.7799631502372985, 0.7735756861110374, 0.6643795800352879, 0.8636587918381626, 0.8422578635601027, 0.6947730925359714, 0.8534660178716498, 0.653083665801394, 0.956260375041043, 1.184652129143036, 0.4760303817946062, 1.025797913603316, 0.9364163522733692, 1.0162448060902052, 0.9616213740447188, 1.082666542245561, 0.8681075508475486, 0.9597808248592091, 0.9589914332961575, 0.9376927829050482, 0.9552077024234314]|  1.2682189941406250|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.8094521256954947, 0.7799631502372985, 0.7735756861110374, 0.6643795800352879, 0.8636587918381626, 0.8422578635601027, 0.6947730925359714, 0.8534660178716498, 0.653083665801394, 0.956260375041043, 1.184652129143036, 0.4760303817946062, 1.025797913603316, 0.9364163522733692, 1.0162448060902052, 0.9616213740447188, 1.082666542245561, 0.8681075508475486, 0.9597808248592091, 0.9589914332961575, 0.9376927829050482, 0.9552077024234314]|  1.2682189941406250|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.7657522767679397, 0.6531646110420607, 0.6842530009828813, 0.5591246995942872, 0.7748602390498298, 0.7594151174277596, 0.5956902284629891, 0.7782564788821963, 0.4714724308262751, 0.8502801406073127, 1.226279622642747, 0.1387363824756738, 1.0400796172531634, 0.928879675417033, 1.0956827200950041, 0.9351857360556461, 1.0944000182608329, 0.7650584166749801, 0.9508041159952725, 1.0221184349729766, 0.9189474916598049, 0.9312283215122716]|  1.1407077312469482|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[0.7657522767679397, 0.6531646110420607, 0.6842530009828813, 0.5591246995942872, 0.7748602390498298, 0.7594151174277596, 0.5956902284629891, 0.7782564788821963, 0.4714724308262751, 0.8502801406073127, 1.226279622642747, 0.1387363824756738, 1.0400796172531634, 0.928879675417033, 1.0956827200950041, 0.9351857360556461, 1.0944000182608329, 0.7650584166749801, 0.9508041159952725, 1.0221184349729766, 0.9189474916598049, 0.9312283215122716]|  1.1407077312469482|      0.50000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.7657522767679397, 0.6531646110420607, 0.6842530009828813, 0.5591246995942872, 0.7748602390498298, 0.7594151174277596, 0.5956902284629891, 0.7782564788821963, 0.4714724308262751, 0.8502801406073127, 1.226279622642747, 0.1387363824756738, 1.0400796172531634, 0.928879675417033, 1.0956827200950041, 0.9351857360556461, 1.0944000182608329, 0.7650584166749801, 0.9508041159952725, 1.0221184349729766, 0.9189474916598049, 0.9312283215122716]|  1.1407077312469482|      0.25000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.7025512398721527, 0.5969677705480342, 0.598677590669273, 0.5301641669636753, 0.7492519367724304, 0.6785142057960928, 0.5520971273037851, 0.7198352367857421, 0.4190297070584157, 0.8106266303277958, 1.2403632190103673, -0.0217492972269242, 1.051386938451121, 0.9127491919874228, 1.1005674778755734, 0.9163484607892318, 1.0880711654306807, 0.7997043889423587, 0.9733916608175671, 1.0559386257348204, 0.9223245178727996, 0.9043519283588343]|  1.0820710659027100|      0.50000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.7025512398721527, 0.5969677705480342, 0.598677590669273, 0.5301641669636753, 0.7492519367724304, 0.6785142057960928, 0.5520971273037851, 0.7198352367857421, 0.4190297070584157, 0.8106266303277958, 1.2403632190103673, -0.0217492972269242, 1.051386938451121, 0.9127491919874228, 1.1005674778755734, 0.9163484607892318, 1.0880711654306807, 0.7997043889423587, 0.9733916608175671, 1.0559386257348204, 0.9223245178727996, 0.9043519283588343]|  1.0820710659027100|      0.25000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.6569043795030075, 0.5579954892772252, 0.5968548300478209, 0.4721062645503465, 0.7002819303233186, 0.579525529516982, 0.4800440251796751, 0.6512542771096692, 0.4250556426823317, 0.7207755582535045, 1.248108345245921, -0.1529103403677014, 1.0015875807932826, 0.9082625087006545, 1.126314868695215, 0.8619794742049077, 1.0934812853561684, 0.8034626513350461, 0.9528377504234284, 1.0782337777556963, 0.8922962560460668, 0.8956752995563658]|  1.0298902988433838|      0.50000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
