k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.499069478106766, 0.1334380252848384]                                         |  1.5400811555910543|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[1.499069478106766, 0.1334380252848384]                                         |  1.5400811555910543|      1.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       3|[2.380218722599232, -0.3394002228829212]                                        |  0.5976112950397591|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate success | actual_k=0
       4|[2.380218722599232, -0.3394002228829212]                                        |  0.5976112950397591|      1.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[2.380218722599232, -0.3394002228829212]                                        |  0.5976112950397591|      0.50000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[2.0262822721849543, -0.6925701381760296]                                       |  0.0955352021120626|      1.00000000|[24, 0, 6, 12]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       7|[2.0262822721849543, -0.6925701381760296]                                       |  0.0955352021120626|      0.50000000|[28, 0, 7, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[2.0262822721849543, -0.6925701381760296]                                       |  0.0955352021120626|      0.25000000|[32, 0, 7, 15]                                                             |  | used linear model with 4 points | actual_k=0
       9|[1.9934344149505756, -0.9404027798419528]                                       |  0.0036330574693381|      0.50000000|[35, 0, 8, 17]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
      10|[1.9934344149505756, -0.9404027798419528]                                       |  0.0036330574693381|      0.25000000|[39, 0, 9, 19]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      11|[1.9934344149505756, -0.9404027798419528]                                       |  0.0036330574693381|      0.12500000|[43, 0, 10, 21]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
