k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.2260192188479366, -0.7700381177606438, 20.285000726029445]                   |1773.5213226338555614|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[0.2260192188479366, -0.7700381177606438, 20.285000726029445]                   |1773.5213226338555614|      0.50000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.4477019952386067, -1.2181763368916445, 20.290375035828795]                   |944.2766723632812500|      1.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.4477019952386067, -1.2181763368916445, 20.290375035828795]                   |944.2766723632812500|      0.50000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4477019952386067, -1.2181763368916445, 20.290375035828795]                   |944.2766723632812500|      0.25000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.4477019952386067, -1.2181763368916445, 20.290375035828795]                   |944.2766723632812500|      0.12500000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.4995465719420926, -1.109171487097328, 20.257893000982516]                    |412.1882324218750000|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.4995465719420926, -1.109171487097328, 20.257893000982516]                    |412.1882324218750000|      0.12500000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.4995465719420926, -1.109171487097328, 20.257893000982516]                    |412.1882324218750000|      0.06250000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.5595993970285589, -1.091868755138211, 20.25861664860756]                     |338.9699096679687500|      0.12500000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.5595993970285589, -1.091868755138211, 20.25861664860756]                     |338.9699096679687500|      0.06250000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.6154657803052628, -1.1195508234709115, 20.254269199653965]                   |280.4662780761718750|      0.12500000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.6154657803052628, -1.1195508234709115, 20.254269199653965]                   |280.4662780761718750|      0.06250000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.676081634014934, -1.111965899997971, 20.26747666780488]                      |239.5669708251953125|      0.12500000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
