k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1262221269183851, -0.1389375368526989, 0.4204640588128705, 0.1882042732680818, 0.6055276472466532, 0.1359609171186178, 0.5313230676185365, -0.286048519531586, -0.0572398639599821]|41484.4257812500000000|      2.00000000|[13, 0, 0, 3]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
       2|[0.1262221269183851, -0.1389375368526989, 0.4204640588128705, 0.1882042732680818, 0.6055276472466532, 0.1359609171186178, 0.5313230676185365, -0.286048519531586, -0.0572398639599821]|41484.4257812500000000|      1.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.1262221269183851, -0.1389375368526989, 0.4204640588128705, 0.1882042732680818, 0.6055276472466532, 0.1359609171186178, 0.5313230676185365, -0.286048519531586, -0.0572398639599821]|41484.4257812500000000|      0.50000000|[37, 0, 0, 9]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.1159489118484241, -0.1286041829541622, 0.2853286513963287, -0.0073927779796138, 0.7248270201229184, -0.0037620824652216, 0.5439764551513601, -0.1039713256946956, -0.4124874231943242]|7956.1748046875000000|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
       5|[0.1159489118484241, -0.1286041829541622, 0.2853286513963287, -0.0073927779796138, 0.7248270201229184, -0.0037620824652216, 0.5439764551513601, -0.1039713256946956, -0.4124874231943242]|7956.1748046875000000|      0.50000000|[61, 0, 0, 15]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.1159489118484241, -0.1286041829541622, 0.2853286513963287, -0.0073927779796138, 0.7248270201229184, -0.0037620824652216, 0.5439764551513601, -0.1039713256946956, -0.4124874231943242]|7956.1748046875000000|      0.25000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.1159489118484241, -0.1286041829541622, 0.2853286513963287, -0.0073927779796138, 0.7248270201229184, -0.0037620824652216, 0.5439764551513601, -0.1039713256946956, -0.4124874231943242]|7956.1748046875000000|      0.12500000|[85, 0, 0, 21]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.1159489118484241, -0.1286041829541622, 0.2853286513963287, -0.0073927779796138, 0.7248270201229184, -0.0037620824652216, 0.5439764551513601, -0.1039713256946956, -0.4124874231943242]|7956.1748046875000000|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.1267680036030392, -0.1292672207804639, 0.2690289265057678, 0.0240860972935557, 0.721632694611375, -0.0311977750159313, 0.5816163589234383, -0.0952248199101215, -0.3958750075405818]|6828.3867187500000000|      0.12500000|[109, 0, 0, 27]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
      10|[0.1344767299149645, -0.150238934659958, 0.290524911478069, 0.0542799713191463, 0.801069623642937, -0.0027409923567165, 0.6177698765444304, -0.1371006290007955, -0.3361143100852084]|1884.6876220703125000|      0.25000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
      11|[0.1344767299149645, -0.150238934659958, 0.290524911478069, 0.0542799713191463, 0.801069623642937, -0.0027409923567165, 0.6177698765444304, -0.1371006290007955, -0.3361143100852084]|1884.6876220703125000|      0.12500000|[133, 0, 0, 33]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.1772465059727691, -0.1175080779198585, 0.3348315810243077, 0.016702517760931, 0.8633001449298477, -0.0124095347738608, 0.6316090894525113, -0.1574178431249462, -0.266985012424735]|490.7818908691406250|      0.25000000|[141, 0, 0, 35]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.1772465059727691, -0.1175080779198585, 0.3348315810243077, 0.016702517760931, 0.8633001449298477, -0.0124095347738608, 0.6316090894525113, -0.1574178431249462, -0.266985012424735]|490.7818908691406250|      0.12500000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.1772465059727691, -0.1175080779198585, 0.3348315810243077, 0.016702517760931, 0.8633001449298477, -0.0124095347738608, 0.6316090894525113, -0.1574178431249462, -0.266985012424735]|490.7818908691406250|      0.06250000|[165, 0, 0, 41]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.1772465059727691, -0.1175080779198585, 0.3348315810243077, 0.016702517760931, 0.8633001449298477, -0.0124095347738608, 0.6316090894525113, -0.1574178431249462, -0.266985012424735]|490.7818908691406250|      0.03125000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[0.1772465059727691, -0.1175080779198585, 0.3348315810243077, 0.016702517760931, 0.8633001449298477, -0.0124095347738608, 0.6316090894525113, -0.1574178431249462, -0.266985012424735]|490.7818908691406250|      0.01562500|[189, 0, 0, 47]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[0.1755986058619684, -0.1202332658143793, 0.3363321964864036, 0.0203605354637243, 0.8696292496182962, -0.0105797106705806, 0.6445364332251439, -0.156190938552418, -0.2695025760551422]|393.8708801269531250|      0.03125000|[197, 0, 0, 49]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
