k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[3787, 1263, 1, 80]                                                        |  | used quadratic model with 5050 points | iterate failure | actual_k=16
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[7574, 2526, 2, 160]                                                       |  | used quadratic model with 5050 points | iterate failure | actual_k=16
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[11361, 3789, 3, 240]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=16
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[15149, 5051, 4, 320]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=16
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[18937, 6313, 5, 400]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=16
       6|[0.5999117200437167, 0.0194543642095812, 1.887876745438402, 0.6544878597154858, 0.0212532926376395, 2.000178298221512, 1.2954153685601353, 0.0232653777925393, 2.120985880698693, -0.017444417795368, 0.0223935058271057, 2.1637889729357145, 1.2299788499756703, 0.0213203476873864, 2.220691806097376, 0.2172377964362298, 0.0210186426708439, 2.281170266649417, 1.3361634300515213, 0.0190336106075505, 2.387657312780601, 4.505050677028687, 0.0407025064384561, 2.4891296582365223, 0.658982519616323, 0.0206534897992844, 2.5611518925732892, 4.388606302686191, 0.0362242161661679, 2.7040149889357434, 0.2296161239074608, 0.0189364161685928, 2.9416764594887135, 0.2356915464988236, 0.0207299179223626, 2.9659011199265186, 0.7117084684238849, 0.0199269613873223, 3.1292950632079743, 0.2063294394314624, 0.0188201844715995, 3.2286611249318438, -0.0679868447325496, 0.021159568934679, 3.2552034764526248, 1.3812860419240813, 0.0218418158880652, 3.3837717333763155, 0.242094272549578, 0.0202329008479319, 3.667507973168405, 0.0624254298239075, 0.0200564183395955, 3.72128942991024, 0.0146898118488669, 0.0191474603786879, 3.8309261583661587, 0.4167344390747989, 0.0188398871381443, 3.958481304235103, 0.2633000712318078, 0.0220934400240024, 4.053767148046065, 0.8226597419568342, 0.0221565213557102, 4.1728940256762606, 0.9649258426333662, 0.0238852137809354, 4.430109788456465, 0.7435921608367785, 0.0214506797243126, 4.560744206729934, 0.2123953984765104, 0.0174627301098718, 4.602988774451477, 0.5036650190210434, 0.0224167290754085, 4.7037685309539174, 0.0483393273111688, 0.0205954385940798, 4.799778316379618, 0.3681155293589499, 0.0186039722308729, 4.965623280831061, 0.1653830029070144, 0.0210093500695091, 5.392932603757347, 0.2899445658071192, 0.0184118130984125, 5.416938573742718, 0.0987210057956978, 0.0192438256737176, 2.585251643231934, 0.0015569336964237, 0.020701005644777, 3.8659572501165522, 0.1550848788043149, 0.0199148412284318, 5.199902749035974]|343610.4185935904970393|      0.06250000|[22724, 7576, 6, 480]                                                      |  | used quadratic model with 5050 points | iterate success | actual_k=16
       7|[0.5999117200437167, 0.0194543642095812, 1.887876745438402, 0.6544878597154858, 0.0212532926376395, 2.000178298221512, 1.2954153685601353, 0.0232653777925393, 2.120985880698693, -0.017444417795368, 0.0223935058271057, 2.1637889729357145, 1.2299788499756703, 0.0213203476873864, 2.220691806097376, 0.2172377964362298, 0.0210186426708439, 2.281170266649417, 1.3361634300515213, 0.0190336106075505, 2.387657312780601, 4.505050677028687, 0.0407025064384561, 2.4891296582365223, 0.658982519616323, 0.0206534897992844, 2.5611518925732892, 4.388606302686191, 0.0362242161661679, 2.7040149889357434, 0.2296161239074608, 0.0189364161685928, 2.9416764594887135, 0.2356915464988236, 0.0207299179223626, 2.9659011199265186, 0.7117084684238849, 0.0199269613873223, 3.1292950632079743, 0.2063294394314624, 0.0188201844715995, 3.2286611249318438, -0.0679868447325496, 0.021159568934679, 3.2552034764526248, 1.3812860419240813, 0.0218418158880652, 3.3837717333763155, 0.242094272549578, 0.0202329008479319, 3.667507973168405, 0.0624254298239075, 0.0200564183395955, 3.72128942991024, 0.0146898118488669, 0.0191474603786879, 3.8309261583661587, 0.4167344390747989, 0.0188398871381443, 3.958481304235103, 0.2633000712318078, 0.0220934400240024, 4.053767148046065, 0.8226597419568342, 0.0221565213557102, 4.1728940256762606, 0.9649258426333662, 0.0238852137809354, 4.430109788456465, 0.7435921608367785, 0.0214506797243126, 4.560744206729934, 0.2123953984765104, 0.0174627301098718, 4.602988774451477, 0.5036650190210434, 0.0224167290754085, 4.7037685309539174, 0.0483393273111688, 0.0205954385940798, 4.799778316379618, 0.3681155293589499, 0.0186039722308729, 4.965623280831061, 0.1653830029070144, 0.0210093500695091, 5.392932603757347, 0.2899445658071192, 0.0184118130984125, 5.416938573742718, 0.0987210057956978, 0.0192438256737176, 2.585251643231934, 0.0015569336964237, 0.020701005644777, 3.8659572501165522, 0.1550848788043149, 0.0199148412284318, 5.199902749035974]|343610.4185935904970393|      0.03125000|[26510, 8840, 7, 560]                                                      |  | used quadratic model with 5050 points | iterate failure | actual_k=16
       8|[0.599543091360238, 0.0213906607216989, 1.8882224034508313, 0.6543052145455768, 0.0237942868481999, 1.9995617765781486, 1.2951610555070467, 0.0280602741042904, 2.1194974653422674, -0.016773507777127, 0.0228984809825935, 2.164838778802301, 1.2299531509558608, 0.0267393112043692, 2.2205816624178696, 0.2165731527514622, 0.0196420570462666, 2.2802924045239554, 1.3352154520010435, 0.0292474410201062, 2.3852021588857726, 4.504989019990662, 0.0559887420275377, 2.488477773186919, 0.6587954114332631, 0.021964309440189, 2.5631885529835765, 4.388702116980412, 0.0557571576899926, 2.70647884185047, 0.2291671799823995, 0.019840436498936, 2.9408271632597938, 0.236125937670631, 0.0212158554892363, 2.965882181131882, 0.7100552480700018, 0.0241658971949942, 3.1292128158144292, 0.2062473080931951, 0.0190957129433626, 3.2285312575255154, -0.0679659072648404, 0.0204315980477978, 3.25469406181533, 1.3810429359854093, 0.0310580408707724, 3.3852735662130296, 0.2414214259990703, 0.0218068665670523, 3.6660760155942573, 0.0619122356981655, 0.0196713830711498, 3.7216464174300916, 0.0136942120528834, 0.0178460316946267, 3.8313571544442353, 0.4149975057346698, 0.0205663461700265, 3.958019215265277, 0.2628903783506101, 0.0230522612125113, 4.053496488147973, 0.8220091946964879, 0.0254149205114806, 4.172617994928506, 0.9650728023418795, 0.0266364299429015, 4.429095283873108, 0.74336322180807, 0.0232659646210498, 4.559950540448197, 0.2122949750293331, 0.0174984168659249, 4.604171749443081, 0.503511515344192, 0.0232769459818003, 4.703257257182764, 0.0486299859577561, 0.0219340387800831, 4.800051681902524, 0.3687847375645036, 0.0187669506058423, 4.965752243786073, 0.163990389123656, 0.022726159592428, 5.393829588368168, 0.2904963967593326, 0.0192831692652779, 5.41614269861601, 0.1000222188968945, 0.0184206340377061, 2.5860769510567296, 0.0005941624243876, 0.020140952846918, 3.865551910391493, 0.1552063380179703, 0.0200701347018991, 5.19998057722146]|290451.5426324595464393|      0.06250000|[30298, 10102, 8, 640]                                                     |  | used quadratic model with 5050 points | iterate success | actual_k=16
       9|[0.599543091360238, 0.0213906607216989, 1.8882224034508313, 0.6543052145455768, 0.0237942868481999, 1.9995617765781486, 1.2951610555070467, 0.0280602741042904, 2.1194974653422674, -0.016773507777127, 0.0228984809825935, 2.164838778802301, 1.2299531509558608, 0.0267393112043692, 2.2205816624178696, 0.2165731527514622, 0.0196420570462666, 2.2802924045239554, 1.3352154520010435, 0.0292474410201062, 2.3852021588857726, 4.504989019990662, 0.0559887420275377, 2.488477773186919, 0.6587954114332631, 0.021964309440189, 2.5631885529835765, 4.388702116980412, 0.0557571576899926, 2.70647884185047, 0.2291671799823995, 0.019840436498936, 2.9408271632597938, 0.236125937670631, 0.0212158554892363, 2.965882181131882, 0.7100552480700018, 0.0241658971949942, 3.1292128158144292, 0.2062473080931951, 0.0190957129433626, 3.2285312575255154, -0.0679659072648404, 0.0204315980477978, 3.25469406181533, 1.3810429359854093, 0.0310580408707724, 3.3852735662130296, 0.2414214259990703, 0.0218068665670523, 3.6660760155942573, 0.0619122356981655, 0.0196713830711498, 3.7216464174300916, 0.0136942120528834, 0.0178460316946267, 3.8313571544442353, 0.4149975057346698, 0.0205663461700265, 3.958019215265277, 0.2628903783506101, 0.0230522612125113, 4.053496488147973, 0.8220091946964879, 0.0254149205114806, 4.172617994928506, 0.9650728023418795, 0.0266364299429015, 4.429095283873108, 0.74336322180807, 0.0232659646210498, 4.559950540448197, 0.2122949750293331, 0.0174984168659249, 4.604171749443081, 0.503511515344192, 0.0232769459818003, 4.703257257182764, 0.0486299859577561, 0.0219340387800831, 4.800051681902524, 0.3687847375645036, 0.0187669506058423, 4.965752243786073, 0.163990389123656, 0.022726159592428, 5.393829588368168, 0.2904963967593326, 0.0192831692652779, 5.41614269861601, 0.1000222188968945, 0.0184206340377061, 2.5860769510567296, 0.0005941624243876, 0.020140952846918, 3.865551910391493, 0.1552063380179703, 0.0200701347018991, 5.19998057722146]|290451.5426324595464393|      0.03125000|[34086, 11364, 9, 720]                                                     |  | used quadratic model with 5050 points | iterate failure | actual_k=16
      10|[0.599290449713084, 0.0281075601759571, 1.888187293753022, 0.652891056053387, 0.0276459071153271, 1.9989070613048978, 1.294875274702236, 0.033860581644871, 2.118280248826869, -0.0163986881286894, 0.0221083939811673, 2.163079326230168, 1.2292026024074652, 0.0320291567446747, 2.219488605297422, 0.2164077346594056, 0.0194583210911294, 2.280883090926377, 1.3347812059074242, 0.0359169445208279, 2.3811508769612164, 4.503450583109257, 0.0725713630532061, 2.486136205884831, 0.6572298904314828, 0.026316018930088, 2.565084894195059, 4.388604866264447, 0.0720309522041878, 2.711513442552918, 0.228833285907815, 0.0213424586363721, 2.9419254610448893, 0.2359185793843334, 0.021601842129029, 2.9655455842604033, 0.709516659713268, 0.0283271743131929, 3.130125795587984, 0.2050528956968645, 0.0188420561188371, 3.227355690214662, -0.0683139181550903, 0.0211079505906521, 3.254472843146611, 1.3803637494857393, 0.0393320688983407, 3.386695046868793, 0.2423877681217988, 0.0217692450256539, 3.6659870114750794, 0.0628407160810771, 0.0212526225945486, 3.7212050912642, 0.0129567375134874, 0.0173500037693204, 3.8302117996628855, 0.4152485142295317, 0.0226407773310717, 3.9580687005049606, 0.2627213230246214, 0.023684002402528, 4.05247900424977, 0.8216631586007738, 0.0287526470316916, 4.171812531618104, 0.9635418296002781, 0.0314232626789682, 4.429109089388991, 0.7428456118162111, 0.0267346587963938, 4.5587810416811365, 0.2126737680530371, 0.0185519829869417, 4.60456225534736, 0.5027757653984977, 0.0262976322142235, 4.703316258925954, 0.0486527929372767, 0.0226467648380305, 4.80043425002863, 0.3685754772422128, 0.0206820695091663, 4.965342376592419, 0.1650545308526097, 0.0222220528733181, 5.39307360624327, 0.2895768043650572, 0.0206231208959471, 5.416580777073693, 0.0982474043415598, 0.0189537746523169, 2.5871801002358272, 0.0006694332736265, 0.020629400371258, 3.8661727111515325, 0.1553681971644469, 0.0198110682095503, 5.200020674620517]|262045.2885119212151039|      0.06250000|[37872, 12628, 10, 800]                                                    |  | used quadratic model with 5050 points | iterate success | actual_k=16
      11|[0.599290449713084, 0.0281075601759571, 1.888187293753022, 0.652891056053387, 0.0276459071153271, 1.9989070613048978, 1.294875274702236, 0.033860581644871, 2.118280248826869, -0.0163986881286894, 0.0221083939811673, 2.163079326230168, 1.2292026024074652, 0.0320291567446747, 2.219488605297422, 0.2164077346594056, 0.0194583210911294, 2.280883090926377, 1.3347812059074242, 0.0359169445208279, 2.3811508769612164, 4.503450583109257, 0.0725713630532061, 2.486136205884831, 0.6572298904314828, 0.026316018930088, 2.565084894195059, 4.388604866264447, 0.0720309522041878, 2.711513442552918, 0.228833285907815, 0.0213424586363721, 2.9419254610448893, 0.2359185793843334, 0.021601842129029, 2.9655455842604033, 0.709516659713268, 0.0283271743131929, 3.130125795587984, 0.2050528956968645, 0.0188420561188371, 3.227355690214662, -0.0683139181550903, 0.0211079505906521, 3.254472843146611, 1.3803637494857393, 0.0393320688983407, 3.386695046868793, 0.2423877681217988, 0.0217692450256539, 3.6659870114750794, 0.0628407160810771, 0.0212526225945486, 3.7212050912642, 0.0129567375134874, 0.0173500037693204, 3.8302117996628855, 0.4152485142295317, 0.0226407773310717, 3.9580687005049606, 0.2627213230246214, 0.023684002402528, 4.05247900424977, 0.8216631586007738, 0.0287526470316916, 4.171812531618104, 0.9635418296002781, 0.0314232626789682, 4.429109089388991, 0.7428456118162111, 0.0267346587963938, 4.5587810416811365, 0.2126737680530371, 0.0185519829869417, 4.60456225534736, 0.5027757653984977, 0.0262976322142235, 4.703316258925954, 0.0486527929372767, 0.0226467648380305, 4.80043425002863, 0.3685754772422128, 0.0206820695091663, 4.965342376592419, 0.1650545308526097, 0.0222220528733181, 5.39307360624327, 0.2895768043650572, 0.0206231208959471, 5.416580777073693, 0.0982474043415598, 0.0189537746523169, 2.5871801002358272, 0.0006694332736265, 0.020629400371258, 3.8661727111515325, 0.1553681971644469, 0.0198110682095503, 5.200020674620517]|262045.2885119212151039|      0.03125000|[41659, 13891, 11, 880]                                                    |  | used quadratic model with 5050 points | iterate failure | actual_k=16
