k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.709713774628794, -0.5527154142499158, -0.4446959126632096, -0.2165947623481613, 0.571121511202992, -0.0426992255999942, 0.1906186407138828]|63518.7851562500000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[9.841707816769075, -1.5603645690024237, -0.7431147754183951, -0.6000110283576809, -0.785126021460106, 0.5059125326533895, -0.5780013381629573]|48748.3867187500000000|      4.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[9.841707816769075, -1.5603645690024237, -0.7431147754183951, -0.6000110283576809, -0.785126021460106, 0.5059125326533895, -0.5780013381629573]|48748.3867187500000000|      2.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[9.841707816769075, -1.5603645690024237, -0.7431147754183951, -0.6000110283576809, -0.785126021460106, 0.5059125326533895, -0.5780013381629573]|48748.3867187500000000|      1.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[9.841707816769075, -1.5603645690024237, -0.7431147754183951, -0.6000110283576809, -0.785126021460106, 0.5059125326533895, -0.5780013381629573]|48748.3867187500000000|      0.50000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[9.586606200198723, -1.5839321661396628, -0.6862688367151965, -0.8621067116242347, -0.7383400837813731, 0.389351921007918, -0.2670884476249225]|36205.4570312500000000|      1.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[9.586606200198723, -1.5839321661396628, -0.6862688367151965, -0.8621067116242347, -0.7383400837813731, 0.389351921007918, -0.2670884476249225]|36205.4570312500000000|      0.50000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[9.586606200198723, -1.5839321661396628, -0.6862688367151965, -0.8621067116242347, -0.7383400837813731, 0.389351921007918, -0.2670884476249225]|36205.4570312500000000|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[9.56791915089344, -1.6173509404616373, -0.7007916450648252, -0.9768545059706608, -0.7228583563971117, 0.3361488134741515, -0.0559350509974966]|16266.2060546875000000|      0.50000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[9.56791915089344, -1.6173509404616373, -0.7007916450648252, -0.9768545059706608, -0.7228583563971117, 0.3361488134741515, -0.0559350509974966]|16266.2060546875000000|      0.25000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[9.56791915089344, -1.6173509404616373, -0.7007916450648252, -0.9768545059706608, -0.7228583563971117, 0.3361488134741515, -0.0559350509974966]|16266.2060546875000000|      0.12500000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[9.56791915089344, -1.6173509404616373, -0.7007916450648252, -0.9768545059706608, -0.7228583563971117, 0.3361488134741515, -0.0559350509974966]|16266.2060546875000000|      0.06250000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[9.56791915089344, -1.6173509404616373, -0.7007916450648252, -0.9768545059706608, -0.7228583563971117, 0.3361488134741515, -0.0559350509974966]|16266.2060546875000000|      0.03125000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[9.573130164616583, -1.6124451215416942, -0.7015253731530735, -0.9780265950236638, -0.7150948722992259, 0.3159565303202315, -0.0772758251807377]|9920.0966796875000000|      0.06250000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[9.573130164616583, -1.6124451215416942, -0.7015253731530735, -0.9780265950236638, -0.7150948722992259, 0.3159565303202315, -0.0772758251807377]|9920.0966796875000000|      0.03125000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[9.573130164616583, -1.6124451215416942, -0.7015253731530735, -0.9780265950236638, -0.7150948722992259, 0.3159565303202315, -0.0772758251807377]|9920.0966796875000000|      0.01562500|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[9.573130164616583, -1.6124451215416942, -0.7015253731530735, -0.9780265950236638, -0.7150948722992259, 0.3159565303202315, -0.0772758251807377]|9920.0966796875000000|      0.00781250|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[9.573130164616583, -1.6124451215416942, -0.7015253731530735, -0.9780265950236638, -0.7150948722992259, 0.3159565303202315, -0.0772758251807377]|9920.0966796875000000|      0.00390625|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[9.57352964579131, -1.612170725752293, -0.70137691614763, -0.9787721499280015, -0.7150296316911112, 0.3152513455983446, -0.0735415946873804]|9888.7031250000000000|      0.00781250|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[9.57352964579131, -1.612170725752293, -0.70137691614763, -0.9787721499280015, -0.7150296316911112, 0.3152513455983446, -0.0735415946873804]|9888.7031250000000000|      0.00390625|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
