k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.673799297516124, -0.8610452014981325, 0.255854468199654, 0.0651237949441765, -0.688339040254366, -0.0562285793388684, 0.2632778573214342]|53838.4726562500000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.673799297516124, -0.8610452014981325, 0.255854468199654, 0.0651237949441765, -0.688339040254366, -0.0562285793388684, 0.2632778573214342]|53838.4726562500000000|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.673799297516124, -0.8610452014981325, 0.255854468199654, 0.0651237949441765, -0.688339040254366, -0.0562285793388684, 0.2632778573214342]|53838.4726562500000000|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.73047909557145, -0.948040985177002, 0.1839367824189668, 0.5003485067014718, -0.6192829122382193, 0.0009342949116996, 0.0719925001895625]|20293.3378906250000000|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[10.73047909557145, -0.948040985177002, 0.1839367824189668, 0.5003485067014718, -0.6192829122382193, 0.0009342949116996, 0.0719925001895625]|20293.3378906250000000|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[10.73047909557145, -0.948040985177002, 0.1839367824189668, 0.5003485067014718, -0.6192829122382193, 0.0009342949116996, 0.0719925001895625]|20293.3378906250000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[10.73047909557145, -0.948040985177002, 0.1839367824189668, 0.5003485067014718, -0.6192829122382193, 0.0009342949116996, 0.0719925001895625]|20293.3378906250000000|      0.12500000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.73047909557145, -0.948040985177002, 0.1839367824189668, 0.5003485067014718, -0.6192829122382193, 0.0009342949116996, 0.0719925001895625]|20293.3378906250000000|      0.06250000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.73047909557145, -0.948040985177002, 0.1839367824189668, 0.5003485067014718, -0.6192829122382193, 0.0009342949116996, 0.0719925001895625]|20293.3378906250000000|      0.03125000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.730493816944707, -0.9471081440907019, 0.1843749337794081, 0.5050165716123777, -0.6195456677390478, -0.0018339314096307, 0.0412357583799613]|8963.6923828125000000|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
