k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0366780899909856, 0.2257801719341857, -0.0148945369879576, 0.1776204078222195, 0.5720823117201035, -0.1738366800536461, 0.1606798648654472, 0.4460973325540177, -0.5775716088667157]|180734.8906250000000000|      2.00000000|[43, 3, 0, 3]                                                              |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=1
       2|[-0.0366780899909856, 0.2257801719341857, -0.0148945369879576, 0.1776204078222195, 0.5720823117201035, -0.1738366800536461, 0.1606798648654472, 0.4460973325540177, -0.5775716088667157]|180734.8906250000000000|      1.00000000|[98, 7, 0, 7]                                                              |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.0366780899909856, 0.2257801719341857, -0.0148945369879576, 0.1776204078222195, 0.5720823117201035, -0.1738366800536461, 0.1606798648654472, 0.4460973325540177, -0.5775716088667157]|180734.8906250000000000|      0.50000000|[154, 11, 0, 11]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0045718499003739, 0.2349635939095969, -0.0154968784688402, -0.1947583778707969, 0.6731682982571126, 0.0281124814670267, 0.0368108822554429, 0.4409699247365994, -0.369782945332131]|74587.5312500000000000|      1.00000000|[195, 14, 0, 14]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=1
       5|[0.0045718499003739, 0.2349635939095969, -0.0154968784688402, -0.1947583778707969, 0.6731682982571126, 0.0281124814670267, 0.0368108822554429, 0.4409699247365994, -0.369782945332131]|74587.5312500000000000|      0.50000000|[251, 18, 0, 18]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.0570870097306377, 0.2703348250222485, -0.0327732184224901, 0.0796649947800635, 0.955048519502121, -0.0660130186460811, -0.1433097445572276, 0.4764256722555131, -0.1522426444149918]|11359.2021484375000000|      1.00000000|[306, 22, 0, 22]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | iterate success | actual_k=1
       7|[-0.0570870097306377, 0.2703348250222485, -0.0327732184224901, 0.0796649947800635, 0.955048519502121, -0.0660130186460811, -0.1433097445572276, 0.4764256722555131, -0.1522426444149918]|11359.2021484375000000|      0.50000000|[360, 26, 0, 26]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.0570870097306377, 0.2703348250222485, -0.0327732184224901, 0.0796649947800635, 0.955048519502121, -0.0660130186460811, -0.1433097445572276, 0.4764256722555131, -0.1522426444149918]|11359.2021484375000000|      0.25000000|[414, 30, 0, 30]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0570870097306377, 0.2703348250222485, -0.0327732184224901, 0.0796649947800635, 0.955048519502121, -0.0660130186460811, -0.1433097445572276, 0.4764256722555131, -0.1522426444149918]|11359.2021484375000000|      0.12500000|[469, 34, 0, 34]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.0773555097565976, 0.2611271874922618, -0.0234326330200423, -0.0042360540697119, 0.9838805561143957, 0.0127765036637007, -0.1609976528074231, 0.501819038807314, -0.1546950840054041]|645.9434814453125000|      0.25000000|[511, 37, 0, 37]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=1
      11|[-0.0773555097565976, 0.2611271874922618, -0.0234326330200423, -0.0042360540697119, 0.9838805561143957, 0.0127765036637007, -0.1609976528074231, 0.501819038807314, -0.1546950840054041]|645.9434814453125000|      0.12500000|[565, 41, 0, 41]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.0773555097565976, 0.2611271874922618, -0.0234326330200423, -0.0042360540697119, 0.9838805561143957, 0.0127765036637007, -0.1609976528074231, 0.501819038807314, -0.1546950840054041]|645.9434814453125000|      0.06250000|[619, 45, 0, 45]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.0773555097565976, 0.2611271874922618, -0.0234326330200423, -0.0042360540697119, 0.9838805561143957, 0.0127765036637007, -0.1609976528074231, 0.501819038807314, -0.1546950840054041]|645.9434814453125000|      0.03125000|[673, 49, 0, 49]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.0843521833156056, 0.2649044025269918, -0.0273375707305552, -0.0128416446998908, 0.9770415079313354, -0.0120411984031261, -0.1575426110509111, 0.4976743459061221, -0.1431959419347779]|119.9241561889648438|      0.06250000|[701, 51, 0, 51]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
      15|[-0.0843521833156056, 0.2649044025269918, -0.0273375707305552, -0.0128416446998908, 0.9770415079313354, -0.0120411984031261, -0.1575426110509111, 0.4976743459061221, -0.1431959419347779]|119.9241561889648438|      0.03125000|[756, 55, 0, 55]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0843521833156056, 0.2649044025269918, -0.0273375707305552, -0.0128416446998908, 0.9770415079313354, -0.0120411984031261, -0.1575426110509111, 0.4976743459061221, -0.1431959419347779]|119.9241561889648438|      0.01562500|[811, 59, 0, 59]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-0.0876582371739112, 0.2681805216290813, -0.0208218423184283, -0.0048390528597328, 0.9729638392280527, -0.0056684741578952, -0.1616071748119388, 0.4916502340466498, -0.1407603957964826]| 24.6602592468261719|      0.03125000|[839, 61, 0, 61]                                                           |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
      18|[-0.0876582371739112, 0.2681805216290813, -0.0208218423184283, -0.0048390528597328, 0.9729638392280527, -0.0056684741578952, -0.1616071748119388, 0.4916502340466498, -0.1407603957964826]| 24.6602592468261719|      0.01562500|[894, 65, 0, 65]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 43 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.0876582371739112, 0.2681805216290813, -0.0208218423184283, -0.0048390528597328, 0.9729638392280527, -0.0056684741578952, -0.1616071748119388, 0.4916502340466498, -0.1407603957964826]| 24.6602592468261719|      0.00781250|[949, 69, 0, 69]                                                           |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0876582371739112, 0.2681805216290813, -0.0208218423184283, -0.0048390528597328, 0.9729638392280527, -0.0056684741578952, -0.1616071748119388, 0.4916502340466498, -0.1407603957964826]| 24.6602592468261719|      0.00390625|[1004, 73, 0, 73]                                                          |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-0.0885576067228634, 0.2679389948866168, -0.0204664818503126, -0.0071554595760339, 0.973899005807863, -0.0084472645835316, -0.1615899315371249, 0.4911270139736293, -0.1405892296928668]| 20.8385162353515625|      0.00781250|[1045, 76, 0, 76]                                                          |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | iterate success | actual_k=1
      22|[-0.0885576067228634, 0.2679389948866168, -0.0204664818503126, -0.0071554595760339, 0.973899005807863, -0.0084472645835316, -0.1615899315371249, 0.4911270139736293, -0.1405892296928668]| 20.8385162353515625|      0.00390625|[1099, 80, 0, 80]                                                          |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.0899104782461271, 0.2689858839926824, -0.0180590206162401, -0.0080604479737787, 0.9742986241523166, -0.0067210070389995, -0.1607668500481671, 0.4898408467397279, -0.1410855441977167]| 15.9827184677124023|      0.00781250|[1127, 82, 0, 82]                                                          |  | trying quadratic partial model with 16 points | iterate success | actual_k=1
      24|[-0.0899104782461271, 0.2689858839926824, -0.0180590206162401, -0.0080604479737787, 0.9742986241523166, -0.0067210070389995, -0.1607668500481671, 0.4898408467397279, -0.1410855441977167]| 15.9827184677124023|      0.00390625|[1181, 86, 0, 86]                                                          |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[-0.0899104782461271, 0.2689858839926824, -0.0180590206162401, -0.0080604479737787, 0.9742986241523166, -0.0067210070389995, -0.1607668500481671, 0.4898408467397279, -0.1410855441977167]| 15.9827184677124023|      0.00195312|[1236, 90, 0, 90]                                                          |  | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 42 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
