k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.86351353290864, 36.33577911880664, 269.0680000924494]                       |233073.5312500000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[99.01824825503324, 36.533955119350615, 267.4471009610016]                      |226543.9687500000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[100.10362011136357, 34.1753147412397, 264.40427603994044]                      |218202.9218750000000000|      8.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[105.46557861252559, 35.20239396604395, 258.5566688970322]                      |193186.6875000000000000|     16.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[117.21838990751928, 44.28326643599917, 264.5072303704293]                      |177437.1718750000000000|     32.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[145.26565545359455, 58.51264244910516, 258.6016606548486]                      |109769.0312500000000000|     64.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[137.129126536271, 101.21777138062518, 211.63285334489225]                      |34581.7343750000000000|    128.00000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[137.129126536271, 101.21777138062518, 211.63285334489225]                      |34581.7343750000000000|     64.00000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|    128.00000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|     64.00000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|     32.00000000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|     16.00000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|      8.00000000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|      4.00000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[176.00552134903785, 88.67174581124715, 162.36599664817993]                     | 94.4473953247070312|      2.00000000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
