k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1509649740833865, 0.4271003590424131, -0.3110061222429843]                  |1153.4395751953125000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[1.1674930850069778, 1.4902040721107346, 0.7527038202131431]                    |127.8815841674804688|      4.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[1.1674930850069778, 1.4902040721107346, 0.7527038202131431]                    |127.8815841674804688|      2.00000000|[23, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.3349178563812597, 1.5759853477990322, 2.5691454133892417]                    | 60.1481819152832031|      4.00000000|[33, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       5|[0.3349178563812597, 1.5759853477990322, 2.5691454133892417]                    | 60.1481819152832031|      2.00000000|[43, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.3349178563812597, 1.5759853477990322, 2.5691454133892417]                    | 60.1481819152832031|      1.00000000|[53, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.3349178563812597, 1.5759853477990322, 2.5691454133892417]                    | 60.1481819152832031|      0.50000000|[63, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.3498685617739592, 1.0878159590999967, 2.4620607536780086]                    | 29.0114421844482422|      1.00000000|[69, 0, 0, 26]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       9|[0.3498685617739592, 1.0878159590999967, 2.4620607536780086]                    | 29.0114421844482422|      0.50000000|[79, 0, 0, 30]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
