k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9620044373477766, 0.0007220920991294]                                        |  1.7833052914168246|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[0.9620044373477766, 0.0007220920991294]                                        |  1.7833052914168246|      1.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       3|[-0.019310443389691, -0.1916866001245059]                                       |  0.0749472652455873|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate success | actual_k=0
       4|[-0.019310443389691, -0.1916866001245059]                                       |  0.0749472652455873|      1.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[-0.019310443389691, -0.1916866001245059]                                       |  0.0749472652455873|      0.50000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[-0.019310443389691, -0.1916866001245059]                                       |  0.0749472652455873|      0.25000000|[24, 0, 5, 11]                                                             |  | used linear model with 4 points | actual_k=0
       7|[0.1219229614579476, 0.0145974888284306]                                        |  0.0190750316349185|      0.50000000|[27, 0, 6, 13]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       8|[0.1219229614579476, 0.0145974888284306]                                        |  0.0190750316349185|      0.25000000|[31, 0, 7, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[0.1219229614579476, 0.0145974888284306]                                        |  0.0190750316349185|      0.12500000|[35, 0, 8, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[0.0120335842253286, -0.0449787209488552]                                       |  0.0030198347409061|      0.25000000|[39, 0, 9, 19]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
      11|[0.0120335842253286, -0.0449787209488552]                                       |  0.0030198347409061|      0.12500000|[43, 0, 10, 21]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
