k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       2|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      1.00000000|[65, 10, 0, 5]                                                             |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      0.50000000|[103, 16, 0, 8]                                                            |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.389143899718043, -0.5521162367637359, -0.1640582566956372, -0.1835839874224799, 0.5416803857172041, 0.3096651414156834, -0.5343946770085809]|53219.5312500000000000|      1.00000000|[129, 20, 0, 10]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       5|[10.844736487293762, -0.7010376990497943, 0.1495081885465928, -0.7133882667898896, 0.0596142118016171, 0.2580006048705601, -0.1391931058721046]|27262.9921875000000000|      2.00000000|[155, 24, 0, 12]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       6|[10.844736487293762, -0.7010376990497943, 0.1495081885465928, -0.7133882667898896, 0.0596142118016171, 0.2580006048705601, -0.1391931058721046]|27262.9921875000000000|      1.00000000|[194, 30, 0, 15]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[10.844736487293762, -0.7010376990497943, 0.1495081885465928, -0.7133882667898896, 0.0596142118016171, 0.2580006048705601, -0.1391931058721046]|27262.9921875000000000|      0.50000000|[232, 36, 0, 18]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.844736487293762, -0.7010376990497943, 0.1495081885465928, -0.7133882667898896, 0.0596142118016171, 0.2580006048705601, -0.1391931058721046]|27262.9921875000000000|      0.25000000|[271, 42, 0, 21]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.844736487293762, -0.7010376990497943, 0.1495081885465928, -0.7133882667898896, 0.0596142118016171, 0.2580006048705601, -0.1391931058721046]|27262.9921875000000000|      0.12500000|[310, 48, 0, 24]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.844736487293762, -0.7010376990497943, 0.1495081885465928, -0.7133882667898896, 0.0596142118016171, 0.2580006048705601, -0.1391931058721046]|27262.9921875000000000|      0.06250000|[349, 54, 0, 27]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
