k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6097905474260843, 0.055395061876658, 0.1354269267712836, 0.7783095831193519, -0.0064140104258866, 0.0019842164324873, -0.0076042381968487, 0.0040636934402127, -0.0080809671176163, 0.0032125396931967, -0.0047577969144761, -0.0074952684209214, -0.0045073079925527, -0.0154730037379215, 0.0014711209587522, 0.0035872951859392, 0.0065240151688263, -0.002496038220284, -0.0028475212208608, 0.0079113273259594, -0.0036757278062704, 0.0172915853632356]| 13.1518917083740234|      2.00000000|[111, 16, 0, 2]                                                            |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
       2|[1.8295589655544107, 0.1570931256009896, 0.3905455381838719, 2.336693261077721, -0.0201126540325353, 0.0161998749385114, 0.0383219508688488, 0.0045600185214127, -0.0017709768866025, 0.0369194782832479, -0.0354389905256869, -0.0202477348408259, 0.0252932601086649, -0.0035893119370744, -0.0191377599732491, 0.0067404576749247, 0.0251003880612776, 0.0224103872060468, -0.0271621076290922, 0.0041793558014472, 0.0014964070394516, 0.0356472086804064]| 12.2799997329711914|      4.00000000|[220, 32, 0, 4]                                                            |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
       3|[1.8295589655544107, 0.1570931256009896, 0.3905455381838719, 2.336693261077721, -0.0201126540325353, 0.0161998749385114, 0.0383219508688488, 0.0045600185214127, -0.0017709768866025, 0.0369194782832479, -0.0354389905256869, -0.0202477348408259, 0.0252932601086649, -0.0035893119370744, -0.0191377599732491, 0.0067404576749247, 0.0251003880612776, 0.0224103872060468, -0.0271621076290922, 0.0041793558014472, 0.0014964070394516, 0.0356472086804064]| 12.2799997329711914|      2.00000000|[383, 56, 0, 7]                                                            |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       4|[1.8295589655544107, 0.1570931256009896, 0.3905455381838719, 2.336693261077721, -0.0201126540325353, 0.0161998749385114, 0.0383219508688488, 0.0045600185214127, -0.0017709768866025, 0.0369194782832479, -0.0354389905256869, -0.0202477348408259, 0.0252932601086649, -0.0035893119370744, -0.0191377599732491, 0.0067404576749247, 0.0251003880612776, 0.0224103872060468, -0.0271621076290922, 0.0041793558014472, 0.0014964070394516, 0.0356472086804064]| 12.2799997329711914|      1.00000000|[547, 80, 0, 10]                                                           |  | trying quadratic partial model with 57 points | trying quadratic partial model with 111 points | exploitation failed, decreasing delta | actual_k=8
       5|[1.8295589655544107, 0.1570931256009896, 0.3905455381838719, 2.336693261077721, -0.0201126540325353, 0.0161998749385114, 0.0383219508688488, 0.0045600185214127, -0.0017709768866025, 0.0369194782832479, -0.0354389905256869, -0.0202477348408259, 0.0252932601086649, -0.0035893119370744, -0.0191377599732491, 0.0067404576749247, 0.0251003880612776, 0.0224103872060468, -0.0271621076290922, 0.0041793558014472, 0.0014964070394516, 0.0356472086804064]| 12.2799997329711914|      0.50000000|[711, 104, 0, 13]                                                          |  | trying quadratic partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       6|[1.5258880654245899, 0.1281740671368144, 0.3195902653445792, 1.9473157720979057, -0.0224697417663086, 0.010930396741124, 0.0454732576235683, 0.0001432864204175, 0.000491166703063, 0.0416771257104491, -0.0359363323871792, -0.024610267713175, 0.0253043049705842, 4.66210965487e-05, -0.0245569475524513, 0.0057404204775623, 0.0220093551442725, 0.0252795199043535, -0.0332632840244019, 0.0093326810129609, 0.0031567131394185, 0.0312566109247433]| 12.1452455520629883|      1.00000000|[821, 120, 0, 15]                                                          |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
       7|[1.5258880654245899, 0.1281740671368144, 0.3195902653445792, 1.9473157720979057, -0.0224697417663086, 0.010930396741124, 0.0454732576235683, 0.0001432864204175, 0.000491166703063, 0.0416771257104491, -0.0359363323871792, -0.024610267713175, 0.0253043049705842, 4.66210965487e-05, -0.0245569475524513, 0.0057404204775623, 0.0220093551442725, 0.0252795199043535, -0.0332632840244019, 0.0093326810129609, 0.0031567131394185, 0.0312566109247433]| 12.1452455520629883|      0.50000000|[983, 144, 0, 18]                                                          |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.5258880654245899, 0.1281740671368144, 0.3195902653445792, 1.9473157720979057, -0.0224697417663086, 0.010930396741124, 0.0454732576235683, 0.0001432864204175, 0.000491166703063, 0.0416771257104491, -0.0359363323871792, -0.024610267713175, 0.0253043049705842, 4.66210965487e-05, -0.0245569475524513, 0.0057404204775623, 0.0220093551442725, 0.0252795199043535, -0.0332632840244019, 0.0093326810129609, 0.0031567131394185, 0.0312566109247433]| 12.1452455520629883|      0.25000000|[1146, 168, 0, 21]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.5258880654245899, 0.1281740671368144, 0.3195902653445792, 1.9473157720979057, -0.0224697417663086, 0.010930396741124, 0.0454732576235683, 0.0001432864204175, 0.000491166703063, 0.0416771257104491, -0.0359363323871792, -0.024610267713175, 0.0253043049705842, 4.66210965487e-05, -0.0245569475524513, 0.0057404204775623, 0.0220093551442725, 0.0252795199043535, -0.0332632840244019, 0.0093326810129609, 0.0031567131394185, 0.0312566109247433]| 12.1452455520629883|      0.12500000|[1310, 192, 0, 24]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.5258880654245899, 0.1281740671368144, 0.3195902653445792, 1.9473157720979057, -0.0224697417663086, 0.010930396741124, 0.0454732576235683, 0.0001432864204175, 0.000491166703063, 0.0416771257104491, -0.0359363323871792, -0.024610267713175, 0.0253043049705842, 4.66210965487e-05, -0.0245569475524513, 0.0057404204775623, 0.0220093551442725, 0.0252795199043535, -0.0332632840244019, 0.0093326810129609, 0.0031567131394185, 0.0312566109247433]| 12.1452455520629883|      0.06250000|[1473, 216, 0, 27]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.4842531208688317, 0.1231050683690449, 0.3114544108338951, 1.9023011098938956, -0.0210369244235556, 0.0098688471417527, 0.0430758643175531, -0.0005594689136145, 2.79408259301e-05, 0.041071925443115, -0.0345838880754247, -0.0244272538270894, 0.0280194332209389, -0.0010566285186773, -0.0259157112408655, 0.0051790340475794, 0.0231061288683349, 0.0298066135686356, -0.0312244517914501, 0.0087020434489384, 0.0031935103900403, 0.0288678488239467]| 12.1449222564697266|      0.12500000|[1583, 232, 0, 29]                                                         |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
      12|[1.4842531208688317, 0.1231050683690449, 0.3114544108338951, 1.9023011098938956, -0.0210369244235556, 0.0098688471417527, 0.0430758643175531, -0.0005594689136145, 2.79408259301e-05, 0.041071925443115, -0.0345838880754247, -0.0244272538270894, 0.0280194332209389, -0.0010566285186773, -0.0259157112408655, 0.0051790340475794, 0.0231061288683349, 0.0298066135686356, -0.0312244517914501, 0.0087020434489384, 0.0031935103900403, 0.0288678488239467]| 12.1449222564697266|      0.06250000|[1745, 256, 0, 32]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
      13|[1.4842531208688317, 0.1231050683690449, 0.3114544108338951, 1.9023011098938956, -0.0210369244235556, 0.0098688471417527, 0.0430758643175531, -0.0005594689136145, 2.79408259301e-05, 0.041071925443115, -0.0345838880754247, -0.0244272538270894, 0.0280194332209389, -0.0010566285186773, -0.0259157112408655, 0.0051790340475794, 0.0231061288683349, 0.0298066135686356, -0.0312244517914501, 0.0087020434489384, 0.0031935103900403, 0.0288678488239467]| 12.1449222564697266|      0.03125000|[1909, 280, 0, 35]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
      14|[1.5014865395364316, 0.1235993957000777, 0.3157029595548573, 1.92776803648657, -0.021118870275041, 0.009742459190104, 0.0441870242010165, -0.0007895252327199, 0.0011555121018321, 0.0412727492164649, -0.034549882672861, -0.0244460551260213, 0.0270938750782904, -0.0016604558462209, -0.0265303087564301, 0.0041216126679347, 0.0243251288587799, 0.0294346241862326, -0.0298674535493118, 0.0075296049443051, 0.0043975949547806, 0.0278276524212476]| 12.1446237564086914|      0.06250000|[2019, 296, 0, 37]                                                         |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
      15|[1.5014865395364316, 0.1235993957000777, 0.3157029595548573, 1.92776803648657, -0.021118870275041, 0.009742459190104, 0.0441870242010165, -0.0007895252327199, 0.0011555121018321, 0.0412727492164649, -0.034549882672861, -0.0244460551260213, 0.0270938750782904, -0.0016604558462209, -0.0265303087564301, 0.0041216126679347, 0.0243251288587799, 0.0294346241862326, -0.0298674535493118, 0.0075296049443051, 0.0043975949547806, 0.0278276524212476]| 12.1446237564086914|      0.03125000|[2182, 320, 0, 40]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 111 points | exploitation failed, decreasing delta | actual_k=8
