k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0579726864703536, 0.1758984813082896, 0.1305688942072014, 0.0550840367732965, 0.66265533920958, -0.42093914144084, -0.0195407256110919, -0.0174438285122555, 0.5732612128555588]|125075.4843750000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.0579726864703536, 0.1758984813082896, 0.1305688942072014, 0.0550840367732965, 0.66265533920958, -0.42093914144084, -0.0195407256110919, -0.0174438285122555, 0.5732612128555588]|125075.4843750000000000|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.0579726864703536, 0.1758984813082896, 0.1305688942072014, 0.0550840367732965, 0.66265533920958, -0.42093914144084, -0.0195407256110919, -0.0174438285122555, 0.5732612128555588]|125075.4843750000000000|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.0579726864703536, 0.1758984813082896, 0.1305688942072014, 0.0550840367732965, 0.66265533920958, -0.42093914144084, -0.0195407256110919, -0.0174438285122555, 0.5732612128555588]|125075.4843750000000000|      0.25000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.0243556492915076, 0.2354817366426764, 0.1462859272636552, 0.0516232941156617, 0.8112498549531844, -0.324147281958723, -0.097810594514798, -0.0288291773732073, 0.7141723050706935]|31498.4628906250000000|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.0243556492915076, 0.2354817366426764, 0.1462859272636552, 0.0516232941156617, 0.8112498549531844, -0.324147281958723, -0.097810594514798, -0.0288291773732073, 0.7141723050706935]|31498.4628906250000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.0150778884270378, 0.2337780011106592, 0.0716606949198775, 0.0074647327606758, 0.9677084414750912, -0.2052201151923252, -0.1046968948328799, -0.0337357770154245, 0.8355342983029107]|2669.2326660156250000|      0.50000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[-0.0150778884270378, 0.2337780011106592, 0.0716606949198775, 0.0074647327606758, 0.9677084414750912, -0.2052201151923252, -0.1046968948328799, -0.0337357770154245, 0.8355342983029107]|2669.2326660156250000|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-0.0150778884270378, 0.2337780011106592, 0.0716606949198775, 0.0074647327606758, 0.9677084414750912, -0.2052201151923252, -0.1046968948328799, -0.0337357770154245, 0.8355342983029107]|2669.2326660156250000|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0150778884270378, 0.2337780011106592, 0.0716606949198775, 0.0074647327606758, 0.9677084414750912, -0.2052201151923252, -0.1046968948328799, -0.0337357770154245, 0.8355342983029107]|2669.2326660156250000|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.0181228223470812, 0.2412013299210186, 0.0876653814362728, 0.033808707119061, 0.9903202456503749, -0.1626626911426021, -0.0984967964963807, -0.023438715414402, 0.8561454327817714]|1798.5043945312500000|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[-0.0181228223470812, 0.2412013299210186, 0.0876653814362728, 0.033808707119061, 0.9903202456503749, -0.1626626911426021, -0.0984967964963807, -0.023438715414402, 0.8561454327817714]|1798.5043945312500000|      0.06250000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-0.0096259592225387, 0.2320714009293051, 0.069734283343255, -0.0173638158206848, 1.0148230550515012, -0.1498752642915875, -0.0965701036945906, -0.0180991905155328, 0.8599424981608159]|1546.6777343750000000|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[-0.0096259592225387, 0.2320714009293051, 0.069734283343255, -0.0173638158206848, 1.0148230550515012, -0.1498752642915875, -0.0965701036945906, -0.0180991905155328, 0.8599424981608159]|1546.6777343750000000|      0.06250000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[-0.0096259592225387, 0.2320714009293051, 0.069734283343255, -0.0173638158206848, 1.0148230550515012, -0.1498752642915875, -0.0965701036945906, -0.0180991905155328, 0.8599424981608159]|1546.6777343750000000|      0.03125000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[-0.0108424402425183, 0.2311754991878877, 0.069359382689863, 0.0118909864767868, 1.0204433152353942, -0.1425280745675506, -0.0914108699925573, -0.0188254212840909, 0.8623052087094547]|714.0083618164062500|      0.06250000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[-0.0108424402425183, 0.2311754991878877, 0.069359382689863, 0.0118909864767868, 1.0204433152353942, -0.1425280745675506, -0.0914108699925573, -0.0188254212840909, 0.8623052087094547]|714.0083618164062500|      0.03125000|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[-0.0108424402425183, 0.2311754991878877, 0.069359382689863, 0.0118909864767868, 1.0204433152353942, -0.1425280745675506, -0.0914108699925573, -0.0188254212840909, 0.8623052087094547]|714.0083618164062500|      0.01562500|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[-0.0091508037561741, 0.2272648565733653, 0.0751312761644815, 0.0035272239588119, 1.0277335657504953, -0.1384956152463958, -0.0927021213412605, -0.018080308025567, 0.8694527665467072]|621.9934082031250000|      0.03125000|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[-0.0091508037561741, 0.2272648565733653, 0.0751312761644815, 0.0035272239588119, 1.0277335657504953, -0.1384956152463958, -0.0927021213412605, -0.018080308025567, 0.8694527665467072]|621.9934082031250000|      0.01562500|[530, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[-0.0165992575007702, 0.225748740745759, 0.0770355537790717, 0.0145762877251617, 1.0310767176576179, -0.1320990776589876, -0.09069145452886, -0.0188382409319447, 0.8714389362683878]|563.3728027343750000|      0.03125000|[557, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      22|[-0.0165992575007702, 0.225748740745759, 0.0770355537790717, 0.0145762877251617, 1.0310767176576179, -0.1320990776589876, -0.09069145452886, -0.0188382409319447, 0.8714389362683878]|563.3728027343750000|      0.01562500|[583, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[-0.0197807237149701, 0.230553840436844, 0.0787663441339424, 0.0091874142867509, 1.0296557284148673, -0.1273665875482934, -0.0812847451942203, -0.0182171370918857, 0.8795387324964757]|457.6852111816406250|      0.03125000|[610, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[-0.0197807237149701, 0.230553840436844, 0.0787663441339424, 0.0091874142867509, 1.0296557284148673, -0.1273665875482934, -0.0812847451942203, -0.0182171370918857, 0.8795387324964757]|457.6852111816406250|      0.01562500|[636, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      25|[-0.0307467029030807, 0.2347815413466995, 0.0748073621051007, 0.0074799523017069, 1.034999609081095, -0.1232969235760952, -0.0771272997205263, -0.0179785969284967, 0.8845352338354021]|388.5991210937500000|      0.03125000|[662, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      26|[-0.0515942977032123, 0.2286542600974583, 0.0771081344062621, -0.0007384117438189, 1.0480965131650866, -0.1161108313128357, -0.076822018055975, -0.0181874876564368, 0.8989663115478724]|319.0849914550781250|      0.06250000|[689, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      27|[-0.0515942977032123, 0.2286542600974583, 0.0771081344062621, -0.0007384117438189, 1.0480965131650866, -0.1161108313128357, -0.076822018055975, -0.0181874876564368, 0.8989663115478724]|319.0849914550781250|      0.03125000|[716, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      28|[-0.0515942977032123, 0.2286542600974583, 0.0771081344062621, -0.0007384117438189, 1.0480965131650866, -0.1161108313128357, -0.076822018055975, -0.0181874876564368, 0.8989663115478724]|319.0849914550781250|      0.01562500|[742, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[-0.0501960111670568, 0.2287085492919849, 0.077898276161323, 0.0123414422234478, 1.0516673747628755, -0.1112980717104439, -0.0797912058633069, -0.0178152880966604, 0.9040266724400979]|286.5015563964843750|      0.03125000|[769, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
