k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5957058235474537, 0.0290957565517603, 0.0432154741614805, 0.7517752965920523, 0.0870751336005043, -0.0389232030792699, 0.0597826396559902, -9.3493691898e-06, -0.109889196815534, -0.0251547954352817, 0.0141847314206449, 0.0742436560397492, -2.90509755944e-05, -0.0693409762188877, -0.0455426454278287, 0.0600694164533857, -0.0375910336395013, -0.0878461474156184, -0.0616001737028361, 0.0025255345808618, -0.0773533398234342, -0.1294464382087983]| 13.2121791839599609|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[1.2911677736520812, -0.4170966188622947, 0.0071652550936575, 1.459916131703387, 0.1636485945184452, -0.0078198135632481, -0.0735860514625357, 0.5605899662606367, -0.1198856046456045, -0.0448589644116162, 0.1132076380054913, 0.4624936432016742, 0.3182356873424861, -1.2396240708895094, 0.0619400245274763, 0.3071252234579637, 0.4054511815973192, 0.4787825822902353, 0.1790536012165936, -0.1778804206734169, -0.2997760468390674, 0.2079398393600976]| 12.2909698486328125|      4.00000000|[76, 5, 0, 5]                                                              |  | trying linear partial model with 16 points | trying quadratic partial model with 31 points | iterate success | actual_k=1
       3|[1.2911677736520812, -0.4170966188622947, 0.0071652550936575, 1.459916131703387, 0.1636485945184452, -0.0078198135632481, -0.0735860514625357, 0.5605899662606367, -0.1198856046456045, -0.0448589644116162, 0.1132076380054913, 0.4624936432016742, 0.3182356873424861, -1.2396240708895094, 0.0619400245274763, 0.3071252234579637, 0.4054511815973192, 0.4787825822902353, 0.1790536012165936, -0.1778804206734169, -0.2997760468390674, 0.2079398393600976]| 12.2909698486328125|      2.00000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | trying quadratic partial model with 31 points | trying quadratic partial model with 46 points | trying quadratic partial model with 61 points | trying quadratic partial model with 76 points | trying quadratic partial model with 91 points | trying quadratic partial model with 106 points | trying quadratic partial model with 121 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.2911677736520812, -0.4170966188622947, 0.0071652550936575, 1.459916131703387, 0.1636485945184452, -0.0078198135632481, -0.0735860514625357, 0.5605899662606367, -0.1198856046456045, -0.0448589644116162, 0.1132076380054913, 0.4624936432016742, 0.3182356873424861, -1.2396240708895094, 0.0619400245274763, 0.3071252234579637, 0.4054511815973192, 0.4787825822902353, 0.1790536012165936, -0.1778804206734169, -0.2997760468390674, 0.2079398393600976]| 12.2909698486328125|      1.00000000|[346, 23, 0, 23]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 31 points | trying quadratic partial model with 46 points | trying quadratic partial model with 61 points | trying quadratic partial model with 76 points | trying quadratic partial model with 91 points | trying quadratic partial model with 106 points | trying quadratic partial model with 121 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.685416411475462, -0.253287109694764, 0.1342442936203012, 2.0360724900998917, 0.3984481422269046, 0.1939686463877795, -0.3127930970306968, 0.4599903058102675, 0.2120795436182208, 0.0322025388878714, 0.2906562672333934, 0.3726536009363877, 0.2264288336533538, -1.178672389099773, -0.1099916096364786, 0.1548968513947053, 0.2176511232896929, 0.5629078427861713, 0.0215886344159099, -0.2108171681241697, -0.4234791187659951, 0.1596186037079836]| 12.1563196182250977|      2.00000000|[376, 25, 0, 25]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[1.685416411475462, -0.253287109694764, 0.1342442936203012, 2.0360724900998917, 0.3984481422269046, 0.1939686463877795, -0.3127930970306968, 0.4599903058102675, 0.2120795436182208, 0.0322025388878714, 0.2906562672333934, 0.3726536009363877, 0.2264288336533538, -1.178672389099773, -0.1099916096364786, 0.1548968513947053, 0.2176511232896929, 0.5629078427861713, 0.0215886344159099, -0.2108171681241697, -0.4234791187659951, 0.1596186037079836]| 12.1563196182250977|      1.00000000|[511, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | trying quadratic partial model with 31 points | trying quadratic partial model with 46 points | trying quadratic partial model with 61 points | trying quadratic partial model with 76 points | trying quadratic partial model with 91 points | trying quadratic partial model with 106 points | trying quadratic partial model with 121 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.685416411475462, -0.253287109694764, 0.1342442936203012, 2.0360724900998917, 0.3984481422269046, 0.1939686463877795, -0.3127930970306968, 0.4599903058102675, 0.2120795436182208, 0.0322025388878714, 0.2906562672333934, 0.3726536009363877, 0.2264288336533538, -1.178672389099773, -0.1099916096364786, 0.1548968513947053, 0.2176511232896929, 0.5629078427861713, 0.0215886344159099, -0.2108171681241697, -0.4234791187659951, 0.1596186037079836]| 12.1563196182250977|      0.50000000|[647, 43, 1, 44]                                                           |  | trying linear partial model with 16 points | trying quadratic partial model with 31 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 47 points | trying quadratic partial model with 62 points | trying quadratic partial model with 77 points | trying quadratic partial model with 92 points | trying quadratic partial model with 107 points | trying quadratic partial model with 122 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.685416411475462, -0.253287109694764, 0.1342442936203012, 2.0360724900998917, 0.3984481422269046, 0.1939686463877795, -0.3127930970306968, 0.4599903058102675, 0.2120795436182208, 0.0322025388878714, 0.2906562672333934, 0.3726536009363877, 0.2264288336533538, -1.178672389099773, -0.1099916096364786, 0.1548968513947053, 0.2176511232896929, 0.5629078427861713, 0.0215886344159099, -0.2108171681241697, -0.4234791187659951, 0.1596186037079836]| 12.1563196182250977|      0.25000000|[782, 52, 1, 53]                                                           |  | trying linear partial model with 16 points | trying quadratic partial model with 31 points | trying quadratic partial model with 46 points | trying quadratic partial model with 61 points | trying quadratic partial model with 76 points | trying quadratic partial model with 91 points | trying quadratic partial model with 106 points | trying quadratic partial model with 121 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.5352633120627464, -0.2477883385279221, 0.1881153043186574, 1.903999533194402, 0.4152990442298081, 0.2368629617847264, -0.2956500521231468, 0.4811121571704109, 0.2155330703832125, 0.0190956869957513, 0.2615578513313201, 0.3672303795068209, 0.270735554344201, -1.2148818853359533, -0.1129701532887886, 0.1772928201022418, 0.2494945791275449, 0.5629647330751688, 0.1044693326098262, -0.2355582619834734, -0.4742343906860897, 0.1313587643532423]| 12.1448997809615609|      0.50000000|[812, 54, 2, 56]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      10|[1.5352633120627464, -0.2477883385279221, 0.1881153043186574, 1.903999533194402, 0.4152990442298081, 0.2368629617847264, -0.2956500521231468, 0.4811121571704109, 0.2155330703832125, 0.0190956869957513, 0.2615578513313201, 0.3672303795068209, 0.270735554344201, -1.2148818853359533, -0.1129701532887886, 0.1772928201022418, 0.2494945791275449, 0.5629647330751688, 0.1044693326098262, -0.2355582619834734, -0.4742343906860897, 0.1313587643532423]| 12.1448997809615609|      0.25000000|[949, 63, 3, 66]                                                           |  | trying linear partial model with 16 points | trying quadratic partial model with 31 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 47 points | trying quadratic partial model with 62 points | trying quadratic partial model with 77 points | trying quadratic partial model with 92 points | trying quadratic partial model with 107 points | trying quadratic partial model with 122 points | exploitation failed, decreasing delta | actual_k=1
