k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1602125897914289, 0.0402999063953745, -0.4157046727084812, -0.343363490997492, 0.7512186107465448, -0.0099400759443921, 0.0336815235042409, 0.2633412078410284, 0.2169970938531427]|239323.0247939576220233|      2.00000000|[29, 4, 1, 3]                                                              |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       2|[-0.1602125897914289, 0.0402999063953745, -0.4157046727084812, -0.343363490997492, 0.7512186107465448, -0.0099400759443921, 0.0336815235042409, 0.2633412078410284, 0.2169970938531427]|239323.0247939576220233|      1.00000000|[58, 8, 1, 5]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1602125897914289, 0.0402999063953745, -0.4157046727084812, -0.343363490997492, 0.7512186107465448, -0.0099400759443921, 0.0336815235042409, 0.2633412078410284, 0.2169970938531427]|239323.0247939576220233|      0.50000000|[86, 12, 1, 7]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.0686753467724754, 0.0317052725594648, -0.3805655936839416, 0.0997880629236324, 0.946469894921659, 0.0540411476598645, 0.018211126046953, 0.3014775916926287, 0.2213136753273554]|16726.0703125000000000|      1.00000000|[114, 16, 1, 9]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[-0.0686753467724754, 0.0317052725594648, -0.3805655936839416, 0.0997880629236324, 0.946469894921659, 0.0540411476598645, 0.018211126046953, 0.3014775916926287, 0.2213136753273554]|16726.0703125000000000|      0.50000000|[142, 20, 2, 12]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.0686753467724754, 0.0317052725594648, -0.3805655936839416, 0.0997880629236324, 0.946469894921659, 0.0540411476598645, 0.018211126046953, 0.3014775916926287, 0.2213136753273554]|16726.0703125000000000|      0.25000000|[171, 24, 2, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.0686753467724754, 0.0317052725594648, -0.3805655936839416, 0.0997880629236324, 0.946469894921659, 0.0540411476598645, 0.018211126046953, 0.3014775916926287, 0.2213136753273554]|16726.0703125000000000|      0.12500000|[199, 28, 2, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.0402848938786375, 0.0250638835039642, -0.3963318205659518, -0.0047503636989226, 0.9481637127807834, -0.003382288240491, 0.0285165102606041, 0.3140916356985919, 0.2270042399359375]|210.6510467529296875|      0.25000000|[227, 32, 2, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-0.0402848938786375, 0.0250638835039642, -0.3963318205659518, -0.0047503636989226, 0.9481637127807834, -0.003382288240491, 0.0285165102606041, 0.3140916356985919, 0.2270042399359375]|210.6510467529296875|      0.12500000|[255, 36, 2, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0402848938786375, 0.0250638835039642, -0.3963318205659518, -0.0047503636989226, 0.9481637127807834, -0.003382288240491, 0.0285165102606041, 0.3140916356985919, 0.2270042399359375]|210.6510467529296875|      0.06250000|[283, 40, 2, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
