k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.6885668341743, 36.15222965504483, 269.2909852984598]                        |231811.1037121304543689|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[100.0633804953757, 36.466009612139935, 267.87273654189437]                     |225215.3137454746174626|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[102.84790533863438, 37.02636729102467, 265.05628120424205]                     |212308.8726152832095977|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[108.37454663957293, 38.05782350883057, 259.3648548451024]                      |187634.1596513578551821|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[119.40694925982552, 40.289208314070166, 247.99353063568907]                    |142827.3049444387434050|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[140.7959584071883, 47.06030235578936, 225.17549888068822]                      |71597.0964238702144939|     64.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[191.19674484989974, 49.32807202608895, 185.7976123620003]                      |2616.9256381974282704|    128.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[191.19674484989974, 49.32807202608895, 185.7976123620003]                      |2616.9256381974282704|     64.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[191.19674484989974, 49.32807202608895, 185.7976123620003]                      |2616.9256381974282704|     32.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[191.19674484989974, 49.32807202608895, 185.7976123620003]                      |2616.9256381974282704|     16.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[200.14203319906952, 48.445367814925746, 172.56119858689482]                    |258.6832192349976935|     32.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[200.14203319906952, 48.445367814925746, 172.56119858689482]                    |258.6832192349976935|     16.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[200.14203319906952, 48.445367814925746, 172.56119858689482]                    |258.6832192349976935|      8.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[200.14203319906952, 48.445367814925746, 172.56119858689482]                    |258.6832192349976935|      4.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[200.14203319906952, 48.445367814925746, 172.56119858689482]                    |258.6832192349976935|      2.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
